CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Los Angeles,5715 N. Figueroa St.,CA,US,2018-07-10,,,,,,,Indivisible Eagle Rock,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Middletown,Pennell Road site of Sunoco Mariner East 2 pipeline,PA,US,2018-07-10,na,6,,6,,,Mama Bear Brigade,protesting construction of Mariner East 2 pipeline,0,protest,2,0,0,0,1,1,http://www.delcotimes.com/business/20180710/2-mama-bears-arrested-during-protest-at-pipeline-construction-site-in-middletown,,,,
Minneapolis,3116 S 22nd Avenue,MN,US,2018-07-10,FB: 77,77,,77,,,coalition of organizations,against the Apartment Shop; demanding repairs in apartments,0,rally,0,0,0,0,1,1,https://www.minnpost.com/community-sketchbook/2018/07/corcoran-block-party-doubles-opportunity-rally-around-new-affordable-ho,https://www.facebook.com/events/187288958607607/,,,
New Haven,121 Elm St,CT,US,2018-07-10,more than 100,100,,100,,,NARAL Pro-Choice Connecticut,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/479592535827531/,http://www.courant.com/politics/hc-news-new-haven-scotus-rally-20180710-story.html,,,
New York,Sheraton New York Times Square,NY,US,2018-07-10,,,,,,,Occupy ICE NYC,protesting National Homeland Security conference,1,protest,,,,,1,1,https://www.facebook.com/events/1863786937259412/,,,,
New York,Joyce Theater,NY,US,2018-07-10,na,50,,50,,,Adalah-NY,protesting Israeli human rights abuses; protesting pro-Israeli dance company,0,protest,0,0,0,0,0,1,https://adalahny.org/press-release/1538/50-new-yorkers-protest-batsheva-dance-company-whitewashing-israel-repression,,,,
Northville,outside Northville town hall,NY,US,2018-07-10,about 100,100,,100,,,Sacandaga Protection Committee; general protestors,rally against bill regarding Sacandaga Lake,0,rally,0,0,0,0,1,1,http://www.leaderherald.com/news/local-news/2018/07/group-rallies-against-passed-bill/,,,,
Omaha,72nd and Dodge,NE,US,2018-07-10,,,,,,,Indivisible Omaha,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Palatine,Rand Road and Dundee Road,IL,US,2018-07-10,,,,,,,Pro-Life Action League,anti-abortion,2,rally,,,,,1,1,https://prolifeaction.org/event/truthtour2018/,,,,
Portland,Chapman Square,OR,US,2018-07-10,FB: 43,43,,43,,,Portland's Resistance; general protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,0,0,0,0,1,1,https://katu.com/news/local/rally-planned-in-portland-to-protest-trumps-supreme-court-pick,https://www.facebook.com/events/704751269885829/,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",MN,US,2018-07-10,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices, abolish ICE, keep families together",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2018/07/07/july-2018-vigil/,,second Tuesday of every month,
San Francisco,"333 Bush Street, Suite 3325",CA,US,2018-07-10,,,,,,,Stand Up San Francisco,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Ridgefield Park,Downtown,NJ,US,2018-07-10,more than 70,70,,70,,,general protestors,Marching against proposed power plant,0,march,0,0,0,0,1,1,https://www.northjersey.com/story/news/environment/2018/07/10/protesters-march-against-proposed-meadowlands-power-plant/769063002/,,,,
Yonkers,Grinton I Will Public Library,NY,US,2018-07-10,hundreds,200,,200,,,Gov Cuomo,Rally for Women's Rights,0,rally,0,0,0,0,1,1,http://westchester.news12.com/story/38611516/cuomo-rallies-in-yonkers-for-womens-rights,,,,
Washington,Capitol Hill,DC,US,2018-07-10,,,,,,,RAICES,calling for reunification of families separated at the border; presenting a $20 million dollar check for bonds of detained mothers,1,rally,0,0,0,0,1,1,https://www.dailydot.com/irl/raices-20-million-bond-family-separation/,https://twitter.com/WomenBelong/status/1016748536619323392,,,
Albany,"Planned Parenthood, 855 Central Avenue",NY,US,2018-07-11,about 100,100,,100,,,Upper Hudson Planned Parenthood,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,0,0,0,0,1,1,http://spectrumlocalnews.com/nys/capital-region/news/2018/07/12/planned-parenthood-hold-rally-opposing-scotus-nomination,,,,
Albuquerque,Roosevelt Park,NM,US,2018-07-11,hundreds,200,,200,,,March For Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://www.abqjournal.com/1195526/youth-rally-focuses-on-gun-violence-ex-abq-included-in-national-tour-by-parkland-fla-shooting-survivors.html,https://www.koat.com/article/stoneman-douglas-students-locals-rally-to-end-gun-violence/22121876,,,
Beulaville,Carter Farm,NC,US,2018-07-11,hundreds,200,,200,,,general protestors,rallying in support of hog farmers; protesting lawsuit against Carter family farm,0,rally,0,0,0,0,1,1,https://www.islandpacket.com/news/state/north-carolina/article214655895.html,,,,
Birmingham,16th Street Baptist Church,AL,US,2018-07-11,na,100,,100,,,Charlottesville community members and delegates,Civil Rights pilgrimage,1,march; protest,,,,,1,1,https://www.newsleader.com/story/news/2018/07/11/charlottesville-mayor-leads-pilgrimage-montgomery-al-lynching-memorial/774560002/,,,,
Birmingham,Birmingham Civil Rights Institute,AL,US,2018-07-11,na,100,,100,,,Charlottesville community members and delegates,Civil Rights pilgrimage,1,march; protest,,,,,1,1,https://www.newsleader.com/story/news/2018/07/11/charlottesville-mayor-leads-pilgrimage-montgomery-al-lynching-memorial/774560002/,,,,
Boston,Northeastern University,MA,US,2018-07-11,more than 100,100,,100,,,students,protesting university's research contract with ICE,1,protest,0,0,0,0,1,1,http://www.wcvb.com/article/students-activists-to-protest-northeastern-universitys-contract-with-ice/22094841,https://www.bostonglobe.com/metro/2018/07/11/protesters-urge-northeastern-nix-contract-with-ice/SEDJMkU4oMs8wrkJjiM29N/story.html,,,
Bridgeport,US District Court,CT,US,2018-07-11,dozens,24,,24,,,United Latina en Accion; Connecticut Student for a Dream; general protestors,protesting family separation,1,protest,0,0,0,0,1,1,http://www.courant.com/news/connecticut/hc-news-immigration-reunification-hearing-20180710-story.html,,,,
Cedar Rapids,5352 C Ave NE Cedar Rapids,IA,US,2018-07-11,FB: 51,51,,51,,,Indivisible Iowa; NextGen Iowa,Protesting appearance by VP Mike Pence,1,protest,0,0,0,0,1,1,http://www.kcrg.com/content/news/NextGen-Iowa-and-Indivisible-Iowa-to-hold-protest-and-pride-event-487798741.html,https://www.facebook.com/events/1987222311310946/,,,
Urbana,Champaign County Courthouse,IL,US,2018-07-11,na,17,,17,,,general protestors,protesting ICE; family separation,1,protest; rally,0,0,0,0,1,1,http://www.news-gazette.com/news/local/2018-07-12/family-matters-the-focus-immigration-rally-urbana.html,http://www.wandtv.com/clip/14483250/ice-rally-in-champaign-urbana,,Partial count estimated from video,
Urbana,Champaign County Courthouse,IL,US,2018-07-11,na,3,,3,,,general protestors,supporting ICE,2,counter-protest,0,0,0,0,0,1,http://www.news-gazette.com/news/local/2018-07-12/family-matters-the-focus-immigration-rally-urbana.html,http://www.wandtv.com/clip/14483250/ice-rally-in-champaign-urbana,,,
Dixon,City Hall,CA,US,2018-07-11,,,,,,,general Protestors,protesting anti-gay comments by vice mayor,0,protest,,,,,1,1,http://www.kcra.com/article/protest-expected-a-dixon-city-council-meeting/22101835,,,,
Dodge City,East Wyatt Earp Boulevard near Santa Fe Depot,KS,US,2018-07-11,na,10,,10,,,general protestors,protesting appearance by Kansas Secretary of State Kris Kobach,1,protest,,,,,1,1,http://www.gctelegram.com/news/20180711/kobach-met-by-demonstrators,,,Partial count estimated from photos in article,
Dover,Washington Street and Henry Law Avenue,NH,US,2018-07-11,more than 50,50,,50,,,students,raise awareness about underage drinking,1,rally,0,0,0,0,1,1,http://www.fosters.com/news/20180711/dover-youth-rally-against-underage-drinking,,,,
Farmingdale,Farmingdale State College,NY,US,2018-07-11,,,,,,,general protestors,rally for women's rights; women's health,1,rally,0,0,0,0,1,1,http://longisland.news12.com/story/38624346/cuomo-ralliesin-farmingdalefor-womens-rights,http://www.appliedweb.org/report/76223/governor-cuomo-rallies-reproductive-rights-farmingdale-july-11-2018,,,
Flossmoor,Governors Highway and Vollmer Road,IL,US,2018-07-11,,,,,,,Pro-Life Action League,anti-abortion,2,rally,,,,,1,1,https://prolifeaction.org/event/truthtour2018/,,,,
Kalamazoo,outside Kalamazoo County Jail,MI,US,2018-07-11,at least 50,50,,50,,,general protestors,protesting ICE,1,protest; vigil,0,0,0,0,1,1,https://www.mlive.com/expo/news/erry-2018/07/83ba646a558911/index.html,https://www.mlive.com/news/kalamazoo/index.ssf/2018/07/vigil_to_stop_cooperation_with.html,,,
Kansas City,Barney Allis Plaza,MO,US,2018-07-11,about 100,100,,100,,,KRBZ,protesting visit by Vice President Mike Pence,1,protest,0,0,0,0,1,1,http://thehill.com/blogs/blog-briefing-room/news/396244-lgbtq-advocates-to-protest-pence-with-the-mike-pence-sausage,http://www.kctv5.com/story/38612447/radio-station-lgbtq-community-to-hold-sausage-fest-in-protest-of-pences-visit-to-kansas-city,,,
Knoxville,City County building,TN,US,2018-07-11,Approximately 100,100,,100,,,general protestors,Protesting ICE,1,protest,0,0,0,0,1,1,https://www.knoxnews.com/story/news/local/2018/07/11/knox-sheriffs-office-ice-officials-hold-immigrant-program-meeting/764306002/,,,,
Lawrenceville ,outside United Methodist Village,IL,US,2018-07-11,nearly 20,20,,20,,,employees,protesting poor management,0,protest,0,0,0,0,1,1,http://www.wthitv.com/content/news/Employees-protest--487937021.html,,,,
Los Angeles,Hall of Justice,CA,US,2018-07-11,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Mokena,191st St and La Grange Road,IL,US,2018-07-11,,,,,,,Pro-Life Action League,anti-abortion,2,rally,,,,,1,1,https://prolifeaction.org/event/truthtour2018/,,,,
Mount Wolf,outside Gov. Tom Wolf's home,PA,US,2018-07-11,roughly 30,30,,30,,,general protestors,protesting partisan gerrymandering,0,protest,0,0,0,0,1,1,https://www.yorkdispatch.com/story/news/local/2018/07/11/outside-gov-wolfs-home-protesters-call-general-assembly-return-redistricting-vote/776029002/,,,,
New York,The Rink at Rockefeller Center,NY,US,2018-07-11,FB: 44,44,,44,,,FIRE - Fight for Im/migrants and Refugees Everywhere and Occupy ICE NYC,protesting National Homeland Security conference,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/201329310711584/,,,,
New York,Broadway and 53rd St,NY,US,2018-07-11,,,,,,,Occupy ICE NYC,protesting National Homeland Security conference,1,protest,,,,,0,1,https://www.facebook.com/events/620381168328727/,,,,
Orland,159th St and La Grange Road,IL,US,2018-07-11,,,,,,,pro-Life Action League,anti-abortion,2,rally,,,,,1,1,https://prolifeaction.org/event/truthtour2018/,,,,
Portland,U.S. Immigration and Customs Enforcement headquarters,OR,US,2018-07-11,,,,,,,general Protestors,Protesting ICE,1,protest,8,0,0,0,1,1,https://www.ktvz.com/news/8-protesters-arrested-at-portland-ice-facility/766749216,,,part of Occupy ICE PDX protest that ran from 06-17-2018 to 07-25-2018,
Santa Barbara,Santa Barbara County Administration building,CA,US,2018-07-11,more than 100,100,,100,,,general protestors,protesting offshore drilling,0,protest,0,0,0,0,1,1,https://www.sanluisobispo.com/news/local/environment/article214767130.html,,,,
San Francisco,outside Japanese Consulate,CA,US,2018-07-11,about 11,11,,11,,,general protestors,protesting reopening of Japanese nuclear power plants,0,protest,0,0,0,0,1,1,https://www.sfchronicle.com/politics/article/Bay-Area-political-events-Supreme-Court-protest-13063259.php,https://nonukesaction.wordpress.com/2018/07/13/report-of-7-11-nna-rally%E3%83%BB7-11-%E6%8A%97%E8%AD%B0%E9%9B%86%E4%BC%9A%E4%BA%8B%E5%BE%8C%E5%A0%B1%E5%91%8A/,,,
Tallahassee,outside Florida State Capitol,FL,US,2018-07-11,about two dozen,24,,24,,,general protestors,rallying in favor of medical marijuana,0,rally,0,0,0,0,1,1,http://www.mynews13.com/fl/orlando/news/2018/07/12/medical-marijuana-advocates-rally-outside-florida-s-capitol,https://www.tallahassee.com/story/news/2018/07/11/rally-smokable-marijuana/776930002/,,,
Urbana,outside Champaign County Courthouse,IL,US,2018-07-11,dozens,24,,24,,,general protestors,Protesting ICE,1,protest,0,0,0,0,1,1,https://www.wcia.com/news/local-news/ice-protest-outside-courthouse/1296664912,,,,
Woodland,City Park,CA,US,2018-07-11,,,,,,,Reunite Families Now,protesting family separation; pro-immigration reform,1,protest,,,,,1,1,http://www.dailydemocrat.com/general-news/20180709/moms-and-kids-in-woodland-to-protest-border-separation-policies,,,,
Birmingham,1800 5th Avenue North,AL,US,2018-07-12,,,,,,,Birmingham Indivisible,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Brooksville,outside of Oak Hill Hospital,FL,US,2018-07-12,dozens,24,,24,,,nurses,calling for better staffing and pay,0,protest,0,0,0,0,1,1,http://www.baynews9.com/fl/tampa/news/2018/07/12/nurses-protest-for-better-pay-and-staffing,,,,
Cazenovia,march to Lakeland Park,NY,US,2018-07-12,around 150,150,,150,,,teenagers,against tobacco marketing,0,protest; rally,0,0,0,0,1,1,https://www.localsyr.com/news/local-teens-rally-against-tobacco-marketing_20180712213148/1298982939,http://spectrumlocalnews.com/nys/central-ny/news/2018/07/12/reality-check-seen-enough-tobacco-rally-cazenovia,,Count taken from quote in video,
Centerville,Centerville Marketplace Business Park,UT,US,2018-07-12,about 25,25,,25,,,general protestors,protesting Management and Training Corporation operation of immigrant detention centers,1,protest,8,0,0,0,1,1,https://www.sltrib.com/news/2018/07/12/protesters-disrupt-utah/,,,,
Columbus,outside Statehouse,OH,US,2018-07-12,thousands,2000,,2000,,,labor union members; general protestors,rallying for pensions,0,rally,0,0,0,0,1,1,http://www.dispatch.com/news/20180712/thousands-gather-at-statehouse-for-rally-to-save-pensions,,,,
Detroit,Fort Street,MI,US,2018-07-12,na,30,,30,,,general protestors,calling for speed limit to be lowered,0,protest,0,0,0,0,1,1,https://www.clickondetroit.com/news/detroit-community-protests-to-lower-speed-limit-on-fort-street-where-8-year-old-boy-was-killed,,,Partial count estimated from video,
Duluth,Building for Women,MN,US,2018-07-12,,,,,,,general Protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Elmhurst,Route 83 and St. Charles Road,IL,US,2018-07-12,,,,,,,pro-Life Action League,anti-abortion,2,rally,,,,,1,1,https://prolifeaction.org/event/truthtour2018/,,,,
Everett,2930 Wetmore Avenue,WA,US,2018-07-12,,,,,,,Indivisible Whidbey,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
High Point,1841 Eastchester Drive,NC,US,2018-07-12,,,,,,,general Protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Jacksonville,300 North Hogan,FL,US,2018-07-12,,,,,,,Indivisible,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Knoxville,800 Market Street,TN,US,2018-07-12,,,,,,,general Protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Las Vegas,"2825 E. Desert Inn Rd, Suite #260",NV,US,2018-07-12,,,,,,,Indivisible,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Los Angeles,"Feinstein's office, 11111 Santa Monica Blvd at S. Sepulveda Blvd",CA,US,2018-07-12,,,,,,,general Protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Los Angeles,Asher Caffe & Lounge,CA,US,2018-07-12,upwards of 30,30,,30,,,Defend Boyle Heights,anti-gentrification; protesting alleged anti-immigrant owner of local cafe,1,protest,0,0,0,0,0,1,https://la.eater.com/2018/7/17/17577354/anti-gentrification-protest-opening-boyle-heights,,,,
Miami,Regatta Park to Miami City Hall,FL,US,2018-07-12,upwards of 100,100,,100,,,general protestors,rallying for Major League Soccer program in Miami,0,rally,0,0,0,0,1,1,https://www.miamiherald.com/sports/mls/article214748025.html,,,,
Montgomery,Southern Poverty Law Center Museum,AL,US,2018-07-12,na,100,,100,,,Charlottesville community members and delegates,Civil Rights pilgrimage,1,march; protest,,,,,1,1,https://www.newsleader.com/story/news/2018/07/11/charlottesville-mayor-leads-pilgrimage-montgomery-al-lynching-memorial/774560002/,,,,
Montgomery,Equal Justice Institute,AL,US,2018-07-12,na,100,,100,,,Charlottesville community members and delegates,Civil Rights pilgrimage,1,march; protest,,,,,1,1,https://www.newsleader.com/story/news/2018/07/11/charlottesville-mayor-leads-pilgrimage-montgomery-al-lynching-memorial/774560002/,,,,
St. Petersburg ,Williams Park,FL,US,2018-07-12,estimated 250,250,,250,,,March For Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://www.cltampa.com/news-views/local-news/media-gallery/21013232/we-the-students-road-to-change-rally-in-st-petersburgs-williams-park,,,,
Tallahassee,outside Florida Supreme Court,FL,US,2018-07-12,about 40,40,,40,,,general protestors,Protesting the nomination of Kavanaugh,1,protest,0,0,0,0,1,1,http://www.wctv.tv/content/news/Equality-Florida-and-Planned-Parenthood-protest-Trumps-Supreme-Court-Pick-488040861.html,,,,
Traverse City,"3335 S. Airport Rd. West, Ste. 6B",MI,US,2018-07-12,,,,,,,Indivisible Traverse City,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Verona,Daikin Applied Americas plant,VA,US,2018-07-12,approximately 100,100,,100,,,"United Electrical, Radio, and Machine workers of America Local 123",protesting poor treatment by management,0,protest,0,0,0,0,1,1,https://www.newsleader.com/story/news/local/2018/07/10/union-rally-verona-daikin-protest-unfair-working-conditions/771152002/,https://www.dailyprogress.com/newsvirginian/news/business/daikin-workers-protest-verona-plant-conditions/article_e1f76ee2-8628-11e8-8b38-6b1bb06f5925.html,,,
Villa Park,Roosevelt Road and Summit Avenue,IL,US,2018-07-12,,,,,,,pro-Life Action League,anti-abortion,2,rally,,,,,1,1,https://prolifeaction.org/event/truthtour2018/,,,,
Westmont,Cass Avenue and Ogden Avenue,IL,US,2018-07-12,,,,,,,pro-Life Action League,anti-abortion,2,rally,,,,,1,1,https://prolifeaction.org/event/truthtour2018/,,,,
Burlington,City Hall Park,VT,US,2018-07-12,hundreds,200,,200,,,nurses,rally for fair contracts,0,rally; march; strike,0,0,0,0,1,1,https://www.mynbc5.com/article/striking-nurses-march-downtown-ahead-of-walkouts-end/22146148,,,,
Annville,Downtown,PA,US,2018-07-13,,,,,,,CHISPA,Protesting fracking,0,protest,0,0,0,0,1,1,https://www.ldnews.com/story/news/2018/07/25/human-billboard-pipeline-protest-annville-fracking-natural-gas/834002002/,,,,
Charlottesville ,,VA,US,2018-07-13,na,100,,100,,,Charlottesville community members and delegates,Civil Rights pilgrimage,1,march; protest,,,,,1,1,https://www.newsleader.com/story/news/2018/07/11/charlottesville-mayor-leads-pilgrimage-montgomery-al-lynching-memorial/774560002/,,,,
Chicago,the Westin O'Hare,IL,US,2018-07-13,,,,,,,Refuse Fascism Chicago,Protesting appearance by VP Mike Pence,1,protest,,,,,1,1,http://www.protestchicago.com/2018/07/06/protest-mike-pence-in-rosemont/,,,,
Chicago,99th Street and Halsted Street,IL,US,2018-07-13,,,,,,,pro-Life Action League,anti-abortion,2,rally,,,,,0,1,https://prolifeaction.org/event/truthtour2018/,,,,
Chicago,95th St and Cicero Avenue,IL,US,2018-07-13,,,,,,,pro-Life Action League,anti-abortion,2,rally,,,,,0,1,https://prolifeaction.org/event/truthtour2018/,,,,
Chicago,95th St and Ridgeland Ave,IL,US,2018-07-13,,,,,,,pro-Life Action League,anti-abortion,2,rally,,,,,0,1,https://prolifeaction.org/event/truthtour2018/,,,,
Colorado Springs,31 N. Tejon Street,CO,US,2018-07-13,about 25,25,,25,,,Indivisible,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,0,0,0,0,1,1,https://savescotus.indivisible.org/#lp-code-141,https://www.fox21news.com/news/local/protesters-rally-in-colorado-springs-against-supreme-court-nomination/1301795412,,,
Denver,outside Shorter Community AME Church,CO,US,2018-07-13,a couple,2,,2,,,general Protestors,support Second Amendment,2,protest,0,0,0,0,1,1,https://kdvr.com/2018/07/13/parkland-shooting-survivors-energize-denver-crowd-on-gun-reform/,,,,
Hartford,State Capitol,CT,US,2018-07-13,about 70,70,,70,,,general Protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,0,0,0,1,1,https://www.facebook.com/events/2146677065569243/,https://www.wral.com/leaders-hold-rally-in-opposition-of-supreme-court-nominee/17695964/,http://www.courant.com/politics/hc-pol-connecticut-democrats-brett-kavanaugh-20180713-story.html,,
Holly Hill,Main Street,SC,US,2018-07-13,na,9,,9,,,general protestors,Protesting Confederate Flag,1,march,0,0,0,0,1,1,https://thetandd.com/news/local/group-vows-to-march-until-confederate-flag-removed-outside-holly/article_1110c49f-03b2-572e-9393-0f2c472d4036.html,https://thetandd.com/news/local/group-vows-to-march-until-confederate-flag-removed-outside-holly/article_1110c49f-03b2-572e-9393-0f2c472d4036.html,,partial count from pic,
Indianapolis,115 N. Pennsylvania Street Suite 100,IN,US,2018-07-13,,,,,,,Indivisible Bloomington and 9th District Indiana,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Jacksonville,San Mateo Entrance Park,FL,US,2018-07-13,around 45,45,,45,,,general protestors,rallying for justice for Harold Kraai,0,rally,0,0,0,0,1,1,http://www.fightbacknews.org/2018/7/16/jacksonville-rallies-mentally-ill-man-killed-jso-cop,,,,
Kingsland,Veterans Park,GA,US,2018-07-13,more than 60,60,,60,,,general protestors,Protesting police shooting of unarmed black man,1,protest,0,0,0,0,1,1,https://thebrunswicknews.com/news/local_news/protesters-demand-resignation-of-kingsland-mayor-and-police-chief/article_bce2f63f-98f9-58f2-bc40-9937ddebad40.html,,,,
Knoxville,800 Market Street,TN,US,2018-07-13,,,,,,,general Protestors,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Los Angeles,SENATOR HARRIS' OFFICE,CA,US,2018-07-13,,,,,,,Indivisible,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Los Angeles,corner of Manchester and Vermont Avenue,CA,US,2018-07-13,,,,,,,general protestors,Day of Action Against Gun Violence,0,rally,0,0,0,0,1,1,https://abc7.com/shoes-line-south-la-as-part-of-demonstration-against-gun-violence/3761751/,,,,
Nashville,1 Public Square ,TN,US,2018-07-13,FB: 98,98,,98,,,Black Lives Matter,Rally in support of a community action board; protesting for greater accountability,1,rally,,,,,1,1,https://www.facebook.com/events/812370238962838/,,,,
Olathe,23600 College Blvd,KS,US,2018-07-13,,,,,,,JoCo MoveOn,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Orlando,Lake Eola Park,FL,US,2018-07-13,FB: 242,242,,242,,,March For Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://spectrumlocalnews.com/nc/triad/news/2018/07/13/march-for-our-lives-to-rally-in-downtown-orlando-tonight,https://www.facebook.com/events/2012400198977480/,,,
Overland Park,11900 College Blvd,KS,US,2018-07-13,,,,,,,JoCo MoveOn,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Portland,1 Canal Plaza,ME,US,2018-07-13,,,,,,,Indivisible Sagadahoc,protesting nomination of Brett Kavanaugh as Supreme Court Justice,1,protest,,,,,1,1,https://savescotus.indivisible.org/#lp-code-141,,,,
Aurora,Fox Valley Mall,IL,US,2018-07-14,about 50,50,,50,,,general protestors,protesting discrimination against breastfeeding mothers,0,protest,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-fox-valley-mall-protests-breastfeeding-stop-st-0715-story.html,,,,
Bristol,,VA,US,2018-07-14,dozens,24,,24,,,Appalachian Animal Rescue Coalition,rally for better area services for animals,0,rally,0,0,0,0,1,1,https://www.heraldcourier.com/news/animal-rights-rally-held-saturday-in-bristol/article_6d2a4ffe-87bc-11e8-905e-cb5ee7cef970.html,,,,
Browning,,MT,US,2018-07-14,na,25,,25,,,general protestors,calling for justice for Matthew Grant,0,march,0,0,0,0,1,1,http://www.krtv.com/story/38648769/people-march-in-browning-for-matthew-grant,,,Partial count estimated from video,
Chicago,South Side ,IL,US,2018-07-14,about 150,150,,150,,,general protestors,Protesting fatal shooting by police ,1,protest,4,0,3,0,0,1,https://www.usatoday.com/story/news/nation/2018/07/14/protests-breakout-chicago-after-man-shot-chicago-police-officer-dies/786067002/,https://www.usnews.com/news/best-states/illinois/articles/2018-07-14/the-latest-police-say-4-protesters-arrested-after-shooting,https://www.huffingtonpost.com/entry/chicago-south-shore-fatal-police-shooting_us_5b4aa246e4b0e7c958fbda54,,
Chicago,Plaza Tenochtitlán,IL,US,2018-07-14,,,,,,,Barrios Against Displacement and ChiResists,"against the taking of homes and resources, whitewashing of culture and the corporatization of black and brown communities",1,rally,,,,,1,1,http://www.protestchicago.com/2018/07/05/joyful-resistance-march-for-our-hoods-2018/,,,,
Clewiston,Lake Okeechobee,FL,US,2018-07-14,hundreds,200,,200,,,general protestors,protesting mismanagement of water; demanding solution to toxic algae,0,protest,0,0,0,0,1,1,https://www.winknews.com/2018/07/14/protesters-gather-in-clewiston-to-fight-lake-o-water-management/,,,,
Del Mar,outside Del Mar fairgrounds,CA,US,2018-07-14,about 30,30,,30,,,NeverAgainCA,protesting the Crossroads of the West gun show,1,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/hoy-san-diego/fotogalerias/sd-pg-gun-show-protested-20180714-photogallery.html,http://www.latimes.com/local/lanow/la-me-ln-gun-show-protest-20180714-story.html,,,
Eau Claire,The Lismore Hotel,WI,US,2018-07-14,,,,,,,democrats,rally for Senator Tammy Baldwin and congressional candidate Randy Bryce,1,rally,0,0,0,0,1,1,https://fox6now.com/2018/07/10/senator-bernie-sanders-to-rally-with-tammy-baldwin-randy-bryce-in-wisconsin-july-14/,,,,
Evanston,Davis St and Ridge Ave,IL,US,2018-07-14,,,,,,,pro-Life Action League,anti-abortion,2,rally,,,,,1,1,https://prolifeaction.org/event/truthtour2018/,,,,
Freeport,Freeport Municipal Park ,TX,US,2018-07-14,more than a hundred,100,,100,,,general protestors,rally to raise awareness about youth suicide,0,rally,0,0,0,0,1,1,http://thefacts.com/news/article_5c692029-dcb6-59ac-8ffe-f3e8d51d6e79.html,,,,
