CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Chicago,South Shore neighborhood,IL,US,2018-07-18,over 500,500,,500,,,general protestors,Protesting to demand justice following the police shooting of Harith Augustus,1,protest,,,,,0,1,http://www.fightbacknews.org/2018/7/18/third-night-protest-against-police-murder-chicago,,,,
Dallas,Congressman Pete Sessions' Office,TX,US,2018-07-18,FB: 83,83,,83,,,coalition of organizations,"against corruption, pro-democracy",1,protest,0,0,0,0,1,1,https://www.confrontcorruption.org/dallas_tx,https://www.facebook.com/events/415561682296132/,,,
Dallas,Polk County Courthouse,OR,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,0,1,https://www.confrontcorruption.org/6014/_candlelight_vigil_for_our_democracy_stand_against_corruption_and_betrayal,,,,
Decatur,Courthouse Lawn,AL,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest; vigil,0,0,0,0,1,1,https://www.confrontcorruption.org/5197/candlelight_vigil_qxuyn4ji9ifz-ts8liqdba,,,,
Del Mar,outside Del Mar Racetrack,CA,US,2018-07-18,about two dozen,24,,24,,,general protesting,calling for boycott of horse racing,0,protest,0,0,0,0,1,1,http://www.cbs8.com/story/38678857/opening-day-fans-and-protesters-both-off-to-the-races,,,,
Doylestown,State and Main Intersection,PA,US,2018-07-18,na,300,,300,,,coalition of organizations,"against corruption, pro-democracy",1,protest,0,0,0,0,1,1,https://www.confrontcorruption.org/riseupdoylestown/confront_corruption_defend_democracy_doylestown_pa,https://twitter.com/RiseUpDtown/status/1020035592191709186,,,
Eden Prairie,Eden Prairie Chamber of Commerce,MN,US,2018-07-18,na,220,,220,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,1,1,https://www.confrontcorruption.org/denise_knights,https://twitter.com/MaryMessall/status/1019803357358297089,,,
Elmhurst,Wilder Park,IL,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/lstukel/elmhurst_confronts_corruption_candlelight_vigil,,,,
Escondido,Westfield Mall North County Fair,CA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/amymcquillan/candlelight_vigil_for_democracy_free_of_corruption,,,,
Evanston,,IL,US,2018-07-18,,,,,,,general protestors,protesting affordable housing development,0,protest,0,0,0,0,1,1,https://dailynorthwestern.com/2018/07/21/city/evanston-residents-protest-dempster-street-housing-project/,,,,
Fairbanks,Golden Heart Fountain,AK,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/akblondee/we_exist_to_resist,,,,
Fairfield,Sherman Green,CT,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/ict4/fairfield_connecticut_sherman_green_downtown,,,,
Fall River,Fall River Government Center,MA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/fall_river,,,,
Flagstaff,Flagstaff City Hall,AZ,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/,,,,
Fort Collins,Old Town Square,CO,US,2018-07-18,100 to 150,100,,150,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,1,1,https://www.confrontcorruption.org/4947/fort_collins_confrontcorruption_demanddemocracy_vigil,https://northfortynews.com/pop-up-political-rally-in-old-town-square/,,,
Friday Harbor,San Juan County District Court,WA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/friday_harbor,,,,
Fredonia,Barker Common,NY,US,2018-07-18,count pic,11,,11,,,coalition of organizations,"against corruption, pro-democracy",1,protest,0,0,0,0,1,1,http://www.observertoday.com/news/local-region/2018/07/anti-corruption-rally-held/,,,,
Fresno,Unitarian Universalist Church,CA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/unitarianuniversalistchurchoffresno/confront_corruption_and_demand_democracy_candlelight_vigil,,,,
Freeport,1010 S Park Blvd,IL,Us,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/hillsidestudio/confront_corruption_demand_democracy_vigil_hx3xhdk8ngtpsd_oao0nra,,,,
Hanover,Corner of Wheelock st,NH,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/3961/sunset_vigil_to_keep_democracy_alive,,,,
Hauppauge,100 Veterans Memorial Highway,NY,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/momfordemocracy/no_more_lies_demand_action_against_trump,,,,
Holland,Centennial Park,MI,US,2018-07-18,about 30,30,,30,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,1,1,https://www.confrontcorruption.org/brunsconsult/defend_democracy_march_against_betrayal,http://www.hollandsentinel.com/news/20180718/holland-residents-protest-trumps-russia-remarks,,,
Hood River,Riverside Church,OR,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/michellerabin/american_values,,,,
Houston,Discovery Green Park,TX,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/mrellisleetoo/teachers_confront_corrupt_administration_rngvdmk9od1rdvzi10ceow,,,,
Huntington,Ritter Park,WV,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/5055/huntington_united,,,,
Idaho Falls,Public Library,ID,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/mmarquit/confront_corruption_idaho_falls,,,,
Idyllwild,Idyllwild Town Monument,CA,US,2018-07-18,,,,,,,Idyllwild Indivisible,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/sgrant/idyllwild_candlelight_vigil,,,,
Iowa City,City Hall,IA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/kurtfriese/confront_corruption_lnn-c4d9vxiff1mm-dn4bg,,,,
Indianapolis,Monument Circle,IN,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/monument_circle_confronts_corruption,,,,
Jacksonville Beach,Omnisara Labyrinth and Gardens,FL,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest; vigil,,,,,1,1,https://www.confrontcorruption.org/omnisara/labyrinth_walk_to_support_of_democracy,,,,
Joliet,Will County Courthouse,IL,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/stillclairef/joliet_demands_justice,,,,
Juneau,Congressional Delegation Office,AK,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/juneau_ak,,,,
Kalamazoo,Bronson Park,MI,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/5650/confront_corruption_kalamazoo,,,,
Kettering,Charles I. Lathrem Senior Center,OH,US,2018-07-18,most of the 35,35,,35,,,general protestors,protesting plan for county road expansion,0,protest,0,0,0,0,1,1,https://www.daytondailynews.com/news/local/county-line-road-expansion-draws-praise-from-some-protest-from-others/shxm55GhN9l5y0Af4H4TwO/,,,,
Lafayette,Parc Sans Souci,LA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/miisaak/confront_corruption_with_indivisible_acadiana,,,,
Lakeport,255 N Main Street,CA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/2302/demand_democracy_lake_county,,,,
Lakewood,Belmar Library,CO,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/randy80204/jeffco_moveon_confronts_corruption,,,,
Lanai City,Hulop'e Beach,HI,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/unclefishbits/freedom_from_corruption_peaceful_democracy_vigil,,,,
Lancaster,Lancaster Aerospace Walk of Fame,CA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,protest,,,,,1,1,https://www.confrontcorruption.org/1333/antelope_valley_wants_an_end_to_corruption,,,,
Lansing,Cristo Rey Church,MI,US,2018-07-18,,,,,,,Action of Greater Lansing,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/jmmaya/candlelight_vigil_for_justice,,,,
Las Cruces,Unitarian Universalist Church of Las Cruces,NM,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/3212/candle_light_vigil,,,,
Las Vegas,LV Federal Courthouse,NV,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/marchfortruthlv/demand_democracy_savescotus_vigil,,,,
Lincoln,Woods Park,NE,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/sblackret/confront_corruption_demand_democracy_tx4mbiqmg1co3m7brr16_g,,,,
Livingston,Depot Park,MT,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/dixieh/protect_rule_of_law_defend_democracy,,,,
Lewiston,Longley Bridge,ME,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/confront_corruption_vigil,,,,
Lexington,Fayette County District Courthouse,KY,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest; vigil,,,,,1,1,https://www.confrontcorruption.org/2797/vigil_for_democracy_6a2e5egxrfrd9jhrggztta,,,,
Longview,Civic Circle,WA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/2285/vigil_at_sundown,,,,
Longmont,6th and Main,CO,US,2018-07-18,,,,,,,Longmont Democrats; Longmont Leads with Love,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/longmontdems/demand_democracy_longmont_vigil,,,,
Los Angeles,Hall of Justice,CA,US,2018-07-18,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Macomb,Chandler Park,IL,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/wiutech/vigil_against_corruption_in_government,,,,
Madison,State Capitol building,WI,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/4881/confront_corruption_madison,,,,
Mays Landing,Congressman Frank LoBiondo's Office,NJ,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/alison_arne,,,,
Mesquite,City Hall,NV,US,2018-07-18,,,,,,,coalitions of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/greggmsq/demand_democrary_confront_corruption,,,,
Miramar,outside ICE facility,FL,US,2018-07-18,na,86,,86,,,general Protestors,Protesting ICE,1,protest,17,0,0,0,1,1,https://www.local10.com/news/florida/miramar/protesters-arrested-hours-after-gathering-on-street-outside-ice-field-office-in-miramar,https://twitter.com/domesticworkers/status/1019647306428280833,,count from pic,
Montross,Montross Courthouse,VA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/peaceful_patriots,,,,
Moscow,Friendship Square,ID,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/3142/candlelight_vigil,,,,
Morehead,Park across from 402 W Main Street,KY,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/confront_corruption_vigil_morehead_kentucky,,,,
Morristown,Congressman Rodney Frelinghuysen's Office & Then Morristown Green,NJ,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/7539/nj_11_confronts_corruption,https://www.confrontcorruption.org/7615/rally_against_tre45on_and_those_complicit,,,
Naperville,Naperville Riverwalk,IL,US,2018-07-18,na,36,,36,,,coalition of organizations,"against corruption, pro-democracy",1,protest,0,0,0,0,1,1,https://www.nctv17.com/news/demand-democracy-candlelight-vigil/,,,Partial count taken from video,
Nashville,Corner of West End Ave & Murphy Road,TN,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/emergency_vigil_to_confront_corruption_defend_democracy,,,,
New Hamburg,10 Cocklin St.,NY,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/humankneads/patriots_unite_for_truth_and_justice,,,,
New Hartford,Office of Claudia Tenney,NY,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/new_hartford,,,,
New York,Thomas Paine Park/Foley Sq,NY,US,2018-07-18,,,,,,,Families Belong Together,"protesting family separation, family detention & Trump’s “Zero Humanity” policy",1,protest,,,,,1,1,https://twitter.com/WomenBelong/status/1018949944953262081,,,,
New York,Times Square,NY,US,2018-07-18,FB: 652,652,,652,,,coalition of organizations,"against corruption, pro-democracy",1,protest,0,0,0,0,0,1,https://www.confrontcorruption.org/new_york_city,https://www.facebook.com/events/463241607433662/,,,
New York,Foley Square,NY,US,2018-07-18,about 50,50,,50,,,general protestors,"protesting family separation, family detention",1,protest,0,0,0,0,0,1,https://www.amny.com/news/ice-protest-nyc-1.19911859,,,,
Northampton,Pulaski Park,MA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/3291/confront_corruption_demand_democracy_xifkv81imhcyf3tvx5u_dg,,,,
Northbrook,Village Hall,IL,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/ccaporusso/we_care_do_you,,,,
Oakland,Lake Merritt Columns,CA,US,2018-07-18,,,,,,,California Sanctuary Campaign; Wellstone Democratic Renewal Club,"against corruption, pro-democracy",1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/bethpikegirl/demand_democracy_4onps9t6cdvofbkhi-gmig,,,,
Oakley,Veterans' Memorial,CA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/tenlizzie/demand_democracy_confront_corruption_vigil,,,,
Olney,Olney Manor Park,MD,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/alansachs/olney_demands_democracy,,,,
Omaha,Memorial Park,NE,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/3335/confront_corruption_rally,,,,
Palm Beach,Southern Blvd and S Flagler Drive to Mar-a-lago,FL,US,2018-07-18,about 100,100,,100,,,coalition of organizations,"against corruption, pro-democracy",1,protest; march,1,0,0,0,1,1,https://www.confrontcorruption.org/palm_beach_fl,https://www.palmbeachdailynews.com/news/local/protester-arrested-during-march-trump-mar-lago-police-say/R3nOWf8VVwNxrJM861z56J/,https://wjno.iheart.com/featured/the-morning-rush/content/2018-07-19-one-of-200-confront-corruption-vigils-held-near-mar-a-lago/,,
Palm Springs,Mizell Senior Center,CA,US,2018-07-18,,,,,,,Courageous Resistance,against Trump administration corruption; pro-democracy,1,protest,,,,,1,1,https://www.confrontcorruption.org/courageous_resistance,,,,
Palo Alto,corner of Embarcadero and El Camino ,CA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,protest,,,,,1,1,https://www.confrontcorruption.org/portdrive/defend_democracy_in_palo_alto,,,,
Payette,2116 Shelley Dr,WA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/7245/idaho_resists,,,,
Petaluma,Walnut Park,CA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/athena21/protecting_democracy_and_lady_liberty,,,,
Philadelphia,ICE Building in Center City,PA,US,2018-07-18,about two dozen,24,,24,,,general Protestors,protesting ICE,1,protest,0,0,0,0,1,1,http://www.philly.com/philly/news/pennsylvania/philadelphia/ice-protest-march-philadelphia-center-city-20180718.html,,,,
Pinedale,Pine Street Courthouse,WY,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/wyomingrunner/confront_corruption_pinedale,,,,
Pittsfield,Park Square,MA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/pittsfield_confronts_corruption,,,,
Portland,Monument Square,ME,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/6171/confront_corruption_vigil_wgxpskcfwg5ejowzmprakg,,,,
Portland,Hollywood Transit Center,OR,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/demwrite/confront_corruption_portland_vigil,,,,
Pueblo,4th and West,CO,US,2018-07-18,,,,,,,general protestors,Rallying against Trump summit with Putin,1,rally,,,,,1,1,https://www.facebook.com/events/1901450486588983/?active_tab=about,,,,
Providence,Rhode Island State House,RI,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/judizimmer/vigil_for_democracy_xq4gtdfaq75cizlpqcdgfq,,,,
Raleigh,Bicentennial Plaza,NC,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/jarnocan/confront_corruption_demand_democracy_txiieexf1mfixjrmrxrjiw,,,,
Redding,City Hall,CA,US,2018-07-18,some 27,27,,27,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,1,1,https://www.confrontcorruption.org/vanderson/shasta_county_confront_corruption,https://www.redding.com/story/news/2018/07/18/redding-vigil-joined-protest-dog-rallies-against-trump/799180002/,,,
Redondo Beach,Corner of Hawthorne and Artesia Boulevard,CA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/noneabovethelaw/confront_corruption_demand_democracy,,,,
Reno,Bruce R Thompson Federal building,NV,US,2018-07-18,more than 50,50,,50,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,1,1,https://www.confrontcorruption.org/carolelovesdogs/confront_corruption_demand_democracy_i60i6-rqkhbmziqly-zrta,http://www.kolotv.com/content/news/Silent-protest-held-in-Reno-against-President-Trump-and-his-administration-488586591.html,,,
Richmond,Congressman Dave Brat's Office,VA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/43/vigil_for_dave_brat_s_conscience,,,,
Roanoke,Williamson Rd Library,VA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/6591/roanoke_confront_corruption_vigil_to_demand_democracy,,,,
Rochester,Washington Square Park,NY,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/millersville4/confront_corruption_vigil_uhbjxnpe6qkzbr9duy4q1w,,,,
Rockland,Knox County Courthouse,ME,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/jamescook/rockland_protest_vigil_enough_with_trump_s_lies,,,,
Salida,Tiredhouse BnB,CO,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/40/confront_corruption_demand_democracy_vigil,,,,
Salt Lake,State Capitol building,UT,US,2018-07-18,about 100,100,,100,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,1,1,https://www.confrontcorruption.org/salt_lake_city_ut,https://www.sltrib.com/news/2018/07/19/confront-corruption-vigil/,,,
San Benito,Downtown Hollister,CA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/2845/san_benito_county_democrats,,,,
San Diego,Second & Elm Street,CA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,protest,,,,,1,1,https://www.confrontcorruption.org/lorisd/demand_democracy_confront_private_prison_corruption,,,,
San Francisco,Powell Street Cable Car Turnaround,CA,US,2018-07-18,FB:  152,152,,152,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,1,1,https://www.confrontcorruption.org/san_francisco,https://www.facebook.com/events/264981920920726/,,,
San Jose,City Hall,CA,US,2018-07-18,,,,,,,Orchard City Indivisible,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/mjcgenetics/demand_democracy_san_jose_vigil_hosted_by_orchard_city_indivisible,,,,
San Leandro,Root Park,CA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/1816/protest_corruption,,,,
San Mateo,300 S El Camino Real,CA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/san_mateo_vigil,,,,
San Marcos,Old Court House,TX,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/san_marcos,,,,
San Rafael,Assembly Member Jared Huffman's office,CA,US,2018-07-18,about 100,100,,100,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,1,1,https://www.confrontcorruption.org/sid_waxman,http://www.marinij.com/general-news/20180718/san-rafael-vigil-joins-nationwide-protest-taking-on-trump,,,
Santa Ana,Sasscer Park,CA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/allthahype/fight_for_democracy_and_our_future,,,,
Santa Rosa,Courthouse Square,CA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/1317/national_anti_corruption_vigil,,,,
Slippery Rock,Ginger Hill Unitarian Universalist Congregation,PA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/sr_huddle/confront_corruption_demand_democracy_vigil_wp0kxnba8cxgnnt6joax8q,,,,
Springfield,Rep Darin LaHood's office,IL,US,2018-07-18,na,35,,35,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,1,1,https://www.confrontcorruption.org/jen_camille/confront_corruption_demand_democracy_soau87z0oaqby2-3j8tn7g,https://www.youtube.com/watch?v=oFJBCyHpODg,,Partial count estimated from video,
Springfield,outside Roy Blunt's office,MO,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/kbrown65807/vigil_to_confront_corruption_and_demand_democracy_tfro6vz864qmb-n5p2r4ww,,,,
Seaside,City of Seaside Visitors Bureau,OR,US,2018-07-18,more than 60,60,,60,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,0,0,0,0,1,1,https://www.confrontcorruption.org/bebebythesea/confront_corruption_event_keep_russia_out_of_oregon_s_elections,http://www.dailyastorian.com/SS/news/20180719/after-helsinki-local-fears-lead-to-seaside-protest,,,
Seattle,Westlake Park,WA,US,2018-07-18,,,,,,,Seattle Indivisible; Wallingford Indivisible,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/kcleland/demand_democracy_seattle,,,,
Seattle,Greenlake,WA,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,0,1,https://www.confrontcorruption.org/7529/confront_corruption_demand_democracy_seattle,,,,
Southgate,Fort Street,MI,US,2018-07-18,,,,,,,coalition of organizations,against Trump administration corruption; pro-democracy,1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/judyanne/patriotic_americans_against_traitor_trump,,,,
St. Augustine,McDonalds - N Ponce de Leon,FL,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/markmayhew/trump_must_go,,,,
Stockton,Corner of March and Pacific,CA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,vigil; protest,,,,,1,1,https://www.confrontcorruption.org/kimba/stockton_vigil,,,,
St. Petersburg ,Demens Landing Park,FL,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/andreahsmith/treason_will_not_stand,,,,
Stroudsburg,Monroe County Courthouse,PA,US,2018-07-18,,,,,,,coalition of organizations,"against corruption, pro-democracy",1,protest,,,,,1,1,https://www.confrontcorruption.org/wahoogrll/indivisible_poconos_protests_trump_s_treason,,,,
