CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,,,,,,,
El Cajon,El Cajon Centennial Plaza,,CA,US,2020-12-21,hundreds,200,,200,,,Re-Open San Diego,"for reopening local businesses and schools during coronavirus pandemic, for freedom",0,rally,0,0,0,0,1,1,,All I Want for Christmas Is Freedom Rally,,https://www.10news.com/news/local-news/all-i-want-for-christmas-is-freedom-rally-to-be-held-in-el-cajon-122120,https://www.kusi.com/all-i-want-for-christmas-rally-scheduled-for-monday-afternoon/,https://www.cbs8.com/article/news/health/coronavirus/san-diego-leaders-rally-to-reopen-businesses-and-schools/509-0b42398d-3ae5-44a7-a89d-82b66df30869,https://fox5sandiego.com/news/local-news/el-cajon-rally-to-call-for-reopening-of-businesses-schools/,,,,,,,,,,,,,,,
Eugene,Wayne Morse Free Speech Plaza,,OR,US,2020-12-21,60-75; about 120,60,,120,,,general protesters,for reopening gyms during coronavirus pandemic,0,rally,0,0,0,0,1,1,,Open Our Gyms Rally,,https://www.kezi.com/content/news/Gym-owners-and-patrons-demand-gyms-to-be-reopen-at-rally-in-Eugene-573452951.html,https://www.registerguard.com/story/news/2020/12/18/open-our-gyms-rally-held-monday-downtown-eugene/3951898001/,https://nbc16.com/news/local/gym-goers-gather-to-rally-in-eugene-calling-for-gyms-to-re-open,https://www.registerguard.com/story/news/2020/12/21/open-our-gyms-rally-focuses-data-asks-better-covid-guidance/4000196001/,https://www.klcc.org/post/dozens-eugene-rally-reopen-gyms,,,,,,,,,,,,,,
Fort Myers,,,FL,US,2020-12-21,,,,,,,general protesters,"to honor people struggling with homelessness, for better treatment of homeless",0,vigil; protest,0,0,0,0,1,1,,,,https://www.fox4now.com/news/local-news/homeless-vigil-sparks-protest,,,,,,,,,,,,,,,,,,
Ilion,,,NY,US,2020-12-21,,,,,,,United Mine Workers of America 717,against loss of severance pay and other benefits owed to former Remington workers under union contract,0,picket,0,0,0,0,1,1,,,,https://www.wktv.com/content/news/Remington-workers-rally-in-Ilion-as-job-offer-deadline-looms-573449811.html,,,,,,,,,,,,,,,,,,
La Marque,La Marque City Hall,,TX,US,2020-12-21,several dozen,36,,36,,,NAACP,"against racism, against police violence, for resignation of police chief, for police transparency",1,protest,0,0,0,0,1,1,,,,https://www.galvnews.com/news/police/free/article_69a03674-c8cc-56f7-afd7-08e726d8f882.html,,,,,,,,,,,,,,,,,,
Lafayette,El Curtola Blvd & Highway 24,,CA,US,2020-12-21,,,,,,,Contra Costa County Patriots,for President Trump,2,demonstration,,,,,1,1,,,,https://www.sfgate.com/news/bayarea/article/Council-To-Ask-State-To-Remove-Highway-Overpass-16006373.php,,,,,,,,,,,,,,,,,,
McAllen,The Monitor,,TX,US,2020-12-21,,,,,,,general protesters,"for President Trump, against election fraud",2,rally,1,unclear,0,0,1,1,20201221-mcallen-trump,verbal and physical confrontations and physical fighting between protesters and counter-protesters,,https://www.valleymorningstar.com/2020/12/22/3-detained-trump-rally-disturbance-outside-monitor-office/,https://www.themonitor.com/2020/12/22/3-detained-trump-rally-disturbance-outside-monitor-office/,https://web.archive.org/web/20210101184104/https://www.brownsvilleherald.com/2020/12/22/3-detained-trump-rally-disturbance-outside-monitor-office/,,,,,,,,,,,,,,,,
McAllen,The Monitor,,TX,US,2020-12-21,,,,,,,general protesters,against President Trump,1,counter-protest,2,unclear,0,0,0,1,20201221-mcallen-trump,verbal and physical confrontations and physical fighting between protesters and counter-protesters,,https://www.valleymorningstar.com/2020/12/22/3-detained-trump-rally-disturbance-outside-monitor-office/,https://www.themonitor.com/2020/12/22/3-detained-trump-rally-disturbance-outside-monitor-office/,https://web.archive.org/web/20210101184104/https://www.brownsvilleherald.com/2020/12/22/3-detained-trump-rally-disturbance-outside-monitor-office/,,,,,,,,,,,,,,,,
Memphis,Civic Center Plaza,,TN,US,2020-12-21,more than 100,100,,100,,,general protesters,"against closing restaurants during coronavirus pandemic, against draft of Heath Directive 16",0,protest,0,0,0,0,1,1,,Save Our Restaurants,,https://www.kait8.com/2020/12/21/our-livelihoods-are-stake-memphis-restaurant-workers-protest-health-directive-that-would-shut-down-dining-rooms/,https://twitter.com/kendall_downing/status/1341098241060966400,https://www.bizjournals.com/memphis/news/2020/12/21/restaurateurs-respond-to-pending-directive.html,https://www.commercialappeal.com/picture-gallery/news/2020/12/21/memphians-gather-protest-looming-service-industry-closures/3999203001/,https://www.kait8.com/2020/12/21/our-livelihoods-are-stake-memphis-restaurant-workers-protest-health-directive-that-would-shut-down-dining-rooms/,https://www.commercialappeal.com/story/entertainment/dining/2020/12/21/memphis-restaurants-protest-covid-19-closure-shelby-county-health-department/3986724001/,https://www.wkrn.com/news/tennessee-news/new-shelby-county-health-order-reduces-restaurant-capacity-to-25-restaurant-workers-protest-ahead-of-release/,,,,,,,,,,,,
Middleton,Middleton High School,,WI,US,2020-12-21,,,,,,,general protesters,for reopening schools during coronavirus pandemic,0,demonstration,,,,,1,1,,,,http://fox47.com/news/local/middleton-verona-parents-plan-monday-protests-in-favor-of-in-person-learning,,,,,,,,,,,,,,,,,,
Milton,,,GA,US,2020-12-21,hundreds,200,,200,,,general protesters,"for Republican candidates for U.S. Senate, for President Trump, against election fraud",2,rally,0,0,0,0,1,1,,Feat. Ivanka Trump,,https://www.rawstory.com/ivanka-trump-georgia/,https://www.nytimes.com/2020/12/21/us/politics/georgia-senate-race.html?action=click&module=Top%20Stories&pgtype=Homepage,https://www.griffindailynews.com/news/national/trump-supporters-drown-out-gop-senator-at-election-rally/video_3365becc-6b82-5ada-aedc-b45b5e8af01d.html,,,,,,,,,,,,,,,,
New Britain,Central Park,,CT,US,2020-12-21,about 20,20,,20,,,New Britain Racial Justice Coalition,"against racism in education, for increased funding for New Britain schools",1,protest,0,0,0,0,1,1,,,,https://news.yahoo.com/racial-justice-group-britain-stages-050100059.html,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-12-21,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,0,1,,,,https://www.instagram.com/p/CJEE5P2F1_d/,,,,,,,,,,,,,,,,,,
New York,"Jackie Robinson Park, Manhattan",,NY,US,2020-12-21,,,,,,,general protesters,in support of Black youth in detention centers and prisons,1,rally,,,,,1,1,,,,https://twitter.com/protest_nyc/status/1341031261998071808,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-12-21,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1341031261998071808,,,,,,,,,,,,,,,,,,
Newark,970 Broad St,,NJ,US,2020-12-21,,,,,,,VietLEAD; Mekong NYC; NJ Advocates for Immigrant Detainees,"honoring people who died in ICE detention, for releasing ICE detainees in Essex County Correctional Facility",1,rally,0,0,0,0,1,1,,,,https://twitter.com/vietlead/status/1341094066751111169,,,,,,,,,,,,,,,,,,
Palisade,Great River Rd,,MN,US,2020-12-21,,,,,,,general protesters,"against Line 3 pipeline project, for environmental protection, for native peoples' rights",1,demonstration,0,0,0,0,1,1,,,,https://unicornriot.ninja/2021/resistance-to-line-3-direct-actions-aim-to-stop-construction/,,,,,,,,,,,,,,,,,,
Philadelphia,"Holiday Inn, 13th St and Spruce St",,PA,US,2020-12-21,,,,,,,general protesters,"for housing rights, against eviction of unhoused people in Holiday Inn",0,rally,0,0,0,0,1,1,,,,https://twitter.com/protest_nyc/status/1341081991127687170,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-12-21,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,no social media traces available in Sept 2021 again until June 2021,,https://twitter.com/OccupyRKFD/status/1329884344480112651,,,,,,,,,,,,,,,,,,
Salem,Oregon State Capitol,,OR,US,2020-12-21,more than 100; about 300,100,,300,,,Proud Boys; Patriot Prayer; People's Rights,"against public health orders imposed during coronavirus pandemic, for President Trump, against Governor Brown",2,rally,5,0,unclear,1,1,1,,Reopen Oregon,1,https://www.statesmanjournal.com/story/news/politics/2020/12/21/protesters-gather-oregon-legislature-starts-special-session/3993102001/,https://www.thecentersquare.com/oregon/protests-rock-oregon-capitol-as-lawmakers-convene-hectic-special-session/article_a4ff9e5a-43be-11eb-874a-1f5d293ba11a.html,https://www.koin.com/news/protests/4-arrested-1-wanted-for-protest-at-oregon-state-capitol/,https://www.salemreporter.com/posts/3319/protesters-demanding-end-to-covid-restrictions-push-into-capitol-as-oregon-special-session-gets-underway,https://www.opb.org/article/2020/12/21/oregon-legislature-special-session-protests/,https://katu.com/news/local/protest-at-oregon-capitol-declared-unlawful-assembly,https://www.nytimes.com/2020/12/21/world/oregon-coronavirus-protests.html,https://twitter.com/LauraJedeed/status/1341061381076836352,https://twitter.com/MrOlmos/status/1341129167249629184,https://www.klcc.org/post/man-accused-attacking-two-journalists-protests-outside-oregon-capitol-turns-himself,https://www.koin.com/news/civic-affairs/speaker-kotek-ore-rep-nearman-let-right-wing-protesters-in-oregon-capitol/,https://www.peoplesrights.org/news_view?/emergency-call-to-action-in-salem&id=3a86d0e1-dbfb-4ab0-8d62-46728e7f57b8&pg=2,,,,,,,
Savannah,International Association of Machinists Local Lodge 23 Union Hall,,GA,US,2020-12-21,about 50,50,,50,,,teachers and other education advocates,"for Democratic candidates for U.S. Senate, for strengthening public education",1,rally,0,0,0,0,1,1,,,,https://www.savannahnow.com/story/news/2020/12/22/joe-biden-education-secretary-standardized-testing-american-teacher-union-randi-weingarten/4009547001/,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",CA,CA,US,2020-12-21,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Verona,Verona Area High School,,WI,US,2020-12-21,,,,,,,Bring Kids Back Verona Area Schools,for reopening schools during coronavirus pandemic,0,demonstration,,,,,1,1,,,,http://fox47.com/news/local/middleton-verona-parents-plan-monday-protests-in-favor-of-in-person-learning,,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-12-21,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
York,Broad Street to York City Police Department,,PA,US,2020-12-21,count pic,18,,18,,,general protesters,"against criminal violence, in support of local boy injured in shooting",0,march,0,0,0,0,1,1,,,,https://www.ydr.com/story/news/2020/12/22/mother-residents-march-justice-4-year-old-justin-mclee-injured-shooting/3988690001/,,,,,,,,,,,,,,,,,,
Albertville,Marshall County Courthouse,,AL,US,2020-12-22,,,,,,,general protesters,against removal of Confederate flag from county courthouse lawn,2,demonstration,0,0,0,0,1,1,,,,http://www.sandmountainreporter.com/free_share/article_e0a26c5a-4600-11eb-a80b-839c5d8d7ecd.html,,,,,,,,,,,,,,,,,,
Bethel Park,Al's Cafe,,PA,US,2020-12-22,dozens,24,,24,,,general protesters,"against state-mandated closure of restaurants due to coronavirus pandemic, against Governor Wolf",2,rally,,,,,1,1,,,,https://observer-reporter.com/news/localnews/restaurant-owners-rally-in-bethel-park-to-keep-businesses-open/article_53621f60-43d6-11eb-8862-f73ee9c05d90.html,,,,,,,,,,,,,,,,,,
Boston,Boston University,,MA,US,2020-12-22,,,,,,,National Socialist Club-131,for white supremacy,2,banner drop,0,0,0,0,1,1,,,,https://twitter.com/AntifaGarfield/status/1338156517833527302,,,,,,,,,,,,,,,,,,
Chicago,Urban Outfitters and Anthropologie stores,,IL,US,2020-12-22,,,,,,,PETA,"for animal rights, against selling clothing made with animal wool or skin or feathers",0,demonstration; march,,,,,1,1,,,,https://www.peta.org/media/news-releases/petas-giant-alpaca-to-lead-protest-at-urban-outfitters/,,,,,,,,,,,,,,,,,,
Gowanda,Gowanda Correctional Facility,,NY,US,2020-12-22,,,,,,,Republican Party; correctional officers' union,"against scheduled closure of three New York prisons in March 2021, for jobs",0,rally,0,0,0,0,1,1,,,,https://www.wivb.com/news/local-news/gop-correctional-officers-union-rally-to-keep-gowanda-correctional-open/,,,,,,,,,,,,,,,,,,
Hartford,Connecticut State Capitol,,CT,US,2020-12-22,,,,,,,SEIU District 1199,for higher pay and safer workplaces and affordable health insurance for long-term healthcare workers during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,,,https://www.ctnewsjunkie.com/archives/entry/202012231_long-term_care_workers_rally_for_a_pay_increase_bill_of_rights/,,,,,,,,,,,,,,,,,,
Kapolei,Department of Hawaiian Home Lands,,HI,US,2020-12-22,approximately 25,25,,25,,,general protesters,against casino resort development in Kapolei,0,rally,0,0,0,0,1,1,,,,https://www.staradvertiser.com/2020/12/22/breaking-news/group-rallies-against-casino-proposal-before-department-of-hawaiian-home-lands-headquarters/,https://www.bizjournals.com/pacific/news/2020/12/22/hhc-advances-gambling-legislation-proposal.html,https://www.khon2.com/local-news/state-senate-minority-leader-to-lead-peaceful-demonstration-in-opposition-of-dhhls-casino-bill/,,,,,,,,,,,,,,,,
Montpelier,Vermont Statehouse,,VT,US,2020-12-22,,,,,,,general protesters,for continuing winter school sports despite coronavirus pandemic,0,rally,,,,,1,1,,,,https://www.timesargus.com/slider/sports-fans-plan-statehouse-rally/article_78964729-40cb-57a3-af14-1334743fac2f.html,,,,,,,,,,,,,,,,,,
New York,"633 3rd Ave, Manhattan",,NY,US,2020-12-22,,,,,,,Free Them All Coalition,for parole reform,0,protest,,,,,1,1,,,,https://twitter.com/protest_nyc/status/1341419803525918721,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-12-22,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,0,1,,,,https://www.instagram.com/p/CJHCvmPlmh0/,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-12-22,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1341419803525918721,,,,,,,,,,,,,,,,,,
Palatka,Putnam County Courthouse,,FL,US,2020-12-22,,,,,,,Putnam Alliance for Equity and Justice,"against racism, for removal of Confederate statue",1,demonstration,,,,,1,1,,,,https://www.wcjb.com/2020/12/22/protest-planned-over-putnam-county-confederate-statue-removal/,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-12-22,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,no social media traces available in Sept 2021 again until June 2021,,https://twitter.com/OccupyRKFD/status/1329884344480112651,,,,,,,,,,,,,,,,,,
Saint Paul,Ramsey County Jail,,MN,US,2020-12-22,,,,,,,Black Lives Matter Minnesota; Communities United Against Police Brutality; IWW Incarcerated Workers Organizing Committee; Twin Cities Incarcerated Workers Organizing Committee; ,"in memory of incarcerated people who died of COVID-19, for releasing vulnerable inmates during coronavirus pandemic, for carceral reform",0,vigil; march,,,,,1,1,,Holiday Vigil and March for Freedom,,https://www.facebook.com/events/1050536215410682/,,,,,,,,,,,,,,,,,,
San Antonio,North Star Mall,,TX,US,2020-12-22,at least 50,50,,50,,,general protesters,against coronavirus mask mandates,2,protest,1,0,0,0,1,1,,"Protester arrested was in Atlanta for Stop the Steal protest on December 12, when he talked about treasonous Biden family and said punishment for treason is death.",,https://www.ktsa.com/maskless-protest-at-north-star-mall-ends-with-one-arrest/,https://twitter.com/FordFischer/status/1342188118720585730,https://twitter.com/FordFischer/status/1342554469016473605,https://twitter.com/afainatl/status/1342171594123333633,https://www.kiiitv.com/article/news/health/coronavirus/mask-protest-melee-at-north-star-mall-yields-one-arrest/273-fcc7c908-f617-482f-babc-970c44836025,https://www.kens5.com/article/news/local/public-safety/mask-protest-melee-at-north-star-mall-yields-one-arrest/273-fcc7c908-f617-482f-babc-970c44836025,,,,,,,,,,,,,
San Francisco,home of State Assemblyman David Chiu,,CA,US,2020-12-22,,,,,,,Bay Area Homeowners Network,"against state legislation providing temporary rent relief to tenants during coronavirus pandemic, against AB 3088",0,caravan,0,0,0,0,1,1,,,,https://www.ntd.com/residents-rally-against-california-assembly-bill_543808.html,,,,,,,,,,,,,,,,,,
San Francisco,"Uber HQ, 1455 Market St",,CA,US,2020-12-22,,,,,,,We Drive Progress,for more personal protective equipment and financial support for gig workers during coronavirus pandemic,0,protest,0,0,0,0,0,1,,,,https://www.ktvu.com/video/883473,,,,,,,,,,,,,,,,,,
Seattle,Cal Anderson Park,,WA,US,2020-12-22,,,,,,,general protesters,against homeless sweep and closure of park,0,demonstration,0,0,0,0,1,1,,played soccer,,https://twitter.com/mmitgang/status/1341600444599001088,https://twitter.com/EstherScan4BLM/status/1341292552155099136,,,,,,,,,,,,,,,,,
