City,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Hackensack,Bergen County Jail,Bergen,NJ,US,2019-07-20,,,,,,,general protesters,against poor jail conditions,0,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fnewjersey.news12.com%2Fstory%2F40815848%2Fprotesters-rally-outside-bergen-county-jail-following-air-conditioner-issues&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C27989aaa3143490910f408d70e46a954%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636993568973753663&sdata=ZhenXdXSPiv3NBHEPnu86uMFadQ4rBImYxK04PbFHI8%3D&reserved=0,,,,,
Hammond,Hammond Federal courthouse,Lake,IN,US,2019-07-20,,,,,,,Local activists,Immigration; For compassionate immigration; families,1,protest,0,0,0,0,1,1,https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-ice-raids-nwi-st-0716-20190719-posob6rmirbzxftk5vyxmsvsny-story.html,,,,,
Hawaii,intersection of Daniel K. Inouye Highway and Maunakea Access Road ,Hawaii,HI,US,2019-07-20,about 1400,1400,,1400,,,general protesters,against construction of telescope on Mauna Kea,0,protest,1,0,0,0,1,1,https://www.hawaiitribune-herald.com/2019/07/21/hawaii-news/crowd-swells-to-1400-at-protest-site/,,,,,
Iosepa,a tiny ghost town in the Skull Valley,Tooele,UT,US,2019-07-20,more than 150,150,,150,,,general protesters,"against construction on Mauna Kea, in support of Hawaiian protests, for protection of sacred ground",0,demonstration,0,0,0,0,1,1,https://fox13now.com/2019/07/20/utahns-join-nationwide-protest-to-save-mauna-kea/,,,,,
Lafayette,Parc Putnam,Lafayette,LA,US,2019-07-20,,,,,,,DSA SWLA Organizing Committee Lafayette,,1,,0,0,0,0,1,1,https://www.facebook.com/events/206434833578844/,,,,,
Lawton,2999 NW Sheridan Blvd,Comanche,OK,US,2019-07-20,FB: 651,651,,651,,,United We Dream; Dream Action Oklahoma,Immigration; For compassionate immigration; families,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/321459505431811/,https://www.okgazette.com/oklahoma/immigration-rally/Content?oid=6375695,,,,
Lawton,Fort Sill,Comanche,OK,US,2019-07-20,hundreds,200,,200,,,Dream Action Oklahoma,Immigration; For compassionate immigration; Families,1,protest,0,0,0,0,0,1,https://www.nbcnews.com/news/us-news/japanese-americans-among-hundreds-protesting-plan-detain-migrant-children-fort-n1032001,,,,,
New York ,Knickerbocker Avenue; Brooklyn,New York,NY,US,2019-07-20,,,,,,,Make the Road NY,Pride; pro-LGBTQ; anti-deportation,1,protest,,,,,1,1,https://twitter.com/Samynemir/status/1152648378746048512,,,,,
Pottstown,Riverfront Park,Montgomers,PA,US,2019-07-20,count pic,10,,10,,,Stop the Drugs Stop the Violence Crusade,Against violence; Other; Against drugs,0,Rally,0,0,0,0,1,1,https://www.pottsmerc.com/news/stop-the-drugs-stop-the-violence-rally-braces-heat-to/article_c9658b3c-ab1d-11e9-a838-af36ab91cd45.html,,,,,
Port Aransas,Dredge Bridge off Cotter Road,Nueces,TX,US,2019-07-20,,,,,,,Port Aransas Conservancy,opposing plans by the Port of Corpus Christi and other companies looking to further industrial growth,0,protest,0,0,0,0,1,1,https://www.caller.com/story/news/local/2019/07/22/port-aransas-residents-protest-port-corpus-christi-plans-harbor-island/1786502001/,,,,,
San Francisco,16th Street,San Francisco,CA,US,2019-07-20,,,,,,,Party for Socialism and Liberation,Immigration; For compassionate immigration; families,1,rally,0,0,0,0,1,1,https://missionlocal.org/2019/07/neighborhood-notes-awards-closings-and-rallies/,,,,,
San Juan,,,PR,US,2019-07-20,thousands,2000,,2000,,,general protesters,for resignation of PR governor,0,protest,0,0,0,0,1,1,https://www.vox.com/2019/7/20/20701898/puerto-rico-protests-ricardo-rossello-resign-ricky-renuncia-text-scandal,,,,,
Southwest Portland, outside of Mayor Ted Wheeler's home,Multnomah,OR,US,2019-07-20,fewer than 20,20,,20,,,Portland's Liberation,against actions taken by mayor in dealing with violent protests,0,protest,0,0,0,0,1,1,https://pamplinmedia.com/pt/9-news/433940-343985-portlands-liberation-rally-leaves-grievances-at-mayors-doorstep,,,,,
Thomasville,Church on Lester St,Thomas,GA,US,2019-07-20,,,,,,,general protestors,Other; Against Violence,0,rally,0,0,0,0,1,1,https://www.wctv.tv/content/news/Community-rally-forum-against-gun-violence-planned-for-Thomasville-512755261.html,,,,,
Washington,Home Depot,DC,DC,US,2019-07-20,about 15,15,,15,,,Resist Rockwool,Against hazardous conditions; Environment,0,Protest,0,0,0,0,1,1,https://www.journal-news.net/journal-news/resist-rockwool-group-to-protest-at-lowe-s-and-home/article_fb751711-c2b1-55f1-ad78-ea2d38b5794c.html,,,,,
Houston,Southwest Key facility,Harris,TX,US,2019-07-21,about 150,150,,150,,,Never Again Houston,pro-refugee; pro-immigrant,1,protest,0,0,0,0,1,1,https://www.fox26houston.com/news/423485782-video,,,,,
Baltimore,Artscape,NA,MD,US,2019-07-21,more than 100,100,,100,,,Jews United for Justice,against ICE,1,march; protest,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-jews-against-ice-rally-20190721-hpi6fp6difh5pbdxekxnoteuyu-story.html,,,,,
Buffalo,Bidwell Parkway,Erie,NY,US,2019-07-21,FB: 228; an estimated 100,228,,228,,,America is Better Than Trump,Against president; Executive,1,protest,0,0,0,0,1,1,https://www.wgrz.com/article/news/pro-and-anti-trump-rallies-planned-for-buffalo-sunday/71-bd8c0a93-a1f1-4abc-92a8-056788391b3e,https://www.facebook.com/events/845166835859855/?active_tab=about,https://www.wivb.com/news/local-news/as-protesters-call-for-impeachment-in-buffalo-president-trump-supporters-counter-nearby/,,,
Buffalo,Bidwell Parkway,Erie,NY,US,2019-07-21,FB: 107; an estimated 100,107,,107,,,United For Trump,Executive; For president; Counter protest,2,counter protest,0,0,0,0,0,1,https://www.wgrz.com/article/news/pro-and-anti-trump-rallies-planned-for-buffalo-sunday/71-bd8c0a93-a1f1-4abc-92a8-056788391b3e,https://www.facebook.com/events/700563897067053/,https://www.wivb.com/news/local-news/as-protesters-call-for-impeachment-in-buffalo-president-trump-supporters-counter-nearby/,,,
Chicago,Humboldt Park,Cook,IL,US,2019-07-21,around 150,150,,150,,,general protesters,against corruption in PR leadership,0,protest,0,0,0,0,1,1,https://www.chicagotribune.com/news/breaking/ct-puerto-rico-protest-humboldt-park-20190721-gltqqli6znc2pp7sqpzwmmkpje-story.html,,,,,
Guaynabo,not listed ,Guaynabo,PR,US,2019-07-21,upward of 250000,250000,,250000,,,general protestors ,calling for governor's resignation ,0,protest,0,0,0,0,1,1,https://twitter.com/CBSNews/status/1153321755404054528,,,,,
Las Vegas,Fremont Street ,Clark,NV,US,2019-07-21,,,,,,,general protestors ,demand that the governor of Puerto Rico step down,0,protest,0,0,0,0,1,1,https://www.ktnv.com/news/supporters-of-puerto-rico-demonstrate-against-governor-on-fremont-street,,,,,
Palo Alto,main intersections,Santa Clara,CA,US,2019-07-21,nearly 60,60,,60,,,general protesters,"for compassionate immigration, against detention center conditions",1,protest,0,0,0,0,1,1,https://www.mercurynews.com/2019/07/21/close-the-camps-dozens-in-palo-alto-launch-3-week-immigration-protest/,,,,,
San Diego,outside new Target in Ocean Beach,San Diego,CA,US,2019-07-21,,,,,,,general protesters,"against big box stores, for local business",0,protest,0,0,0,0,1,1,https://www.cbs8.com/article/news/ocean-beach-target-holds-grand-opening-amidst-protest/509-4f402407-d44b-4669-bf70-40b9024a7942,,,,,
Stonington,Municipal Fish Pier,Hancock,ME,US,2019-07-21,perhaps 300 ,300,,300,,,"Lobstermen, family members ",protest proposed federal rules aimed at protecting right whales,0,protest,0,0,0,0,1,1,https://www.ellsworthamerican.com/maine-news/waterfront/lobstermen-politicians-rally-to-protest-whale-rules/,,,,,
Waikiki,Fort DeRussy to Honolulu Zoo,Honolulu,HI,US,2019-07-21,"2000, ",2000,,2000,,,Kia'i (protectors),protecting the Mauna Kea,0,march,0,0,0,0,1,1,https://www.khon2.com/news/local-news/thousands-of-kiai-protectors-march-waikiki-streets/,,,,,
Bastrop,,Bastrop,TX,US,2019-07-22,,,,,,,,Against discipline/conviction,,Rally,,,,,,,https://www.kxan.com/news/local-news/family-of-rodney-reed-rallies-to-stop-his-november-execution/,,,,,
Boston ,State Transportation Building ,Suffolk,MA ,US,2019-07-22,dozens ,24,,24,,,"Community Labor United, The Green Justice ",called for a reduced-fare option for low-income MBTA riders,0,protest,0,0,0,0,1,1,https://www.masslive.com/boston/2019/07/dozens-of-mbta-riders-call-for-reduced-fare-option-for-low-income-riders-during-protest-in-boston.html,,,,,
Brattleboro,Plaza Park ,Windham,VT,US,2019-07-22,more than 50 ,50,,50,,,homeless people ,against police threatening them for trespassing on public property ,0,demonstration,0,0,0,0,1,1,https://vtdigger.org/2019/07/22/as-homeless-residents-protest-brattleboro-prepares-a-fix/,,,,,
Brevard,Transylvania County Courthouse,Transylvania,NC,US,2019-07-22,some 50 ,50,,50,,,general protestors ,"what they think is a dangerous environment of hate, stemmed from Trump tweet ",1,protest,0,0,0,0,1,1,http://wlos.com/news/local/crowd-gathers-in-brevard-to-protest-atmosphere-of-hatred-they-say-is-intolerable,,,,,
Cincinnati,Green Township ,Hamilton,OH,US,2019-07-22,more than 2 dozen ,36,,36,,,Tracie Hunter's supporters,Tracie Hunter's jail sentence by a racist judge ,0,protest,0,0,0,0,1,1,https://www.cincinnati.com/story/news/2019/07/22/hunter-supporters-protest-judges-westside-neighborhood/1800926001/,,,,,
Cleveland ,FREE Stamp art installation in Willard Park,Cuyahoga,OH,US,2019-07-22,about 100 ,100,,100,,,Ohio residents of Hispanic heritage,President Donald Trump’s administration has stoked unneeded fear among immigrant communities,1,protest,0,0,0,0,1,1,https://www.cleveland.com/metro/2019/07/advocates-for-ohios-hispanic-community-rally-against-trumps-immigration-policies-at-clevelands-free-stamp.html,,,,,
Eugene ,Lane County Courthouse ,Lane,OR,US,2019-07-22,,,,,,,general protestors ,condeming white nationalism ,0,protest,0,0,0,0,1,1,http://kval.com/news/local/eugene-leaders-rally-at-lane-county-courthouse-to-condemn-white-nationalism,,,,,
Hartford,State Capitol ,Hartford,CT,US,2019-07-22,,,,,,,No Tolls CT,protesting tolls ,0,protest,0,0,0,0,1,1,https://www.courant.com/politics/hc-pol-anti-toll-protesters-special-session-20190722-qwmiwpqfcrhord5h4qibc6xjjq-story.html,,,,,
Killeen ,South Fort Hood Street ,Bell,TX,US,2019-07-22,,,,,,,Puerto Rican community ,calling for the governor of Puerto Rico to resign ,0,protest,0,0,0,0,1,1,http://kdhnews.com/news/local/puerto-rican-natives-planning-to-protest-today-in-killeen/article_0ab1d4ce-ac90-11e9-b82f-973ef4985534.html,,,,,
Miami,The Torch of Friendship ,Miami-Dade,FL,US,2019-07-22,dozens ,24,,24,,,general protestors ,speaking out against the governor of Puerto Rico ,0,protest,0,0,0,0,1,1,https://wsvn.com/news/local/miami-dade/solidarity-protest-held-in-downtown-miami-against-puerto-rico-governor/,,,,,
New London,The Whale Tail,New London,CT,US,2019-07-22,,,,,,,general protestors ,to demand the resignation of Puerto Rico’s governor,0,protest,0,0,0,0,1,1,https://www.wtnh.com/news/new-london-to-host-gathering-in-support-of-puerto-rico-protesters-demand-governor-rossellos-resignation,,,,,
New York,Grand Central Station,New York,NY,US,2019-07-22,,,,,,,general protestors,against Puerto Rico governor,0,protest,0,,,,,1,https://twitter.com/leandrareports/status/1153452868185272320,,,,,
San Juan ,The Governor’s Mansion,PR,PR,US,2019-07-22,10000,10000,,10000,,,general protestors ,calling for Puerto Rico Governor to step down,0,protest,0,0,0,0,1,1,https://www.nbcmiami.com/news/local/Protests-San-Juan-Puerto-Rico-Calls-for-Governors-Resignation-512923171.html,,,,,
San Ysidro ,not listed ,San Diego,CA,US,2019-07-22,,,,,,,parents ,displeasure over the Sweetwater Union High School District’s transportation decisions,0,protest,0,0,0,0,1,1,https://www.10news.com/news/local-news/south-bay-parents-protest-sweetwater-districts-bus-route-cuts-on-first-day-of-school,,,,,
Worcester,City Hall ,Worcester,MA,US,2019-07-22,,,,,,,general protestors ,calling for Puerto Rico's governor to resign ,0,protest,0,0,0,0,1,1,https://www.telegram.com/news/20190722/worcester-residents-echo-puerto-rico-protest,,,,,
Arlington,Ronald Raegan Washington National Airport,Arlington,VA,US,2019-07-23,more than 1500,1500,,1500,,,Catering Company Employees,Collective Bargaining; For better compensation,0,Protest,0,0,0,0,1,1,https://www.washingtonpost.com/transportation/2019/07/19/sen-elizabeth-warren-join-airport-food-workers-protest-reagan-national-airport/,,,,,
Duluth,downtown minneapolis,St. Louis,MN,US,2019-07-23,count pic ,100,,100,,,United Steelworkers,For compassionate immigration; Immigration,1,protest,0,0,0,0,1,1,http://www.startribune.com/united-steelworkers-march-to-fix-the-u-s-immigration-system/513121201/,,,,,
Hartford,corner Park and Washington streets,Hartford,CT,US,2019-07-23,,,,,,,general protestors,Executive; Against corruption; Against state executive,0,protest,0,0,0,0,1,1,https://www.courant.com/politics/hc-pol-protests-puerto-rico-reaction-20190722-ywstc7cxzvcurfkzpd2gkjkmgm-story.html,https://www.courant.com/community/hartford/hc-news-viz-puerto-rico-response-connecticut-20190724-rrg2v23yfbfyjm3rgcc6wkbfre-story.html,,,,
Honesdale,Irving Cliff Brewery,Wayne,PA,US,2019-07-23,,,,,,,Wayne County Residents,Civil Rights; Gerrymandering,0,meet and greet,0,0,0,0,1,1,"https://riverreporter.com/stories/coalition-rallies-against-pa-gerrymandering,32686",,,,,
Lafayette,Tippecanoe County Fairgrounds,Tippecanoe,IN,US,2019-07-23,,,,,,,teachers from Tippecanoe county,"support for public education, for better teacher compensation",0,march,0,0,0,0,1,1,https://www.jconline.com/story/news/local/2019/07/21/greater-lafayette-educators-march-fairgrounds-support-red-ed/1759628001/,,,,,
Lowell,City Hall,Middlesex,MA,US,2019-07-23,about 100,100,,100,,,general protestors,Collective Bargaining; For better compensation,1,protest,0,0,0,0,1,1,http://www.lowellsun.com/breakingnews/ci_32744527/union-members-rally-over-lowell-high-project,,,,,
Melbourne,Eau Gallie Square,Brevard,FL,US,2019-07-23,,,,,,,general protestors ,calling for Puerto Rico Governor to step down,0,protest,0,0,0,0,1,1,https://www.floridatoday.com/story/news/crime/2019/07/22/melbourne-protesters-ask-puerto-rican-governor-resign/1800017001/,,,,,
Salt Lake City,plaza outside the public safety building,Salt Lake,UT,US,2019-07-23,more than 60,60,,60,,,Utah against police brutality,Civil Rights; For greater accountability; Police; For right to assemble,1,protest,0,0,0,0,1,1,https://www.sltrib.com/news/2019/07/24/activists-show-anger,,,,,
Ukiah,in front of the Mendocino Administrative Building,Mendocino,CA,US,2019-07-23,count pic,40,,40,,,Service Employees International Union,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,http://www.ukiahdailyjournal.com/mendocino-county-workers-protest-for-wage-increases,,,,,
Atlanta,Outside arts center MARTA station,Fulton,GA,US,2019-07-24,about 55,55,,55,,,general protestors,Other; For greater safety; Transportation,0,Protest,0,0,0,0,1,1,https://www.ajc.com/news/local/after-scooter-deaths-organizers-rally-for-safer-streets-atlanta/6abquPD7PUSRsJT5myEpIN/,,,,,
Berkeley,University of California,Alameda,CA,US,2019-07-24,,,,,,,University Professional and Technical Employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/health-and-medicine/article233063302.html,,,,,
Davis,University of California,Yolo,CA,US,2019-07-24,Around 100,100,,100,,,University Professional and Technical Employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/health-and-medicine/article233063302.html,,,,,
Detroit,,Wayne,MI,US,2019-07-24,count pic ,50,,50,,,SEIU,Collective Bargaining; For unionization; Campaign,1,rally,0,0,0,0,1,1,https://www.michiganadvance.com/2019/07/24/kamala-harris-at-seiu-rally-detroit-was-built-by-workers/,,,,,
Hanover,County Courthouse,Hanover,VA,US,2019-07-24,dozens,24,,24,,,local clergy/NAACP chapter,Civil Rights; Against white supremacy; For racial justice,1,protest,0,0,0,0,1,1,https://www.nbc12.com/2019/07/24/pastors-hold-peaceful-protest-hanover-following-kkk-recruitment-event/,,,,,
Irvine,University of California,Orange,CA,US,2019-07-24,,,,,,,University Professional and Technical Employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/health-and-medicine/article233063302.html,,,,,
Los Angeles,University of California,Los Angeles,CA,US,2019-07-24,,,,,,,University Professional and Technical Employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/health-and-medicine/article233063302.html,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-07-24,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
New York,City Hall,New York,NY,US,2019-07-24,count pic,10,,10,,,Young Advocates for Fair Education,Education; For greater regulation,0,rally,0,0,0,0,1,1,https://www.nydailynews.com/new-york/education/ny-yeshiva-education-private-schools-20190724-c35t5bcvtnddxcpycjhddqpw5i-story.html,,,,,
Philadelphia,ICE office,Philadelphia,PA,US,2019-07-24,about 40,40,,40,,,Juntos and the Philly Childcare Collective,For compassionate immigration; Immigration; Families,1,protest,0,0,0,0,1,1,https://www.inquirer.com/news/ice-immigration-children-protest-philadelphia-trump-20190724.html,,,,,
Riverside,University of California,Riverside,CA,US,2019-07-24,,,,,,,University Professional and Technical Employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/health-and-medicine/article233063302.html,,,,,
Sacramento,stockton boulevard,Sacramento,CA,US,2019-07-24,Around 100,100,,100,,,University Professional and Technical Employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/health-and-medicine/article233063302.html,,,,,
San Diego,University of California,San Diego,CA,US,2019-07-24,,,,,,,University Professional and Technical Employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/health-and-medicine/article233063302.html,,,,,
San Francisco,University of California,San Francisco,CA,US,2019-07-24,,,,,,,University Professional and Technical Employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/health-and-medicine/article233063302.html,,,,,
Santa Cruz,University of California,Santa Cruz,CA,US,2019-07-24,,,,,,,University Professional and Technical Employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/health-and-medicine/article233063302.html,,,,,
Tempe,"""A"" Mountain",Maricopa,AZ,US,2019-07-24,count pic,50,,50,,,general protestors,Other; Against development,0,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/tempe-breaking/2019/07/18/protesters-headed-tempe-rally-against-telescope-being-built-hawaii/1766466001/,,,,,
Los Angeles,Los Angeles International Airport,Los Angeles,CA,US,2019-07-25,80 to 100,80,,100,,,Association of Flight Attendants,Collective Bargaining; For better compensation,0,Protest,0,0,0,0,1,1,http://www.dailynews.com/hawaiian-airlines-flight-attendants-to-stage-protest-at-lax,,,,,
Plymouth,County Commissioner's headquarters,Plymouth,MA,US,2019-07-25,dozens,24,,24,,,Community Preservation Committee,Civil Rights; For criminal justice reform; Against eviction,0,Protest,0,0,0,0,1,1,https://www.patriotledger.com/news/20190726/farm-fight-protesters-rally-on-obery-street-to-save-plymouth-county-farm,,,,,
Covington,Columbia Street Landing,St. Tammany,LA,US,2019-07-26,,,,,,,Progressive Northshore Democrats,,1,,0,0,0,0,1,1,https://www.facebook.com/events/1571829372953169/,,,,,
Jackson,City Hall,Madison,TN,US,2019-07-26,more than 20,20,,20,,,Indivisible Jackson; Lights for Liberty,Immigration; For compassionate immigration; Families,1,Vigil,0,0,0,0,1,1,https://www.jacksonsun.com/story/news/education/2019/07/26/indivisible-jackson-launches-weekly-protests-against-immigration-detention-centers-donald-trump/1843138001/,,,,,
Pensacola,Down C Street onto Desoto and F streets,Escambia,FL,US,2019-07-26,dozens,24,,24,,,general protestors,Civil Rights; For racial justice; For greater accountability; Police,0,Protest,0,0,0,0,1,1,http://weartv.com/news/local/second-protest-held-for-man-shot-and-killed-by-ppd-officer,,,,,
St. George,along River Road,Washington,UT,US,2019-07-26,count pic,30,,30,,,general protestors,Other; Against development,0,Protest,0,0,0,0,1,1,https://www.stgeorgeutah.com/news/archive/2019/07/26/demonstrators-in-st-george-join-protest-against-giant-telescope-project-in-hawaii/,,,,,
Jackson,Old Hickory Mall,Madison,TN,US,2019-07-26,15; more than 20,15,,20,,,Indivisible Jackson; Lights for Liberty,Immigration; For compassionate immigration; Families,1,Vigil,0,0,0,0,1,1,https://www.jacksonsun.com/story/news/education/2019/07/26/indivisible-jackson-launches-weekly-protests-against-immigration-detention-centers-donald-trump/1843138001/,,,,,
Los Angeles,West Valley Regional Brack Library,Los Angeles,CA,US,2019-07-26,10,10,,10,,,Mass resistance ,Civil Rights; Anti-LGBTQ,2,protest,0,0,0,0,1,1,http://www.dailynews.com/library-event-for-kids-hosted-by-drag-queen-attracts-crowd-and-protesters-in-reseda,,,,,
Kihei,,Maui,HI,US,2019-07-26,about 200,200,,200,,,general protestors/mom's against drunk driving,Other; For greater safety; Drugs/Alcohol; Transportation,0,rally,0,0,0,0,1,1,http://www.kitv.com/story/40843754/maui-residents-rally-for-safer-streets-after-fatal-accident-claims-lives-of-mom-and-teenage-son,,,,,
Bloomington,Commmunity Farmer's Market; near City Hall,Monroe,IN,US,2019-07-27,,,,,,,general protestors,Civil Rights; Against White Supremacy; antifa,0,rally,1,0,0,0,1,1,https://www.idsnews.com/article/2019/07/hamilton-addresses-farmers-market-suspension-protest-arrest-public-safety,,,,,
Columbia ,MLK park to Millwood avenue,Richland,SC,US,2019-07-27,count video,10,,10,,,Uprising the Youth,Guns; Against violence,0,march,0,0,0,0,1,1,https://www.wistv.com/2019/07/27/columbia-community-members-rally-against-gun-violence/,,,,,
Denton,Denton County Courthouse,Denton,TX,US,2019-07-27,,,,,,,Disability Commission of Denton Democratic Party,Disability Rights,,,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdentonrc.com%2Fnews%2Fcivil-rights-rally-to-commemorate-ada-legislation%2Farticle_1d6a4361-af92-5a64-8237-6a909672358c.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265048389&sdata=JubADXqEuCiCx1fL%2FdQ2UBiK0kj74kg%2FUbDvVvO6zQ0%3D&reserved=0,,,,,
Detroit,shell gas station on warren avenue,Wayne,MI,US,2019-07-27,a group of activists,5,,5,,,general protestors,Against business; Other,0,protest,0,0,0,0,1,1,https://www.clickondetroit.com/news/second-protest-held-over-gas-station-shooting-on-detroit-s-west-side,,,,,
Farmville,ICE detention center,Prince Edward,VA,US,2019-07-27,60 people,60,,60,,,Poor People's Campaign,For compassionate immigration; Immigration; Families,1,protest,0,0,0,0,1,1,https://abc11.com/politics/raleigh-group-heads-to-virginia-to-protest-ice-detention-center/5422630/,,,,,
Fort Walton Beach,Hollywood Boulevard from Westwood Baptist Church and ending at Gregg Chapel Life Center,Okaloosa,FL,US,2019-07-27,NA,50,,50,,,Individual Organizer ,Executive; Against corruption; Against state executive,0,rally,0,0,0,0,1,1,https://www.nwfdailynews.com/news/20190727/gun-violence-rally-brings-awareness-to-affect-on-youth,,,,,
Huntington,Route 110 and Jericho Turnpike,Suffolk,NY,US,2019-07-27,NA,20,,20,,,Don't Look Away,Immigration; For compassionate immigration; Families,1,protest,0,0,0,0,1,1,http://longisland.news12.com/story/40844587/dont-look-away-rally-draws-attention-to-us-immigration-policy,,,,,
Idaho Falls,East 17th and South 25th intersection,Bonneville,ID,US,2019-07-27,count pic,1,,1,,,The Bloodstained Men,Other; Against circumcision,0,demonstration,0,0,0,0,1,1,https://www.eastidahonews.com/2019/07/anti-circumcision-group-returning-to-protest-in-idaho-falls-and-pocatello/,,,,,
Jacksonville,Friendship fountain,Duval,FL,US,2019-07-27,count video,50,,50,,,general protestors,Executive; Against corruption; Against state executive,0,rally,0,0,0,0,1,1,http://www.actionnewsjax.com/news/local/local-rally-to-support-changes-in-puerto-rico_20190727222503/970626742?utm_source=homestream&utm_medium=site_navigation&utm_campaign=homestream_click,,,,,
Missoula ,University of Montana,Missoula ,MT,US,2019-07-27,NA,60,,60,,,UM's Pacific Islander Club,Other; Against development,0,demonstration,0,0,0,0,1,1,https://missoulian.com/news/local/missoula-demonstrators-faculty-speak-out-against-hawaii-telescope/article_2841852d-3622-583c-9111-1d14ea5dcedf.html,,,,,
New Britain,Central Park ,Hartford,CT,US,2019-07-27,count video,10,,10,,,general protestors,Other; Against eviction,0,rally,0,0,0,0,1,1,https://www.wtnh.com/news/connecticut/new-britain-rally-for-evicted-boston-residents,,,,,
Pocatello,East 17th and South 25th intersection,Bannock,ID,US,2019-07-27,count pic,1,,1,,,The Bloodstained Men,Other; Against circumcision,0,demonstration,0,0,0,0,1,1,https://www.eastidahonews.com/2019/07/anti-circumcision-group-returning-to-protest-in-idaho-falls-and-pocatello/,,,,,
Traverse City,F&M Park,Grand Traverse,MI,US,2019-07-27,count pic ,6,,6,,,No Detention Centers in Michigan,Immigration; For compassionate immigration,1,rally,0,0,0,0,1,1,http://upnorthlive.com/news/local/no-detention-centers-in-michigan-rally-held-in-traverse-city,,,,,
Wilmington,,New Castle,DE,US,2019-07-27,about 150,150,,150,,,Siera Club and Atesian Water,Environment; Against hazardous conditions; Water,0,protest,0,0,0,0,1,1,https://www.fox29.com/news/proposal-to-raise-landfill-draws-protesters-in-delaware,,,,,
El Paso,First Christian Church,El Paso,TX,US,2019-07-28,,,,,,,Repairers of the Breach,Pro Immigration,1,demonstration,,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.elpasotimes.com%2Fstory%2Fnews%2F2019%2F07%2F16%2Fnorth-carolina-faith-group-plans-protest-migrant-separation-el-paso%2F1735338001%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0ace5cbfbf3f4a67a07f08d70a5fbe7f%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636989278651495209&sdata=LN3Z8iNtBgH%2FHBnagrBi%2FBeua0bLTfR6vysL26HfEeg%3D&reserved=0,,,,,
Philadelphia,Philadelphia City Hall,,PA,US,2019-07-28,20-25,20,,25,,,Extinction Rebellion Philadelphia,"for declaration of climate emergency, for Green New Deal",1,protest,0,0,0,0,1,1,https://www.facebook.com/xrphilly/photos/a.731570997276221/731571017276219/?type=3&theater,web form,,,,
Williston,outside ICE building,Chittenden,VT,US,2019-07-28,nearly 1000; hundreds,200,,1000,,,"Women's March VT; , Migrant Justice; the Peace and Justice Center; others",anti-ICE; against deportation camps,1,protest,0,0,0,0,1,1,https://twitter.com/WomensMarchVT/status/1155822948353216512,,,,,
Williston,outside ICE building,Chittenden,VT,US,2019-07-28,,,,,,,general protestors,pro-ICE,2,counter-protest,0,0,0,0,0,1,https://www.mynbc5.com/article/this-isnt-just-something-happening-elsewhere-protesters-rally-outside-vermont-ice-facility/28531749,,,,,
