City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),protest,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Temple Terrace,Fowler Ave.,FL,US,2017-12-08,,400,,400,,,general protestors,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest,0,0,0,0,1,1,http://wfla.com/2017/12/08/hands-off-jerusalem-rally-held-in-response-to-president-trumps-declaration/,http://www.fightbacknews.org/2017/12/10/400-join-tampa-protest-against-trump-s-jerusalem-announcement,,
Van Wert,,OH,US,2017-12-08,,,,,,,Teachers,Protesting lack of contracts,0,protest,0,0,0,0,1,1,http://www.timesbulletin.com/Content/Default/Homepage-Rotator/Article/Van-Wert-teachers-rally-in-unity-over-contract-negotiations/-3/1168/213003,,,
Washington ,White House,DC,US,2017-12-08,hundreds,200,,200,,,Muslims; General Protestors,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest,0,0,0,0,1,1,http://www.scmp.com/news/world/united-states-canada/article/2123586/muslims-hold-friday-prayers-outside-white-house,https://www.timesofisrael.com/muslims-pray-outside-white-house-to-protest-trump-jerusalem-move/,,
Austin,State Capitol,TX,US,2017-12-09,,,,,,,general protestors,Anti Sancturary City ,2,protest,5,0,3,0,1,1,http://kxan.com/2017/12/10/3-troopers-injured-5-people-arrested-saturday-in-downtown-austin-protest/,,,
Austin,State Capitol,TX,US,2017-12-09,,,,,,,general protestors,Anti-xenophobia counterprotest,1,protest,0,0,0,0,0,1,http://kxan.com/2017/12/10/3-troopers-injured-5-people-arrested-saturday-in-downtown-austin-protest/,,,
Chicago,Thompson Center,IL,US,2017-12-09,,,,,,,Refuse Fascism,Protesting sexual assault/harrassment,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1990216121259977/,,,
Columbus,Columbus Learning Center,IN,US,2017-12-09,,,,,,,general protestors,United Against Hate rally,1,rally,0,0,0,0,1,1,http://www.therepublic.com/2017/12/10/this_is_fertile_ground_for_inclusivity_sun_a1_news_centerpiece/,,,
Columbus,Ohio Stathouse,OH,US,2017-12-09,some 140,140,,140,,,Indivisible Ohio,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://socialistworker.org/2017/12/11/tax-the-rich-not-the-sick,,,
Denver,Skyline Park,CO,US,2017-12-09,,,,,,,general protestors,Protesting potential end to net neutrality,1,protest,0,0,0,0,1,1,http://denver.cbslocal.com/2017/12/10/rally-denver-net-neutrality/,,,
Fergus Falls,,MN,US,2017-12-09,,,,,,,residents,Protesting the closing of Target,0,demonstration,0,0,0,0,1,1,http://www.sctimes.com/story/news/local/minnesota/2017/12/10/fergus-falls-rallies-reverse-targets-planned-closure/939027001/,,,
Flagstaff ,,AZ,US,2017-12-09,,,,,,,general protestors,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest ,0,0,0,0,1,1,http://azdailysun.com/opinion/letters/parade-protest-deserved-coverage/article_2a5f68b4-04f4-5002-839d-5dc34e091f61.html,,,
Fredon,Across the street from check station,NJ,US,2017-12-09,about 60,60,,60,,,general protestors,Protesting bear hunting,0,protest,0,0,0,0,1,1,http://www.nj.com/sussex-county/index.ssf/2017/12/protest_held_on_what_may_be_the_last_day_of_the_nj.html,http://www.njherald.com/article/20171209/AP/312099822#,,
Garland,Outside Dillard's store,TX,US,2017-12-09,,,,,,,general protestors,"Protesting store's ""no hijab"" policy",1,protest,0,0,0,0,1,1,http://cw33.com/2017/12/09/protesters-rally-outside-of-local-dillards-after-girl-reportedly-denied-job-for-wearing-hijab/,,,
Goshen,N. Church St.,NY ,US,2017-12-09,FB: 5 ,5,,5,,,Protect Orange County,Protesting spot zoning,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/156520718299242/,,,
Greenfield,,MA,US,2017-12-09,photo,11,,11,,,general protestors,"Rallying for sanctuary cities, immigrants rights",1,rally,0,0,0,0,1,1,http://www.recorder.com/Protesters-denounce-anti-sanctuary-state-postcards-14244693,http://www.recorder.com/Protesters-denounce-anti-sanctuary-state-postcards-14244693,,
Jackson,,MS,US,2017-12-09,about 25,25,,25,,,general protestors,Protesting confederate flag,1,protest,0,0,0,0,0,1,http://www.kwwl.com/story/37032654/2017/12/Saturday/mississippi-flag-protested-at-museum-opening,,,
Jackson ,Mississippi History Musuem and Missipssipi Civil Rights Musuem ,MS,US,2017-12-09,About 150,150,,150,,,Pantsuit Nation Mississippi Chapter ,Protesting Trump's visit,1,protest ,0,0,0,0,0,1,http://www.wdam.com/story/37012600/not-all-protests-planned-for-president-trumps-visit-to-jackson-require-a-permit,https://www.nytimes.com/2017/12/05/us/mississippi-civil-rights-museum-trump.html?_r=0,https://www.theguardian.com/us-news/2017/dec/09/donald-trump-avoids-protests-mississippi-civil-rights-museum,
Jackson ,Museum of Mississippi History,MS,US,2017-12-09,about 2000,2000,,2000,,,general protestors,Rallying for museum's opening,0,rally,0,0,0,0,1,1,https://www.theguardian.com/us-news/2017/dec/09/donald-trump-avoids-protests-mississippi-civil-rights-museum,,,
Kansas City,J.C Nichols,MO,US,2017-12-09,hundreds,200,,200,,,general protestors,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest,0,0,0,0,1,1,http://www.kctv5.com/clip/13969977/hundreds-of-protesters-in-kc-oppose-jerusalem-decision,,,
Los Angeles,Pershing Square,CA,US,2017-12-09,FB: 97,97,,97,,,Refuse Fascism,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/150047005622644/,,,
Madison,University of Wisconsin,WI,US,2017-12-09,several dozen,12,,24,,,International Socialist Organization; Indivisible Madison,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.nbc15.com/content/news/Socalist-group-organizes-protest-of-tax-reform-bill-in-Madison-463067643.html,http://www.wkow.com/story/37033294/2017/12/09/protesters-rally-against-gop-tax-bill-at-library-mall-on-uw-madison-campus,,
Milwaukee,Pere Marquette Park,WI,US,2017-12-09,FB: 111,111,,111,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://fox6now.com/2017/12/09/rally-to-fight-gop-tax-plan-held-in-pere-marquette-park/,https://www.facebook.com/events/540391106325113/,,
Miramar,Miramar Apitheatre,FL,US,2017-12-09,over 3000,3000,,3000,,,general protestors,Rallying against drug use,0,rally,0,0,0,0,1,1,http://www.sfltimes.com/news/local/over-3k-students-attend-above-the-influence-rally,,,
Montclair,Union St.,NJ,US,2017-12-09,FB: 59,59,,59,,,Action Together New Jersey ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/432323823832276/,,,
Montezuma County,Sand Canyon ,CO,US,2017-12-09,more than 20,20,,20,,,Great Old Broads for Wilderness and other activist groups; General Protestors,Protest Shrinking of Monument,0,protest,0,0,0,0,1,1,https://the-journal.com/articles/77475-montezuma-county-activists-protest-shrinking-of-monuments,https://durangoherald.com/articles/199199-montezuma-county-activists-protest-shrinking-of-monuments,,
Montgomery,,AL,US,2017-12-09,,,,,,,Doug Jones Campaign,Campaign rally ,1,rally,0,0,0,0,1,1,http://www.sacbee.com/news/politics-government/national-politics/article188978184.html#1,,,
Nashville,Sally Beaman Park,TN,US,2017-12-09,hundreds; FB: 94,94,,200,,,Climate Nashville,Protesting US withdrawl from the Paris Climate Accord: Pressuring Gov. Haslam to commit to accord's provisions,1,protest; march,0,0,0,0,1,1,https://www.peoplesworld.org/article/hundreds-march-in-nashville-against-climate-change/,,,
New Orleans,Lafayette Square,LA,US,2017-12-09,FB: 15,15,,15,,,Indivisible NOLA,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/345741692502971/?event_time_id=345741709169636,,,
New York ,Columbus Circle,NY ,US,2017-12-09,dozens; several dozen,24,,24,,,general protestors,"#Metoo rally, protesting sexual assault",1,protest,0,0,0,0,1,1,https://www.amny.com/news/me-too-rally-nyc-1.15368703,https://www.newsday.com/news/new-york/metoo-sexual-harassment-1.15378528,,
New York ,Rep. Rosenthal's office,NY ,US,2017-12-09,about 40,40,,40,,,general protestors,Protesting preference of hotels over those of constituents,0,protest,0,0,0,0,1,1,http://www.nydailynews.com/new-york/danny-glover-joins-airbnb-advocates-city-protest-pol-bill-article-1.3693992,,,
Newton,Newton Green,NJ,US,2017-12-09,small group,,,,,,general protestors,Protest in support of sancturary cities,1,protest,0,0,0,0,1,1,http://www.njherald.com/20171210/dueling-immigration-rallies-take-sides-on-newton-green#//,,,
Newton,Newton Green,NJ,US,2017-12-09,,,,,,,general protestors,Anti-Immigration protest,2,protest,0,0,0,0,0,1,http://www.njherald.com/20171210/dueling-immigration-rallies-take-sides-on-newton-green#//,,,
Oklahoma City,State Capitol,OK,US,2017-12-09,hundreds,200,,200,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://kfor.com/2017/12/09/rally-held-in-opposition-of-federal-tax-bills/,,,
Otay Mesa,Neard Border wall,CA,US,2017-12-09,about 20,20,,20,,,Frontline America; Unite America First,Protesting border wall,1,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/us-politics/sd-me-borderwall-rally-20171209-story.html,http://www.kusi.com/story/37033396/a-build-a-wall-rally-at-border-turns-violent,http://www.cbs8.com/story/37032552/fists-fly-flag-sticks-swing-as-sides-clash-at-border-wall-rally,
Otay Mesa,Neard Border wall,CA,US,2017-12-09,about 60,60,,60,,,general protestors,"Counter-protest, rallying for border wall",2,protest,0,0,0,0,0,1,http://www.sandiegouniontribune.com/news/us-politics/sd-me-borderwall-rally-20171209-story.html,http://www.kusi.com/story/37033396/a-build-a-wall-rally-at-border-turns-violent,,
Portland ,Schrunk Plaza,OR,US,2017-12-09,,,,,,,Patriot Prayer,Protesting sanctuary cities,2,protest,1,0,0,0,1,1,http://www.kptv.com/story/37032598/police-21-year-old-man-arrested-during-protest-counter-protest-in-downtown-portland,http://www.oregonlive.com/portland/index.ssf/2017/12/1_arrested_after_fights_break.html,http://katu.com/news/local/suspect-arrested-during-alt-right-and-antifa-downtown-protest,
Portland ,Schrunk Plaza,OR,US,2017-12-09,,,,,,,general protestors,counter-protest; rallying for sanctuary cities,1,protest,0,0,0,0,0,1,http://www.kptv.com/story/37032598/police-21-year-old-man-arrested-during-protest-counter-protest-in-downtown-portland,,,
Prescott,Yavapai Courthouse Plaza,AZ,US,2017-12-09,more than 100,100,,100,,,general protestors,Protesting Trump's attacks on public land,1,protest,0,0,0,0,1,1,https://www.dcourier.com/news/2017/dec/10/local-residents-protest-monumental-mistake/,,,
Richmond ,Monument Ave.,VA,US,2017-12-09,"about 15, only 7 ",7,,15,,,The New Confederate States of America,"""Heritage not Hate,"" confederate rally",2,rally,0,0,0,0,1,1,http://richmondfreepress.com/news/2017/dec/01/neo-confederates-return-second-richmond-rally/,http://www.richmond.com/news/local/city-of-richmond/counterprotesters-outnumber-small-pro-confederate-group-at-monument-avenue-rally/article_8ec18d18-a87b-5011-96e6-6e395a9de2d4.html,http://www.richmond.com/news/local/city-of-richmond/counterprotesters-outnumber-small-pro-confederate-group-at-monument-avenue-rally/article_8ec18d18-a87b-5011-96e6-6e395a9de2d4.html,
Richmond ,Monument Ave.,VA,US,2017-12-09,"several dozen, several hundred",24,,200,,,general protestors,Counter-protest,1,protest,0,0,0,0,0,1,http://www.richmond.com/news/local/city-of-richmond/counterprotesters-outnumber-small-pro-confederate-group-at-monument-avenue-rally/article_8ec18d18-a87b-5011-96e6-6e395a9de2d4.html,http://www.richmond.com/news/local/city-of-richmond/counterprotesters-outnumber-small-pro-confederate-group-at-monument-avenue-rally/article_8ec18d18-a87b-5011-96e6-6e395a9de2d4.html,,
Rockland,Intersection of Park and Main Streets,ME,US,2017-12-09,na,65,,65,,,Midcoast Maine Indivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://knox.villagesoup.com/p/numerous-grinches-monopoly-millionaires-protest-trump-tax-plan/1710519,https://twitter.com/mcm_ind/status/939865614713282562,,
Salt Lake City ,Bennett Federal Building,UT,US,2017-12-09,,,,,,,general protestors,Protesting GOP tax plan,1,march,0,0,0,0,1,1,http://www.good4utah.com/news/local-news/crowd-gathers-in-salt-lake-to-protest-tax-bill/878330870,,,
San Francisco ,Alabama St.,CA,US,2017-12-09,FB: 67,67,,67,,,SF Right to Counsel Coalition,Protesting unfair evictions,0,protest,0,0,0,0,0,1,https://www.facebook.com/events/404776363273022/,,,
San Francisco ,Peet's Coffee,CA,US,2017-12-09,FB: 5,5,,5,,,Trump Wanted Out,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/756833177837881/,,,
Staunton,August County Courthouse,VA,US,2017-12-09,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.nbc29.com/story/37031864/activists-protest-republican-backed-tax-bill-in-shenandoah-valley,http://www.whsv.com/content/news/People-brave-the-Saturday-snow-to-protest-Congress-463071323.html,,
Tampa,Cotanchobee Fort Brooke Park,FL,US,2017-12-09,FB: 88,88,,88,,,Women's March- Florida Chapter,Protesting fracking and offshore drilling,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/368879473523795/,,,
Waterloo,Sycamore St.,IA,US,2017-12-09,about 10,10,,12,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://wcfcourier.com/news/local/update-lawyer-pastor-tries-to-send-message-with-waterloo-post/article_29e30767-6448-56c9-a686-79c5539cb313.html,,,
Austin,Blue Cat Cafe,TX,US,2017-12-10,,,,,,,general protestors,Protesting gentrification,0,protest,2,1,0,0,1,1,https://patch.com/texas/eastaustin/anti-gentrification-protest-turns-violent-east-austin,,,
Bangor,Sen. Collins' house,ME,US,2017-12-10,about 20,20,,20,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://bangordailynews.com/2017/12/10/news/bangor/protesters-voice-anger-over-tax-bill-outside-susan-collins-bangor-home/,,,
Birmingham,,AL,US,2017-12-10,,,,,,,general public,Rally for the Victory of Democrat Doug Jones,0,rally,0,0,0,0,1,1,http://www.montgomeryadvertiser.com/picture-gallery/news/politics/2017/12/10/doug-jones-holds-rally-in-birmingham/108493406/,,,
Boston,Boston Common,MA,US,2017-12-10,FB: 630,630,,630,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/121924638591220/,,,
Boston,Suffolk County House of Corrections,MA,US,2017-12-10,about 100,100,,100,,,5th graders,Protesting Trump's immigration policy,1,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2017/12/10/this-what-democracy-looks-like-graders-protest-immigration-policy/Z1P2d80MA5Vx1EYr5FEzaO/story.html,,,
Carson,StubHub Center,CA,US,2017-12-10,FB: 40,40,,40,,,Red Earth Defense,Protesting Washington Redskins' name/mascot,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/514959378879121/,,,
East Rutherford,MetLife Stadium,NJ,US,2017-12-10,NA,1,,1,,,Olivier Vernon,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.theblaze.com/news/2017/12/10/nfl-stadium-tickets-plummet-to-unimaginable-levels-see-just-how-bad-the-protest-damage-is,,,
Fresno,Cultural Arts District Park,CA,US,2017-12-10,,,,,,,general protestors,Rallying against violence,0,rally,0,0,0,0,1,1,http://www.yourcentralvalley.com/news/homicide-victims-family-and-friends-call-for-fresnos-violence-to-stop/879049741,,,
Houston,NRG Stadium,TX,US,2017-12-10,NA,3,,3,,,"Eric Reid, Eli Harold, Marquise Goodwin",National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/261005/nfl-players-who-protested-during-national-anthem-in-week-14,,,
Jacksonville,EverBank Field,FL,US,2017-12-10,NA,10,,10,,,players on Seattle Seahawks ,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/261005/nfl-players-who-protested-during-national-anthem-in-week-14,,,
Kansas City,Arrowhead Stadium,MO,US,2017-12-10,NA,1,,1,,,Marshawn Lynch,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/261005/nfl-players-who-protested-during-national-anthem-in-week-14,,,
Los Angeles,Coliseum,CA,US,2017-12-10,NA,1,,1,,,Robert Quinn,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.espn.com/blog/nflnation/post/_/id/261005/nfl-players-who-protested-during-national-anthem-in-week-14,,,
Los Angeles,Federal Building,CA,US,2017-12-10,over one thousand; about 300,300,,1000,,,The Palestine Right to Return,Protesting Trump's decision to recognize Jerusalem as the capital of Israel,1,protest,0,0,0,0,1,1,http://ktla.com/2017/12/10/palestinian-rights-groups-in-los-angeles-rally-against-trumps-decision-on-jerusalem/,http://www.latimes.com/local/lanow/la-me-jerusalem-embassy-protest-20171210-story.html,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=2&ved=0ahUKEwi3x438pojYAhXi44MKHdrGAgAQqQIIKSgAMAE&url=https%3A%2F%2Fwww.liberationnews.org%2Fla-rises-up-to-defend-palestine%2F&usg=AOvVaw3TzGhm3guSUlZojnsoUl8M,http://dailybruin.com/2017/12/10/westwood-protest-held-on-recognition-of-jerusalem-as-capital-of-israel/
Louisville,Metro Hall,KY,US,2017-12-10,about 100; more than 100,100,,100,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.wdrb.com/story/37035478/more-than-100-people-rally-in-louisville-to-oppose-trumps-new-tax-plan,,,
Minneapolis,Powderhorn Park,MN,US,2017-12-10,FB: 239,239,,239,,,Anti-War Committe; Minnesota immigrant Rights Action Coalition,Protesting Trump administration human right abuses,1,protest,0,0,0,0,1,1,http://www.fox9.com/news/international-human-rights-day-prompts-rally-in-minneapolis,https://www.facebook.com/events/186157838611973/,,
Montpelier,Kellogg-Hubbard Library,VT,US,2017-12-10,Photo: dozens,24,,24,,,students,Protesting GOP tax plan; fracking,1,protest,0,0,0,0,1,1,https://www.timesargus.com/articles/central-vermont-students-protest-arctic-drilling/,,,
New York ,Philipine Consulate,NY ,US,2017-12-10,approximately 70,70,,70,,,general protestors,Protesting state-sponsored killing in the Philippines,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/12/12/new-york-protest-demands-end-killings-philippines,,,
