CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Mount Vernon,Montefiore Mount Vernon Hospital ,Westchester,NY,US,2020-01-16,,,,,,,general protesters,against the closing of Mount Vernon Hospital,0,protest,0,0,0,0,1,1,http://westchester.news12.com/story/41573761/residents-protest-closing-of-mount-vernon-hospital,,,,
New York,Crown Heights; Brooklyn,Kings ,NY,US,2020-01-16,about 100,100,,100,,,generral protesters,against antisemitism,0,march,0,0,0,0,1,1,https://newyork.cbslocal.com/2020/01/16/students-visit-jewish-museum/,,,,
Norfolk,City Hall,Norfolk City ,VA,US,2020-01-16,,,,,,,general protesters,against Norfolk's redevelopment plan,0,protest; demonstration,0,0,0,0,1,1,https://wtkr.com/2020/01/17/st-pauls-residents-file-lawsuit-protest-over-norfolks-redevelopment-plan/,,,,
Salt Lake City,outside offices of Sen. Romney and Lee,Salt Lake,UT,US,2020-01-16,dozens,24,,24,,,Vote Common Good,"for impeaching President Trump, for a full and fair impeachment hearing",1,protest,0,0,0,0,1,1,https://www.abc4.com/news/local-news/faith-based-and-social-justice-groups-rally-for-fair-impeachment-trial/,,,,
San Diego,Outside Barrio Logan,San Diego ,CA,US,2020-01-16,,,,,,,general protesters,against new development in Barrio Logan,0,protest,0,0,0,0,1,1,https://www.10news.com/news/local-news/residents-protest-over-new-developers-in-barrio-logan,,,,
Southington,Southington High School,Hartford,CT,US,2020-01-16,,,,,,,Southington Town-Wide Effort to Promote Success; the American Heart Association ,against vaping,0,rally,0,0,0,0,1,1,https://www.myrecordjournal.com/News/Wallingford/Wallingford-News/Things-to-know-this-week-in-Meriden-Wallingford-Southington-and-Cheshire-6.html#item2,,,,
Tampa,The Venetian Event Center,Hillsborough ,FL,US,2020-01-16,hundreds,200,,200,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,https://www.wtsp.com/article/news/politics/national-politics/vice-president-pence-in-tampa-thursday/67-3cf4cc0d-9351-409f-974a-32320b4d26f8,,,,
Topeka,State Capitol,Shawnee,KS,US,2020-01-16,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,march ,0,0,0,0,1,1,https://www.wibw.com/content/news/Annual-Living-the-Dream-march-at-Statehouse-is-tomorrow--567020941.html,,,,
Washington,east lawn of the capitol,DC,DC,US,2020-01-16,,,,,,,Women's March,against war with Iran,1,protest,,,,,1,1,https://twitter.com/womensmarch/status/1217815085474811906,,,,
Athens,"Grover Center, University of Georgia",Athens,OH,US,2020-01-17,around 50,50,,50,,,faculty and allies,against budget cuts at University of Georgia,0,protest,0,0,0,0,1,1,https://www.athensnews.com/news/campus/faculty-and-allies-hold-silent-protest-as-ou-trustees-meet/article_bf91f65a-3a32-11ea-9807-13ec995b57d7.html,https://www.dispatch.com/news/20200116/ohio-university-professors-expected-to-protest-fridayrsquos-board-meeting-over-budget-woes,,,
Cleveland,City Hall,Cuyahoga,OH,US,2020-01-17,,,,,,,Cleveland EMS workers,against lack of contract for emergency services workers,0,protest,0,0,0,0,1,1,https://fox8.com/2020/01/15/cleveland-ems-workers-protest-ongoing-contract-dispute-with-city/,,,,
Concord,Grappone Center,Merrimack,NH,US,2020-01-17,,,,,,,general protesters,"against presidential candidate Pete Buttigieg, for environmental protection",1,protest,0,0,0,0,1,1,https://www.concordmonitor.com/Kuster-and-Pete-Buttigieg-campaign-together-in-Concord-32043827,,,,
Fayetteville,Washington County Detention Center,Washington,AR,US,2020-01-17,more than 30,30,,30,,,general protesters,against deportation of immigrants,1,protest,0,0,0,0,1,1,https://www.nwaonline.com/news/2020/jan/22/parking-deck-talks-paused-protesters-latest/,,,,
Honolulu,Royal Masoleum to Iolani Palace,,HI,US,2020-01-17,,,,,,,general protesters,"in commemoration of overthrow of Hawaiian Kingdom, against colonialism, for self-determination for Hawaii, for native peoples' rights",0,march,,,,,1,1,https://twitter.com/TheTomGeorge/status/1218271044114345984,,,,
Jackson,State Capitol,Hinds,MS,US,2020-01-17,,,,,,,general protesters,for more humane conditions for prisoners in the Mississippi Department of Corrections,0,rally; protest,0,0,0,0,1,1,https://www.wlbt.com/2020/01/18/families-mdoc-inmates-rally-improvements-while-filing-suit-against-prison-system-after-recent-violence/,,,,
Oakland,Frank Ogawa Plaza,Alameda,CA,US,2020-01-17,,,,,,,general protesters,against climate change inaction,1,protest,0,0,0,0,1,1,https://www.sfchronicle.com/politics/article/Bay-Area-political-events-Cook-Islands-prime-14959440.php,,,,
Olympia,State Capitol,Thurston,WA,US,2020-01-17,hundreds,200,,200,,,general protesters,for Second Amendment rights,2,rally; protest,0,0,0,0,1,1,https://www.seattletimes.com/seattle-news/politics/at-gun-rights-rally-washington-state-rep-matt-shea-gives-fiery-defense-talks-of-nations-real-enemies/,,,,
Palo Alto,Stanford University,Santa Clara,CA,US,2020-01-17,150-strong ,150,,150,,,general protesters,against India's Citizenship Amendment Bill,0,protest,0,0,0,0,1,1,https://www.stanforddaily.com/2020/01/18/mr-modi-youre-afraid-of-me-students-rally-against-indias-citizenship-amendment-bill/,,,,
Pasadena,,Los Angeles,CA,US,2020-01-17,count pic,2,,2,,,general protestors,for climate change action,1,protest,,,,,1,1,https://twitter.com/edgarrmcgregor/status/1218228931230236672,,,,
San Jose,Fairmont Hotel ,Santa Clara ,CA,US,2020-01-17,about 20,20,,20,,,general protesters,"against lack of transparency in city development deals, against displacement and gentrification, against Google",0,protest,0,0,0,0,1,1,https://www.mercurynews.com/google-protesters-disrupt-future-of-downtown-san-jose-event,,,,
Vashon,outside Vashon Center for the Arts,King,WA,US,2020-01-17,,,,,,,Vashon Island School District,in celebration of Martin Luther King Jr.,1,protest,0,0,0,0,1,1,https://www.vashonbeachcomber.com/news/students-march-for-civil-rights/,,,,
Wooster,School District Headquarters,Wayne,OH,US,2020-01-17,,,,,,,general protesters,against bullying in schools,0,protest,0,0,0,0,1,1,https://www.the-daily-record.com/news/20200115/downtown-rally-to-address-bullying-in-wooster-city-schools,,,,
Bardstown ,Nelson County Justice Center ,Nelson,KY,US,2020-01-18,maybe 100,100,,100,,,general protesters,for Second Amendment rights,2,protest,0,0,0,0,1,1,https://www.kystandard.com/content/gun-group-plans-saturday-rally-justice-center,https://www.kystandard.com/content/second-amendment-supporters-rally-nelson-co,,,
Boise,Capitol Mall,Boise,ID,US,2020-01-18,,,,,,,MAGA Girl,for President Trump,2,counter-protest,0,0,0,0,1,1,https://www.kivitv.com/news/boise-womens-march-calls-for-equality-but-also-reveals-political-divisiveness,,,,
Bozeman,Gallatin County Courthouse,Gallatin,MT,US,2020-01-18,,,,,,,general protestors,against abortion rights,2,march,0,0,0,0,1,1,https://www.bozemandailychronicle.com/news/women-s-march-march-for-life-set-for-saturday-morning/article_3c574683-eea5-5b06-9e48-b8705305d526.html,,,,
Clinton ,Patridge Creek Mall sidewalk,Macomb,MI,US,2020-01-18,NA,10,,10,,,general protestors,for President Trump,2,counter-protest,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/macomb-county/2020/01/18/women-march-rights-michigan-rights-country/4504102002/,,,,
Helena,Capitol,Lewis and Clark,MT,US,2020-01-18,about 100,100,,100,,,Right to Life rally,against abortion rights,2,rally,0,0,0,0,1,1,https://helenair.com/news/local/anti-abortion-group-rallies-at-capitol-in-helena/article_ad3b45db-c8d2-5a2c-96f1-b3fb8720db09.html,,,,
Las Vegas,Llama Lot; Downtown,Clark,NV,US,2020-01-18,,,,,,,general protestors,for President Trump,2,counter-protest,0,0,0,0,1,1,https://www.reviewjournal.com/local/local-las-vegas/downtown/hundreds-join-in-womens-march-in-downtown-las-vegas-1938467/,,,,
Lincoln,Capitol to the University of Nebraska-Lincoln student center,Lancaster,NE,US,2020-01-18,estimated 2000 to 2500,2000,,2500,,,general protestors,against abortion rights,2,rally,0,0,0,0,1,1,https://www.omaha.com/news/state_and_regional/despite-cold-about-attend-annual-anti-abortion-march-in-lincoln/article_a3cb1646-423b-5bce-800e-1283db67ca25.html,,,Nebraska Walk for Life,
Los Angeles,OneLife LA,Los Angeles,CA,US,2020-01-18,,,,,,,general protesters,against abortion rights,2,rally,0,0,0,0,1,1,https://religionnews.com/2020/01/14/cyntoia-brown-to-speak-at-anti-abortion-rally-hosted-by-archdiocese-of-los-angeles/,,,,
Milton,County Administrative Building; 6495 Caroline St. ,Santa Rosa,FL,US,2020-01-18,,,,,,,general protesters,for Second Amendment rights,2,rally,0,0,0,0,1,1,https://www.pnj.com/story/news/2020/01/09/santa-rosa-county-citizens-organize-second-amendment-rally/2825604001/,,,,
Murfreesboro,Civic Plaza,Rutherford,TN,US,2020-01-18,,,,,,,Women's March Organizers,for voter registration and civic engagement,1,march,0,0,0,0,1,1,https://www.dnj.com/story/news/2019/12/31/nashville-womens-march-organizers-plan-to-move-rally-to-murfreesboro/2783138001/,,,,
Pheonix,downtown,Maricopa,AZ,US,2020-01-18,thousands,2000,,2000,,,Arizona Life Coalition,against abortion rights,2,rally,0,0,0,0,1,1,https://eu.azcentral.com/story/news/local/arizona/2020/01/22/az-anti-abortion-activists-head-washington-d-c-march-life/4541182002/,,,,
Prescott,Prescott Courthouse Plaza,Yavapai,AZ,US,2020-01-18,,,,,,,general protestors,for President Trump,2,counter-protest,0,0,0,0,0,1,https://www.dcourier.com/news/2020/jan/18/womens-march-hundreds-march-many-reasons/,,,,
Raleigh,Bicentennial Plaza,Wake,NC,US,2020-01-18,around 1000,1000,,1000,,,Right to Life rally,against abortion rights,2,rally,0,0,0,0,1,1,https://abc11.com/society/nc-march-for-life-holds-rally-march-in-raleigh-/5860979/,http://nsjonline.com/article/2020/01/annual-march-for-life-rallies-in-raleigh-against-abortion/,,,
Raleigh,Bicentennial Plaza,Wake,NC,US,2020-01-18,approximately 10,10,,10,,,general protesters,for abortion rights,1,counter protest,0,0,0,0,1,1,https://abc11.com/society/nc-march-for-life-holds-rally-march-in-raleigh-/5860979/,http://nsjonline.com/article/2020/01/annual-march-for-life-rallies-in-raleigh-against-abortion/,,,
Saint Augustine,St. George Street,St. Johns,FL,US,2020-01-18,thousands,2000,,2000,,,general protestors,against abortion rights,2,march,0,0,0,0,1,1,https://www.staugustine.com/news/20200118/march-for-life-draws-thousands-in-fight-against-abortion,,,,
Washington,inside Union Station ,DC,DC,US,2020-01-18,,,,,,,general protestors,for impeaching President Trump,1,protest,,,,,1,1,https://twitter.com/Remove_TrumpNow/status/1218373439481839618,,,,
Wilkes-Barre,Milennium Circle,Luzerne,PA,US,2020-01-18,,,,,,,general protestors,against abortion rights,2,counter-protest,0,0,0,0,1,1,https://www.timesleader.com/news/769873/calls-for-action-change-empower-nepa-womens-march,,,,
Yakima,Unitarian Universalist Church,Yakima,WA,US,2020-01-18,nearly 200,200,,200,,,general protestors,against abortion rights,2,counter-protest,0,0,0,0,1,1,https://www.yakimaherald.com/news/local/women-s-rights-advocates-take-to-yakima-streets-for-yearly/article_cac98af4-7430-5aba-93a2-bfd1020ba9b8.html,,,,
Clinton,Clinton Community College,Clinton ,IA,US,2020-01-19,,,,,,,Clinton MLK Committee,in celebration of Martin Luther King Jr.,1,demonstration,0,0,0,0,1,1,https://www.clintonherald.com/news/mlk-celebration-features-speaker-civil-rights-march-reenactment/article_eb487734-3257-11ea-ab88-573853b31867.html,,,,
Fort Worth,Tarrant County Courthouse,Tarrant,TX,US,2020-01-19,a man and two women,3,,3,,,general protestors,against abortion rights,2,counter-protest,0,0,0,0,1,1,https://www.star-telegram.com/news/local/fort-worth/article239370313.html,,,,
Great Falls,Our Lady of Lourdes Parish to Planned Parenthood,Cascade,MT,US,2020-01-19,dozens,24,,24,,,Great Falls Catholics For LIfe,against abortion rights,0,march ,0,0,0,0,1,1,https://www.krtv.com/news/great-falls-news/catholics-for-life-host-rally-in-great-falls,,,,
Ironton,Ninth St; New Jerusalem Christian Center,Lawrence ,OH,US,2020-01-19,around 150,150,,150,,,The Ironton area Ministerial Association ,in celebration of Martin Luther King Jr.,1,march ,0,0,0,0,1,1,https://www.irontontribune.com/2020/01/17/mlk-unity-service-march-on-sunday-pastor-said-creating-unity-is-the-goal-of-events/,,,,
Las Vegas,Valkyrie Combat ,Clark,NV,US,2020-01-19,roughly 250-300 ,250,,300,,,general protesters,against new red flag law,2,protest,0,0,0,0,1,1,https://www.ktnv.com/news/red-flag-law-protest-in-las-vegas,https://pvtimes.com/news/pahrump-residents-protest-red-flag-laws-80281/,,,
Ludington,down Ludington Avenue to Ludington courthouse,Mason,MI,US,2020-01-19,approximately 100,100,,100,,,Mason County Right to Life,against abortion rights,2,march,0,0,0,0,1,1,https://www.shorelinemedia.net/ludington_daily_news/news/local/right-to-life-group-hosts-annual-silent-march/article_8a53932b-9d5b-5b8e-8ce3-0c2abcc79f0d.html,,,,
Orangeburg,Orangeburg Square,Orangeburg,SC,US,2020-01-19,,,,,,,Orangeburg Branch NAACP,in celebration of Martin Luther King Jr.,0,march; rally,0,0,0,0,1,1,https://thetandd.com/news/local/stop-the-violence-march-and-rally-planned-for-orangeburg/article_54c80670-bd35-5b69-a537-5a8ca869fe08.html,,,,
Phoenix,Capitol ,Maricopa,AZ,US,2020-01-19,,,,,,,general protesters,for women's rights,1,march,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/phoenix/2020/01/16/4th-phoenix-womens-march-planned-sunday-but-its-not-march/4485569002/,,,,
Abilene,Martin Luther King Jr. Memorial Bridge on East Highway 80,Taylor,TX,US,2020-01-20,about 1000,1000,,1000,,,the Royal family,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.reporternews.com/story/news/local/2020/01/20/why-they-march-bridge-abilene-community-unity-and-children/4524123002/,,,,
Adrian,Maple Ave; Lenawee County Courthouse,Lenawee,MI,US,2020-01-20,,,,,,,general protestors,against abortion rights,2,rally; march,0,0,0,0,1,,https://www.lenconnect.com/news/20200121/right-to-life-march-returns-to-courthouse,,,,
Allendale,Grand Valley State University,Ottawa,MI,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,march ,0,0,0,0,1,1,https://www.fox17online.com/news/local-news/lakeshore/ottawa/students-and-staff-celebrate-life-of-dr-king-with-silent-march,,,,
Ann Arbor ,City Hall,Washtenaw,MI,US,2020-01-20,,,,,,,Friends of Ann Arbor Wildlife in Nature,"against deer cull, against animal cruelty",0,protest,0,0,0,0,1,1,https://www.mlive.com/news/ann-arbor/2020/01/you-created-culture-of-hate-deer-cull-protesters-tell-ann-arbor-city-council.html,,,,
Asheville,Pack Square Park,Buncombe,NC,US,2020-01-20,hundreds,200,,200,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.citizen-times.com/story/news/local/2020/01/20/asheville-mlk-day-peace-rally-and-march-honors-martin-luther-king/4490129002/,,,,
Atlanta ,Outside city hall,Fulton,GA,US,2020-01-20,,,,,,,Linnentown Project,"for recognition and reparations for those displaced by Linnentown development in 1960s, against racism",1,rally,0,0,0,0,1,1,https://www.redandblack.com/athensnews/athens-community-members-rally-for-justice-for-black-neighborhood-demolished/article_418c0662-3c06-11ea-b89b-67f10e0cfb17.html,,,,
Austin ,UT-Austin,Travis,TX,US,2020-01-20,thousands,2000,,2000,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.fox7austin.com/news/city-of-austin-honors-mlks-legacy-in-march-rally,https://thedailytexan.com/2020/01/20/thousands-gather-at-ut-austin-march-to-commemorate-martin-luther-king-jr,,,
Bar Harbor,YWCA MDI; 36 Mount Desert St.,Hancock,ME,US,2020-01-20,,,,,,,YWCA MDI,in celebration of Martin Luther King Jr.,1,demonstration,0,0,0,0,1,1,https://bangordailynews.com/bdn-maine/community/jan-20-rev-dr-martin-luther-king-jr-birthday-march-reception-at-ywca-mdi/,,,,
Big Spring,,Howard,TX,US,2020-01-20,count vid: 40,40,,40,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.bigspringherald.com/multimedia/mlk-jr-day-march/video_ca10319a-3bfa-11ea-8620-b37d66f9258e.html,,,count vid,
Bloomington,City Hall,Monroe,IN,US,2020-01-20,more than 100,100,,100,,,the Luddy Living Learning Center; the IU Gamma Eta chapter of Alpha Phi Alpha,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.idsnews.com/article/2020/01/march-down-seventh-street-celebrates-martin-luther-king-jr-day,,,,
Boise,State Capitol,Boise,ID,US,2020-01-20,hundreds,200,,200,,,Boise State MLK Living Legacy Committee,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.kivitv.com/news/hundreds-march-to-statehouse-for-martin-luther-king-jr-day,,,,
Boston,Logan Airport,Suffolk,MA,US,2020-01-20,about 50,50,,50,,,general protestors,against deportation of college student,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/nation/2020/01/22/dehghani-student-deported/,https://twitter.com/KristinaRex/status/1219416536957452288?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1219416536957452288&ref_url=https%3A%2F%2Fwww.washingtonpost.com%2Fnation%2F2020%2F01%2F22%2Fdehghani-student-deported%2F,,,
Bowling Green,Warrren County Justice Center,Warren ,KY,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.bgdailynews.com/news/slide-show-bowling-green-celebrates-martin-luther-king-jr-day/collection_ea1d59f0-bd76-520b-8008-ec22376f90c0.html,,,,
Bristol,State Street,Washington,VA,US,2020-01-20,more than 100,100,,100,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.heraldcourier.com/news/bristol-s-mlk-march-program-draws-large-turnout/article_4455dcd3-264f-5df1-8079-04dfbff6075c.html,,,,
Bryan,Sadie Thomas Park,Brazos,TX,US,2020-01-20,hundreds,200,,200,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.kbtx.com/content/news/Take-part-in-a-march-to-honor-Martin-Luther-King--567039601.html,https://www.kbtx.com/content/news/Hundreds-participate-in-march-to-honor-Dr-Martin-Luther-King-Jr--567145761.html,,,
Charleston,Marion Square,Charleston ,SC,US,2020-01-20,around 100,100,,100,,,general protesters,"in celebration of Martin Luther King Jr., against gun violence",1,rally,0,0,0,0,1,1,https://www.live5news.com/2020/01/20/martin-luther-king-jr-rally-charleston-addresses-education-gun-violence/,,,,
Cheyenne,State Capitol,Laramie,WY,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.wyomingnews.com/news/local_news/hot-cocoa-and-cookies-to-be-available-before-mlk-day/article_6638d74a-b17d-53fa-b1e6-4d3884cbc53f.html,,,,
Cincinnati,Downtown,Hamilton ,OH,US,2020-01-20,,,,,,,the MLK Coalition ,in celebration of Martin Luther King Jr.,1,rally; march,0,0,0,0,1,1,https://www.cincinnati.com/story/news/politics/elections/2020/01/18/colerain-family-participates-in-their-11-th-mlk-march-together/4476234002/,,,,
Coeur d'Alene,,Kootenai,ID,US,2020-01-20,nearly 250,250,,250,,,general protesters,for Second Amendment rights,2,rally,0,0,0,0,1,1,https://www.bonnercountydailybee.com/local_news/20200108/embattled_shea_to_speak_at_rally,DEAD LINK,,,
Corpus Christi,from the Nueces County Courthouse to the Church of the Good Shepherd,Nueces,TX,US,2020-01-20,hundreds,200,,200,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.caller.com/story/news/local/2020/01/20/corpus-christi-march-honors-dr-martin-luther-king-jr-s-dream/4505828002/,,,,
Del Rio,Star Park,Val Verde ,TX,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,http://delrionewsherald.com/news/article_5aedc830-290e-11ea-8ae5-b7dfb83247bf.html,,,,
Denver,City Park,Denver,CO,US,2020-01-20,about 100,100,,100,,,Colorado Poor People’s Campaign; Black Lives Matter 5280,"against city ban on urban camping, in support of unhoused people, Black Lives Matter",1,demonstration,0,0,0,0,0,1,https://denverite.com/2020/01/20/politicians-political-protest-and-hopeful-people-launch-denvers-martin-luther-king-jr-marade/,,,,
Denver,City Park to Civic Center Park,Denver,CO,US,2020-01-20,"about 1,000; tens of thousands",1000,,20000,,,MLK Colorado Holiday Commission,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://denverite.com/2020/01/20/politicians-political-protest-and-hopeful-people-launch-denvers-martin-luther-king-jr-marade/,https://www.denverpost.com/2020/01/20/marade-denver-martin-luther-king/,,,
Desert Hot Springs,Pierson Blvd,Riverside,CA,US,2020-01-20,dozens,24,,24,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.desertsun.com/story/news/local/desert-hot-springs/2020/01/20/mlk-day-march-heldin-desert-hot-springs/4490038002/,,,,
Detroit,E. Lafayette,Wayne,MI,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.clickondetroit.com/news/local/2020/01/20/martin-luther-king-jr-high-school-students-organize-march-to-honor-civil-rights-leader/,,,,
Durham,Downtown,Durham ,NC,US,2020-01-20,roughly 500,500,,500,,,general protesters,"in celebration of Martin Luther King Jr., against poor living conditions at McDougald Terrace apartments",1,march ,0,0,0,0,1,1,https://www.newsobserver.com/news/local/article239402678.html,,,,
Eloy,Eloy Junior High School to Trekell Park,Pinal,AZ,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.pinalcentral.com/eloy_enterprise/news/eloy-marks-mlk-day-with-march-breakfast/article_0ae5ecfc-487f-53a2-9e70-74f13a220b27.html,,,,
Erie,Perry Square,Erie,PA,US,2020-01-20,,,,,,,NAACP; Empower Errie,"in celebration of Martin Luther King Jr., for construction of community college",1,march,0,0,0,0,1,1,https://www.yourerie.com/news/local-news/annual-mlk-march-dedicated-to-bringing-a-community-college-to-erie-county/,,,,
Eugene,Autzen Stadium,Lane,OR,US,2020-01-20,hundreds,200,,200,,,NAACP,in celebration of Martin Luther King Jr.,1,march ,0,0,0,0,1,1,https://www.registerguard.com/news/20200120/eugene-march-honors-martin-luther-king-jrs-legacy,,,,
Evansville,University of Evansville to Lincoln Ave,Vanderburgh,IN,US,2020-01-20,a large group,,,,,,general protesters ,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.courierpress.com/story/news/local/2020/01/21/theres-still-work-do-say-speakers-mlk-day-rally-march/4522839002/,https://www.courierpress.com/story/news/2020/01/15/13-things-do-evansville-weekend-next-week/4470232002/,,,
Florence,Francis Marion University Performing Arts Center,Florence,SC,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,rally; march,0,0,0,0,1,1,https://www.scnow.com/news/local/annual-mlk-march-to-end-monday-with-rally-at-fmu/article_9240770f-3770-5c91-9486-470b0d060cc3.html,,,,
Fort Collins, Colorado State University's Lory Student Center,Larimer,CO,US,2020-01-20,hundreds,200,,200,,,general protesters,in celebration of Martin Luther King Jr.,1,rally,0,0,0,0,1,1,https://www.coloradoan.com/story/news/2020/01/20/hundreds-turn-out-fort-collins-honor-martin-luther-king-jr/4524627002/,,,,
Fort Collins,Old Town Square,Larimer ,CO,US,2020-01-20,,,,,,,Black/African American Cultural Center; Homewarrd Alliance,in celebration of Martin Luther King Jr.,1,march ,0,0,0,0,1,1,https://www.coloradoan.com/story/news/2020/01/16/martin-luther-king-jr-day-events-closures-fort-collins-colorado/4466084002/,,,,
Fort Myers,Dunbar Jupiter Hammon Library,Lee,FL,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,rally; march,0,0,0,0,1,1,https://www.news-press.com/story/news/2020/01/19/martin-luther-king-boulevard-fort-myers-roads-blocked-parade-2020/4503438002/,,,,
Hampton,Hampton University,Hampton City,VA,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.13newsnow.com/article/news/community/hampton-university-honors-dr-martin-luther-king-jr-with-march-program/291-e91602bf-2b8b-4c48-b0c8-dbad335bd9cb,,,,
Haverford,along the 600 block of Lancaster Avenue,Delaware,PA,US,2020-01-20,about 75,75,,75,,,Brynford Civic Association,"against large billboards, against billboard blight",0,protest,0,0,0,0,1,1,https://www.delcotimes.com/news/residents-protest-proposed-billboards-along-lancaster-ave/article_91cc5012-3bd6-11ea-af7d-a34923afa3d7.html,,,,
Honolulu,from Magic Island down Kalakaua Avenue to Kapiolani Park,Honolulu,HI,US,2020-01-20,hundreds,200,,200,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.hawaiinewsnow.com/2020/01/21/legacy-martin-luther-king-jr-celebrated-with-annual-parade-unity-rally/,,,,
Hopkinsville,First Street Baptist Church,Christian,KY,US,2020-01-20,over a hundred,100,,100,,,Hopkinsville NAACP chapter,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.kentuckynewera.com/news/article_8a8c32c2-8c27-52df-a4b5-643c5771803a.html,,,,
Houma,Courthouse square,Terrebonne,LA,US,2020-01-20,,,,,,,Terrebonne NAACP Youth Council,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.dailycomet.com/news/20200120/houma-march-honors-martin-luther-king,,,,
Howell,Cleary University,Livingston ,MI,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.livingstondaily.com/story/news/2020/01/17/martin-luther-king-jr-day-cleary-university-howell-march-speakers-gertrude-croom-civil-rights/4479937002/,,,,
Huntington ,16th Street Baptish Church ,Cabell,WV,US,2020-01-20,,,,,,,The Huntington-Cabell branch of the NAACP; the Department of Intercultural Affairs at Marshall University,in celebration of Martin Luther King Jr.,1,march ,0,0,0,0,1,1,https://www.herald-dispatch.com/news/naacp-to-celebrate-martin-luther-king-jr-with-march-event/article_373f7ae0-3ac7-585b-aa93-a5628d689a8e.html,,,,
Indianola,Gentry High School to the Sunflower County Courthouse,Warren,IA,US,2020-01-20,dozens,24,,24,,,general protesters,"in celebration of Martin Luther King Jr., against gun violence",1,march,0,0,0,0,1,1,https://www.enterprise-tocsin.com/front-page-slideshow-news/dozens-march-against-violence-mlk-day#sthash.ETUj0o07.dpbs,,,,
Iowa City,Eastdale Plaza; First Ave; Bradford Drive,Johnson ,IA,US,2020-01-20,dozens; about 60,24,,60,,,Black Voices Project,in celebration of Martin Luther King Jr.,1,march,0,0,0,0,1,1,https://www.thegazette.com/subject/news/annual-martin-luther-king-march-in-iowa-city-promotes-unity-20200120,,,,
Jackson,Town Square,Teton,WY,US,2020-01-20,,,,,,,The Jackson Hole Tea Party,for Second Amendment rights,2,rally,0,0,0,0,1,1,https://www.jhnewsandguide.com/the_hole_scroll/tea-party-to-hold-gun-rally-on-square/article_d894399e-daa2-541d-abfa-494888878bf4.html,,,,
Jacksonville,Prime Osborn Convention Center,Duval ,FL,US,2020-01-20,,,,,,,general protesters,"in celebration of Martin Luther King Jr., against gun violence",1,rally; march,0,0,0,0,1,1,https://www.news4jax.com/news/morning-show/2020/01/20/moms-plan-rally-at-mlk-jr-parade-after-violent-weekend-in-jacksonville/,,,,
Jacksonville,Emory Baptist Church,Morgan,IL,US,2020-01-20,,,,,,,general protesters,in celebration of Martin Luther King Jr.,1,rally; march,0,0,0,0,1,1,https://www.myjournalcourier.com/news/article/MLK-march-back-after-weather-cancellation-14987198.php,,,,
