CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,AdHoc,CountLove,Source1,Source2,Source3,Misc.,TearGas,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,Source16,Source17
Ann Arbor,University of Michigan,,MI,US,2020-09-11,about 250; more than 250,250,,250,,,Students Demand Representation,"for better health protections for students during COVID-19 pandemic, for campus police reform, in solidarity with GEO, for racial justice",0,protest; march,,,,,0,1,,1,,https://www.michigandaily.com/section/campus-life/%E2%80%98demanding-transparency-should-be-obvious%E2%80%99-%E2%80%98u%E2%80%99-community-protests-administration,https://www.clickondetroit.com/all-about-ann-arbor/2020/09/15/undergraduates-protest-march-in-support-of-striking-university-of-michigan-students/,,,,,,,,,,,,,,,,,
Baton Rouge,Louisiana State Capitol; Louisiana State Attorney General's office,,LA,US,2020-09-11,more than 100,100,,100,,,general protesters,"against racism, against police violence, for justice for Trayford Pellerin",1,march,0,0,0,0,1,1,,1,1,https://www.theadvocate.com/acadiana/news/crime_police/article_3e9e0a8e-00f2-11eb-b9d6-1fb6d937f102.html,https://www.dailycomet.com/story/news/local/2020/09/12/lafayette-police-shooting-protesters-march-baton-rouge-trayford-pellerin/5778760002/,https://www.klfy.com/top-stories-news/pellerin-protesters-march-from-state-capitol-to-governors-mansion/,https://www.theadvocate.com/baton_rouge/news/article_f30b9c2c-f443-11ea-b9cd-a3250443a11e.html,0,https://www.theadvocate.com/acadiana/news/article_e28ff184-f477-11ea-bb15-a7243587e903.html,,,,,,,,,,,,,
Bethlehem,4116 Bath Pike,,PA,US,2020-09-11,,,,,,,Lehigh Valley Friends Meeting,Black Lives Matter,1,vigil,,,,,1,1,,1,,https://www.quakersbucks.org/events/lehigh-valley-meeting-black-lives-matter-vigil,,,,,,,,,,,,,,,,,,
Boise,State St,,ID,US,2020-09-11,,,,,,,general protesters,"against racism, against hate, for American values, for equality, Black Lives Matter, for voting rights, in support of veterans and active-duty military, respect science",1,demonstration,,,,,1,1,,1,,https://www.kivitv.com/news/honk-for-american-values-demonstration-continues-for-100-straight-days,https://www.idahopress.com/news/local/honk-for-american-values-demonstrators-near-100-consecutive-days/article_088f414c-ac84-5f55-b84e-b3f811add6be.html,,,,,,,,,,,,,,,,,
Burlington,Battery Park,,VT,US,2020-09-11,,,,,,,general protesters,"against racism, against police violence",1,encampment; march,,,,,1,1,,1,,https://vtdigger.org/2020/12/31/sparked-by-george-floyd-killing-burlingtons-battery-park-protesters-demanded-change/,,,,,,,,,,,,,,,,,,
Charlotte,Romare Bearden Park,,NC,US,2020-09-11,dozens,24,,24,,,Charlotte Uprising,"against police dismantling of jail support encampment, Black Lives Matter",1,march,5,0,0,0,1,1,,1,,https://www.wbtv.com/2020/09/12/protesters-march-charlotte-second-night-after-jail-support-station-taken-down-by-deputies/,https://www.wcnc.com/article/news/local/meck-co-sheriff-evicts-jail-support-group-5-arrested-as-they-protest-friday-night/275-f80b4033-4d6d-43b9-b838-a4f03bbb7180,,,0,,,,,,,,,,,,,,
Chrisholm,,,MN,US,2020-09-11,hundreds,200,,200,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,1,https://kbjr6.com/2020/09/11/hundreds-rally-in-support-of-mayors-who-publicly-endorsed-president-trump/,,,,0,,,,,,,,,,,,,,
Cleburne,Henderson Street Baptist Church,,TX,US,2020-09-11,,,,,,,residents,"in support of police, God bless cops",2,rally,0,0,0,0,1,1,,,1,https://www.cleburnetimesreview.com/news/backers-defend-police-defend-the-police-rally-allows-residents-to-visit-with-officers/article_ed4184b6-f6cb-11ea-bd1c-0f2ad9c0d25b.html,,,,0,,,,,,,,,,,,,,
Colorado Springs,El Paso County commissioner's offices,,CO,US,2020-09-11,more than 40,40,,40,,,student athletes,against postponing high school football season to spring due to COVID-19 pandemic,0,protest,3,0,0,0,1,1,,1,1,https://www.9news.com/article/sports/high-school/hs-football/chsaa-football-protest/73-925222f3-255c-43c9-98ef-ffd3a0912eb0,https://gazette.com/high-school-sports/pikes-peak-region-athletes-protest-chsaa-gov-polis-to-let-them-play/article_384924e0-f498-11ea-b650-cf9fc0bffd61.html,https://durangoherald.com/articles/338727-three-arrested-after-protest-near-colorado-officers-house,,0,,,,,,,,,,,,,,
Columbia,"African American Zion Baptist Church, 801 Washington St; South Carolina Department of Health and Environmental Control, 2100 Bull St; Governor's Mansion, 800 Richland St",,SC,US,2020-09-11,,,,,,,The Dogwood Alliance; New Alpha Community Development Corporation; The Whitney M. Slater Foundation; the Kingdom Living Temple; the Pee Dee Sierra Club; Sankofa; The Pamplico Stop The Pipeline Committee; Midlands Sierra Club; Kingdom Living Temple; Healthy Communities Sierra Club; Beyond Coal Sierra Club; Richland County Black Collective; Environmental Action Group; SC Environmental Justice Network; Carolina For All,"against request by Enviva to expand its wood pellet production facility, against climate change, for public health",1,caravan,0,0,0,0,1,1,,,1,https://scnow.com/news/local/pee-dee-organizations-to-protest-enviva-permit-request/article_ee986016-f381-11ea-8a3d-5bcdd7fd9e24.html,,,,0,,,,,,,,,,,,,,
Couer d'Alene,2nd and Sherman,,ID,US,2020-09-11,,,,,,,general protesters,"for remembering 9/11, for President Trump, for patriotism",2,march,,,,,1,1,,1,,https://www.facebook.com/events/2660036030925221/,,,9/11 Patriotic Standup March,,,,,,,,,,,,,,,
Cullman,Sportsman Lake,,AL,US,2020-09-11,,,,,,,Veterans of Foreign Wars and Auxiliary,in remembrance of 9/11 terrorist attacks,0,march,0,0,0,0,1,1,,,1,https://www.cullmantimes.com/news/cullman-veterans-of-foreign-wars-auxiliary-march-to-remember/article_b436995a-f7ba-11ea-8d4d-4bf55fd151b4.html,,,,0,,,,,,,,,,,,,,
Delta,,,CO,US,2020-09-11,,,,,,,student athletes,against postponing high school football season to spring due to COVID-19 pandemic,0,protest,,,,,1,1,,1,,https://www.9news.com/article/sports/high-school/hs-football/chsaa-football-protest/73-925222f3-255c-43c9-98ef-ffd3a0912eb0,,,,,,,,,,,,,,,,,,
Detroit,Detroit Public Safety Headquarters,,MI,US,2020-09-11,,,,,,,Detroit Will Breathe,"against racism, against police brutality, for defunding police, for police reform, for carceral reform, against criminalization of homelessness, for immigrants' rights, for disabled peoples' rights, for moratorium on evictions and foreclosures and against utility shutoffs during coronavirus pandemic",1,march,0,0,0,0,1,1,,1,,https://detroitwillbreathe.info/events.html,,,,,,,,,,,,,,,,,,
Fort Collins,City Park,,CO,US,2020-09-11,about 2000,2000,,2000,,,Let Us Worship,against limits on church gatherings due to COVID-19,2,protest,0,0,0,0,1,1,,,1,https://www.coloradoan.com/story/news/2020/09/12/letusworship-movement-brings-worship-protest-fort-collins/5779197002/,,,0,,,,,,,,,,,,,,,
Helena,Montana State Capitol,,MT,US,2020-09-11,count pic,50,,100,,,Montanans for Freedom,"against coronavirus mask mandates, for freedom, against tyranny, against communism, for President Trump, against pedophelia and sex trafficking, against reparations for Black Americans, against Sharia law",2,protest,0,0,0,0,1,1,20200911-helena-trump,,1,https://helenair.com/news/local/demonstrators-protest-perceived-tyranny-at-two-day-rally-in-helena/article_3f33662f-17ef-514c-b370-dd7452e24da1.html,https://www.newsbreak.com/montana/helena/news/2059260087872/demonstrators-protest-perceived-tyranny-at-two-day-rally-in-helena,,,0,,,,,,,,,,,,,,
Helena,Montana State Capitol,,MT,US,2020-09-11,lone,1,,1,,,general protesters,"for coronavirus mask mandates, against President Trump",1,counter-protest,0,0,0,0,0,1,20200911-helena-trump,,1,https://helenair.com/news/local/demonstrators-protest-perceived-tyranny-at-two-day-rally-in-helena/article_3f33662f-17ef-514c-b370-dd7452e24da1.html,https://www.newsbreak.com/montana/helena/news/2059260087872/demonstrators-protest-perceived-tyranny-at-two-day-rally-in-helena,,grim reaper costume,0,,,,,,,,,,,,,,
Highlands Ranch,,,CO,US,2020-09-11,,,,,,,student athletes,against postponing high school football season to spring due to COVID-19 pandemic,0,protest,,,,,1,1,,1,,https://www.9news.com/article/sports/high-school/hs-football/chsaa-football-protest/73-925222f3-255c-43c9-98ef-ffd3a0912eb0,,,,,,,,,,,,,,,,,,
Kansas City,12th St & Oak St,,MO,US,2020-09-11,,,,,,,Black Rainbow,"against police brutality, for police accountability, Black Lives Matter",1,protest; march,,,,,0,1,,1,,https://fox4kc.com/news/one-year-later-group-continues-to-hold-protests-outside-kcpd-headquarters/,,,,,,,,,,,,,,,,,,
La Crosse,Losey Blvd and Monroe Cooley Rd,,WI,US,2020-09-11,,,,,,,La Crosse Black Student Leaders,"against racism, against police violence",1,protest,,,,,1,1,,1,,https://bree90842.wixsite.com/bls-lacrosse,,,,,,,,,,,,,,,,,,
Lafayette,El Curtola Blvd & Highway 24,,CA,US,2020-09-11,,,,,,,Contra Costa County Patriots,for President Trump,2,demonstration,,,,,1,1,,1,,https://www.sfgate.com/news/bayarea/article/Council-To-Ask-State-To-Remove-Highway-Overpass-16006373.php,,,,1,,,,,,,,,,,,,,
Lake Mills,Commons Park,,WI,US,2020-09-11,20-30,20,,30,,,community members,"in remembrance of 9/11 terrorist attacks, for patriotism",0,protest,0,0,0,0,1,1,,,1,https://www.hngnews.com/lake_mills_leader/collection_fdc709ea-35e8-5692-a1b6-4bca05c8734a.html,,,,0,,,,,,,,,,,,,,
Leesburg,400 King St,,VA,US,2020-09-11,20-25,20,,25,,,Free Them All VA Coalition,for freeing all ICE detainees during coronavirus pandemic,1,demonstration,1,0,0,1,1,1,,1,,https://loudounnow.com/2020/10/26/leesburg-police-charge-fairfax-woman-after-protest-outside-herrings-house/,,,,,,,,,,,,,,,,,,
Madras,"Deer Ridge Correctional Institution, 3920 E Ashwood Rd",,OR,US,2020-09-11,about 200,200,,200,,,inmates at Deer Ridge Correctional Institution,protesting conditions in prison during wildifres in Oregon,0,protest,0,0,0,1,1,1,,,1,https://www.oregonlive.com/environment/2020/09/prison-evacuees-protest-conditions-at-deer-ridge-citing-smoke-unlivable-conditions.html,https://pamplinmedia.com/msp/129-news/480297-387730-inmates-protest-at-deer-ridge?wallit_nosession=1,https://www.kptv.com/news/inmates-at-oregon-prison-protest-emergency-measures-conditions-due-to-wildfires/article_0cccce98-f547-11ea-8d6b-7388af54b1cc.html,Inmates kicked open doors in response to smoky conditions and poor ventilation,0,https://www.bendbulletin.com/localstate/crimeandjustice/madras-prisoners-kick-down-doors-gather-outside-to-protest-smoky-conditions/article_54e6aca2-f543-11ea-88cd-87a0edbc5b3d.html,,,,,,,,,,,,,
Memphis,University of Memphis Administration Building,,TN,US,2020-09-11,,,,,,,students,for racial equality and social justice,1,protest,0,0,0,0,0,1,,,1,https://dailymemphian.com/section/sportsmemphis-tigers/article/16822/memphis-lineman-unity-march-obinna-eze,,,,0,,,,,,,,,,,,,,
Minneapolis,"Family Justice Center, 110 S 4th St; Hennepin County Family Justice Center",,MN,US,2020-09-11,hundreds; almost 200; nearly 500,200,,500,,,Twin Cities Coalition For Justice 4 Jamar,"against racism, against police violence",1,protest,0,0,0,0,1,1,,1,1,https://www.facebook.com/events/242488070263193/,https://twitter.com/UR_Ninja/status/1304415153472131072,https://mndaily.com/262081/news/an-open-wound-still-community-members-protest-dismissal-motion/,Against dismissing charges against officers charged in killing of George Floyd,0,http://www.fightbacknews.org/2020/9/16/pretrial-hearing-cops-killed-george-floyd-large-protest-demands-justice-0,,,,,,,,,,,,,
New Ipswich,downtown,,NH,US,2020-09-11,dozens,24,,24,,,residents,"for President Trump, in support of police",2,rally,0,0,0,0,1,1,,,1,https://www.gazettenet.com/Hoyer-Leitzel-letter-36144729,,,,0,,,,,,,,,,,,,,
New York,McCarren Park,,NY,US,2020-09-11,hundreds,200,,200,,,general protesters,"against racism, against police violence, for safer streets for bicyclists",1,vigil; march,,several,,,1,1,,1,,https://www.brooklynpaper.com/sarah-pitts-blm-vigil/,,,"Combined BLM march and vigil for activist cyclist Sarah Pitts. Police aggressively tried to clear park late in event, according to protesters.",,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-09-11,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police brutality",1,vigil; march,,,,,0,1,,1,,https://www.instagram.com/p/CFAQJ7lDeEr/,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-09-11,,,,,,,general protesters,"against racism, against police brutality",1,vigil,,,,,0,1,,1,,https://www.bkreader.com/2020/11/02/heres-what-happens-at-the-nightly-anti-racist-gathering-in-mccarren-park/,,,,,,,,,,,,,,,,,,
Newtown,219 Court St,,PA,US,2020-09-11,,,,,,,Newtown Friends Meeting Peace & Justice Committee,Black Lives Matter,1,vigil,,,,,1,1,,1,,https://www.quakersbucks.org/events/newtown-meeting-black-lives-matter-silent-vigil,,,,,,,,,,,,,,,,,,
Oakland,Oscar Grant Plaza,,CA,US,2020-09-11,,,,,,,general protestors,"against police brutality, for defunding police, Black Lives Matter",1,protest,,,,,1,1,,1,,https://sf.funcheap.com/stand-opds-brutality-rally/,,,,,,,,,,,,,,,,,,
Pittsburgh,Carnegie Mellon University; Pitt and Carlow University; Duquesne University,,PA,US,2020-09-11,about 100,100,,100,,,activists,"for justice for Jaylen Brown, against racism, against police brutality, for police accountability, in remembrance of victims of 9/11 attacks",1,march,0,0,0,0,1,1,,,1,https://pittnews.com/article/159980/top-stories/until-my-last-breath-dannielle-brown-leads-march-across-pittsburgh-college-campuses/,,,,0,,,,,,,,,,,,,,
Reno,school board meeting,,NV,US,2020-09-11,,,,,,,local athletes,against postponement of fall sports season due to COVID-19,0,protest,0,0,0,0,1,1,,,1,https://www.kolotv.com/2020/09/12/local-prep-athletes-protest-fall-seasons-postponement-as-other-states-reverse-course/,,,,0,,,,,,,,,,,,,,
Rochester,Martin Luther King Jr. Park,,NY,US,2020-09-11,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,,1,,https://www.democratandchronicle.com/story/news/2020/09/12/protests-rochester-ny-daniel-prude-11-straight-days-free-the-people-roc/5782445002/,,,,,,,,,,,,,,,,,,
Saugerties,Market St and Main St,,NY,US,2020-09-11,,,,,,,general protesters,"against racism, against police brutality",1,demonstration,,,,,1,1,,1,,https://www.dailyfreeman.com/market-and-main-protest-against-injustice-in-saugerties-ny/video_3547c417-af6f-5f1b-8397-fb6b01334ac0.html,https://hudsonvalleyone.com/2020/07/24/letter-black-lives-matter/,,,,,,,,,,,,,,,,,
Seattle,,,WA,US,2020-09-11,,,,,,,Black Indigenous Coalition; Morning March Seattle,"against racism, against police violence, for defunding police, for native peoples' rights, for Black and indigenous liberation",1,march,,,,,1,1,,1,,https://www.instagram.com/p/CFA0ymwpyj8/,https://www.instagram.com/p/CFBQ5q2pu1v/,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,CA,US,2020-09-11,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,1,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Statesville,Broad St & Center St,,NC,US,2020-09-11,,,,,,,Statesville4Change,"for removal of Confederate statue, Black Lives Matter",1,demonstration,,,,,1,1,,1,,https://statesville.com/news/local/as-protests-near-100-days-elowehi-onole-said-there-is-no-plan-to-stop-in/article_5dd17c3a-fe66-11ea-a0e8-4b7d70be3639.html,,,,,,,,,,,,,,,,,,
Taft,Eddie Warrier Correctional Center,,OK,US,2020-09-11,about 65,65,,65,,,general protesters; friends; family,for better care and conditions for prison inmates during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,1,https://tulsaworld.com/news/state-and-regional/govt-and-politics/inmate-advocates-rally-outside-eddie-warrior-correctional-center-over-covid-19-epidemic/article_f68c71cc-f3ae-11ea-bc33-d330b0e87202.html,https://www.muskogeephoenix.com/news/protesters-rally-on-behalf-of-inmates-in-taft/article_5d039da7-e780-5bec-97e1-25a86d5ac6f3.html,,,0,,,,,,,,,,,,,,
West Chester,2 N High St,,PA,US,2020-09-11,,,,,,,Party for Socialism and Liberation - PSL; Party for Socialism and Liberation - Chester County,"against racism, against police brutality, against President Trump, against capitalism, for socialism",1,rally,,,,,1,1,,1,,https://www.facebook.com/events/320548669033363/,,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-09-11,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,1,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Albion,,,NY,US,2020-09-12,,,,,,,general protesters,in support of police,2,motorcycle ride,,,,,1,1,,1,,https://www.democratandchronicle.com/story/news/2020/09/12/rallies-racial-justice-rochester-monroe-county-daniel-prude-lysenko-cuomo-penfield/5779612002/,,,,,,,,,,,,,,,,,,
Albuquerque,Albuquerque Civic Plaza,,NM,US,2020-09-12,FB: 41,41,,41,,,Truth to Power New Mexico; IATSE,for peace and justice,0,rally; march,,,,,1,1,,1,,https://www.facebook.com/events/2658492461034070/,,,,,,,,,,,,,,,,,,
Anderson,Civic Center,,SC,US,2020-09-12,hundreds,200,,200,,,general protesters,"in support of police, against the radical left, for President Trump",2,rally,0,0,0,0,1,1,,,1,https://www.independentmail.com/story/news/2020/09/12/sen-lindsey-graham-attends-pro-law-enforcement-rally-anderson-sc/5778650002/,,,Lindsay Graham spoke,0,,,,,,,,,,,,,,
Ann Arbor,University of Michigan,,MI,US,2020-09-12,,,,,,,University of Michigan Graduate Employees' Organization,for better workplace protections for student employees during COVID-19 pandemic,0,strike; picket,,,,,1,1,,1,,https://twitter.com/FrancyLuna5/status/1304775330977243138,https://twitter.com/FrancyLuna5/status/1304797946978938882,,,,,,,,,,,,,,,,,
Ann Arbor,S State St and N University Ave,,MI,US,2020-09-12,,,,,,,students,"against racism, against police violence",1,demonstration,0,0,0,0,0,1,,1,1,https://www.michigandaily.com/section/ann-arbor/university-students-organize-protest-dance-performance-tribute-george-floyd,https://www.michigandaily.com/ann-arbor/university-students-organize-protest-dance-performance-tribute-george-floyd/,,dance performance,0,,,,,,,,,,,,,,
Atlanta,King Center,,GA,US,2020-09-12,,,,,,,Refuse Fascism; Refuse Fascism - ATL,"for resignation of President Trump, against fascism, against racism, against police violence",1,rally; march; caravan,,,,,1,1,,1,,https://www.facebook.com/events/252948365840928/,,,Trump/Pence Out Now!,,,,,,,,,,,,,,,
Auburn,DeKalb County Courthouse; main intersection in Auburn,,IN,US,2020-09-12,couple hundred,200,,200,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,1,https://www.wmur.com/article/londonderry-officials-urge-residents-who-attended-trump-rally-motorcycle-week-to-get-tested/33866475#,https://www.kpcnews.com/thestar/image_9d4dd3a8-c736-524d-a3c8-481ac1398678.html,,,0,,,,,,,,,,,,,,
Barre,City Hall Park,,VT,US,2020-09-12,,,,,,,The Black Perspective,"against racism, against police inaction on missing person case",1,rally,,,,,1,1,,1,,https://www.facebook.com/events/3395821200480758/,,,Rally 4 #JusticeForRalph,,,,,,,,,,,,,,,
Batavia,Batavia City Hall,,NY,US,2020-09-12,several,3,,3,,,general protesters,against COVID-related restrictions on visitations to nursing homes,0,protest,,,,,1,1,,1,,https://www.wkbw.com/news/local-news/protests-in-batavia-over-lack-of-visitation-at-nursing-homes,,,Save Our Seniors,,,,,,,,,,,,,,,
Belton,Lake Belton,,TX,US,2020-09-12,estimated 650,650,,650,,,general protesters,for President Trump,2,boat parade,0,0,0,0,1,1,,,1,https://kdhnews.com/news/region/a-waterborne-political-rally-trump-reelection-flotilla-cruises-around-lake-belton/article_6b3a3fc8-4cda-5c87-b8c9-6482bbf8f42f.html,,,,0,,,,,,,,,,,,,,
Beverly Hills,Beverly Gardens Park,,CA,US,2020-09-12,,,,,,,general protesters,"for President Trump, for freedom, against coronavirus masks",2,rally,,,,,1,1,,1,,https://beverlyhillscourier.com/2020/10/29/bhpd-chief-addresses-mask-enforcement-at-rallies/,,,Beverly Hills Freedom Rally,,,,,,,,,,,,,,,
Binghamton,85 Walnut St,,NY,US,2020-09-12,,,,,,,100 Black Men of Broome County; Unite Chenango; Occupy Binghamton; Progressive Leaders of Tomorrow,"against racism, against police violence",1,rally; march,,,,,1,1,,1,,https://www.facebook.com/events/2405809599720742/,,,,,,,,,,,,,,,,,,
Binghamton,Downtown,,NY,US,2020-09-12,hundreds,200,,200,,,general protesters,"for justice for Daniel Prude, against police brutality, against racism",1,march; protest,0,0,0,0,1,1,,,1,https://www.pressconnects.com/picture-gallery/news/local/2020/09/13/gallery-binghamton-protesters-march-solidarity-rochester-activists/5783923002/,,,,,,,,,,,,,,,,,,
Boise,State St,,ID,US,2020-09-12,,,,,,,general protesters,"against racism, against hate, for American values, for equality, Black Lives Matter, for voting rights, in support of veterans and active-duty military, respect science",1,demonstration,,,,,1,1,,1,,https://www.kivitv.com/news/honk-for-american-values-demonstration-continues-for-100-straight-days,https://www.idahopress.com/news/local/honk-for-american-values-demonstrators-near-100-consecutive-days/article_088f414c-ac84-5f55-b84e-b3f811add6be.html,,,,,,,,,,,,,,,,,
Boise,Veterans Memorial Park,,ID,US,2020-09-12,dozens,24,,24,,,general protesters,"against coronavirus mask mandates, for President Trump, in support of law enforcement",2,rally,0,0,0,0,1,1,20200912-boise-mandates,1,1,https://idahonews.com/news/local/mask-off-for-freedom-gathers-for-anti-mask-rally-at-veterans-memorial-park,https://www.idahopress.com/news/local/boise-police-investigate-alleged-fight-following-saturday-rally/article_6fb00d8e-0421-5817-9e67-edfcc5fd3d16.html,,groups kept distance during main event; reported fight with pepper spray between protesters and counter-protesters downtown later in evening,0,,,,,,,,,,,,,,
Boise,Veterans Memorial Park,,ID,US,2020-09-12,two dozen,24,,24,,,general protesters,"Black Lives Matter, against fascism",1,counter-protest,0,0,0,0,0,1,20200912-boise-mandates,1,1,https://idahonews.com/news/local/mask-off-for-freedom-gathers-for-anti-mask-rally-at-veterans-memorial-park,https://www.idahopress.com/news/local/boise-police-investigate-alleged-fight-following-saturday-rally/article_6fb00d8e-0421-5817-9e67-edfcc5fd3d16.html,https://www.idahostatesman.com/news/local/crime/article245699675.html,groups kept distance during main event; reported fight with pepper spray between protesters and counter-protesters downtown later in evening,0,,,,,,,,,,,,,,
Boston,Massachusetts State House,,MA,US,2020-09-12,,,,,,,New Sons and Daughters of Liberty,"against state coronavirus mandates, against government overreach, for freedom",2,rally,,,,,1,1,,1,,https://www.facebook.com/events/311038556672526/,,,Enough Is Enough Rally,,,,,,,,,,,,,,,
Boulder,1325 Pearl Street,,CO,US,2020-09-12,more than 100,100,,100,,,general protesters,in support of the Bedrooms Are For People campaign; for housing units to be occupied by the same number of people as bedrooms plus one,0,protest,0,0,0,0,1,1,,,1,https://www.dailycamera.com/2020/09/12/the-fights-not-over-bedrooms-are-for-people-marched-saturday-through-boulder-with-an-eye-on-next-years-ballot/,,,,0,,,,,,,,,,,,,,
Burlington,Battery Park,,VT,US,2020-09-12,,,,,,,general protesters,"against racism, against police violence",1,occupation; march,,,,,1,1,,1,,https://vtdigger.org/2020/12/31/sparked-by-george-floyd-killing-burlingtons-battery-park-protesters-demanded-change/,,,,,,,,,,,,,,,,,,
Charleston,White Point Gardens,,SC,US,2020-09-12,,,,,,,general protesters,Black Lives Matter,1,protest,,,,,1,1,,1,,https://abcnews4.com/news/local/charleston-police-say-several-protests-planned-in-city-this-weekend,,,,,,,,,,,,,,,,,,
Charlotte,First Ward Park,,NC,US,2020-09-12,,,,,,,Charlotte Uprising,"against police dismantling of jail support encampment, Black Lives Matter",1,march,1,,,,1,1,,1,,https://www.wbtv.com/2020/09/12/protesters-march-charlotte-second-night-after-jail-support-station-taken-down-by-deputies/,,,,,,,,,,,,,,,,,,
Charlottesville,Albermarle County Courthouse,,VA,US,2020-09-12,,,,,,,general protesters,for removal of a Confederate statue,1,protest,0,0,0,0,1,1,,,1,https://www.usatoday.com/story/news/nation/2020/09/12/charlottesville-removes-confederate-monument-near-rally-site/5782505002/,https://www.newsleader.com/story/news/nation/2020/09/12/charlottesville-removes-confederate-monument-near-rally-site/5782505002/,,,0,,,,,,,,,,,,,,
Charlottesville,University of Virginia,,VA,US,2020-09-12,,,,,,,University of Virginia women's soccer team,Black Lives Matter,1,protest,,,,,1,1,,1,,https://dailyprogress.com/sports/uva-student-athletes-use-platforms-to-protest-racial-injustice/article_9ba2ae7e-1ede-548c-a8b2-134f4292bbbf.html,,,Players took a knee during the anthem before game against Virginia Tech.,,,,,,,,,,,,,,,
Chicago,"Addison and Halsted, Boystown",,IL,US,2020-09-12,,,,,,,"Tikkun Chai Inter-National; Chicago Activist Coalition for Justice; Mi Hogar, Southwest Chicago; Pilsen-Humboldt Park Anti-Gentrification Group; Black Lives Matter in Wheeling","against racism, against police violence",1,march,,,,,1,1,,1,,https://www.facebook.com/events/313650623142239/,,,Black Lives Matter March: Shutdown Our Addison Wrigleyville,,,,,,,,,,,,,,,
Chicago,University of Illinois Hospital,,IL,US,2020-09-12,more than 800,800,,800,,,Illinois Nurses Association,"for better pay and workplace conditions for nurses at the UIC hospital, against outsourcing hospital jobs",0,strike; picket,0,0,0,0,0,1,,1,1,https://news.wttw.com/2020/09/12/uic-nurses-launch-7-day-strike-seiu-workers-join-forces-monday,https://www.nbcchicago.com/news/local/healthcare-workers-join-uic-nurses-on-picket-line-during-strike/2338530/,https://workdayminnesota.org/healthcare-workers-are-leading-the-largest-strike-ever-at-the-university-of-illinois-chicago/,,0,https://chicago.suntimes.com/2020/9/12/21433746/nurses-strike-uic-university-illinois-hospital,https://chicago.suntimes.com/2020/9/18/21445286/university-of-illinois-hospital-workers-rally-snarls-loop-traffic,,,,,,,,,,,,
Cincinnati,275 bypass,,OH,US,2020-09-12,"over 6,000",6000,,6000,,,Patriots for America,for President Trump,2,caravan,0,0,0,0,1,1,20200912-cincinnati-trump,,1,https://www.wtap.com/2020/09/14/thousands-gather-in-cincinnati-for-rolling-rally-for-president-trump/,,,,0,,,,,,,,,,,,,,
Cincinnati,Washington Park,,OH,US,2020-09-12,count: FB,15,,15,,,general protesters,"against President Trump, against racism",1,counter-protest,,,,,1,1,20200912-cincinnati-trump,1,,https://www.facebook.com/events/672976943297956/,,,,,,,,,,,,,,,,,,
Clayton,outside home of County Executive Sam Page,St. Louis,MO,US,2020-09-12,,,,,,,student athletes; parents ,against postponing high school football season to spring due to COVID-19 pandemic,0,protest,,,,,1,1,,1,,https://www.ksdk.com/article/news/health/coronavirus/our-voices-collectively-have-been-heard-parents-plan-petitions-and-protests-against-st-louis-county-sports-restrictions/63-f33f700c-8fd7-4fa1-b595-6528d60ea00c,,,,,,,,,,,,,,,,,,
Cloudcroft,Zenith Park,,NM,US,2020-09-12,about 10,10,,10,,,general protesters,Black Lives Matter,1,protest,0,0,0,0,1,1,,,1,https://www.alamogordonews.com/story/news/local/community/2020/09/14/wall-patriots-black-lives-matter-protest-held-cloudcroft/5774417002/,,,,0,,,,,,,,,,,,,,
Colorado Springs,Memorial Park,,CO,US,2020-09-12,"at least 1,000; 4,000-5,000",1000,,5000,,,The Road Church at Chapel Hill,against restrictions on religious services during coronavirus pandemic,2,protest,0,0,0,0,1,1,,,1,https://www.fox21news.com/top-stories/thousands-gather-for-peaceful-protest-worship-event-in-colorado-springs/,https://www.koaa.com/news/covering-colorado/peaceful-protest-worship-draws-more-than-a-thousand-to-memorial-park-masks-optional,https://gazette.com/colorado_politics/churches-plan-mask-optional-prayer-rally-in-colorado-springs/article_96f7a82f-e3b7-5a77-8113-75f0d81c7bbe.html,,0,,,,,,,,,,,,,,
