CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,AdHoc,CountLove,Source1,Source2,Source3,Misc.,TearGas,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,Source16,Source17
El Cajon,streets of El Cajon,,CA,US,2020-09-27,about 75,75,,75,,,family; supporters,"for justice for Alfred Olango, against police violence, for police accountability, against racism",1,march,0,0,0,0,1,1,,,1,https://www.cbs8.com/article/news/local/protests/demonstrators-march-in-el-cajon-on-4-year-anniversary-of-alfred-olangos-death/509-17a60f98-4c5d-40d3-b452-ef83c7b7278f,,,,0,,,,,,,,,,,,,,
Evansville,Four Freedoms Monument,,IL,US,2020-09-27,,,,,,,general protesters,"for President Trump, against Black Lives Matter",2,counter-protest,0,0,0,0,1,1,20200927-evansville-blm,,1,https://www.courierpress.com/picture-gallery/news/2020/09/27/harrison-high-schoolers-organize-black-lives-matter-protest-downtown-evansville/3556587001/,https://www.courierpress.com/story/news/2020/09/27/protests-against-breonna-taylor-verdict-racism-locally/3554504001/,,,0,,,,,,,,,,,,,,
Evansville,Four Freedoms Monument,,IL,US,2020-09-27,60,60,,60,,,general protesters,"against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,protest,0,0,0,0,1,1,20200927-evansville-blm,1,1,https://www.14news.com/2020/09/27/breonna-taylor-protest-organized-downtown-evansville/,https://www.courierpress.com/story/news/2020/09/27/protests-against-breonna-taylor-verdict-racism-locally/3554504001/,https://www.courierpress.com/picture-gallery/news/2020/09/27/harrison-high-schoolers-organize-black-lives-matter-protest-downtown-evansville/3556587001/,,0,https://www.courierpress.com/story/news/2020/09/27/protests-against-breonna-taylor-verdict-racism-locally/3554504001/,,,,,,,,,,,,,
Florence,Florence Mall,,KY,US,2020-09-27,count pic,20,,30,,,"Educate, Advocate, Transcend","against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,march,0,0,0,0,1,1,,1,1,https://local12.com/news/local/march-held-at-florence-mall-to-protest-breonna-taylor-decision-kentucky,https://www.wcpo.com/news/local-news/boone-county/florence/demonstrators-peacefully-march-in-florence-to-protest-breonna-taylor-ruling,,,,,,,,,,,,,,,,,
Fort Lauderdale,Joseph C. Carter Park,,FL,US,2020-09-27,,,,,,,Broward Dream Defenders; SEIU; Black Lives Matter Alliance Broward; Girls with Scars; Konscious Kontractors; Broward County DSA,Black Futures Matter; Black Lives Matter; Defund the Police; Breonna's Life Matters,1,vigil; march,0,0,0,0,1,1,,1,1,https://www.sun-sentinel.com/local/broward/fort-lauderdale/fl-ne-black-lives-matter-protest-breonna-20200927-44kc4g3mpvef7eusuqb6sca2xy-story.html,https://www.instagram.com/p/CFnA90GFr9q/,,,0,,,,,,,,,,,,,,
Fort Wayne,I-469,,IN,US,2020-09-27,thousands,2000,,2000,,,"Republican Party of Wabash County, Indiana",for President Trump,2,car caravan,,,,,1,1,,1,1,https://www.journalgazette.net/news/local/20200927/trump-rally-participants-drive-around-the-city-on-i-69-i-469,https://www.facebook.com/events/457733511849978/,https://wpta21.com/2020/09/27/thousands-take-part-in-the-circle-the-fort-trump-rally-on-highway-469/,Circle the Fort 469 Trump Rally,,https://www.journalgazette.net/news/local/local-politics/20200922/local-rallies-for-against-president-set,https://www.journalgazette.net/news/local/20200927/trump-rally-participants-drive-around-the-city-on-i-69-i-469,,,,,,,,,,,,
Greenville,Peace Center,,SC,US,2020-09-27,,,,,,,Upstate Black Lives Matter; Malcolm X Center for Self-Determination and Human Rights,"against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,protest,,,,,1,1,,1,,https://www.wyff4.com/article/protest-held-in-downtown-greenville-after-breonna-taylor-decision/34207983#,,,,,,,,,,,,,,,,,,
Hancock,Rozsa Lot,,MI,US,2020-09-27,,,,,,,general protesters,for President Trump,2,parade,,,,,1,1,20200927-hancock-trump,1,,https://www.facebook.com/events/518681992328167/,,,,,,,,,,,,,,,,,,
Hancock,Portage Lake Lift Bridge,,MI,US,2020-09-27,count: FB,30,,30,,,general protesters,against President Trump,1,counter-protest,,,,,0,1,20200927-hancock-trump,1,,https://www.facebook.com/events/518681992328167/,,,,,,,,,,,,,,,,,,
Highland,Highland Square,,IL,US,2020-09-27,50,50,,50,,,protesters,"Black Lives Matter, for transgender pride, I can't breathe",1,protest,0,0,0,0,1,1,20200927-highland-blm,,1,https://www.bnd.com/news/local/article246057940.html,https://www.bnd.com/news/local/article246063165.html,,shouted and chanted at counter-protesters,0,,,,,,,,,,,,,,
Highland,Highland Square,,IL,US,2020-09-27,around 80,80,,80,,,counter protesters,"for President Trump, in support of police, against Joe Biden, against abortion, for patriotism, Thin Blue Line",2,counter-protest,0,0,0,0,0,1,20200927-highland-blm,,1,https://www.bnd.com/news/local/article246057940.html,https://www.bnd.com/news/local/article246063165.html,,shouted and chanted at protesters,0,,,,,,,,,,,,,,
Houston,,,TX,US,2020-09-27,,,,,,,general protesters,"against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,march; sleep-in,,,,,1,1,,1,,https://www.khou.com/article/news/local/protesters-houston-streets-for-breonna-taylor/285-ca526fcd-bf06-446e-83ba-10ddea0b875f,https://twitter.com/MarcelinoKHOU/status/1310362829459992576,,,,,,,,,,,,,,,,,
Inverness,McClure Dairy,,CA,US,2020-09-27,more than 200,200,,200,,,ForELK; Tree Spirit Project; In Defense of Animals; Rancho Compasion,"against animal agriculture in Point Reyes National Seashore, against culling tule elk in park, against animal cruelty",0,march,,,,,1,1,,1,,https://www.ptreyeslight.com/article/elk-activists-stage-protest-ranch-land,,,,,,,,,,,,,,,,,,
Ithaca,Bernie Milton Pavilion,,NY,US,2020-09-27,,,,,,,general protesters,"against racism, for defunding police, for resignation of Ithaca mayor and police department",1,rally; march,,,,,1,1,,1,,https://cornellsun.com/2020/09/28/ithacans-rally-for-black-lives-for-17th-week-and-are-still-marching-strong/,https://www.ithaca.com/news/ithaca/ithaca-pantheras-emerge-from-sunday-s-weekly-rally/article_1686653e-01a4-11eb-9361-37fc92dafc40.html,,,,,,,,,,,,,,,,,
Johnson City,King Commons Park,,TN,US,2020-09-27,dozens,24,,24,,,general protesters,"against state coronavirus mask mandate, for freedom, for patriotism, in support of military veterans",2,rally,,,,,1,1,,1,,https://www.wjhl.com/video/freedom-rally-community-members-band-together-to-honor-veterans-and-voice-out-against-mask-mandates/5888705/,https://www.wjhl.com/news/local/freedom-rally-community-members-band-together-to-honor-veterans-and-voice-out-against-mask-mandates/,,,,,,,,,,,,,,,,,
Kenosha,Civic Center Park,,WI,US,2020-09-27,dozens,24,,24,,,general protesters,"against racism, against police violence, for justice for Jacob Blake",1,rally,,,,,1,1,,1,1,https://abc7chicago.com/society/24-hour-kenosha-rally-calls-for-justice-for-jacob-blake-healing-for-city/6607649/,https://www.news-herald.com/news/ohio/wi-justice-for-jacob-rally-in-kenosha/video_f9be5745-4300-5014-93de-592420bd32a1.html,https://wkow.com/2020/09/27/24-hour-rally-calls-for-justice-for-jacob-blake/,,0,https://www.kenoshanews.com/news/local/were-here-to-stay-jacob-blake-rally-attendees-gather-for-24-hours/article_c770e877-6896-5906-b17e-638f0591c51f.html,https://www.kenoshanews.com/news/local/were-here-to-stay-jacob-blake-rally-attendees-gather-for-24-hours/article_c770e877-6896-5906-b17e-638f0591c51f.html,https://www.wisn.com/article/jacob-blake-shooting-family-community-hold-24-hour-justice-rally-in-kenosha/34169112#,,,,,,,,,,,
Lewiston,Snake River,,ID,US,2020-09-27,80-100,80,,100,,,general protesters,for President Trump,2,boat parade,0,0,0,0,1,1,,1,,https://lmtribune.com/northwest/making-waves-for-trump/article_0c4642e8-5e55-5556-a078-2d588162f3e9.html,,,,,,,,,,,,,,,,,,
Lexington,Lexington's STEAM Academy,,KY,US,2020-09-27,,,,,,,students,for climate action,1,protest,0,0,0,0,1,1,,,1,https://www.lex18.com/news/covering-kentucky/students-march-to-protest-climate-change,https://www.the-dispatch.com/story/news/crime/2020/09/28/man-arrested-lexington-statue-bringing-gun-protest/3561490001/,,,0,,,,,,,,,,,,,,
Lodi,Emerson Park,,CA,US,2020-09-27,,,,,,,Progressive Unity; Women Against Trump; Veterans Against Trump; Black Lives Matter,against President Trump,1,protest,,,,,1,1,,1,,https://www.instagram.com/p/CFOJ6dQhAxj/,,,,,,,,,,,,,,,,,,
Los Angeles,"Farmer John, 3049 E Vernon Ave",,CA,US,2020-09-27,,,,,,,general protesters,"for ban on slaughterhouses and factory farms in California, against animal cruelty",0,vigil,,,,,1,1,,1,,https://losangeles.cbslocal.com/2020/09/28/animal-rights-activists-protest-farmer-john-vernon-slaughterhouse/,,,,,,,,,,,,,,,,,,
Louisville,Jefferson Square Park,,KY,US,2020-09-27,,,,,,,general protesters,"against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,march,0,0,0,0,1,1,,1,1,https://www.1011now.com/2020/09/27/some-breonna-taylor-protesters-out-past-curfew-fires-set/,https://apnews.com/article/breonna-taylor-louisville-shootings-greg-fischer-archive-294242b6f2eedc6159eb9339c82be4a8,https://www.actionnewsjax.com/news/trending/breonna-taylor-protests-live-updates-louisville-police-declare-protest-unlawful/Z6NYUQRFAZDFFNREINPISVLLJI/,,0,http://www.semissourian.com/story/2837617.html,,,,,,,,,,,,,
Louisville,Louisville Gas & Electric's downtown headquarters,,KY,US,2020-09-27,about 200,200,,200,,,general protesters,"against planned natural gas pipeline, save Bernheim Forest, for environmental conservation",1,protest,0,0,0,0,1,1,,,1,https://www.wdrb.com/in-depth/about-march-against-lg-e-pipeline-planned-near-bernheim-forest/article_21c19234-e175-11e9-96c8-238e31239922.html,https://apnews.com/article/breonna-taylor-louisville-shootings-greg-fischer-archive-294242b6f2eedc6159eb9339c82be4a8,https://www.actionnewsjax.com/news/trending/breonna-taylor-protests-live-updates-louisville-police-declare-protest-unlawful/Z6NYUQRFAZDFFNREINPISVLLJI/,,0,,,,,,,,,,,,,,
Mansfield,,,MA,US,2020-09-27,dozens,24,,24,,,general protesters,"in support of police, All Lives Matter, for patriotism, Thin Blue Line",2,rally,0,0,0,0,1,1,20200927-mansfield-police,1,1,https://whdh.com/news/back-the-blue-rally-counter-protest-underway-in-mansfield/,https://www.necn.com/news/local/all-lives-matter-dozens-support-police-at-back-the-blue-demonstration-in-mansfield/2328572/,https://www.nbcboston.com/news/local/all-lives-matter-dozens-support-police-at-back-the-blue-demonstration-in-mansfield/2202473/,,0,,,,,,,,,,,,,,
Mansfield,,,MA,US,2020-09-27,dozens,24,,24,,,general protesters,Black Lives Matter,1,counter-protest,0,0,0,0,0,1,20200927-mansfield-police,1,1,https://whdh.com/news/back-the-blue-rally-counter-protest-underway-in-mansfield/,https://www.necn.com/news/local/all-lives-matter-dozens-support-police-at-back-the-blue-demonstration-in-mansfield/2328572/,https://www.nbcboston.com/news/local/all-lives-matter-dozens-support-police-at-back-the-blue-demonstration-in-mansfield/2202473/,,0,,,,,,,,,,,,,,
Melbourne,Viera and Suntree,,FL,US,2020-09-27,"over 1,000",1000,,1000,,,local Republican groups,for President Trump,2,demonstration,,,,,1,1,,1,,https://www.floridatoday.com/story/news/2020/09/27/human-trump-chain-brings-out-presidents-supporters-demonstration/3529719001/,,,formed human chain,,,,,,,,,,,,,,,
Middletown,Bodman Park,,NJ,US,2020-09-27,about 60,60,,60,,,supporters of President Donald Trump,"for President Trump, against Governor Phil Murphy, against mail-in voting",2,rally,0,0,0,0,1,1,,,1,https://www.northjersey.com/story/news/politics/elections/2020/09/27/mail-voting-opponents-protest-outside-murphys-middletown-mansion/3556579001/,,,,0,,,,,,,,,,,,,,
Monroe,204 S Macomb St,,MI,US,2020-09-27,,,,,,,Catholics for Trump,"for President Trump, for religious freedom",2,rally,,,,,1,1,,1,,https://www.bedfordnow.com/news/20200929/catholics-for-trump-rally-takes-place-in-monroe,,,,,,,,,,,,,,,,,,
Monterey,777 Pearl St,,CA,US,2020-09-27,,,,,,,general protesters,abolish ICE,1,protest,,,,,1,1,,1,,https://www.instagram.com/p/CFT5NnvB9JW/,,,,,,,,,,,,,,,,,,
New York,Greenwich Village,,NY,US,2020-09-27,,,,,,,general protesters,"against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,protest,12,0,0,0,1,1,,,1,https://www.nydailynews.com/new-york/nyc-crime/ny-village-protest-breonna-taylor-12-arrested-20200927-bpvy25gp25hnzhqc4gmca647l4-story.html,https://www.nbcnews.com/news/us-news/nypd-officers-charge-small-group-protesters-diners-arresting-people-sidewalk-n1241216,https://www.amny.com/police-fire/west-village-clash-between-cops-and-protesters-prompts-calls-for-investigation/,,0,,,,,,,,,,,,,,
New York,Washington Square Park to Foley Square,,NY,US,2020-09-27,dozens; around 100,24,,100,,,general protesters,against ICE,1,protest,,,,,1,1,,1,,https://www.ny1.com/nyc/all-boroughs/news/2020/09/27/protesters-rally-against-ice-in-washington-square-park,https://twitter.com/protest_nyc/status/1310309238288326658,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-09-27,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police brutality",1,vigil; march,,,,,0,1,,1,,https://www.instagram.com/p/CFpQfneFb6J/,https://www.instagram.com/p/CFrhzTflBgS/,,,,,,,,,,,,,,,,,
New York,"Flushing, Queens",,NY,US,2020-09-27,over 200,200,,200,,,"Global Alliance for Hong Kong; NY Chinese Democracy Force; Church of Rock, NY","for termination of Chinese Communist Party, for Republican candidates for office",2,rally; march,,,,,0,1,,1,,https://www.prweb.com/releases/thomas_zmich_speaks_at_rally_to_terminate_the_chinese_communist_party_held_in_flushing_ny_on_27_september_2020/prweb17430835.htm,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-09-27,,,,,,,general protesters,"against racism, against police brutality",1,vigil,,,,,0,1,,1,,https://www.bkreader.com/2020/11/02/heres-what-happens-at-the-nightly-anti-racist-gathering-in-mccarren-park/,,,,,,,,,,,,,,,,,,
New York,Queensboro Bridge,,NY,US,2020-09-27,hundreds,200,,200,,,general protesters,"for a dedicated pedestrian lane on the Queensboro Bridge, for safer streets",0,rally; march,,,,,0,1,,1,,https://nyc.streetsblog.org/2020/09/28/hundreds-of-activists-rally-for-more-space-on-the-queensboro-bridge-and-dot-agrees/,,,,,,,,,,,,,,,,,,
Newport,Gardener Park,,VT,US,2020-09-27,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,1,Newport Trump rally spurs a public outcry — and concern about WCAX coverage - VTDigger,,,,,,,,,,,,,,,,,,
Northport,from Northport to East Northport and Huntington,,NY,US,2020-09-27,hundreds,200,,200,,,general protesters,for President Trump,2,car caravan,,,,,1,1,,1,,https://www.newsday.com/long-island/suffolk/breonna-taylor-brentwood-rally-1.49827823,,,,,,,,,,,,,,,,,,
Oakland,Lake Merritt Amphitheatre,,CA,US,2020-09-27,,,,,,,Bay Area Health Workers; CSUEB Nursing Students; GABRIELA Oakland; Do No Harm; Health Justice Commons; Essential Food and Medicine,anti ICE; pro immigration rights,1,vigil,,,,,1,1,,1,,https://www.indybay.org/newsitems/2020/09/24/18836916.php,,,,,,,,,,,,,,,,,,
Overland Park,Center for Women's Health,,KS,US,2020-09-27,,,,,,,40 Days for Life,against abortion,2,vigil,,,,,1,1,,1,,http://theleaven.org/co-founder-of-40-days-for-life-campaign-leads-rally/,,,,,,,,,,,,,,,,,,
Peoria,"Planned Parenthood, 2709 Knoxville Ave",,IL,US,2020-09-27,,,,,,,40 Days for Life,against abortion,2,vigil,,,,,1,1,,1,,https://www.pjstar.com/photogallery/IP/20201028/PHOTOGALLERY/102809998/PH/1,,,,,,,,,,,,,,,,,,
Portland,Portland Police Department; Congress St,,ME,US,2020-09-27,250,250,,250,,,Black Lives Matter Maine,"against racial injustice, against police brutality",1,protest,0,0,0,0,1,1,,,1,https://bangordailynews.com/2020/09/26/news/youth-activists-lead-250-protesters-and-1-brass-band-in-portland-rally-for-breonna-taylor/,,,,0,,,,,,,,,,,,,,
Portland,Peninsula Park,,OR,US,2020-09-27,hundreds,200,,200,,,general protesters,"against police brutality, Black Lives Matter",1,protest,several,0,0,0,1,1,,1,1,https://lmtribune.com/northwest/police-make-more-arrests-in-portland-after-rally/article_865e02cd-9333-56ea-b497-b26da76687a8.html,https://www.thegardenisland.com/2020/09/27/news/arrests-in-portland-protest-follow-fairly-calm-rally/,https://www.instagram.com/p/CFp1B0oBH-O/,,0,,,,,,,,,,,,,,
Portola Valley,Portola Rd & Alpine Rd,,CA,US,2020-09-27,,,,,,,general protesters,"against racism, against police violence",1,protest,0,0,0,0,1,1,,1,,https://www.almanacnews.com/news/2021/02/26/after-eight-months-portola-valleys-weekly-blm-demonstrators-stay-committed,,,,,,,,,,,,,,,,,,
Portsmouth,Portsmouth City Hall,,VA,US,2020-09-27,,,,,,,general protesters,for reinstating police chief Angela Greene,0,rally,0,0,0,0,1,1,,1,1,https://www.wavy.com/news/local-news/portsmouth/community-members-planning-take-back-portsmouth-rally-outside-city-hall-in-support-of-police-chief-placed-on-administrative-leave/,https://www.wavy.com/news/local-news/portsmouth/community-members-planning-take-back-portsmouth-rally-outside-city-hall-in-support-of-police-chief-placed-on-administrative-leave/,,,0,,,,,,,,,,,,,,
Poughkeepsie,Poukeepsie Post Office on Mansion Street,,NY,US,2020-09-27,several ,3,,3,,,Dutchess County Central Labor Council,encourage people to vote and honor Hillary Schenck,0,rally,0,0,0,0,1,1,,,1,https://midhudsonnews.com/2020/09/28/union-members-rally-to-get-out-the-vote/,,,,0,,,,,,,,,,,,,,
Providence,,,RI,US,2020-09-27,several dozen,36,,36,,,general protesters,"against confirmation of Amy Coney Barrett to U.S. Supreme Court, no confirmation until inauguration",1,protest,,,,,1,1,,1,1,https://turnto10.com/news/local/rally-in-providence-calls-on-senators-to-delay-scotus-confirmation,https://www.abc6.com/demonstrators-call-out-sen-whitehouse-reed-during-rally-over-scotus-nomination/,,,,,,,,,,,,,,,,,
Raleigh,Wake County Courthouse,,NC,US,2020-09-27,,,,,,,general protesters,against corruption,0,protest,,,,,1,1,,,1,https://abc11.com/society/raleigh-mayor-issues-curfew-ahead-of-planned-social-justice-march/6562974/,,,,0,,,,,,,,,,,,,,
Raleigh,Nash Square,,NC,US,2020-09-27,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,,,1,https://abc11.com/society/raleigh-mayor-issues-curfew-ahead-of-planned-social-justice-march/6562974/,,,,0,,,,,,,,,,,,,,
Richmond,Richmond High School,,CA,US,2020-09-27,,,,,,,Youth Solidarity Project,"against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,protest,,,,,1,1,,1,,https://www.instagram.com/p/CFgL4NsBPZr/,,,,,,,,,,,,,,,,,,
Richmond,Eastern Kentucky University,,KY,US,2020-09-27,around 100,100,,100,,,general protesters,"against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,protest; march,0,0,0,0,1,1,,,1,https://www.richmondregister.com/news/supporters-join-black-lives-matter-march-at-eku/article_4815c745-d789-592f-b1be-6b899c4e907e.html,,,,0,,,,,,,,,,,,,,
Roanoke,Roanoke City Police Department,,VA,US,2020-09-27,count video,40,,60,,,"No Justice, No Peace-Roanoke","against racism, against police violence, for police accountability, for justice for Breonna Taylor",1,protest,0,0,0,0,1,1,,1,1,https://www.wdbj7.com/2020/09/28/no-justice-no-peace-organizes-protest-calling-for-justice-for-breonna-taylor/,https://www.wsls.com/news/local/2020/09/25/no-justice-no-peace-roanoke-protest-to-demand-justice-for-breonna-taylor/,https://www.wsls.com/news/local/2020/09/27/its-infuriating-two-roanoke-events-push-for-change-after-breonna-taylor-decision/,,0,https://www.wdbj7.com/2020/09/28/no-justice-no-peace-organizes-protest-calling-for-justice-for-breonna-taylor/,,,,,,,,,,,,,
Rochester,Rochester Tech Park,,NY,US,2020-09-27,,,,,,,general protesters,in support of police and the military,2,rally,,,,,1,1,,1,,https://www.rochesterfirst.com/community/back-the-blue-rally-held-in-rochester-on-sunday/,,,,,,,,,,,,,,,,,,
Roseville,The Galleria,,CA,US,2020-09-27,,,,,,,general protesters,Black Lives Matter,1,protest,0,unspecified,0,0,1,1,20200927-roseville-blm,1,,https://twitter.com/Sam_DiazV/status/1310369397224009728,,,,0,,,,,,,,,,,,,,
Roseville,The Galleria,,CA,US,2020-09-27,,,,,,,general protesters,"against Black Lives Matter protest, for President Trump, for patriotism, Thin Blue Line",2,counter-protest,0,0,0,0,0,1,20200927-roseville-blm,1,,https://twitter.com/Sam_DiazV/status/1310369397224009728,,,"threatened and assaulted protesters, vehicle ramming",0,,,,,,,,,,,,,,
Royal Oak,11 Mile and Woodward Ave,,MI,US,2020-09-27,,,,,,,Motor City Suffragists,"in remembrance of Justice Ruth Bader Ginsburg, for women's rights, for voting rights",1,rally,0,0,0,0,1,1,,1,1,https://www.theoaklandpress.com/news/oakland-county-residents-rally-in-honor-of-rbg-and-womens-suffrage/article_33cb369e-0107-11eb-9d4e-8bb02c6ae5b3.html,https://www.theoaklandpress.com/news/oakland-county-residents-rally-in-honor-of-rbg-and-womens-suffrage/article_33cb369e-0107-11eb-9d4e-8bb02c6ae5b3.html,,,0,,,,,,,,,,,,,,
Saint Charles,Kane County Fairgrounds,,IL,US,2020-09-27,thousands,2000,,2000,,,general protesters,for President Trump,2,rally,,,,,1,1,,1,,https://www.kcchronicle.com/2020/09/27/thousands-of-trump-supporters-attend-rally-sunday-at-kane-county-fairgrounds/af2hkg6/,,,,,,,,,,,,,,,,,,
Salt Lake City,,,UT,US,2020-09-27,,,,,,,Our Streets,"against racism, against police violence",1,rally,,,,,1,1,,1,,https://www.sltrib.com/news/2021/01/03/these-utahns-protested/,,,Dance Dance 4 Revolution,,,,,,,,,,,,,,,
San Diego,UC San Diego Campus,,CA,US,2020-09-27,,,,,,,UC San Diego students,for climate action,1,rally,0,0,0,0,1,1,,,1,https://fox5sandiego.com/news/uc-san-diego-students-rally-for-climate-action/,,,,0,,,,,,,,,,,,,,
Sarasota,Bayfront Drive,,FL,US,2020-09-27,nearly a dozen,12,,12,,,general protesters,against relocation of statue to make way for road construction,0,rally,0,0,0,0,1,1,,1,1,https://www.mysuncoast.com/2020/09/26/sarasota-residents-rally-front-unconditional-surrender-statue/,https://www.mysuncoast.com/2020/09/26/sarasota-residents-rally-front-unconditional-surrender-statue/,,,0,,,,,,,,,,,,,,
Saugerties,Market St and Main St,,NY,US,2020-09-27,,,,,,,general protesters,"against racism, against police brutality",1,demonstration,,,,,1,1,,1,,https://www.dailyfreeman.com/market-and-main-protest-against-injustice-in-saugerties-ny/video_3547c417-af6f-5f1b-8397-fb6b01334ac0.html,https://hudsonvalleyone.com/2020/07/24/letter-black-lives-matter/,,,,,,,,,,,,,,,,,
Seaside,,,CA,US,2020-09-27,,,,,,,residents,"in support of police, against defunding police, for law and order, for patriotism, recall Jon Wizard",2,caravan,0,0,0,0,1,1,,,1,https://kion546.com/news/2020/09/27/seaside-residents-rally-for-police-support/,https://www.ksbw.com/article/demonstrators-protest-in-front-of-seaside-city-councilors-home/34198475#,,,0,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,CA,US,2020-09-27,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,1,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Sioux Falls,Van Eps Park,,SD,US,2020-09-27,count video,60,,100,,,general protesters,"for justice for Breonna Taylor, Black Lives Matter, I can't breathe",1,march,0,0,0,0,1,1,20200927-siouxfalls-blm,1,,https://www.keloland.com/news/local-news/a-justice-for-breonna-taylor-demonstration-in-sioux-falls/,,,,0,,,,,,,,,,,,,,
Sioux Falls,Van Eps Park,,SD,US,2020-09-27,count video,30,,40,,,general protesters,"All Lives Matter, for President Trump, for patriotism, Thin Blue Line",2,counter-protest,0,0,0,0,0,1,20200927-siouxfalls-blm,1,,https://www.keloland.com/news/local-news/a-justice-for-breonna-taylor-demonstration-in-sioux-falls/,,,staged across the street from demonstrators with flags,0,,,,,,,,,,,,,,
Sonora,Courthouse Park,,CA,US,2020-09-27,,,,,,,BLM Peaceful Protest Sonora,Black Lives Matter,1,protest,,,,,1,1,,1,,https://twitter.com/RNeck161/status/1487921023412748288,https://www.facebook.com/groups/2556412371354428/,https://twitter.com/ActionSonora/status/1308937277695877123,,,,,,,,,,,,,,,,
South Lake Tahoe,Lakeview Commons,,CA,US,2020-09-27,dozens; several dozen,24,,36,,,I Run with Maude-South Lake Tahoe,"against racism, against President Trump, for LGBTQ+ rights, for better healthcare and education",1,rally,0,0,0,0,1,1,,1,1,https://southtahoenow.com/story/09/23/2020/peaceful-rally-planned-south-lake-tahoe-sunday,https://www.tahoedailytribune.com/news/irunwithmaud-hosts-rally-in-south-tahoe-two-dozen-speakers-gather-to-address-social-justice-racial-inequality-education-lgbtq-rights-health-care/,http://www.southtahoenow.com/story/09/23/2020/peaceful-rally-planned-south-lake-tahoe-sunday,,0,"IRunWithMaud hosts rally in South Tahoe: Two dozen speakers gather to address social justice, racial inequality, education, LGBTQ rights, health care | SierraSun.com",,,,,,,,,,,,,
Southampton,710 Gravel Hill Rd,,PA,US,2020-09-27,,,,,,,Southampton Friends Meeting,"for racial justice, Black Lives Matter",1,vigil,,,,,1,1,,1,,https://www.quakersbucks.org/events/southampton-meeting-equality-justice-vigil-hlz9e-rltaa-d85ra,,,,,,,,,,,,,,,,,,
Southbury,Playhouse Corner,,CT,US,2020-09-27,,,,,,,Justice Southbury,"against systemic racism, for equal justice for all",1,rally,,,,,1,1,,1,,https://www.rep-am.com/local/localnews/2021/05/30/southbury-social-justice-group-marks-a-year-of-protests/,,,,,,,,,,,,,,,,,,
Springfield,online,,MA,US,2020-09-27,,,,,,,general protesters,"against racism, for police reform",1,virtual rally,,,,,0,1,,1,,https://www.masslive.com/politics/2020/09/we-need-every-city-and-town-to-mobilize-advocates-rally-virtually-for-police-reform-in-springfield-and-across-massachusetts.html,,,,,,,,,,,,,,,,,,
Tulsa,Memorial,,OK,US,2020-09-27,,,,,,,general protesters,"against racism, against police violence",1,rally,,,,,1,1,,1,,https://www.facebook.com/events/321843518914991/,,,,,,,,,,,,,,,,,,
Upper Darby,N Landsdowne Ave and State Rd,,PA,US,2020-09-27,count pic,5,,10,,,UDTJ,"for justice for Breonna Taylor, Black Lives Matter",1,sit-in,,,,,1,1,,1,,https://www.instagram.com/p/CFlRnu2nVUj/,https://www.instagram.com/p/CFsMqFvHJFS/,,,,,,,,,,,,,,,,,
Vacaville,Andrews Park,,CA,US,2020-09-27,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,,1,,https://www.instagram.com/p/CFYk4nbhnRG/,,,,,,,,,,,,,,,,,,
Vallejo,Vallejo Police Department,,CA,US,2020-09-27,,,,,,,general protesters,"against racism, against police violence, for justice for Sean Monterrosa",1,demonstration,0,0,0,0,1,1,,1,,https://www.timesheraldonline.com/2020/09/27/vallejo-gathering-held-for-sean-monterrosa-billboard-near-police-station/,,,,,,,,,,,,,,,,,,
Walnut Creek,Civic Park,,CA,US,2020-09-27,,,,,,,Families Belong Together,anti ICE; pro immigration rights,1,vigil,,,,,1,1,,1,,https://www.indybay.org/newsitems/2020/09/22/18836869.php,,,,,,,,,,,,,,,,,,
