CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Providence,340 Lockwood St.,Providence,RI,US,2018-12-17,,,,,,,Coyote RI,rallying for international Day to End Violence Against Sex Workers,1,vigil,,,,,1,1,https://www.facebook.com/events/326704017874571/,http://www.december17.org/2018-event-locations/,,
Sacramento,4433 Florin Road,Sacramento,CA,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,vigil; march,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
Salt Lake City,City Creek Center,Salt Lake,UT,US,2018-12-17,FB: 39,39,,39,,,Youth of Utah Advocacy Coalition,rallying for international Day to End Violence Against Sex Workers,1,vigil,,,,,1,1,https://www.facebook.com/events/1987946407967486/,,,
Seattle,The Merchant Cafe and Saloon,King,WA,US,2018-12-17,,,,,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,rally,,,,,1,1,http://www.december17.org/2018-event-locations/,,,
South Pasadena,,Los Angeles,CA,US,2018-12-17,,,,,,,general protestors,vigil for migrant child who died in CBP custody,1,vigil,,,,,1,1,https://twitter.com/LatinoLA/status/1074901830100910081,,,
Washington ,Reeves Center Municipal Building,DC,DC,US,2018-12-17,FB: 59,59,,59,,,general protestors,rallying for international Day to End Violence Against Sex Workers,1,rally,,,,,1,1,https://www.facebook.com/events/349618438922115/,,,
Washington ,outside CBP offices,DC,DC,US,2018-12-17,,,,,,,general protestors,vigil for migrant child who died in CBP custody,1,vigil,,,,,0,1,https://twitter.com/timothy_neil/status/1074716307210289153,,,
New York City,Foley Square,New York,NY,US,2018-12-17,FB: 102,102,,102,,,Make the Road NY,vigil for migrant child who died in CBP custody,1,vigil; protest,,,,,1,1,https://twitter.com/MaketheRoadNY/status/1074835907683999744,https://www.facebook.com/events/199013631045624/,,
Austin,school board meeting,Travis,TX,US,2018-12-17,more than 70,70,,70,,,students,protest teacher layoffs,0,protest,0,0,0,0,1,1,https://www.kxan.com/news/local/austin/southwest-key-charter-school-students-protest-at-board-meeting/,,,
Goshen,city hall,Elkhart,IN,US,2018-12-17,count pic,4,,4,,,general protestors,rallying for homeless shelter,0,rally;protest,0,0,0,0,1,1,https://www.goshennews.com/news/local_news/advocates-for-the-homeless-rally-for-construction-of-shelter-in/article_b5ba1dff-f664-52c2-8d5c-d1f4810e94e1.html,,,
Boston,South Station,Suffolk,MA,US,2018-12-17,dozens,24,,24,,,Amtrak workers,protest outsourcing of jobs,0,protest,0,0,0,0,1,1,https://www.bostonglobe.com/business/2018/12/17/unions-protest-south-station-over-possible-outsourcing-amtrak-jobs/OOLXakoiMBSMqqptRgcU2I/story.html,,,
San Francisco ,Mission Police Station ,San Francisco,CA,US,2018-12-17,two dozen,24,,24,,,general protestors,protesting criminalization of sex workers,0,protest,0,0,0,0,1,1,https://missionlocal.org/2018/12/sex-workers-advocates-denied-entry-into-mission-station-in-protest-over-sex-worker-abatement-unit/,,,
San Rafael,city hall,Marin,CA,US,2018-12-17,more than 50,50,,50,,,general protestors,protest 65% rent hike,0,protest,0,0,0,0,1,1,https://www.marinij.com/2018/12/18/san-rafael-activists-rally-against-canal-rent-hike/,,,
Frankfort,state capitol,Franklin,KY,US,2018-12-17,,,,,,,general protestors,protest special session of legislature to adjust state pensions,0,protest,0,0,0,0,1,1,https://www.kentucky.com/news/politics-government/article223225420.html,,,
Boston,at the corner of Melnea Cass Boulevard and Albany Street,Suffolk,MA,US,2018-12-18,,,,,,,students,decrying the number of discarded needles near the Orchard Gardens K-8 Pilot School,0,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/massachusetts/articles/2018-12-19/students-protest-discarded-needles-found-around-school,https://www.bostonglobe.com/metro/2018/12/18/fed-with-stepping-over-needles-walk-school-students-stage-protest/CojNHiqhDvV3qQGyIfdx7N/story.html,,
Online ,,,,US,2018-12-18,,,,,,,NAACP,protesting Facebook's data hacks that target people of color  ,1,protest;logoff,0,0,0,0,1,1,https://www.naacp.org/latest/naacp-leads-logoutfacebook-protest-returns-donation-facebook-response-data-breaches-targeting-people-color/,,,
Springfield,in front of the Roseburg Forest Products company,Lane,OR,US,2018-12-18,FB: 78,78,,78,,,Water for Citizens of Weed CA,protesting company's legal control of water,1,protest,0,0,0,0,1,1,https://nbc16.com/news/local/citizens-of-week-ca-protest-for-water-rights-in-springfield,https://www.facebook.com/events/218338489065764/,,
Yonkers,city hall,Bronx,NY,US,2018-12-18,,,,,,,Union members,rallying for jobs on public projects,0,rally,0,0,0,0,1,1,http://westchester.news12.com/story/39657360/labor-union-members-rally-for-jobs-on-public-projects,,,
Nashville,Bridgestone Americas HQ,Davidson,TN,US,2018-12-18,,,,,,,general protestors,rally against deforestation,0,rally,0,0,0,0,1,1,https://www.newschannel5.com/news/activists-rally-for-sustainability-at-bridgestone-headquarters,,,
Robbinsville,Amazon's fulfillment center,Mercer,NJ,US,2018-12-18,around 30,30,,30,,,general protestors,rally for safer working conditions,0,rally;protest,0,0,0,0,1,1,https://www.nj.com/mercer/2018/12/nj-amazon-warehouse-workers-rally-for-better-safety-after-bear-repellent-mishap.html,,,
Milwaukee,We Energies HQ,Milwaukee,WI,US,2018-12-18,a dozen,12,,12,,,general protestors,protest coal dust and fossil fuels,1,protest,0,0,0,0,1,1,https://www.wisn.com/article/dusty-the-snow-man-we-energies-protest-takes-on-holiday-theme/25620621,,,
Portage,Mexico Lindo restaurant,Kalamazoo,MI,US,2018-12-18,nearly 100,100,,100,,,general protestors,protest ICE arrests of restaurant owner and employees,1,protest;rally,0,0,0,0,1,1,https://www.nwitimes.com/news/local/govt-and-politics/portage-solidarity-rally-supports-restaurant-owner-workers-detained-in-raid/article_8b0dbc25-ac4d-532f-9baf-affdf032c213.html,,,
Boston,Mayor's office,Suffolk,MA,US,2018-12-18,,,,,,,PILOT Action Group,demand nonprofits pay taxes,0,protest,0,0,0,0,1,1,https://www.bostonherald.com/2018/12/19/bostonians-protest-want-nonprofits-to-pay-up/,,,
Elk River,"Sherburne County Detention Center, 13880 Business Center Dr NW",Sherburne,MN,US,2018-12-19,,,,,,,Sherburne County Sanctuary and Resistance to Injustice,in solidarity with immigrant detainees and everyone associated with the Sherburne County Jail,1,vigil,,,,,1,1,https://mnicom.org/2018/12/11/december-2018-vigil/,,,
Glendale ,USC Verdugo Hills Hospital ,Los Angeles,CA,US,2018-12-19,about 40 ,40,,40,,,Hospital Employees,protesting the current contract neigoations; demanding higher wages ,0,protest,0,0,0,0,1,1,https://www.latimes.com/socal/glendale-news-press/news/tn-gnp-me-uscvhh-protest-20181221-story.html,,,
New York,Brooklyn Borough Hall.,Kings,NY,US,2018-12-19,,,,,,,general protestors,protest inaction on climate change,1,protest,0,0,0,0,1,1,https://twitter.com/AlexandriaV2005/status/1075569761302560769,,,
Rocklin,Whitnet High School Gym ,Placer,CA,US,2018-12-19,600 members ,600,,600,,,CA Teachers ,"demanding increased wages, funding and resources ",0,protest,0,0,0,0,1,1,https://edsource.org/2018/teacher-activism-nationwide-fueling-protest-movement-in-california/606340,,,
Williamsville,Comprehensive Rehabilitation and Nursing Center,Erie,NY,US,2018-12-19,,,,,,,union nursing home workers,protest lack of contract,0,protest,0,0,0,0,1,1,https://buffalonews.com/2018/12/19/nursing-home-workers-protest-lack-of-contract/,,,
London,Sen McConnell's office,Laurel,KY,US,2018-12-19,,,,,,,general protestors,protest cuts in funding for Black Lung Disability Trust Fund,0,protest,0,0,0,0,1,1,https://www.wkyt.com/content/news/503163871.html,,,
Bismarck,Rep. Kevin Cramer's office,Hot Spring,AK,US,2018-12-19,about 20,20,,20,,,general protestors,rally for passage of Savanna's Act,0,rally,0,0,0,0,1,1,https://bismarcktribune.com/news/local/group-rallies-outside-cramer-s-office-in-bismarck-to-urge/article_2d15b1bd-a193-5254-a87d-75daa753d14b.html,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2018-12-19,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,
Manhattan,Gov. Andrew Cuomo’s ,New York,NY,US,2018-12-19,two dozen,24,,24,,,general protestors,protest state’s new surcharge congestion plan,0,protest,0,0,0,0,1,1,https://www.amny.com/transit/taxi-surcharge-protest-1.24749533,,,
Spokane,downtown,Spokane,WA,US,2018-12-19,about 15,15,,15,,,general protestors,protest laws criminalizing homelessness,0,protest,0,0,0,0,1,1,https://www.spokesman.com/stories/2018/dec/19/homelessness-activists-protest-sit-lie-law-by-targ/,,,
Temple Hills,outside the site of a medical marijuana dispensery,Prince George's,MD,US,2018-12-19,small,,,,,,general protestors,protesting against having a medical marijuana dispensary near a church ,0,protest,0,0,0,0,1,1,https://www.wusa9.com/article/news/children-over-cannabis-church-protesters-say-new-site-breaks-law-in-pg-co/65-248b92d0-39c7-4d47-aa5a-315133c5330b,,,
Abingdon,outside U.S. Rep. Morgan Griffith’s Abingdon office ,Washington,VA,US,2018-12-20,more than 30,30,,30,,,general protestors,protesting the loss of some black lung medical benefits,1,protest,0,0,0,0,1,1,https://www.swvatoday.com/news/article_8438aa32-2109-592c-8a25-62968c986d12.html,,,
Erie ,949 Hess Ave,Erie,PA,US,2018-12-20,,,,,,,Benedictine Sisters of Erie,protesting gun violence; honoring the life of Selena Wall,1,vigil;protest,0,0,0,0,1,1,https://www.eriebenedictines.org/event/tbts-selena-wall,,,
New Orleans,Mary Queen of Vietnam Church,New Orleans,LA,US,2018-12-20,,,,,,,general protestors,protesting President Trump's deportation policy,1,protest,0,0,0,0,1,1,https://www.foxnews.com/us/vietnamese-community-rallies-against-us-deportations,,,
Washington ,Freedom Plaza,DC,DC,US,2018-12-20,,,,,,,The People For Fairness Coalition,vigil for those who died while experiencing homelessness,1,vigil,,,,,1,1,https://twitter.com/SOME_DC/status/1075773261160407040,https://www.eventbrite.com/e/people-for-fairness-homeless-memorial-vigil-tickets-52909045379#,,
Minneapolis,Senator Klobuchar's office,Hennepin,MN,US,2018-12-20,,,,,,,general protestors,rally against any deal for border wall funding,1,rally,,,,,,,http://www.fightbacknews.org/2018/12/19/border-wall-funding-protest-set-senator-klobuchars-office,,,
Chicago ,King College Prep School,Cook,IL,US,2018-12-20,about 50,50,,50,,,students,protest new dress code policy changes ,0,protest;sit-in,0,0,0,0,1,1,https://chicago.suntimes.com/2018/12/20/18439597/king-college-prep-students-walk-out-in-third-clash-with-embattled-new-principal,,,
Carlton,Nasenius Road,Carlton,MN,US,2018-12-20,,,,,,,general protestors,protesting new energy pipeline,0,protest,2,0,0,0,1,1,https://www.duluthnewstribune.com/news/crime-and-courts/4546468-enbridge-protesters-arrested-carlton-county,,,
Willoughby,Willoughby Municipal Court ,Lake,OH,US,2018-12-20,count pic,8,,8,,,general protestors,demanding conviction and strong sentence for animal abuse,0,rally,0,0,0,0,1,1,https://www.cleveland.com/court-justice/2018/12/animal-advocates-rally-outside-willoughby-courthouse-ahead-of-hearing-for-couple-accused-of-abusing-dog.html,,,
Surfside,puppy boutique,Horry,SC,US,2018-12-20,about 20,20,,20,,,general protestors,protest opening of puppy boutique,0,protest,,,,,,,https://www.myhorrynews.com/news/objectors-protest-incoming-puppy-boutique/article_da486e08-03eb-11e9-a90a-bbe1d8865929.html,,,
Vancouver,Robert C. Bates Center for Educational Leadership,Clark,WA,US,2018-12-20,,,,,,,Vancouver Association of Educational Support Professionals,protest for improved wages and working conditions,0,protest,0,0,0,0,1,1,https://www.columbian.com/news/2018/dec/20/vancouver-public-schools-support-staff-march-past-board/,,,
Eugene,Downtown Athletic Club to Kesey Square ,Lane,OR,US,2018-12-21,more than 20 ,20,,20,,,general protestors,protesting the treatment of homeless people  ,0,protest;march,0,0,0,0,1,1,https://www.registerguard.com/news/20181221/protest-rally-march-over-homelessness-held-in-downtown-eugene,,,
Levering ,Camp Anishinaabek ,Emmet,MI,US,2018-12-21,half a dozen,6,,6,,,general protestors,protesting a oil pipline ,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/national/health-science/a-submerged-oil-pipeline-triggers-a-winter-of-frigid-protest/2018/12/14/8b65fa12-fd56-11e8-862a-b6a6f3ce8199_story.html?utm_term=.14f1fee87e69,,,
Los Angeles,McCarty Memorial Christian Church,Los Angeles,CA,US,2018-12-21,,,,,,,Our Children LA,vigil for homeless youth who lost their lives,1,vigil,,,,,1,1,https://twitter.com/OurChildrenLA/status/1075233581490814976,,,
New Haven ,Union Station ,New Haven,CT,US,2018-12-21,about 50 ,50,,50,,,Uber and Lyft Drivers ,protesting their wages ,0,protest,0,0,0,0,1,1,https://edsource.org/2018/teacher-activism-nationwide-fueling-protest-movement-in-california/606340,,,
New York,UN Headquarters,New York,NY,US,2018-12-21,count pic,1,,1,,,general protestor,against inaction on climate change,1,strike,0,0,0,0,1,1,https://twitter.com/AlexandriaV2005/status/1076151269029486592,,,
Pittsburgh,"beneath the highway overpass, Grant Street at Fort Pitt Boulevard",Allegheny,PA,US,2018-12-21,,,,,,,Operation Safety Net,vigil for those who died while experiencing homelessness,1,vigil,,,,,1,1,https://twitter.com/PghMercy/status/1075479671184207873,,,
Plainville,,Hartford,CT,US,2018-12-21,several dozen,36,,36,,,State Rep. William Petit,chance for a plainville resident to reside in the U.S.,0,rally,0,0,0,0,1,1,https://www.courant.com/community/plainville/hc-news-plainville-immigration-protes-20181221-4n4sssklenfz7nuh7zarwo6xma-story.html,,,
San Francisco ,United Nations Plaza,San Francisco,CA,US,2018-12-21,,,,,,,San Francisco Interfaith Council,vigil for those who died while experiencing homelessness,1,vigil,,,,,1,1,https://twitter.com/SF_Interfaith/status/1074727086387019776,,,
San Jose,in front of San Jose City Hall ,Santa Clara,CA,US,2018-12-21,,,,,,,general protestors,vigil for deaths of 157 homeless people,1,vigil,0,0,0,0,1,1,https://sfbay.ca/2018/12/26/activists-mourn-157-homeless-deaths-in-santa-clara-county/,,,
Sunnyvale,at the Lockheed Martin gate,Santa Clara,CA,US,2018-12-21,,,,,,,Code Pink,Protesting Lockheed Martin for war profiteering,1,protest,,,,,1,1,https://twitter.com/codepink/status/1075813125860024321,,,
Albuquerque,Homeless Memorial Wall ,Bernalillo,NM,US,2018-12-21,dozens,24,,24,,,general protestors,raise awareness about homelessness,0,rally;march,0,0,0,0,1,1,https://www.krqe.com/news/community-gathers-for-silent-march-to-raise-awareness-for-homeless/,,,
Bastrop,,Morehouse,LA,US,2018-12-22,,,,,,,general protestors,protesting school closures,0,protest,0,0,0,0,1,1,https://www.knoe.com/content/news/Morehouse-Parish-parents-and-clergy-hold-protest-against-school-board-503395001.html,,,
Guadalupe,Park Street and Santa Clara,Guadalupe,TX,US,2018-12-22,,,,,,,Alameda Progressives,No Kids in Cages,1,vigil,0,0,0,0,1,1,https://www.facebook.com/events/221239285468381/?event_time_id=221239295468380,,,weekly event
Hoover,Riverchase Galleria mall,Jefferson,AL,US,2018-12-22,na,2,,2,,,Two BLM activists,demand transparency in police brutality case,1,protest;banner drop,2,0,0,0,1,1,https://whnt.com/2018/12/22/two-demonstrators-arrested-at-hoover-mall/,,,
Trenton,Planned Parenthood clinic,Mercer,NJ,US,2018-12-22,na,4,,4,,,general protestors,discourage women from having abortions,2,protest,4,0,0,0,1,1,https://www.trentonian.com/news/local/pro-life-activists-arrested-in-trenton-after-crashing-planned-parenthood/article_7b6a33a2-064e-11e9-9828-0ba18d9b343f.html,,,
Brownstown,county courthouse,Jackson,IN,US,2018-12-22,"dozens, if not hundreds",24,,200,,,general protestors,rally to preserve nativity scene display at courthouse,0,rally;protest,0,0,0,0,1,1,https://www.wdrb.com/news/dozens-rally-in-defense-of-southern-indiana-nativity-scene-group/article_d54a2b1e-064b-11e9-b58d-b7019215efb1.html,,,
Austin,,Travis,TX,US,2018-12-22,na,2,,2,,,general protestors,protest ICE detentions at the border,1,protest,0,0,0,0,1,1,https://www.kvue.com/article/news/local/austin-couple-builds-nativity-scene-with-baby-jesus-in-ice-detainment-cage/269-624603387,,,
Iowa City,Pentacrest in downtown Iowa City,Johnson,IA,US,2018-12-23,about 50,50,,50,,,Sudanese-Americans,to protest killings of peaceful protesters in Sudan.,0,protest,0,0,0,0,1,1,https://www.press-citizen.com/story/news/2018/12/26/dozens-rally-against-murder-peaceful-protesters-sudan/2413974002/,,,
Katonah,Lasdon Park,Westchester,NY,US,2018-12-23,,,,,,,general protestors,vigil for fallen soldiers,0,vigil,,,,,1,1,https://twitter.com/westchestergov/status/1074717504994463744,,,
Minneapolis,uptown,Hennepin,MN,US,2018-12-23,na,30,,30,,,Minnesota Peace Action Coalition,anti-war,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/12/27/anti-war-protesters-demand-end-us-militarism-abroad-and-border,,,
Iowa City,Pentacrest in downtown Iowa City,Johnson,IA,US,2018-12-24,about 50,50,,50,,,Sudanese-Americans,to protest killings of peaceful protesters in Sudan.,0,protest,0,0,0,0,1,1,https://www.press-citizen.com/story/news/2018/12/26/dozens-rally-against-murder-peaceful-protesters-sudan/2413974002/,,,
El Paso,Tornillo facility,El Paso,TX,US,2018-12-24,,,,,,,general protestors,protesting migrant detention,1,protest,0,0,0,0,1,1,https://www.ktsm.com/news/local/el-paso-news/christmas-in-tornillo-group-of-people-spend-the-holidays-protesting/1674483071,,,
New York ,Outside the Sudanese Embassy ,New York,NY,US,2018-12-24,,,,,,,general protestors,in solidarity with the Sudan uprising ,0,protest,0,0,0,0,1,1,https://twitter.com/hend_nafea/status/1077287806630838278,,,
Rochester,outside the Masjed Abubakar Siddiq Mosque,Monroe,NY,US,2018-12-24,about 60,60,,60,,,members of the local Sudanese community,in solidarity with the people of Sudan; against current Sudanese leader,0,protest,0,0,0,0,1,1,https://www.postbulletin.com/news/local/sudanese-in-rochester-rally-in-support-of-protesters-back-home/article_893dddce-0baf-11e9-a074-cff71d32eb3d.html,,,
Syracuse,outside the Federal building,Onondaga,NY,US,2018-12-24,,,,,,,CNY Solidarity Coalition and the Syracuse Peace Council,"protesting Trump's border wall plan, gov't shutdown",1,protest,0,0,0,0,1,1,http://www.waer.org/post/local-protesters-opposing-funding-border-wall-gather-amid-government-shutdown,,,
Juneau,Capitol,Juneau,AK,US,2018-12-24,,,,,,,family of police shooting victim,demand better crisis training and more transparency in investigations,0,protest,0,0,0,0,1,1,https://www.juneauempire.com/news/one-year-after-shooting-family-to-rally-on-capitol-steps/,,,
Plainville,,Hartford,CT,US,2018-12-25,more than two dozen ,24,,24,,,general protestors,anti-deportation,1,Rally,0,0,0,0,1,1,https://www.wtnh.com/news/plainville-community-holding-a-vigil-in-support-of-local-man-facing-deportation/1674401533,https://fox61.com/2018/12/25/family-and-friends-hold-rally-for-plainville-man-facing-deportation/,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2018-12-26,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,
Mankato,Sibley Park,Blue Earth,MN,US,2018-12-26,,,,,,,Anti-colonial Land Defense,"calling to change name of park named after man who oversaw the internment, trials and executions of the Native American men in 1862",1,protest,0,0,0,0,1,1,http://www.mankatofreepress.com/news/local_news/protesters-call-for-sibley-park-rename-in-holiday-lights-disruption/article_2a5879e0-0afb-11e9-a701-23a5081a4a66.html,,,
Huntington,along 5th Avenue at the Cabell County Courthouse,Cabell,WV,US,2018-12-27,,,,,,,general protestors,protesting deaths of immigrant children in border patrol custody,1,protest,0,0,0,0,1,1,https://www.herald-dispatch.com/news/rally-for-dead-immigrant-children-forms-along-th-avenue/article_6bfbf041-f8fe-5812-ab5e-ef41f42b2a2b.html,,,
New York,outside Avenue Capital investment firm,New York,NY,US,2018-12-27,na,18,,18,,,Navajo protesters from Arizona,protesting the investment firm's attempt to keep the Navajo Coal plant open,1,protest,0,0,0,0,1,1,https://cronkitenews.azpbs.org/2018/12/27/dec-27-2018-newscast/,https://cronkitenews.azpbs.org/2018/09/10/navajo-group-protests-power-plant-in-manhattan/,,
Philadelphia,401 Race Street in Old City,Philadelphia,PA,US,2018-12-27,,,,,,,union workers,"pro-labor; protesting substandard construction, dangerous building",1,protest,0,0,0,0,1,1,https://billypenn.com/2018/12/27/union-leader-johnny-doc-heralds-new-era-with-song-and-dance-about-mold/,,,
New York,UN Headquarters,New York,NY,US,2018-12-28,count pic,1,,1,,,general protestor,against inaction on climate change,1,strike,0,0,0,0,1,1,https://twitter.com/AlexandriaV2005/status/1078685186685050882,,,
Phoenix,State Capitol,Maricopa,AZ,US,2018-12-28,,,,,,,general protestors,protesting new vehicle registration fee,0,protest,0,0,0,0,1,1,https://www.azcentral.com/picture-gallery/news/local/phoenix/2018/12/28/vehicle-registration-fee-spurs-protest-arizona-state-capitol/2434192002/,,,
Houston,across from the HISD administration building,Harris,TX,US,2018-12-28,,,,,,,general protestors,protesting against the Harris county treasurer,0,protest,0,0,0,0,1,1,https://www.khou.com/article/news/protester-pours-water-on-harris-county-treasurer-during-news-conference/285-625245896,,,
Brookhaven,"Edgemont Ave, outside of the office of the state senator",Allegheny,PA,US,2018-12-28,na,4,,4,,,general protestors,"protesting in favor of allowing a senator-elect to be sworn in, despite not fitting the requirement of having lived in the state for 4 years",0,protest,0,0,0,0,1,1,https://www.delcotimes.com/news/local/senate-protesters-deliver-petitions-to-killion-office/article_353c509a-0ae0-11e9-bdc6-8371d7e1306f.html,,,
Greensboro,downtown,Guliford,NC,US,2018-12-29,about 150,150,,150,,,members of the local Sudanese community,in solidarity with the people of Sudan; against current Sudanese leader,0,protest,0,0,0,0,1,1,https://www.greensboro.com/news/local_news/group-protests-sudanese-leadership-in-downtown-greensboro-demonstration/article_6d5590bf-2ee8-544b-9fad-4e3bfc9e87d3.html,,,
Nashville,PLAY/Tribe Club to Canvas Club,Davidson,TN,US,2018-12-29,,,,,,,general protestors,anti-LGBT; protesting gay bars,2,protest,0,0,0,0,1,1,https://outandaboutnashville.com/anti-lgbt-christians-new-years-hate/,,,
West Palm Beach,in the inter-coastal,Palm Beach,FL,US,2018-12-29,na,1,,1,,,"Claude Taylor, chairman of Mad Dog PAC","anti-Trump; ""Trump Rat"" float near Mar-a-Lago",1,protest,0,0,0,0,1,1,https://wvah.com/news/nation-world/trump-rat-protest-sails-near-mar-a-lago-trump-supporters-say-hatred-not-politics-behind-it,,,
West Palm Beach,in the inter-coastal,Palm Beach,FL,US,2018-12-29,,,,,,,counter-protestors,protesting Trump Rat float,2,protest,0,0,0,0,1,1,https://wvah.com/news/nation-world/trump-rat-protest-sails-near-mar-a-lago-trump-supporters-say-hatred-not-politics-behind-it,,,
Chapel Hill ,University of North Carolina Chapel Hill,Orange,NC,US,2018-12-29,na,2,,2,,,students,protesting against a confederate monument on the campus,0,protest,0,0,0,0,1,1,https://www.sfgate.com/news/article/Howard-students-wore-nooses-in-1930s-as-part-of-13497449.php,,,
Montgomery ,Hampstead,Montgomery,AL,US,2018-12-30,,,,,,,general protestors,protesting Thanksgiving Day officer-involved shooting,0,protest,0,0,0,0,1,1,http://www.wsfa.com/2018/12/31/police-presence-hampstead-due-protest-near-ags-home/,https://www.enewscourier.com/news/local_news/mall-shooting-protesters-at-alabama-attorney-general-s-home/article_e5e0c1a0-0d11-11e9-91fa-e7907cee54bd.html,,
San Antonio,Alamo,Bexar,TX,US,2018-12-30,,,,,,,members of the local Sudanese community,in solidarity with the people of Sudan; against current Sudanese leader,1,protest,0,0,0,0,1,1,https://news4sanantonio.com/news/local/man-found-dead-in-a-donation-bin-has-been-identified,,,
Kingsport,outside Ballad Health Center,Sullivan,TN,US,2018-12-30,hundreds,200,,200,,,general protestors,protesting against the downgrade of two trauma centers,0,protest,0,0,0,0,1,1,https://wcyb.com/news/local/hundreds-rally-against-ballad-healths-proposed-trauma-center-changes ,,,
Chicago ,Loyola University,Cook,IL,US,2018-12-30,about 20,20,,20,,,Edgewater Historical Society,protesting against the demolition of a historic home and apartment complex,0,protest,0,0,0,0,1,1,https://www.chicagotribune.com/news/breaking/ct-met-loyola-buildings-demolition-edgewater-protest-20181230-story.html,,,
Montgomery,Outside the home of the Alabama Attorney General,Montgomery,AL,US,2018-12-30,about a dozen,12,,12,,,Justice League,protesting the shooting death of a black man by police,0,protest,0,0,0,0,1,1,https://www.al.com/news/birmingham/2018/12/birmingham-protesters-demonstrate-outside-montgomery-home-of-alabama-attorney-general-steve-marshall.html,,,
Denmark,in the city,Bamberg,SC,US,2018-12-30,,,,,,,general protestors,protesting against the contaminated water in Denmark,0,protest,0,0,0,0,1,1,https://www.wrdw.com/content/news/People-in-Denmark-SC-petitioning-Governor-planning-protest-for-safe-water-503681561.html,,,
Beachwood,County Executive Armond Budish's neighborhood,,OH,US,2018-12-31,nearly 30,30,,30,,,Black Lives Matter Cleveland,demanding changes inside the Cuyahoga County jail after inmate deaths,0,protest,0,0,0,0,1,1,https://www.news5cleveland.com/news/local-news/oh-cuyahoga/protesters-demand-changes-at-cuyahoga-county-jail,,,
Lame Deer,through the town,Rosebud,MT,US,2018-12-31,close to 100,100,,100,,,Northern Cheyenne community members,protesting to bring awareness to violence against native women,0,protest,0,0,0,0,1,1,https://billingsgazette.com/news/state-and-regional/montana/family-and-friends-march-to-mourn-northern-cheyenne-teen-found/article_e949da88-582b-5770-aa74-5af0682aa6a4.html,,,
Tiburon,downtown,Marin,CA,US,2018-12-06,100,100,,100,,,general protestors,protesting against antisemetic grafitti in their town,0,protest,0,0,0,0,1,1,https://www.jweekly.com/2018/12/06/tiburon-residents-march-against-hate-after-anti-semitic-graffiti/,,,
Amherst,University of Massachusettes Amherst,Hampshire,MA,US,2018-12-06,,,,,,,students and faculty,protesting against racism and discrimination on campus,0,protest,0,0,0,0,1,1,https://www.youtube.com/watch?v=AEX6LR5fzww,,,
Frankfort,At the capital,Franklin,KY,US,2018-12-18,,,,,,,"workers, KEA",protesting against being shut out of the special legislative session on pensions,0,protest,0,0,0,0,1,1,https://www.kentucky.com/news/politics-government/article223238915.html,,,
