City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,
Providence,City Hall,RI,US,2018-04-24,,,,,,,teachers,Protesting mayor for budget problems,0,protest,,,,,1,1,http://www.wpri.com/news/dan-mcgowan/providence-teachers-plan-protest-at-mayor-elorzas-budget-address/1136842825,,,,,
Pueblo,D60 Administrative building,CO,US,2018-04-24,more than 500,500,,500,,,teachers,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.krdo.com/news/top-stories/pueblo-teachers-protest-d60-board-meeting-after-calling-out-of-school/734127760,http://www.fox21news.com/news/education/hundreds-of-teachers-rally-in-pueblo/1139332592,,,,
St. Louis,Outside Ameren Headquarters,MO,US,2018-04-24,,,,,,,The Missouri chapter of the Sierra Club,Protesting coal plant's danger to groundwater,1,protest,0,0,0,0,1,1,http://www.kmov.com/story/38032031/residents-worried-about-groundwater-protest-outside-ameren-hq,,,,,
St. Paul,State Capitol,MN,US,2018-04-24,NA,7,,7,,,Congress people,Rallying for gun control,1,rally,0,0,0,0,1,1,http://minnesota.cbslocal.com/2018/04/24/dfler-stages-house-floor-sit-in-to-protest-lack-of-gun-control-reform/,,,,,
St. Paul,State Capitol,MN,US,2018-04-24,scores,40,,40,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,0,1,http://www.startribune.com/a-minnesota-house-vigil-puts-focus-on-gun-issue/480866421/,,,,,
State College,Penn State University,PA,US,2018-04-24,,,,,,,Students for Life,Protesting abortion,2,protest,0,0,0,0,1,1,http://www.collegian.psu.edu/news/campus/article_88c0315e-47e1-11e8-b502-ff176b5104ee.html,,,,,
State College,Penn State University,PA,US,2018-04-24,,,,,,,general protestors,Rallying for reproductive rights,1,rally,0,0,0,0,0,1,http://www.collegian.psu.edu/news/campus/article_88c0315e-47e1-11e8-b502-ff176b5104ee.html,,,,,
Syracuse,Tallman St.,NY,US,2018-04-24,about 50,50,,50,,,general protestors,Rallying for justice in unsolved murder case,0,rally,0,0,0,0,1,1,http://www.syracuse.com/crime/index.ssf/2018/04/ben_walsh_frank_fowler_community_plead_for_help_solving_3_murders_in_3_days_at_v.html,,,,,
Valencia,Santa Clarita City Hall,CA,US,2018-04-24,FB: 36,36,,36,,,general protestors,Rallying for immigrants,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/159703718055343/,,,,,
Versailles,downtown,IN,US,2018-04-24,about 150,150,,150,,,general protestors,"Protesting ""too mild"" sentencing of killer of local child",0,protest,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/woodford-county/article209690999.html,,,,,
Vista,1800 Thibodo Rd,CA,US,2018-04-24,more than 100,100,,100,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,0,0,0,0,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,last of what had been weekly event since late 2016,,
Vista,1800 Thibodo Rd.,CA,US,2018-04-24,,,,,,,general protesters,for President Trump,2,counter-protest,0,0,0,0,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Washington,Mount Pleasant Neighborhood Library,DC,US,2018-04-24,,,,,,,teachers from Chavez Prep Middle School,Protesting school budget,0,protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/education/teachers-from-only-dc-charter-school-with-a-union-take-to-the-streets-to-protest/2018/04/25/0d4c555e-488e-11e8-8b5a-3b1697adcc2a_story.html?utm_term=.996261d807e7,,,,,
Albany,"First Street Plaza, First Street and Grand Avenue",WY,US,2018-04-25,,,,,,,Albany County SAFE Project,Protesting sexual violence,0,protest,,,,,1,1,http://www.laramieboomerang.com/news/local_news/albany-county-safe-project-hosts-take-back-the-night-march/article_087ead5a-4844-11e8-b671-1b21ace35c04.html,,,,,
Barstow,Barstow Rd.,CA,US,2018-04-25,,,,,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.vvdailypress.com/news/20180425/still-demanding-answers-barstow-residents-bristle-at-lack-of-information-in-walmart-shooting-protest-alleged-police-brutality,,,,,
Boulder,University of Colorado,CO,US,2018-04-25,,,,,,,students,Rallying in support of student newsrooms,0,rally,0,0,0,0,1,1,http://www.dailycamera.com/cu-news/ci_31832558/cu-boulder-student-journalists-join-nationwide-rally-savestudentnewsrooms,,,,,
Brentwood,Suffolk County Community College,NY,US,2018-04-25,,,,,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,http://longisland.news12.com/story/38041046/uncle-of-parkland-victim-speaks-at-gun-reform-rally-at-sccc,,,,,
Cheektowaga,Outside Wendt Corp.,NY,US,2018-04-25,,,,,,,Western New York Council on Occupational Safety and Health,Rallying in support of workers,0,rally,,,,,1,1,http://buffalonews.com/2018/04/24/workers-memorial-day-rally-set-for-cheektowaga/,,,,,
Clintwood,County Courthouse,VA,US,2018-04-25,,,,,,,general protestors,Rallying for new school,0,rally,0,0,0,0,1,1,http://wcyb.com/news/virginia-news/haysi-residents-rally-against-county-school-board-over-elementary-school-site,,,,,
Denver,State Capitol,CO,US,2018-04-25,,,,,,,Colorado Immigrant Rights Coalition,Rallying for immigrants,1,rally,0,0,0,0,1,1,http://denver.cbslocal.com/2018/04/25/immigrant-groups-virginias-bill/,,,,,
Grand Rapids,Dept. of Homeland Security office,MI,US,2018-04-25,,,,,,,GR Rapid Response to ICE,Protesting ICE,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/grand-rapids/index.ssf/2018/04/immigrant_rights_activists_pro.html,,,,,
Hartford,State Capitol,CT,US,2018-04-25,FB: 9,9,,9,,,The Alliance for Solar Choice,Rallying for solar jobs,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/222133665202237/,,,,,
Henderson,Vance County Courthouse,NC,US,2018-04-25,FB: 24,24,,24,,,general protestors,Rallying for officer killed in the line of duty,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/590876354581854/,,,,,
Hillsdale,courthouse lawn,MI,US,2018-04-25,,,,,,,general ralliers,Rallying against child abuse,0,rally,0,0,0,0,1,1,http://hillsdalecollegian.com/2018/04/capa-sheriffs-department-hold-rally-child-abuse/,,,,,
Imperial,GE's annual meeting,PA,US,2018-04-25,,,,,,,GE employees,Protesting company's poor performance,0,protest,0,0,0,0,1,1,https://www.reuters.com/article/us-ge-shareholders/general-electric-workers-shareholders-protest-at-annual-meeting-idUSKBN1HW24A,,,,,
Ithaca,Cornell University,NY,US,2018-04-25,more than 50,50,,50,,,Students for Justice in Palestine,Protesting Israel's use of force,0,protest,0,0,0,0,1,1,http://cornellsun.com/2018/04/26/cornell-students-rally-in-support-of-gaza-protest/,,,,,
Joshua Tree,San Bernadino County courthouse,CA,US,2018-04-25,,,,,,,general protestors,Rallying for parents accused of child abuse,0,rally,0,0,0,0,1,1,http://abc7.com/supporters-rally-around-joshua-tree-couple-accused-of-child-abuse/3391450/,,,,,
Lansing,State Capitol,MI,US,2018-04-25,,,,,,,general protestors,Protesting end of free bottled water to Flint reisdents,0,protest,0,0,0,0,1,1,https://www.detroitnews.com/picture-gallery/news/local/michigan/2018/04/25/flint-water-protest-in-lansing/34242373/,,,,,
Lansing,State Capitol,MI,US,2018-04-25,,,,,,,general protestors,Rallying for victims of crimes,0,rally,0,0,0,0,1,1,http://www.wlns.com/news/crime-victims-and-advocates-honored-at-30th-annual-crime-victims-vigil/1142272198,,,,,
Los Angeles,Hall of Justice,CA,US,2018-04-25,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Louisville,Graham Brown School,KY,US,2018-04-25,,,,,,,Parents,Protesting state government takeover of local school district,0,protest,0,0,0,0,1,1,http://www.wave3.com/story/38043356/parents-rally-against-state-takeover-of-jcps,,,,,
Mesa,Baseline Rd.,AZ,US,2018-04-25,,,,,,,teachers,Rallying for educational funding,0,rally,0,0,0,0,1,1,https://www.azcentral.com/videos/news/local/arizona-education/2018/04/26/teachers-protest-along-baseline-road-mesa/552449002/,,,,,
Milwaukee,Wisconsin Center,WI,US,2018-04-25,,,,,,,general protestors,Protesting appearance by Mike Pence,1,protest,0,0,0,0,1,1,http://fox6now.com/2018/04/25/the-other-side-of-the-story-democrats-protest-vice-pres-pence-visit-to-milwaukee/,,,,,
Minneapolis,University of Minnesota,MN,US,2018-04-25,about 50,50,,50,,,students,rallying for renaming of buildings and increased awareness of history,0,protest,0,0,0,0,1,1,http://www.mndaily.com/article/2018/04/n-umn-students-protest-for-the-renaming-of-buildings-and-increased-awareness-of-university-history,,,,,
New York,City Hall,NY,US,2018-04-25,several dozen,24,,24,,,Cab drivers,Protesting ride-sharing apps,0,protest,0,0,0,0,0,1,https://mobile.reuters.com/video/2018/04/26/new-york-cabbies-rally-against-rideshari?videoId=421302698&videoChannel=1,,,,,
New York,Continental Army Plaza,NY,US,2018-04-25,FB: 13,13,,13,,,North Brooklyn Coalition Against Family Violence,Protesting sexual violence,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/349802268861848/,,,,,
New York,Foley Square,NY,US,2018-04-25,dozens,24,,24,,,general protestors,Protesting sexual violence,0,protest,0,0,0,0,0,1, https://www.amny.com/news/denim-day-nyc-1.18257636,,,,,
Ocala,Forest High School,FL,US,2018-04-25,,,,,,,Students,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.fox35orlando.com/news/local-news/forest-high-students-to-hold-never-again-rally-on-wednesday-to-end-gun-violence,,,,,
Philadelphia,around City Hall,PA,US,2018-04-25,FB: 68,35,,68,,,general ralliers,Rallying for LGBT people of color,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/430228737409319/,http://www.philly.com/philly/news/pennsylvania/philadelphia/philadelphia-black-pride-lgbt-antar-bush-amber-hikes-gayborhood-racism-20180425.html,http://www.philly.com/philly/news/pennsylvania/philadelphia/philadelphia-black-pride-lgbt-antar-bush-amber-hikes-gayborhood-racism-20180425.html,,,
Providence,Rhide Island College Campus,RI,US,2018-04-25,FB: 40,40,,40,,,RIC Women's Center,Protesting sexual violence,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/503015463429032/,,,,,
San Francisco,Bank of America,CA,US,2018-04-25,FB: 203,203,,203,,,San Fran Bernicrats,Rallying for divestment from Wall Street banks,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1967320926916027/,,,,,
San Francisco,Police department,CA,US,2018-04-25,,,,,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://sanfrancisco.cbslocal.com/2018/04/25/family-man-killed-sfpd-24-hour-vigil-da-office/,,,,,
Springfield,To state Capitol,IL,US,2018-04-25,estimated 2500,2500,,2500,,,general protestors,Pro-second Amendment,2,rally,0,0,0,0,1,1,http://www.sj-r.com/news/20180425/pro-gun-advocates-crowd-downtown-springfield-for-annual-rally,,,,,
St. Louis,Washington University,MO,US,2018-04-25,around 40,40,,40,,,Graduate student employees,Protesting working conditions,0,protest,0,0,0,0,1,1,https://www.riverfronttimes.com/newsblog/2018/04/26/wash-u-grad-students-take-to-the-streets-of-clayton-to-protest-summer-wages,,,,,
St. Paul,State Capitol,MN,US,2018-04-25,NA,5,,5,,,Congress people,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.startribune.com/a-minnesota-house-vigil-puts-focus-on-gun-issue/480866421/,,,,,
St. Paul,State Capitol,MN,US,2018-04-25,scores,40,,40,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,0,1,http://www.startribune.com/a-minnesota-house-vigil-puts-focus-on-gun-issue/480866421/,,,,,
Sullivan,Sullivan High School,IN,US,2018-04-25,,,,,,,general protestors,Rallying fro gun rights,2,rally,0,0,0,0,1,1,http://www.wthitv.com/content/video/480860431.html,,,,,
Tucson,Broadway Blvd.,AZ,US,2018-04-25,thousands,2000,,2000,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.tucsonnewsnow.com/story/38042471/thousands-of-support-staff-join-educators-in-tucson-rally,,,,,
Washington,Capitol Hill,DC,US,2018-04-25,,,,,,,general protestors,"Rallying to end the water crisis in Flint, MI",0,rally,0,0,0,0,0,1,http://nbc25news.com/news/local/flint-water-crisis-4-year-anniversary-rally-held-on-capitol-hill,,,,,
Washington,EPA HQ,DC,US,2018-04-25,,,,,,,EPA Workers Union,Protesting agency chief Pruitt,1,protest,0,0,0,0,0,1,https://www.huffingtonpost.com/entry/epa-rally-scott-pruitt_us_5ae0d7a2e4b055fd7fc77139,,,,,
Washington,George Washington University,DC,US,2018-04-25,more than 25,25,,25,,,Students for Justice in Palestine,Protesting Israel's use of force,0,protest,0,0,0,0,0,1,https://www.gwhatchet.com/2018/04/25/students-protest-french-presidents-campus-visit-after-airstrikes-in-syria/,,,,,
Washington,U.S. Capitol,DC,US,2018-04-25,FB: 633,633,,633,,,NursesTakeDC,Protesting chronic understaffing in the nursing industry,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/695907173929749/,,,,,
Waynesville,Haywood County Courthouse,NC,US,2018-04-25,about 70,70,,70,,,general protestors,Protesting sexual violence,0,protest,0,0,0,0,1,1,http://wlos.com/news/local/sex-assault-survivors-share-their-stories-at-metoo-rally-in-waynesville,https://www.themountaineer.com/news/community-speaks-out-at-metoo-rally/article_68a6e63c-4963-11e8-8ddd-137370d0edd3.html,,,,
Baltimore,W. Mr Vernon St.,MD,US,2018-04-26,FB: 17,17,,17,,,general protestors,Protesting sexual violence,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/155374921946872/,,,,,
Burlington,University of Vermont,VT,US,2018-04-26,FB: 84,84,,84,,,H.O.P.E Works,Protesting sexual violence,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/422858651472613/,,,,,
Cambridge,Porter Square,MA,US,2018-04-26,about 70,70,,70,,,general protestors,Rallying for bike safety laws,0,rally,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2018/04/26/dozens-rally-for-improved-bike-safety-cambridge/7ymxc6fHuoamZyWl3GvO0K/story.html,,,,,
Casa Grande,,AZ,US,2018-04-26,,,,,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,https://www.pinalcentral.com/casa_grande_dispatch/area_news/some-students-in-casa-grande-enjoy-day-off-during-protest/article_cfd119bd-eb68-5215-b490-4152b64cb59f.html,,,,,
Charlottesville,University of Virginia,VA,US,2018-04-26,,,,,,,general protestors,Rallying for LGBT rights,1,rally,0,0,0,0,1,1,https://www.bupipedream.com/news/94740/students-protest-the-silencing-of-lgbtq-voices-discrimination/,,,,,
Clintwood,courthouse,VA,US,2018-04-26,,,,,,,general protestors,rallying for construction of new elementary school,0,rally,0,0,0,0,1,1,http://wcyb.com/news/virginia-news/haysi-residents-rally-against-county-school-board-over-elementary-school-site,,,,,
Dallas,Police department,TX,US,2018-04-26,nearly 2000,2000,,2000,,,general protestors,Rallying for officer killed in the line of duty,0,rally,0,0,0,0,1,1,http://www.star-telegram.com/news/local/community/dallas/article209928709.html,,,,,
Denver,Colorado State Capitol,CO,US,2018-04-26,estimated 2000,2000,,2000,,,teachers,"for increased education funding, for higher pay for teachers",0,rally,0,0,0,0,1,1,https://www.thedenverchannel.com/lifestyle/education/fund-our-schools-colorado-teachers-kick-off-first-of-two-days-of-rallies-for-better-funding-pay,https://www.nytimes.com/2018/04/26/us/teacher-walkout-arizona-colorado.html,,,,
Eugene,University of Oregon,OR,US,2018-04-26,Hundreds,200,,200,,,general protestors,Protesting sexual violence,1,protest,0,0,0,0,1,1,https://www.dailyemerald.com/2018/04/27/marchers-take-back-the-night-in-thursdays-rally-against-sexual-and-domestic-violence/,,,,,
Flagstaff,City Hall,AZ,US,2018-04-26,400 to 500,400,,500,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://azdailysun.com/news/local/hundreds-rally-and-march-in-flagstaff-in-support-of-redfored/article_6972cdf5-2ec1-5949-adb9-b8cbe36e6048.html,,,,,
Hooksett,NH COSH,NH,US,2018-04-26,FB: 11,11,,11,,,general protestors,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/147712129235570/,,,,,
Indiana ,Indiana University of PA,PA,US,2018-04-26,FB: 3,3,,3,,,PA Promise- Higher Ed,Rallying for affordable higher education,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1586350571419282/,,,,,
Kingston,University of Rhode Island,RI,US,2018-04-26,FB: 14,14,,14,,,URI PLEASE Team,Protesting sexual violence,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1530512210404971/?active_tab=about,,,,,
Louisville,Police department,KY,US,2018-04-26,,,,,,,Black Lives Matter  ,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.wdrb.com/story/38050481/black-lives-matter-protest-police-shootings-outside-lmpd-headquarters,,,,,
New York,"East Harlem, Manhattan",NY,US,2018-04-26,,,,,,,The People's MTA,Protesting inaccessible subways,0,protest,0,0,0,0,0,1,http://www.ny1.com/nyc/all-boroughs/news/2018/04/27/disability-rights-protest-derails-mta-event-in-east-harlem,,,,,
New York,Sen. Schumer's office,NY,US,2018-04-26,Approximately 40,40,,40,,,Jewish Voice for Peace,Protesting Israel's use of force,0,protest,14,0,0,0,1,1,http://www.nydailynews.com/new-york/cops-cuff-14-protesters-urging-schumer-condemn-gaza-violence-article-1.3955956,,,,,
Parramore,Parramore Ave.,FL,US,2018-04-26,about 10,10,,10,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.orlandosentinel.com/news/breaking-news/os-community-reacts-deputy-involved-shooting-20180425-story.html,,,,,
Phoenix,Chase Field; Arizona State Capitol,AZ,US,2018-04-26,Estimated at 50000,50000,,50000,,,Red for Ed,"for higher pay for teachers, against cuts to school funding, against state tax cuts until per-pupil spending reaches national average",0,rally; march; walkout,0,0,0,0,1,1,http://www.apnewsarchive.com/2018/A-sea-of-teachers-clad-in-red-shirts-flowed-toward-the-Arizona-Capitol-for-an-unprecedented-walkout-that-closed-most-of-the-state-s-public-schools/id-89a24152327845d1876822a02640d4ca,https://www.nytimes.com/2018/04/26/us/teacher-walkout-arizona-colorado.html,,,,
