CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Bunker Hill,Miami Correctional Facility,,IN,US,2020-03-30,,,,,,,inmates,against prison lockdown due to coronavirus pandemic,0,hunger strike,0,0,0,0,1,1,https://www.idocwatch.org/blog-1/2020/3/30/covid-19-amp-idoc-hunger-strike-at-mcf-wvcf-secure-housing-unit-being-used-for-quarantine-amp-fires-set-at-isp-urgent-phone-zaps,,,,
Chicago,ICE field office,Cook,IL,US,2020-03-30,about 2 dozen,24,,24,,,Never Again Action,anti ICE; free immigrants from detainee camps due to Covid 19,1,car protest,0,0,0,0,1,1,https://twitter.com/rabble/status/1244723489132539904,,,,
Greensboro,A Women's Choice in Greensboro,Guilford,NC,US,2020-03-30,,,,,,,Love Life,anti abortion; anti stay at home order due to coronavirus pandemic,2,protest,3,0,0,0,1,1,https://www.greensboro.com/news/local_news/abortion-protesters-greensboro-city-officials-battle-over-stay-home-enforcement/article_a47424e7-92fd-59b5-9dd6-eb88f67114c8.html,,,,
Lynn,GE factory,Essex,MA,US,2020-03-30,,,,,,,GE workers,demand to make ventilators for use in COVID-19 pandemic,0,protest,0,0,0,0,1,1,https://www.vice.com/en_us/article/y3mjxg/general-electric-workers-walk-off-the-job-demand-to-make-ventilators,,,,
Philadelphia,outside Philadelphia City Hall,Philadelphia,PA,US,2020-03-30,dozens,24,,24,,,general protestors,anti ICE; free immigrants from detainee camps due to Covid 19,1,car protest,0,0,0,0,1,1,https://www.penncapital-star.com/criminal-justice/covid-19-in-philly-criminal-justice-advocates-mount-drive-by-protest-calling-for-mass-release-of-inmates/,,,,
New York,Amazon facility; Staten Island,Richmond,NY,US,2020-03-30,about 50; only 15; over 100,15,,100,,,Amazon workers,seek shut down of Amazon facility due to Covid 19,0,walk out,0,0,0,0,1,1,https://www.washingtonpost.com/technology/2020/03/30/worker-strike-instacart-amazon-whole-foods/,https://www.nbcnews.com/news/us-news/some-instacart-workers-strike-others-demand-more-coronavirus-alters-labor-n1171521,https://www.silive.com/coronavirus/2020/04/si-amazon-workers-walk-off-job-amid-rise-in-coronavirus-cases.html,lead organizer was fired,
Tacoma,immigrant detention camp,Pierce,WA,US,2020-03-30,,,,,,,general protestors,anti ICE; free immigrants in detainee camps due to Covid 19,1,car protest,0,0,0,0,1,1,https://twitter.com/TaePhoenix/status/1244705804617277441,,,,
West Palm Beach,Palm Beach County Convention Center,Palm Beach,FL,US,2020-03-30,,,,,,,Bloomberg campaign,for Mike Bloomberg for president,1,rally,0,0,0,0,1,1,https://www.miamiherald.com/news/politics-government/election/article240859301.html,,,,
West Palm Beach,Palm Beach County Convention Center,Palm Beach,FL,US,2020-03-30,,,,,,,Trump supporters,for President Trump,2,counter-protest,0,0,0,0,0,1,https://www.miamiherald.com/news/politics-government/election/article240859301.html,,,,
Philadelphia,Philadelphia City Hall,Philadelphia,PA,US,2020-03-30,dozens,24,,24,,,criminal justice reform activists,for mass release of prisoners due Covid-19,0,car protest,0,0,0,0,1,1,https://www.penncapital-star.com/criminal-justice/covid-19-in-philly-criminal-justice-advocates-mount-drive-by-protest-calling-for-mass-release-of-inmates/,,,,
Farmville,Farmville Detention Center,,VA,US,2020-03-31,approximately 100,100,,100,,,detainees,for release of detainees in ICE facility to avoid COVID-19 risk,1,hunger strike,0,0,0,0,1,1,https://perilouschronicle.com/2020/04/03/ice-detainees-hunger-strike-at-farmville-detention-center-in-response-to-covid-19/,https://share.mayfirst.org/s/iWGoN7CfpE5qpYn#pdfviewer,,,
Grand Rapids ,Scotsdale Women's Center ,Kent,MI,US,2020-03-31,NA,7,,7,,,protestors,anti-abortion rights,2,protest,0,0,0,0,1,1,https://www.mlive.com/news/grand-rapids/2020/04/abortion-protesters-sue-gov-whitmer-for-alleged-violation-of-her-stay-at-home-order.html,https://www.mlive.com/news/grand-rapids/2020/04/abortion-protesters-sue-gov-whitmer-for-alleged-violation-of-her-stay-at-home-order.html,,7 people cited by police as violating stay-at-home order ,
Key West,Monroe County Detention Center,Monroe,FL,US,2020-03-31,,,,,,,inmates,for better protections against COVID-19 in jail,0,hunger strike,0,0,0,0,1,1,https://www.miamiherald.com/news/local/immigration/article241783926.html,,,,
Modesto,Kaiser Modesto Medical Center,Stanislaus,CA,US,2020-03-31,a few dozen,36,,36,,,nurses,seek more personal protective equipment for nurses during coronavirus pandemic,0,protest,0,0,0,0,1,1,https://www.modbee.com/latest-news/article241669601.html,,,,
Richmond,,Richmond,VA,US,2020-03-31,,,,,,,Virginia Citizens Defense League,protest closure of gun ranges due to Covid-19,2,protest,0,0,0,0,1,1,http://www.wboc.com/story/41958402/group-protests-closing-of-va-shooting-ranges-amid-coronavirus,,,,
Sacramento,State Capitol,Sacramento,CA,US,2020-03-31,NA,50,,50,,,Never Again Action; Jewish Action NorCal,anti ICE; release immigrants from detainee camps due to covid-19,1,car protest,0,0,0,0,1,1,https://www.davisvanguard.org/2020/04/ca-ice-detention-centers-could-turn-into-covid-19-death-camps-warn-capitol-car-protestors/,,,,
national,,,,US,2020-03-30,,,,,,,Instacart employees,for better pay and safer working conditions for Instacart employees during coronavirus pandemic,0,strike,0,0,0,0,1,1,https://www.vice.com/en_us/article/4agmvd/instacarts-gig-workers-are-planning-a-massive-nationwide-strike,,,,
