CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Mount Vernon,Intersection of 3rd St. and Kincaid St.,WA,US,2017-09-05,dozens,24,,24,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.goskagit.com/news/daca-recipients-supporters-rally-in-skagit-county/article_c0ac23e8-bb68-58db-9d06-f89e03e5b558.html,,,,
Nashville,West End Ave.,TN,US,2017-09-05,hundreds,200,,200,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/2017/09/05/daca-recipients-urge-congress-intervene-during-nashville-rally/635925001/,,,,
New Haven,New Haven Green,CT,US,2017-09-05,nearly a thousand,1000,,1000,,,Yale Women's Center,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://wtnh.com/2017/09/05/organizers-hold-daca-rally-at-yale/,http://yaledailynews.com/blog/2017/09/06/daca-rally-draws-support-from-yale-new-haven/,,,
New York,Foley Square,NY,US,2017-09-05,thousands,2000,,2000,,,general protestors,Protesting Trump's DACA decision,1,protest,several,0,0,0,1,1,https://patch.com/new-york/downtown-nyc/daca-repeal-protest-will-bring-thousands-foley-square-tuesday-organizers-say,http://nypost.com/2017/09/05/city-councilman-arrested-during-massive-daca-protest/,,,
New York,March across Brooklyn Bridge,NY,US,2017-09-05,thousands,2000,,2000,,,general protestors,Protesting Trump's DACA decision,1,protest; march,13,0,0,0,1,1,http://www.nbcnewyork.com/news/local/DACA-Rally-Trump-Decision-End-Immigrant-Protections-New-York-New-Jersey-442737903.html,,,,
New York,Outside Rep. Faso's office,NY,US,2017-09-05,some 350,350,,350,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.dailyfreeman.com/general-news/20170905/hundreds-protest-trumps-daca-decision-at-kingston-rally,,,,
New York,Outside Trump Towers,NY,US,2017-09-05,NA,400,,400,,,general protestors,Rally for DACA,1,rally,30,0,0,0,1,1,http://www.npr.org/sections/thetwo-way/2017/09/05/548727220/protests-in-d-c-denver-la-elsewhere-protest-rescinding-daca,,,,
New York ,Kimmel Center (NYU),NY,US,2017-09-05,roughly 70 ,70,,70,,,NYU Dream Team; NYU Sanctuary; NYU Pacific American Coalition ,Protesting Trump's DACA decision,1,demonstration ,0,0,0,0,1,1,https://nyulocal.com/nyu-students-activist-groups-rally-to-save-daca-5d7d4e30028a,https://nyulocal.com/attend-the-defend-daca-demonstration-5275edc0de8,,,
Normal,Illinois State University,IL,US,2017-09-05,more than 100,100,,100,,,Students and faculty,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.pantagraph.com/news/local/students-faculty-join-pro-daca-rally-at-isu/article_bbaf0b30-9d76-500f-ac34-bff5b79b10dc.html,,,,
Oberlin,Tappan Square,OH,US,2017-09-05,several hundreds,200,,200,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.chroniclet.com/Local-News/2017/09/06/Protest-on-Tappan-Square-targets-DACA-decision.html,,,,
Racine,Monument Square,WI,US,2017-09-05,hundreds,200,,200,,,Voces de la Frontera,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://journaltimes.com/news/local/protesters-rally-for-daca/article_1a85ea39-13ac-5682-8584-c88d1972916e.html,,,,
Raleigh,Outside Sen. Tillis' office,NC,US,2017-09-05,around 200,200,,200,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.wral.com/nc-pro-daca-activists-protest-trump-s-action-demand-answers-from-tillis/16929691/,,,,
Reno,Federal Courthouse,NV,US,2017-09-05,,,,,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.rgj.com/story/news/2017/09/05/photos-people-protest-rescinding-daca/634428001/,,,,
Sacramento,City Hall to Capitol Mall,CA,US,2017-09-05,hundreds,200,,200,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.kcra.com/article/first-look-irma-s-destruction/12184553,,,,
San Antonio,Federal Courthouse,TX,US,2017-09-05,about 200,200,,200,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.lmtonline.com/news/local/article/San-Antonio-activists-rally-DACA-immigrants-12175536.php,,,,
San Diego,Downtown,CA,US,2017-09-05,about 1000,1000,,1000,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://fox2now.com/2017/09/06/san-diego-daca-protest-draws-1000/,,,,
San Francisco,Outside Federal Building,CA,US,2017-09-05,about 1000,1000,,1000,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.sfgate.com/news/article/Bay-Area-protests-planned-over-Trump-s-decision-12174111.php,,,,
San Jose,MLK Jr. Library,CA,US,2017-09-05,hundreds,200,,200,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://sanfrancisco.cbslocal.com/2017/09/05/san-jose-lawmakers-rally-in-solidarity-with-dreamers/,,,,
San Luis Obispo,Outside Rep. Carbajal's office,CA,US,2017-09-05,,,,,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/article171448802.html,,,,
Santa Clarita,,CA,US,2017-09-05,,,,,,,general protestors,Rally for DACA,1,rally,,,,,1,1,http://www.latimes.com/politics/la-dreamers-decision-live-updates-l-a-area-protest-planned-in-support-of-1504634442-htmlstory.html,,,,
Santa Maria,Corner of Broadway and Main St.,CA,US,2017-09-05,approximately 20,20,,20,,,Future Leaders of America,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://lompocrecord.com/news/local/locals-rally-in-support-of-dreamers/article_1aea3ac1-382f-58cc-8906-950127f01e84.html,,,,
Silver City,Western New Mexico University,NM,US,2017-09-05,dozens,24,,24,,,MEChA,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://scdailypress.com/site/2017/09/06/rally-responds-to-daca-decision/,,,,
Sioux Falls,Meldrum Park,SD,US,2017-09-05,more than 100,100,,100,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.argusleader.com/story/news/2017/09/05/candlelight-vigil-planned-support-south-dakota-dreamer-immigrants/632955001/,,,,
St. Cloud,Outside Stearns County Courthouse,MN,US,2017-09-05,nearly 50,50,,50,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://wjon.com/st-cloud-daca-supporters-host-protest-in-courthouse-square-video/,,,,
Stockton,City Hall,CA,US,2017-09-05,,,,,,,Fathers and Families of San Joaquin,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.recordnet.com/news/20170905/local-daca-proponents-rally-after-revocation-this-is-just-another-hurdle,,,,
Syracuse,Outside Rep. Katko's office,NY,US,2017-09-05,nearly 100,100,,100,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.newyorkupstate.com/news/2017/09/groups_rally_for_20k_young_upstate_new_yorkers_facing_deportation_with_daca_repe.html,,,,
Tucson,,AZ,US,2017-09-05,NA,100,,100,,,Students,Protesting Trump's DACA decision,1,protest; walk-out,0,0,0,0,1,1,http://www.kgun9.com/news/local-news/students-walk-out-in-protest-of-daca-decision,,,,
Vista,1800 Thibodo Rd,CA,US,2017-09-05,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-09-05,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Washington,Outside White House,DC,US,2017-09-05,hundreds,200,,200,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,http://www.npr.org/sections/thetwo-way/2017/09/05/548727220/protests-in-d-c-denver-la-elsewhere-protest-rescinding-daca,,,,
Willimantic,Eastern Connecticut State University,CT,US,2017-09-05,dozens,24,,24,,,Students,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://fox61.com/2017/09/05/ecsu-students-rally-against-president-trumps-plan-to-roll-back-daca/,,,,
Yakima,Millineum Plaza,WA,US,2017-09-05,more than 50,50,,50,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.yakimaherald.com/news/local/downtown-yakima-rally-brings-out-supporters-for-daca-recipients/article_8edc0bfa-9277-11e7-8dc0-5f61f01b2a09.html,,,,
Bellefonte,Rep. Thompson's office,PA,Us,2017-09-06,about two dozen,24,,24,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.centredaily.com/news/local/article171613422.html,,,,
Cambridge,Harvard University,MA,US,2017-09-06,,,,,,,students,Protesting Charles Murray speech,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/news/grade-point/wp/2017/09/06/some-harvard-students-protest-charles-murray-speech/?utm_term=.63a5c0908a6d,,,,
Chapel Hill,University of North Carolina,NC,US,2017-09-06,about 40,40,,40,,,general protestors,Protesting confederate monument,1,protest,0,0,0,0,1,1,http://www.newsobserver.com/news/local/education/article171550897.html,,,,
Cincinnati,University of Cinicinnati,OH,US,2017-09-06,a few hundreds,200,,200,,,general protestors,Protesting Westboro Baptist Church appearance,0,protest,0,0,0,0,1,1,http://www.cincinnati.com/story/news/2017/09/06/westboro-baptist-outnumbered-counter-protesters-oak-hills-high-school-protest/637389001/?cookies=&from=global,,,,
Cold Spring,ROCORI High School,MN,US,2017-09-06,about 30,30,,30,,,general protestors,Protesting ban on American flags,0,protest,0,0,0,0,1,1,http://www.kare11.com/news/school-reverses-flag-ban-after-protest/471730708,,,,
Fort Worth,County Courthouse,TX,US,2017-09-06,a couple hundred,200,,200,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.fox4news.com/news/279087734-story,,,,
Helena,Lyndale Ave.,MT,US,2017-09-06,,,,,,,American Federation of Government Employees,"Protesting being understaffed, demanding places hire",0,protest,0,0,0,0,1,1,http://www.ktvq.com/story/36312988/workers-rally-for-immediate-filling-of-49000-va-vacancies,,,,
Lawrence,US Customs and Immigration Services Building,MA,US,2017-09-06,about 30,30,,30,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.eagletribune.com/news/merrimack_valley/advocates-rally-for-young-immigrants-protected-by-daca/article_e1a070ad-ce29-50b8-bb8d-1e2858fdc38e.html,,,,
Mandan,Expressway Bridge,ND,US,2017-09-06,,,,,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.kfyrtv.com/content/news/Demonstrators-Protest-President-Trumps-Visit-442950883.html,,,,
Milwaukee,Walker Square Park,WI,US,2017-09-06,thousands,2000,,2000,,,Young People's Resistance Committee,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://milwaukeenns.org/2017/09/07/dream-deferred-determined-daca-supporters-rally-on-south-side/,,,,
Mishawaka,Rep. Walorski's office,IN,US,2017-09-06,hundreds,200,,200,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,https://www.southbendtribune.com/news/local/hundreds-rally-to-support-immigration-reform-in-mishawaka/article_eea06e30-930a-11e7-aeca-2f93e9086b26.html,,,,
Mt. Lebanon,Outside Rep. Murphy's office,PA,US,2017-09-06,about 100,100,,100,,,general protestors,Protesting Trump's DACA decision; demanding action from Senator,1,protest; sit-in,0,0,0,0,1,1,http://www.post-gazette.com/local/south/2017/09/06/Pittsburgh-Mt-Lebanon-DACA-immigration-protests-support-Rep-Tim-Murphy/stories/201709060161,,,,
Napa,Veterans Memorial Park,CA,US,2017-09-06,well over 100,100,,100,,,Napa Valley Dream Team,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://napavalleyregister.com/news/local/napans-rally-showing-support-for-dreamers-and-the-undocumented/article_f9a81ad6-80d1-57c4-880c-22a133bc6082.html,,,,
New Orleans,Duncan Plaza,LA,US,2017-09-06,dozens,24,,24,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.nola.com/national_politics/2017/09/they_are_more_american_than_ho.html,,,,
Newark,Outside federal building,NJ,US,2017-09-06,about 100,100,,100,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.northjersey.com/story/news/new-jersey/2017/09/06/menendez-attends-daca-rally-newark-after-first-day-trial/639428001/,,,,
Pullman,Washington State University,WA,US,2017-09-06,about a dozen,12,,12,,,WSU Young Americans for Liberty,Free speech rally,0,rally,0,0,0,0,1,1,http://dnews.com/wsu-free-speech-rally-attracts-many-points-of-view/article_706d701e-321a-571b-949d-000071cce567.html,,,,
Richmond,Virginia Commonweath University,VA,US,2017-09-06,about 100,100,,100,,,Political Latinxs United for Movement and Action in Society at VCU,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.richmond.com/news/local/education/about-members-of-vcu-community-rally-in-opposition-to-daca/article_1d350d5e-fb6b-5bb8-9f63-ddfe67f4efb2.html,,,,
Springfield,Outside Rep. Meehan's office,PA,US,2017-09-06,NA,50,,50,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.dailylocal.com/general-news/20170906/daca-supporters-protest-cancellation-at-meehans-office,,,,
Tucson,De Anza Park to City Hall,AZ,US,2017-09-06,about 600,600,,600,,,general protestors,Protesting Trump's decision to end DACA,1,protest; march,0,0,0,0,1,1,http://tucson.com/news/local/rally-at-tucson-city-hall-in-support-of-daca-immigrant/article_8bbb4d56-937a-11e7-80fd-17c5292d3af9.html,,,,
Walnut Creek ,Corner of Ygnacio and Civic Dr.; 555 Ygnacio Rd. ,CA,US,2017-09-06,FB: 10,10,,10,,,general protestors,Protesting Trump's decision to end DACA,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/286350711848164/?active_tab=discussion&__xt__=33.%7B%22logging_data%22%3A%7B%22profile_id%22%3A286350711848164%2C%22event_type%22%3A%22clicked_view_event_posts%22%2C%22impression_info%22%3A%22eyJmIjp7Iml0ZW1fY291bnQiOiIwIn19%22%2C%22surface%22%3A%22www_events_permalink%22%2C%22interacted_story_type%22%3A%22236412393365972%22%2C%22session_id%22%3A%22a2cfc0ae35696058bdf61d527a18a389%22%7D%7D,,,,
Washington,Hart Senate Office Building,DC,US,2017-09-06,,,,,,,general protestors,Protesting attempts to repeal ACA,1,protest,28,0,0,0,1,1,http://www.arkansasonline.com/news/2017/sep/07/5-arkansas-arrested-in-d-c-health-law-p/?f=latest,,,,
Watsonville,,CA,US,2017-09-06,about 200,200,,200,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,https://register-pajaronian.com/article/hundreds-protest-end-to-daca,,,,
Williamsport,Outside office of Rep. Marino,PA,US,2017-09-06,about 30,30,,30,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://wnep.com/2017/09/06/protest-in-williamsport-after-daca-termination/,,,,
Boston,Massachusetts Ave.,MA,US,2017-09-07,,,,,,,Professors,Protesting Trump's decision to end DACA,1,protest,31,0,0,0,1,1,http://www.thecrimson.com/article/2017/9/8/profs-arrested-daca-protest/,,,,
Chicago,Lake Shore Dr.,IL,US,2017-09-07,,,,,,,general protestors,Protesting homelessness,0,protest,4,1,0,0,1,1,https://www.dnainfo.com/chicago/20170907/uptown/homeless-protest-snarls-traffic-on-lake-shore-drive-during-morning-commute,,,,
Cleveland,Market Square Park,OH,US,2017-09-07,hundreds,200,,200,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://fox8.com/2017/09/07/hundreds-rally-in-cleveland-to-support-daca/,,,,
Detroit,Cadillac Square,MI,US,2017-09-07,NA,2,,2,,,People for the Ethical Treatment of Animals,Protesting UniverSoul Circus,0,protest,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/detroit/2017/09/07/peta-protest-universoul-circus-detroit/642574001/,,,,
Greeley ,University of Northern Colorado Garden Theatre lawn; 18th St and 10th Ave,CO,US,2017-09-07,hundreds; FB: 387 ,200,,387,,,Students: general protestors ,Protesting Trump's decision to end DACA,1,protest ,0,0,0,0,1,1,http://www.greeleytribune.com/news/local/greeley-daca-students-share-their-stories-go-to-daca-solidarity-rally-at-university-of-northern-colorado/,https://www.facebook.com/events/130300394258788/,,,
Hartford,State Capitol,CT,US,2017-09-07,nearly 500,500,,500,,,general protestors,Rally urging lawmakers to pass budget,0,rally,0,0,0,0,1,1,http://www.wfsb.com/story/36311925/rally-to-pass-state-budget-draws-crowds-to-hartford,http://www.nhregister.com/connecticut/article/Community-providers-rally-for-a-state-budget-12180988.php,,,
Hayward,777 B St,CA,US,2017-09-07,FB: 530,530,,530,,,general protestors,Protesting Trump's decision to end DACA,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/279342959228393/,,,,
Huntington Beach,Ocean View High School,CA,US,2017-09-07,about 200,200,,200,,,Students,Protesting Trump's decision to end DACA,1,protest; walk-out,0,0,0,0,1,1,http://www.latimes.com/socal/daily-pilot/news/tn-dpt-me-ovhs-protest-20170907-story.html,,,,
Iowa City,Old Capitol Building,IA,US,2017-09-07,nearly 700,700,,700,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.press-citizen.com/story/news/2017/09/07/iowa-city-daca-rally-draws-over-700-people/644386001/,,,,
Minneapolis,University of Minnesota,MN,US,2017-09-07,dozens,24,,24,,,students,"against rape culture and fraternity culture at University of Minnesota, kill rapists",0,protest,0,0,0,0,1,1,https://unicornriot.ninja/2017/minneapolis-residents-march-rape-culture-fraternities/,,,,
New Haven,,CT,US,2017-09-07,,,,,,,general protestors,Rally for cleaner energy,0,rally,0,0,0,0,1,1,http://wtnh.com/2017/09/07/rally-held-in-new-haven-to-protest-new-state-energy-plan/,,,,
Orlando,First Unitarian Universalist Church of Orlando; 1901 E Robinson Street,FL,US,2017-09-07,,,,,,,general protestors,Protesting Trump's decision to end DACA,1,protest ,,,,,1,1,https://actionnetwork.org/events/defend-daca-and-save-tps-5?referrer=&source=indivisible&email_referrer=&can_id=,,,,
San Diego,San Diego State University,CA,US,2017-09-07,more than 100,100,,100,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.kpbs.org/news/2017/sep/07/san-diego-state-students-rally-support-daca/,,,,
San Jacinto,San Jacinto High School,CA,US,2017-09-07,,,,,,,Students,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.pe.com/2017/09/07/video-san-jacinto-high-school-students-rally-in-support-of-daca/,,,,
Star City,Barill Bridge,WV,US,2017-09-07,more than 50,50,,50,,,Laborers,Protesting Morgantown Utility Board's decision to hire out-of-state workers,0,protest,0,0,0,0,1,1,http://www.dominionpost.com/Laborers-protest-MUB-decision-to,,,,
Stony Brook,Stony Brook Universitty,NY,US,2017-09-07,more than 200,200,,200,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://katu.com/news/local/patriot-prayer-group-adds-vancouver-rally-counter-protest-expected-in-portland,,,,
Dallas ,Outside Energy Tranfers HQ,TX,US,2017-09-08,,,,,,,Indigenous Environmental Network,Protesting Dakota Access Pipeline,1,protest,0,0,0,0,1,1,https://docs.google.com/spreadsheets/d/1YiVPa-KTjJd3yLFuRcB1p-PxDoigHbG3rfvOzBZ4Zc4/edit?ts=59a6bd2f#gid=0,,,,
Jackson ,Governor's mansion,MS,US,2017-09-08,dozens,24,,24,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.clarionledger.com/story/news/local/2017/09/08/daca-protest-mississippi-trump-decision/645504001/,,,,
Pittsburg ,Immigrant Park,KS,US,2017-09-08,approximately 300,300,,300,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.morningsun.net/news/20170909/community-gathers-for-daca-rally,,,,
Portland,City Hall,ME,US,2017-09-08,about 400,400,,400,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/09/08/about-150-people-rally-in-portland-to-protest-trump-decision-to-end-protection-for-dreamers/,,,,
Providence,State House,RI,US,2017-09-08,,,,,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.providencejournal.com/news/20170909/providence-march-supports-dreamers-amid-daca-phaseout,,,,
Staunton ,August County Courthouse,VA,US,2017-09-08,about 45,45,,45,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.newsleader.com/story/news/local/2017/09/08/dozens-protest-staunton-over-trumps-daca-decision/648290001/,,,,
Wilmington,Outside union hall,NC,US,2017-09-08,NA,300,,300,,,Union workers,Protesting for full-time jobs they were promised,0,protest,0,0,0,0,1,1,http://www.presstelegram.com/social-affairs/20170908/ilwu-casuals-protest-outside-union-hall-in-wilmington-demanding-more-work-benefits,,,,
Boise,State Capitol,ID,US,2017-09-09,several hundred,200,,200,,,Idaho ACLU,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.ktvb.com/news/politics/rally-for-daca-draws-hundreds-to-statehouse/472778416,,,,
Brooklyn,,NY,US,2017-09-09,hundreds,200,,200,,,Brooklyn Anit-Gentrification Network,Protesting gentrification,0,protest; march,0,0,0,0,1,1,,http://amsterdamnews.com/news/2017/sep/21/protesters-rally-against-gentrification-violence-r/,,,
East Goshen,Route 352,PA,US,2017-09-09,about three dozen,36,,36,,,general protestors,Protesting pipeline,0,protest,0,0,0,0,1,1,http://www.dailylocal.com/general-news/20170909/activists-rally-against-mariner-east-2-pipeline-in-east-goshen,,,,
Georgetown,,DE,US,2017-09-09,more than 100,100,,100,,,Sussex County Republicans,Pro-Trump rally,2,rally,0,0,0,0,1,1,http://www.delawareonline.com/story/news/2017/09/09/president-donald-trump-supporters-rally-georgetown/649661001/,http://www.delawareonline.com/story/news/2017/09/09/president-donald-trump-supporters-rally-georgetown/649661001/,,,
Goshen,Elkhart County ourthouse,IN,US,2017-09-09,,,,,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.goshennews.com/news/local_news/dreamers-supporters-rally-at-elkhart-county-courthouse/article_31a99677-4786-5057-b75b-027db775931d.html,,,,
Hicksville ,Hicksville LIRR station ,NY,US,2017-09-09,more than 100 ,100,,100,,,general protestors,Protesting Trump's decision to end DACA,1,protest; march,0,0,0,0,1,1,http://www.newsday.com/long-island/nassau/march-in-hicksville-protests-trump-decision-to-end-daca-1.14129634,http://www.news12.com/story/36327247/long-islanders-march-against-daca-decision,,,
Idaho Falls,Broadway Bridge,ID,US,2017-09-09,,,,,,,Idaho Falls Progressives,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.localnews8.com/news/local-daca-protest-takes-place/618531514,,,,
Kansas City,,MO,US,2017-09-09,about 5,5,,5,,,Act for America,White Nationalist rally,2,rally,0,0,0,0,1,1,http://www.kshb.com/news/local-news/protests-draw-large-police-presence-in-kansas-city,,,,
Kansas City,,MO,US,2017-09-09,dozens,24,,24,,,general protestors,Counter-protesting,1,protest,0,0,0,0,1,1,http://www.kshb.com/news/local-news/protests-draw-large-police-presence-in-kansas-city,,,,
Long Island,Hicksville Station,NY,US,2017-09-09,scores,40,,40,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.newsday.com/long-island/nassau/march-in-hicksville-protests-trump-decision-to-end-daca-1.14129634,,,,
New York,5th Ave.,NY,US,2017-09-09,a handful,,,,,,Animal Defenders International,Protesting NYFW's use of fur,0,protest,0,0,0,0,1,1,http://www.refinery29.com/2017/09/171527/olivia-palermo-nyfw-banana-republic-fur-protest,,,,
New York,Outside Trump Towers,NY,US,2017-09-09,hundreds,200,,200,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.staradvertiser.com/2017/09/09/breaking-news/hundreds-protest-immigration-order-outside-trump-hotel/,,,,
Oakland,,CA,US,2017-09-09,thousands,2000,,2000,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://thehill.com/latino/349965-watch-daca-rally-draws-thousands-in-oakland,,,,
Ossining,,NY,US,2017-09-09,dozens,24,,24,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://westchester.news12.com/story/36328068/ossining-residents-join-together-to-protest-decision-to-end-daca,,,,
Washington DC,White House,DC,US,2017-09-09,,,,,,,general protestors,Protesting Trump Decision to End DACA,1,protest,0,0,0,0,1,1,http://www.rallylist.com/support-dreamers-support-daca-rally-dc-9-9-17/,http://ww.hendersondispatch.com/news/henderson-collegiate-students-staff-take-part-in-daca-protest-in/article_fccfc4e9-2d35-5579-a9dc-97d52628698d.html\,,,
Boone County,Boone County Courthouse,IL,US,2017-09-10,about 200,200,,200,,,CoMo for Progress,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,https://www.columbiamissourian.com/news/local/with-uncertain-future-daca-recipients-speak-out-at-demonstration/article_c0ab0eb4-966a-11e7-9625-b319664c94a8.html,,,,
Boulder,,CO,US,2017-09-10,,,,,,,Boulder County Protestors,Protesting fracking,0,protest,0,0,0,0,1,1,http://www.kansas.com/news/business/article172978566.html,,,,
Bowling Green ,Wooster Green; 120 S. Church Street,OH,US,2017-09-10,FB: 26,26,,26,,,La Conexion Immigrant Solidarity Committee,Protesting Trump's decision to end DACA,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/349426388843074/?acontext=%7B%22source%22%3A5%2C%22page_id_source%22%3A1349281941836637%2C%22action_history%22%3A[%7B%22surface%22%3A%22page%22%2C%22mechanism%22%3A%22main_list%22%2C%22extra_data%22%3A%22%7B%5C%22page_id%5C%22%3A1349281941836637%2C%5C%22tour_id%5C%22%3Anull%7D%22%7D]%2C%22has_source%22%3Atrue%7D,,,,
Dubuque ,Town Clock; 25 Main Street ,IA,US,2017-09-10,FB: 79; more than 80 ,79,,81,,,Inclusive Dubuque; Indivisible Dubuque,Protesting Trump's decision to end DACA,1,rally,0,0,0,0,1,1,http://www.telegraphherald.com/news/tri-state/article_e68c6af8-bcfa-543d-9fbf-69fb483c40ed.html,http://www.telegraphherald.com/image_5aee3a76-318f-51e1-837d-5d75edf4cd14.html,https://www.facebook.com/events/141393053131633/,https://actionnetwork.org/events/daca-rally-dubuque?referrer=&source=indivisible&email_referrer=&can_id=,
Las Vegas,Down the LV Strip,NV,US,2017-09-10,hundreds,200,,200,,,general protestors,Protesting Trump's decision to end DACA,1,protest; march,0,0,0,0,1,1,http://news3lv.com/news/local/banjo-rally-for-immigrant-program-begins-outside-trump-international-hotel,https://www.reviewjournal.com/news/politics-and-government/hundreds-of-daca-supporters-rally-in-march-on-las-vegas-strip/,,,
Long Beach,,CA,US,2017-09-10,more than 300,300,,300,,,Cambodian-Americans,Protesting leader of Cambodia,0,protest,0,0,0,0,1,1,http://www.latimes.com/local/lanow/la-me-ln-cambodian-protest-20170910-story.html,,,,
Los Angeles,Macarthur Park,CA,US,2017-09-10,hundreds ,200,,200,,,general protestors,Protesting Trump's decision to end DACA; Protesting the wall ,1,rally,0,0,0,0,1,1,http://www.latimes.com/local/lanow/la-me-ln-daca-march-20170909-story.html,http://www.nbclosangeles.com/news/local/Hundreds-Rally-in-MacArthur-Park-in-Support-of-DACA-443643453.html,,,
