CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
St. Paul,State Capitol,Ramsey,MN,US,2019-03-21,,,,,,,OutFront Minnesota,Civil Rights; Pro-LGBTQ,1,rally,0,0,0,0,0,1,https://apnews.com/12080a4794f046e1a485f4048cd7956f,,,20796
Summerville,Chattooga High School,Chattooga,GA,US,2019-03-21,about 600,600,,600,,,students,Education; Against schedule change,0,walkout,0,0,0,0,1,1,https://www.timesfreepress.com/news/breakingnews/story/2019/mar/21/chattooga-high-students-walk-out-protest-5-days-week/491044/,,,20785
Victoria,F.W. Gross Elementary School,Victoria,TX,US,2019-03-21,about 30,30,,30,,,general protestors,Education; Against closure/relocation,0,protest,0,0,0,0,1,1,https://www.victoriaadvocate.com/news/visd-families-prepare-to-protest-possible-school-closings/article_4123f686-4b51-11e9-bbdb-cf6e44ae1d7d.html,,,20788
Decorah,Decorah High School,Winneshiek,IA,US,2019-03-22,,,,,,,students,Against climate change; Environment,1,,,,,,,1,http://www.decorahnews.com/news-stories/2019/03/21846.html,,,20825
Linda Vista,,San Diego,CA,US,2019-03-22,,,,,,,general protestors,Against sexual/domestic violence; Other,0,rally,0,0,0,0,1,1,https://www.10news.com/news/local-news/sex-crime-survivors-protest-release-of-alan-earl-james,,,20815
Pittsburgh,East Liberty,Allegheny,PA,US,2019-03-22,about 400,400,,400,,,general protestors,Civil Rights; For greater accountability; For racial justice; Police; For criminal justice reform,1,protest,0,0,0,0,1,1,https://www.pghcitypaper.com/pittsburgh/hundreds-protest-following-not-guilty-verdict-of-antwon-rose-shooter-michael-rosfeld/Content?oid=14263600,,,20822
Portland,Benson Polytechnic High School,Multnomah,OR,US,2019-03-22,about 100,100,,100,,,students,Education; Against curriculum changes,0,walkout,0,0,0,0,1,1,https://www.kgw.com/article/news/benson-hs-students-walk-out-of-class-to-protest-cutting-school-programs/283-6264bd47-299e-4705-9387-c9f9fea7396e,,,20803
Rockville Centre,Sen. Todd Kaminsky's Office,Nassau,NY,US,2019-03-22,,,,,,,general protestors,Other; Against marijuana,0,rally,0,0,0,0,1,1,http://longisland.news12.com/story/40180534/rockville-centre-rally-rejects-legal-marijuana-in-ny,,,20806
Springfield,Capitol,Sangamon,IL,US,2019-03-22,hundreds,200,,200,,,Crusaders for Life,Against abortion rights; Civil Rights,2,march,0,0,0,0,1,1,http://foxillinois.com/news/local/hundreds-of-pro-life-supporters-rally-at-the-capitol-for-second-time-this-week-03-23-2019,,,20814
Springfield,Capitol,Sangamon,IL,US,2019-03-22,,,,,,,general protestors,Other; Against tax,0,protest,0,0,0,0,0,1,https://www.wcia.com/news/capitol-news/stormy-daniels-visits-illinois-capitol-to-protest-pole-tax/1870102718,,,20819
Worcester,Main St (University Park to City Hall),Worcestershire,MA,US,2019-03-22,about 50,50,,50,,,Movimiento Cosecha,Immigration; For compassionate immigration,1,march,0,0,0,0,1,1,https://www.worcestermag.com/news/20190322/watch-immigrant-march-in-worcester-for-drivers-license-legislation,,,20809
Anchorage,Piper Street,Anchorage,AK,US,2019-03-23,roughly 100,100,,100,,,general protestors,Collective Bargaining; Against privatization,0,protest,0,0,0,0,1,1,https://www.adn.com/politics/2019/03/24/my-job-is-not-for-sale-opponents-of-api-privatization-rally-against-no-bid-contract/,,,20824
Brighton,,Suffolk,MA,US,2019-03-23,,,,,,,Movimiento Cosecha,Immigration; For compassionate immigration,1,march,0,0,0,0,1,1,https://www.worcestermag.com/news/20190322/watch-immigrant-march-in-worcester-for-drivers-license-legislation,,,20810
Chardon,Chardon Square,Geauga,OH,US,2019-03-23,more than 20,20,,20,,,Cleveland Animal Save,For animal welfare; Other,0,protest,0,0,0,0,1,1,https://www.news-herald.com/news/geauga-county/no-incidents-reported-during-anti-coyote-hunt-protest-in-chardon/article_caa45930-4f13-11e9-a834-e7a9b0afda3f.html,,,20794
Chardon,Chardon Square,Geauga,OH,US,2019-03-23,,,,,,,Cleveland Animal Save,Other; Against animal welfare; Counter protest,0,protest,0,0,0,0,0,1,https://www.news-herald.com/news/geauga-county/no-incidents-reported-during-anti-coyote-hunt-protest-in-chardon/article_caa45930-4f13-11e9-a834-e7a9b0afda3f.html,,,20840
Moses Lake,Lake City Foursquare Church,Grant,WA,US,2019-03-23,,,,,,,general protestors,Other; For redistricting,0,rally,0,0,0,0,1,1,http://www.ifiberone.com/columbia_basin/liberty-state-rally-to-be-held-in-grant-county-this/article_a3584a12-3ca3-11e9-9828-5b1d695bdfdc.html,,,
New York,Trump Tower,,NY,US,2019-03-23,couple hundred,200,,200,,,general protesters,"for President Trump, for patriotism, against socialism, against Democrats, against Mueller probe",2,rally; march,0,0,0,0,1,1,https://twitter.com/FordFischer/status/1109479369968402432,,,feat. Brandon Stralka and Jovi Val (who was booted for holding Confederate flag and claiming Trump puts Israel first) and apparently organized by George Santos
Oklahoma City,Capitol,Oklahoma,OK,US,2019-03-23,dozens,24,,24,,,March for Our Lives,Guns; For greater gun control; March for Our Lives,1,rally,0,0,0,0,1,1,https://newsok.com/article/5626766/oklahoma-youth-call-for-gun-reform-at-capitol-rally,https://www.oklahoman.com/students-plan-rally-against-gun-violence/article/5626345,,20783
Philadelphia,Rittenhouse Square,Philadelphia,PA,US,2019-03-23,more than 100,100,,100,,,general protestors,Civil Rights; For racial justice; For greater accountability; Police,1,protest,0,0,0,0,1,1,https://www.philly.com/news/antwon-rose-philadelphia-rally-pittsburgh-police-shooting-20190324.html,,,20827
Pittsburgh,Allegheny County Courthouse,Allegheny,PA,US,2019-03-23,about 100,100,,100,,,general protestors,Civil Rights; For racial justice; For greater accountability; Police,1,protest,0,0,0,0,1,1,https://www.arkansasonline.com/news/2019/mar/23/shots-fired-office-acquitted-officers-lawyer-hundr/,,,20823
Providence,State Capitol,Providence,RI,US,2019-03-23,more than 100,100,,100,,,March for Our Lives Rhode Island,Guns; For greater gun control; March for Our Lives,0,rally,0,0,0,0,1,1,https://apnews.com/52acf3968d224c2bb47418373ba85aa4,,,20832
Salem,Capitol,Marion,OR,US,2019-03-23,roughly 2000,2000,,2000,,,Radian Weapons; Noveske Rifleworks,Against greater gun control; Guns,2,rally,0,0,0,0,1,1,https://www.statesmanjournal.com/story/news/local/mid-valley/2019/03/23/oregon-gun-laws-the-sceond-amendment-rally-capitol/3251079002/,,,20778
Shreveport,Caddo Parish School Board,Cadddo Parish,LA,US,2019-03-23,,,,,,,Unity Education 360,Education; Against punishment; Against systemic underfunding,0,rally,0,0,0,0,1,1,https://www.ktbs.com/community/community-holds-education-rally-to-voice-concerns-with-caddo-parish/article_e129905e-4ddc-11e9-bb7f-a7c35bc22796.html,,,20828
Somerville,Stop & Shop,Middlesex ,MA,US,2019-03-23,,,,,,,United Food and Commercial Workers Union,Collective Bargaining; For better compensation,0,rally; march,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2019/03/23/protesters-backing-workers-stop-shop-contract-talks-rally-somerville-store/osMkaDwVAv60JanayXiX3H/story.html,,,20821
St. Louis,Planned Parenthood,St. Louis,MO,US,2019-03-23,hundreds,200,,200,,,Crusaders for Life,Against abortion rights; Civil Rights,2,march,0,0,0,0,1,1,https://www.stltoday.com/news/local/protesters-march-against-abortion-through-st-louis/article_ae35bdf6-87b5-5952-a68f-6f8f9b3b58c6.html,,,20818
Stroudsburg,Courthouse Square,Monroe,PA,US,2019-03-23,,,,,,,general protestors,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,https://www.poconorecord.com/news/20190323/community-rallies-in-solidarity-with-christchurch-victims,,,20826
West Palm Beach,Royal Park Bridge,Palm Beach,FL,US,2019-03-23,approximately 8-10,8,,10,,,general protestors,Guns; Against greater gun control,2,protest,0,0,0,0,1,1,https://www.wptv.com/news/region-c-palm-beach-county/west-palm-beach/open-carry-demonstration-held-on-royal-park-bridge,,,20918
Woodland Hills,Hilton,Los Angeles,CA,US,2019-03-23,hundreds,200,,200,,,general protestors,Legislative; Against congressional representative; Against invited speaker; International; For Israel,2,rally,0,0,0,0,1,1,http://www.dailynews.com/protests-expected-as-rep-ilhan-omar-makes-san-fernando-valley-appearance,,,20830
Woodland Hills,Hilton,Los Angeles,CA,US,2019-03-23,count vid,24,,24,,,general protestors,Legislative; For congressional representative; Counter protest,1,rally,0,0,0,0,0,1,http://www.dailynews.com/protests-expected-as-rep-ilhan-omar-makes-san-fernando-valley-appearance,,,20831
Bloomington,Islamic Center of Bloomington,Monroe,IN,US,2019-03-24,,,,,,,general protestors,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,https://www.hoosiertimes.com/herald_times_online/news/local/moving-forward-in-unity-community-rallies-to-remember-christchurch-victims/article_501dd6a6-cb2c-5e96-a90f-794be934c15b.html,,,20852
Los Angeles,Woodland Hills Hilton,Los Angeles,CA,US,2019-03-24,some 400,400,,400,,,CAIR-LA.,Civil Rights; pro muslim; anti discrimination,1,rally,0,0,0,0,1,1,https://www.dailynews.com/2019/03/24/greeted-by-protests-rep-ilhan-omar-tells-la-area-muslims-to-raise-hell-in-face-of-human-rights-violations/,,,
Los Angeles,Outside Woodland Hills Hotel,Los Angeles,CA,US,2019-03-24,at least 1000,1000,,1000,,,general protestors,anti Ilhan Omar,2,counter-protest,0,0,0,0,0,1,https://www.dailynews.com/2019/03/24/greeted-by-protests-rep-ilhan-omar-tells-la-area-muslims-to-raise-hell-in-face-of-human-rights-violations/,,,
Louisville,Cathedral of the Assumption,Jefferson,KY,US,2019-03-24,,,,,,,Catholics for Fairness,Civil Rights; Pro-LGBTQ,1,march,0,0,0,0,1,1,https://www.courier-journal.com/story/news/local/2019/03/24/ex-catholic-school-counselor-joins-fairness-campaign-march/3245642002/,,,20834
New York,Times Square,New York,NY,US,2019-03-24,more than 350,350,,350,,,Islamic Leadership Council of New York,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,https://www.amny.com/news/rally-new-zealand-islamophobia-1.28920389,,,20853
Philadelphia,LOVE Park,Philadelphia ,PA,US,2019-03-24,,,,,,,March for Our Lives,Guns; For greater gun control; March for Our Lives,1,rally,0,0,0,0,1,1,https://www.philly.com/news/philadelphia/march-for-our-lives-rally-to-remember-parkland-shooting-philadelphia-20190323.html,,,20820
Reading,City Park,Berks,PA,US,2019-03-24,dozens,24,,24,,,"Juventud en Camino; Make the Road Pennsylvania; SOIL, etc.",For greater gun control; Guns; March for Our Lives,1,rally,0,0,0,0,1,1,https://www.readingeagle.com/news/article/rise-up-reading-rally-calls-for-end-to-gun-violence,,,20833
Roswell,Cielo Grande Recreation Area,Chaves,NM,US,2019-03-24,,,,,,,Active Heroes,Other; For veteran services,2,march,0,0,0,0,1,1,https://www.rdrnews.com/2019/03/18/rucksack-march-planned-to-support-veterans/,,,20760
Springfield,Court Square,Hampden,MA,US,2019-03-24,about 75,75,,75,,,Pioneer Valley Workers Center,Immigration; For compassionate immigration,1,rally,0,0,0,0,1,1,https://www.masslive.com/news/2019/03/springfield-rally-calls-for-change-in-law-to-allow-undocumented-residents-to-drive-legally.html,,,20811
Tacoma,Tacoma Dome,Pierce ,WA,US,2019-03-24,,,,,,,IATSE ,Collective Bargaining; For worker rights,0,protest,0,0,0,0,1,1,https://www.thenewstribune.com/news/local/article228287169.html,,,20808
Washington,White House,DC,DC,US,2019-03-24,,,,,,,Al-Awda; Students for Justice in Palestine; etc.,International; For Palestine; Israel,1,rally,0,0,0,0,1,1,https://www.aljazeera.com/news/2019/03/rights-groups-rally-aipac-white-house-190324194652174.html,,,20844
Wilkes-Barre,Public Square,Luzerne ,PA,US,2019-03-24,more than 200,200,,200,,,general protestors,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,https://www.timesleader.com/news/737679/interfaith-rally-draws-respectful-crowd-to-public-square,,,20800
Bethlehem,Lehigh University,Northampton ,PA,US,2019-03-25,nearly 100 ,100,,100,,,Lehigh University students and staff,Against sexual/domestic violence; Other,0,protest,0,0,0,0,1,1,https://www.mcall.com/news/education/mc-nws-lehigh-protest-peterson-misconduct-case-20190325-story.html,,,20842
Braintree,Washington Street,Norfolk,MA,US,2019-03-25,NA,50,,50,,,general protestors,Other; Against zoning,0,protest,0,0,0,0,1,1,https://www.patriotledger.com/news/20190325/residents-protest-braintree-zoning-changes-ahead-of-planning-meeting,,,20846
Charlotte,Burger King,Mecklenburg ,NC,US,2019-03-25,,,,,,,general protestors,Civil Rights; For greater accountability; Police,1,protest,0,0,0,0,1,1,https://www.charlotteobserver.com/news/article228373559.html,,,20841
Charlottesville,,Albemarle ,VA,US,2019-03-25,more than 100,100,,100,,,Charlottesville High School Black Student Union ,To address racism ,0,walkout ,0,0,0,0,1,1,https://www.vox.com/identities/2019/4/2/18287053/student-protest-charlottesville-fieldston-racism-inequality,https://twitter.com/ZyahnaB/status/1109968830980345859/photo/1?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1109968830980345859&ref_url=https%3A%2F%2Fwww.vox.com%2Fidentities%2F2019%2F4%2F2%2F18287053%2Fstudent-protest-charlottesville-fieldston-racism-inequality,,
Colorado Springs,Clear Spring Ranch Landfill,El Paso ,CO,US,2019-03-25,,,,,,,Sierra Club,Environment; Water; Against hazardous conditions,0,protest,0,0,0,0,1,1,https://www.fox21news.com/news/local/colorado-spring-utilities-disputes-protesters-argument-about-drinking-water-contamination/1877249725,,,20861
Dallas,City Hall,Dallas,TX,US,2019-03-25,,,,,,,general protestors,Civil Rights; For racial justice; For greater accountability; Police,1,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/crime/2019/03/26/life-important-black-clergy-leaders-allies-rally-around-victim-deep-ellum-case,,,20859
El Cajon,El Cajon Valley High School,San Diego ,CA,US,2019-03-25,,,,,,,general protestors,Civil Rights; Anti-LGBTQ,2,protest,,,,,1,1,http://www.cbs8.com/story/40191511/westboro-baptist-church-met-by-counter-protesters-at-san-diego-schools,,,20847
El Cajon,El Cajon Valley High School,San Diego ,CA,US,2019-03-25,,,,,,,general protestors,Civil Rights; Counter protest; Pro-LGBTQ,1,protest,,,,,0,1,http://www.cbs8.com/story/40191511/westboro-baptist-church-met-by-counter-protesters-at-san-diego-schools,,,20850
Honolulu,State Capitol,Honolulu ,HI,US,2019-03-25,,,,,,,general protestors,Healthcare; For senior services,0,rally,0,0,0,0,1,1,https://www.khon2.com/news/local-news/advocates-rally-to-support-funding-for-kupuna-caregivers-program/1877001389,,,20869
Huntington,City Hall,Cabell ,WV,US,2019-03-25,count pic,5,,5,,,AFSCME Local 598,Collective Bargaining; For better compensation,0,rally,0,0,0,0,1,1,https://www.herald-dispatch.com/news/public-works-union-members-hold-rally/article_18c91dc0-4f6f-11e9-ba99-e746eb0dc1c6.html,,,20862
Iberia Parish,City Park,New Iberia ,LA,US,2019-03-25,,,,,,,general protestors,For better compensation; Collective Bargaining,0,march,0,0,0,0,1,1,https://www.klfy.com/news/local/iberia-parish-educators-march-to-support-public-education-before-lawmakers-head-back-to-baton-rouge/1876607812,,,20845
Pittsburgh,Downtown,Allegheny ,PA,US,2019-03-25,more than 1000,1000,,1000,,,general protestors,Civil Rights; For racial justice; For greater accountability; Police,1,march; protest,0,0,0,0,1,1,https://www.pghcitypaper.com/pittsburgh/more-than-a-thousand-march-in-student-led-protest-calling-for-justice-for-antwon-rose-ii/Content?oid=14305368,,,20838
Redondo Beach,,Los Angeles,CA,US,2019-03-25,NA,200,,200,,,Lyft drivers,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sfchronicle.com/business/article/Lyft-drivers-protest-exposes-ride-hailing-13715265.php,,,20855
Salt Lake City,Capitol,Salt Lake ,UT,US,2019-03-25,,,,,,,general protestors,Environment; For wilderness preservation,0,rally,0,0,0,0,1,1,https://www.abc4.com/news/local-news/utah-students-rally-to-end-sale-of-blm-lands/1876794985,,,20851
San Diego,,San Diego ,CA,US,2019-03-25,,,,,,,Lyft drivers,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sfchronicle.com/business/article/Lyft-drivers-protest-exposes-ride-hailing-13715265.php,,,20856
San Francisco,Omni Hotel,San Francisco,CA,US,2019-03-25,about 60,60,,60,,,Lyft drivers,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sfchronicle.com/business/article/Lyft-drivers-protest-exposes-ride-hailing-13715265.php,,,20854
Spring Valley,Monte Vista High School,San Diego ,CA,US,2019-03-25,,,,,,,gemeral protestors,Civil Rights; Anti-LGBTQ,2,protest,,,,,1,1,http://www.cbs8.com/story/40191511/westboro-baptist-church-met-by-counter-protesters-at-san-diego-schools,,,20848
Spring Valley,Monte Vista High School,San Diego ,CA,US,2019-03-25,,,,,,,general protestors,Civil Rights; Counter protest; Pro-LGBTQ,1,protest,,,,,0,1,http://www.cbs8.com/story/40191511/westboro-baptist-church-met-by-counter-protesters-at-san-diego-schools,,,20849
Yonkers,,Westchester ,NY,US,2019-03-25,Hundreds,200,,200,,,general protestors,Education; Against budget,0,rally,0,0,0,0,1,1,http://westchester.news12.com/story/40191689/hundreds-rally-for-more-yonkers-schools-funding-before-budget-passes,,,20837
Anchorage,49th State Brewing Company,Anchorage ,AK,US,2019-03-26,about 300,300,,300,,,general protestors,Executive; Against state executive; Against budget,0,rally,0,0,0,0,1,1,https://www.adn.com/alaska-news/anchorage/2019/03/27/hundreds-rally-outside-gov-dunleavys-budget-event-in-anchorage/,,,20887
Columbia,State House,Richland ,SC,US,2019-03-26,,,,,,,general protestors,Civil Rights; For disability rights,0,rally,0,0,0,0,1,1,http://www.wistv.com/2019/03/26/th-annual-end-r-word-special-olympics-rally-held-sc-statehouse-tuesday/,,,20858
Columbia,Office of US Senator Lindsey Graham,Richland ,SC,US,2019-03-26,count pic,6,,6,,,Indivisible Midlands,Legislative; For greater transparency; Against congressional representative; Against president,1,protest,0,0,0,0,0,1,https://www.thestate.com/news/politics-government/article228438854.html,,,20863
Hartford,Federal Building,Hartoford ,CT,US,2019-03-26,,,,,,,general protestors,Immigration; For compassionate immigration,1,protest,0,0,0,0,1,1,https://fox61.com/2019/03/26/fox61-exclusive-deportation-rally-held-in-hartford-after-mother-was-detained-by-ice/,,,20877
New York,Bronx Housing Court,Bronx,NY,US,2019-03-26,a couple dozen,24,,24,,,tenants of 3425 Gates Place,Other; For rent control,0,protest,0,0,0,0,1,1,https://www.amny.com/real-estate/rent-regulation-legislation-1.28997764,,,20868
Santa Monica,City Hall,Los Angeles,CA,US,2019-03-26,,,,,,,UNITE HERE Local 11,Against sexual/domestic violence; Other,0,rally,0,0,0,0,1,1,https://www.smdp.com/hotel-workers-rally-for-enhanced-protections/173807,,,20894
Springfield,State Capitol,Sangamon ,IL,US,2019-03-26,over 400,400,,400,,,general protestors,Collective Bargaining; For better compensation; Healthcare; For senior services,0,rally,0,0,0,0,1,1,http://newschannel20.com/news/local/over-400-caregivers-seniors-rally-for-the-community-care-program,,,20857
Staten Island,College of Staten Island,Richmond ,NY,US,2019-03-26,,,,,,,CSI Professional Staff Congress Union,Collective Bargaining; For better compensation,0,rally,0,0,0,0,1,1,https://www.silive.com/news/2019/03/csi-professors-rally-for-higher-wages-more-funding.html,,,20883
Tallahassee,Capitol,Leon ,FL,US,2019-03-26,more than 300,300,,300,,,general protestors,Immigration; For compassionate immigration,1,rally,0,0,0,0,1,1,https://www.tallahassee.com/story/news/2019/03/26/hundreds-rally-capitol-advocate-immigrants/3277874002/,,,20870
Topeka,Capitol,Shawnee,KS,US,2019-03-26,a chunk of 700,700,,700,,,Interhab,Healthcare; For greater funding,0,rally,0,0,0,0,1,1,https://www.cjonline.com/news/20190326/disability-advocates-rally-at-capitol-for-funding-of-community-based-services,,,20867
Trenton,New Jersey State House; Governor's temporary office; Trenton WWII Memorial,Mercer,NJ,US,2019-03-26,about 400,400,,400,,,general protestors,Executive; Against state executive,0,march; protest,0,0,0,0,1,1,http://newjersey.news12.com/story/40198769/hundreds-descend-on-trenton-for-march-against-murphy-protest,,,20866
Vancouver,Esther Short Park,Clark,WA,US,2019-03-26,dozens,24,,24,,,Change the Gray Street Outreach,Civil Rights; For greater accountability; For racial justice; Police,1,march; protest,0,0,0,0,1,1,https://www.columbian.com/news/2019/mar/26/dozens-march-in-downtown-vancouver-in-response-to-police-shootings/,,,20885
Washington,Supreme Court,DC,DC,US,2019-03-26,hundreds,200,,200,,,Common Cause; League of Women Voters,Civil Rights; Voting; For redistricting,0,rally,0,0,0,0,1,1,https://www.stardem.com/news/state_news/md-voters-rally-to-support-fairer-redistricting-process/article_d664f2f5-c9c0-5691-b16f-ef23875c0faf.html,,,20860
Atlanta,University of Georgia,Fulton ,GA,US,2019-03-27,about 50,50,,50,,,general protestors,Civil Rights; For abortion rights,1,protest,0,0,0,0,1,1,https://www.redandblack.com/athensnews/as-heartbeat-bill-flies-through-georgia-legislature-uga-students-protest/article_16a08954-50fd-11e9-b7fd-8736945df9c7.html,,,20892
Ayer,Main St,Middlesex ,MA,US,2019-03-27,,,,,,,Massachusetts Nurses Association,Collective Bargaining; For better compensation,0,protest ,0,0,0,0,1,1,http://www.lowellsun.com/news/ci_32543721/nvmc-nurses-rally-against-wage-disparity,,,20915
Boise,Milwaukee Ave and Northview St,Ada,ID,US,2019-03-27,about 50,50,,50,,,Idaho Walk Bike Alliance,Other; Against hazardous conditions; Transportation,0,protest; walk,0,0,0,0,1,1,https://www.idahostatesman.com/news/local/article228450019.html,,,20907
Boston,State House,Suffolk,MA,US,2019-03-27,a half dozen,6,,6,,,Unchained at Last,Other; Against child marriage,0,protest,0,0,0,0,1,1,https://www.wwlp.com/news/state-politics/women-wear-wedding-gowns-at-state-house-event-to-protest-child-marriage/1881367523,,,20879
Boston,Dudley Square,Suffolk,MA,US,2019-03-27,more than 100,100,,100,,,general protestors,Against budget; Education,0,march; protest,0,0,0,0,0,1,https://www.bostonglobe.com/metro/2019/03/27/kids-parents-protest-special-cuts-boston-school-budget-plan/3AMojloH8a8a6MtK5SwyaP/story.html,,,20901
Bowling Green,Western Kentucky University,Warren,KY,US,2019-03-27,about a dozen,12,,12,,,Potter College students,Against firing/reassignment; Education,0,protest,0,0,0,0,1,1,https://www.bgdailynews.com/news/wku-dean-says-abrupt-resignation-a-mutual-decision-students-protest/article_c656bf20-082b-5a73-adb1-e3dbcbf058e8.html,,,20899
Charlotte,Northwest School of the Arts,Mecklenburg,NC,US,2019-03-27,about 100,100,,100,,,general protestors,Civil Rights; For racial justice; For greater accountability; Police,1,walkout; protest,0,0,0,0,1,1,https://www.wcnc.com/article/news/students-walk-out-to-protest-officer-involved-shooting/275-dde8d7ea-afcc-40ac-a886-13a1c2e24615,,,20872
Cleveland,E. 4th Street (Mabel's BBQ; Lola) ,Cuyahoga,OH,US,2019-03-27,nearly two dozen,24,,24,,,Unite Here! Hospitality Workers Union Local 24,Collective Bargaining; For unionization,0,protest,0,0,0,0,1,1,https://www.cleveland.com/news/2019/03/unite-here-hospitality-workers-union-local-24-rally-in-downtown-cleveland-in-support-of-las-vegas-workers.html,,,20874
Harrisburg,Capitol Rotunda,Dauphin,PA,US,2019-03-27,hundreds,100,,100,,,general protestors,Education; For free tuition,0,rally,0,0,0,0,1,1,https://triblive.com/news/pennsylvania/pa-students-to-rally-for-free-tuition/,,,20864
Hartford,Federal Building,Hartford,CT,US,2019-03-27,,,,,,,general protestors,For compassionate immigration; Immigration,1,protest,0,0,0,0,1,1,https://www.wtnh.com/news/connecticut/hartford/activists-to-rally-for-hartford-mother-in-ice-custody-facing-deportation/1879902344,,,20878
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-03-27,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,
Menomonee Falls,Menomonee Falls Harley Davidson Plant,Waukesha,WI,US,2019-03-27,,,,,,,United Steelworkers of America Local 2-209,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.jsonline.com/story/money/2019/03/27/harley-davidson-employees-stage-protests-days-before-contract-expires/3286061002/,,,20873
Springfield,Statehouse,Sangamon,IL,US,2019-03-27,NA,8000,,8000,,,general protestors,Guns; Against greater gun control,2,march ,0,0,0,0,1,1,http://newschannel20.com/news/local/nearly-8000-gun-owners-rally-for-rights-in-springfield,,,20871
Springfield,I-44,Laclede ,MO,US,2019-03-27,dozens,24,,24,,,Black Smoke Matters,Other; Against monitoring; Transportation,0,slow-roll,0,0,0,0,0,1,https://www.joplinglobe.com/news/local_news/area-truckers-plan-slow-roll-protest-on-i/article_2ce147a3-ff67-50e9-a9e5-1a3552ce2ab1.html,,,20881
St. Louis,I-44,St. Louis,MO,US,2019-03-27,,,,,,,Black Smoke Matters,Other; Against monitoring; Transportation,0,slow-roll,0,0,0,0,1,1,https://www.joplinglobe.com/news/local_news/area-truckers-plan-slow-roll-protest-on-i/article_2ce147a3-ff67-50e9-a9e5-1a3552ce2ab1.html,,,20882
Topeka,State Capitol,Shawnee,KS,US,2019-03-27,,,,,,,general protestors,For expanding coverage; Healthcare,0,hanging of banners,0,0,0,0,1,1,https://www.ksn.com/news/capitol-bureau/kansas-statehouse-banners-protest-lack-of-medicaid-expansion/1880636193,,,20880
West Hartford,Outside Town Hall,Hartford,CT,US,2019-03-27,,,,,,,"Women's March CT; We March On; True Colors, Inc",Civil RIghts; Pro LGBTQ,1,Protest,0,0,0,0,1,1,https://www.facebook.com/events/1451170381686152/,,,
Albany,State Capitol,Albany,NY,US,2019-03-28,around 200,200,,200,,,"Drug Policy Alliance, VOCAL-NY",For marijuana; Other,0,rally,0,0,0,0,1,1,https://www.northcountrypublicradio.org/news/story/38342/20190328/supporters-of-legalized-marijuana-rally-at-the-capitol,,,20898
Albany,State Capitol,Albany,NY,US,2019-03-28,NA,50,,50,,,parents,Education; Against budget,0,rally,0,0,0,0,0,1,http://westchester.news12.com/story/40212309/ossining-parents-rally-in-final-plea-for-more-school-funding,,,20900
Austin,Capitol,Travis ,TX,US,2019-03-28,more than 300,300,,300,,,Texans for Vaccine Choice,Other; Against vaccines,0,rally,0,0,0,0,1,1,https://www.houstonchronicle.com/news/politics/texas/article/Parents-call-the-shots-Group-rallies-to-13725104.php,,,20912
DeKalb,NIU’s Holmes Student Center,DeKalb,IL,US,2019-03-28,,,,,,,general protestors,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,https://www.daily-chronicle.com/2019/03/28/dekalb-community-rallies-together-to-mourn-christchurch-shooting-victims/a8hxy60/,,,20909
Fairbanks,Westmark Hotel,Fairbanks North Star ,AK,US,2019-03-28,over 400,400,,400,,,general protestors,Against budget; Other,0,protest,0,0,0,0,1,1,http://www.newsminer.com/news/alaska_news/dunleavy-budget-blowback-panel-discussion-draws-hundreds-mostly-protesters/article_64e9613e-51f8-11e9-bea8-5f73364744cb.html,,,20919
Grand Rapids,Rosa Parks Circle,Kent ,MI,US,2019-03-28,hundreds,200,,200,,,Michigan Democratic Party,Against president; Executive,1,protest,0,0,0,0,1,1,https://fox17online.com/2019/03/28/trump-protestors-gather-at-rosa-parks-circle/,,,20779
Grand Rapids,Fulton St next to line for Trump rally,Kent ,MI,US,2019-03-28,a couple hundred,200,,200,,,general protestors,Against president; Executive,1,protest,0,0,0,0,0,1,https://www.hollandsentinel.com/news/20190328/thousands-line-up-early-for-grand-rapids-trump-rally,,,20891
