CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Ridgefield,Town Hall,Fairfield,CT,US,2019-02-23,around 200,200,,200,,,general protestors,Education; Against redistricting; Against state congressional representative,0,protest,0,0,0,0,1,1,https://www.theridgefieldpress.com/135575-hands-off-our-schools-rally-draws-big-crowd-to-ridgefield/,,,,,,,
Sacramento,Claim Jumper Restaurant,Sacramento,CA,US,2019-02-23,about 15,15,,15,,,general protestors,Immigration; Against border wall,1,protest,1,0,0,0,1,1,https://www.sacbee.com/news/local/crime/article226709009.html,,,,,,,
Savannah,Ellis Square,Chatham,GA,US,2019-02-23,count pic,15,,15,,,general protestors,For animal welfare; Other,0,protest,0,0,0,0,1,1,https://www.savannahnow.com/news/20190223/citizens-hold-protest-to-raise-awareness-of-animal-mistreatement-call-for-ban-of-horse-drawn-carriages-in-savannah,,,,,,,
St. Paul,Capitol  ,Ramsey,MN,US,2019-02-23,hundreds,200,,200,,,Minnesota Gun Owners Caucus,Guns; Against greater gun control,2,protest,0,0,0,0,1,1,http://www.startribune.com/hundreds-rally-at-minnesota-capitol-against-proposed-gun-control-laws/506270302/,,,,,,,
Stamford,corner of White and Wildman streets,,CT,US,2019-02-23,approximately 100,100,,100,,,No Tolls CT,Other; Transportation; Against fees,0,protest,0,0,0,0,1,1,https://www.newstimes.com/local/article/No-Tolls-CT-to-host-rally-in-Danbury-13643963.php,,,,,,,
Tuscon,Tuscon Peace Fair,Pima,AZ,US,2019-02-23,count pic,20,,20,,,"Alliance for Global Justice, Pima County Green Party, DSA Tucson, ISO, and International Marxist Tendency",International; Against US intervention; Venezuela,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/24/hands-venezuela-rally-tucson,,,,,,,
Weston,Cypress Bay High School,Broward,FL,US,2019-02-23,more than 600,600,,600,,,general protestors,Against foreign government; International; Venezuela,1,protest,0,0,0,0,1,1,https://www.sun-sentinel.com/local/broward/fl-ne-weston-venezuela-rally-20190223-story.html,,,,,,,
Louisville,Big Four Bridge,Jefferson ,KY,US,2019-02-24,,,,,,,Kentucky Interfaith Task Force,International; Against US intervention; Venezuela,1,protest,0,0,0,0,1,1,https://www.wdrb.com/news/louisville-activists-rally-in-opposition-to-us-intervention-in-venezuela/video_1938d7af-87db-5140-8d59-aa3052525bdf.html,,,,,,,
Louisville,Big Four Bridge,Jefferson ,KY,US,2019-02-24,,,,,,,general protestors,International; Venezuela; For US intervention; Counter protest,2,protest,0,0,0,0,0,1,https://www.wdrb.com/news/louisville-activists-rally-in-opposition-to-us-intervention-in-venezuela/video_1938d7af-87db-5140-8d59-aa3052525bdf.html,,,,,,,
New York,College Point,Queens,NY,US,2019-02-24,hundreds,200,,200,,,A Better College Point and the CP Residents Coalition,Other; Against homeless residents,0,protest,0,0,0,0,1,1,https://qns.com/story/2019/02/25/nothing-is-a-done-deal-college-point-residents-hold-pop-up-rally-against-mens-homeless-shelter/,,,,,,,
South Charleston,Division of Natural Resources,Kanawha,WV,US,2019-02-24,more than 300,300,,300,,,general protestors,Against animal welfare; Other,0,protest,0,0,0,0,1,1,https://www.wvgazettemail.com/outdoors/hunting_and_fishing/hunters-protest-bill-to-allow-guided-bear-hunts-call-for/article_7af41a6d-bb92-58e1-ab46-a9421534e034.html,,,,,,,
Albany,outside the Lee O'Brien Federal Building,Albany,NY,US,2019-02-25,a dozen,12,,12,,,general protestors,Families; For compassionate immigration; Immigration,1,protest,0,0,0,0,1,1,https://www.timesunion.com/news/article/Close-the-camps-protesters-call-to-shut-down-13643194.php,,,,,,,
Boonton,Boonton High School,Morris,NJ,US,2019-02-25,,,,,,,general protestors,For freedom of speech; Education,0,protest; sit-in,0,0,0,0,1,1,https://www.dailyrecord.com/story/news/2019/02/27/wayne-crash-boonton-hs-students-upset-removal-memorial-luke-warbeck/3004889002/,,,,,,,
Boston,State House,Suffolk,MA,US,2019-02-25,count pic,11,,11,,,Massachusetts Poor People’s Campaign,Other; Poor People's Campaign; For progressive agenda,1,protest,0,0,0,0,1,1,https://dailyfreepress.com/blog/2019/02/28/massachusetts-poor-peoples-campaign-rallies-at-state-house/,,,,,,,
Charleston,Capitol,Kanawha,WV,US,2019-02-25,several; count pic,9,,9,,,general protestors,Guns; Against greater gun control,2,protest,0,0,0,0,1,1,https://www.wvgazettemail.com/news/education/following-teachers-college-students-faculty-rally-against-campus-carry/article_4bff86ac-4e6b-562e-8ec6-8483743d3c98.html,,,,,,,
Greenwood,,Johnson,IN,US,2019-02-25,approximately 30,30,,30,,,general protestors,Other; Against development,0,protest,0,0,0,0,1,1,http://www.dailyjournal.net/2019/02/28/greenwood_residents_rally_again_against_warehouses_south_of_worthsville/,,,,,,,
Harrisburg,Sixth and Reilly Street job sites,Dauphin,PA,US,2019-02-25,,,,,,,Harrisburg NAACP,Against outsourcing; Other,0,march,0,0,0,0,1,1,https://www.pennlive.com/news/2019/02/jericho-march-against-economic-injustice-planned-for-monday.html,,,,,,,
Madison,Madison School Board,Dane,WI,US,2019-02-25,about 30,30,,30,,,Freedom Inc.,Education; Against police presence,0,protest,0,0,0,0,1,1,https://madison.com/wsj/news/local/education/local_schools/madison-school-board-again-forced-into-closed-room-by-protest/article_f48da37d-eca3-5175-8bff-1c60a2e03271.html,,,20761,,,,
Meriden,,New Haven,CT,US,2019-02-25,,,,,,,general protestors,Collective Bargaining; Against layoffs; Against closure/relocation; Business,1,protest,0,0,0,0,1,1,https://www.nhregister.com/news/article/Workers-to-protest-planned-closure-of-AT-T-call-13640853.php,http://www.myrecordjournal.com/News/Meriden/Meriden-News/Union-protests-closure-of-Meriden-AT-T-call-centers.html,,,,,,
Miami,,Miami-Dade,FL,US,2019-02-25,,,,,,,general protestors,Other; For greater safety; Transportation,0,protest,0,0,0,0,1,1,https://www.miamiherald.com/latest-news/article226779999.html,,,,,,,
Nashville,Capitol Building,Davidson,TN,US,2019-02-25,count vid,5,,5,,,general protestors,Against sexual/domestic violence; Other,0,protest,0,0,0,0,1,1,https://www.newschannel5.com/news/sexual-assault-survivors-protest-at-capitol,https://www.tennessean.com/story/news/politics/2019/02/27/rep-david-byrd-governor-bill-lee-sexual-assault-accusations-glen-casada/3006155002/,,NOTE: double check date is correct,,,,
Oklahoma City,Capitol Building,Oklahoma,OK,US,2019-02-25,,,,,,,general protestors,Guns; For greater gun control,1,protest,0,0,0,0,1,1,https://kfor.com/2019/02/26/opponents-of-permitless-carry-bill-rally-at-oklahoma-state-capitol/,,,,,,,
Pasadena,Sequoyah High School,Los Angeles,CA,US,2019-02-25,NA,6,,6,,,Westboro Baptist Church,Anti-LGBTQ,2,protest,0,0,0,0,1,1,http://www.pasadenastarnews.com/westboro-baptist-protest-cites-rose-queens-lgbtq-status-to-be-met-with-peaceful-response-in-pasadena,http://www.pasadenastarnews.com/handful-of-westboro-baptist-church-supporters-protest-rose-queen-pasadena-school,,,,,,
Pasadena,Sequoyah High School,Los Angeles,CA,US,2019-02-25,at least 25,25,,25,,,Neighborhood Unitarian Universalist Church,Civil Rights; Pro-LGBTQ; Counter protest,1,protest,0,0,0,0,0,1,http://www.pasadenastarnews.com/westboro-baptist-protest-cites-rose-queens-lgbtq-status-to-be-met-with-peaceful-response-in-pasadena,http://www.pasadenastarnews.com/handful-of-westboro-baptist-church-supporters-protest-rose-queen-pasadena-school,,,,,,
San Francisco,City Hall,San Francisco,CA,US,2019-02-25,a dozen,12,,12,,,general protestors,Immigration; For border wall,2,protest,0,0,0,0,1,1,https://missionlocal.org/2019/02/crowd-of-4-shows-up-for-pro-trump-pro-wall-rally-on-san-francisco-city-hall-steps/,,,,,,,
Spokane,Rotary Fountain and continues with a march through Riverfront Park beginning at 3 p.m.,Spokane,WA,US,2019-02-25,betweeen 150 and 200,150,,200,,,Washington State Nurses Association,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.krem.com/article/news/health/hundreds-expected-to-rally-over-contract-negotiations-for-sacred-heart-nurses/293-06595d22-a5d2-4dbf-8489-dedd0b40f7c3,,,,,,,
Tampa,utside the campaign office of former Tampa Police Chief Jane Castor.,Hillsborough,FL,US,2019-02-25,a couple dozen,24,,24,,,general protestors,Other; Against candidate,0,protest,0,0,0,0,1,1,https://www.abcactionnews.com/news/region-hillsborough/protesters-march-outside-jane-castor-campaign-office-ahead-of-tampa-mayoral-election,,,,,,,
Washington,Russell Senate Office Building,DC,DC,US,2019-02-25,more than 100,100,,100,,,youth climate protesters,to advocate for the Green New Deal,0,protest,0,0,0,0,1,1,https://thehill.com/blogs/blog-briefing-room/news/431430-dozens-of-climate-protesters-storm-mcconnells-office-over-green,,,,,,,
Billings,Montana State University,Yellowstone,MT,US,2019-02-26,,,,,,,University of Montana students,Against budget; Education,0,rally,0,0,0,0,1,1,https://missoulian.com/news/local/university-of-montana-students-rally-for-higher-education/article_6307ed78-a13f-5e0a-9faf-4acb9e7e5c5f.html,,,,,,,
Bozeman,Montana State University,Gallatin,MT,US,2019-02-26,,,,,,,University of Montana students,Against budget; Education,0,rally,0,0,0,0,1,1,https://missoulian.com/news/local/university-of-montana-students-rally-for-higher-education/article_6307ed78-a13f-5e0a-9faf-4acb9e7e5c5f.html,,,,,,,
Bremerton,Norm Dicks Government Building,Kitsap,WA,US,2019-02-26,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124589/signup/,,,,,,,
Burlington,University of Vermont Waterman Building,Chittenden,VT,US,2019-02-26,around 100,100,,100,,,No Names for Justice,Civil Rights; For racial justice,0,protest,0,0,0,0,1,1,https://vtdigger.org/2019/02/26/campus-racism-social-justice-progress-highlight-uvm-rally/,,,,,,,
Gardnerville,Hamdogs,Douglas,NV,US,2019-02-26,more than 300,300,,300,,,general protestors,Against greater gun control; Guns,1,protest,0,0,0,0,1,1,https://www.recordcourier.com/news/second-gun-background-check-rally-set-for-march-12/,,,,,,,
Lawrence,University of Kansas,Douglas,KS,US,2019-02-26,more than 15,15,,15,,,general protestors,Collective Bargaining; For better compensation,1,protest,0,0,0,0,1,1,http://www2.ljworld.com/news/ku/2019/feb/26/ku-budget-meeting-turns-into-protest-and-criticism-of-administrative-salaries/,,,,,,,
Miles City,University of Montana,Custer,MT,US,2019-02-26,,,,,,,University of Montana students,Against budget; Education,0,rally,0,0,0,0,1,1,https://missoulian.com/news/local/university-of-montana-students-rally-for-higher-education/article_6307ed78-a13f-5e0a-9faf-4acb9e7e5c5f.html,,,,,,,
Missoula,University of Montana,Missoula,MT,US,2019-02-26,,,,,,,University of Montana students,Against budget; Education,0,rally,0,0,0,0,1,1,https://missoulian.com/news/local/university-of-montana-students-rally-for-higher-education/article_6307ed78-a13f-5e0a-9faf-4acb9e7e5c5f.html,,,,,,,
Nashville,Tennesee House of Reps,,TN,US,2019-02-26,handful; six,6,,6,,,general protestors,Against sexual/domestic violence; Legislative; Other; Against state congressional representative,0,protest,0,0,0,0,1,1,http://hosted.ap.org/clevelandbanner/article/8d144eb8e032472e81eff5dd3c456f4c/gop-leader-orders-removal-accused-lawmaker-protesters,,,,,,,
Oklahoma City,State Capitol,Oklahoma,OK,US,2019-02-26,,,,,,,Moms Demand Action,Guns; For greater gun control,1,protest,0,0,0,0,1,1,https://kfor.com/2019/02/26/opponents-of-permitless-carry-bill-rally-at-oklahoma-state-capitol/,,,,,,,
St. Louis,America's Center,St. Louis,MO,US,2019-02-26,dozens,24,,24,,,general protestors,Civil Rights; Pro-LGBTQ,1,protest,0,0,0,0,1,1,https://www.ksdk.com/article/news/local/united-methodist-church-approves-traditional-plan-rejects-plan-that-would-allow-gay-pastors/63-19cb5ec1-1085-4035-a90a-e9bd838f6ce2,,,,,,,
Viera,School Board Headquarters,Brevard,FL,US,2019-02-26,,,,,,,Brevard Federations of Teachers Union,Collective Bargaining; For better compensation,1,rally,0,0,0,0,1,1,https://www.floridatoday.com/story/news/2019/02/22/brevard-school-briefs-teacher-protest-planned-literacy-week-scholarships-job-fair/2942169002/,,,,,,,
Cambridge,Central Square,Middlesex,MA,US,2019-02-27,40 to 50,40,,50,,,general protestors,For worker rights; Other,0,protest,0,0,0,0,1,1,http://www.cambridgeday.com/2019/02/27/managers-underpaid-stole-tips-threatened-happy-lamb-hot-pot-workers-say-at-protest/,,,,,,,
Duncan,Duncan Public Schools Board of Eduction,Stephens,OK,US,2019-02-27,several; count pic,5,,5,,,Tiffany Hartfield (parent of student at school),Education; For special-needs,0,protest,0,0,0,0,1,1,https://www.duncanbanner.com/news/duncan-school-board-meeting-sees-protesters/article_933ba16c-3c3d-11e9-80dc-e780212f0fb4.html,,,,,,,
Juneau,State Capitol,Juneau,AK,US,2019-02-27,about 150,150,,150,,,general protestors,Collective Bargaining; Against layoffs,1,protest,0,0,0,0,1,1,https://www.juneauempire.com/news/unions-rally-outside-capitol-protest-job-cuts/,,,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-02-27,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,,
Madison,Madison School Board,Lake,OH,US,2019-02-27,,,,,,,Madison Local Education Association,Collective Bargaining; For better compensation,1,strike,0,0,0,0,1,1,https://www.mansfieldnewsjournal.com/story/news/2019/02/28/madison-teachers-enter-second-month-soft-strike-protesting-expired-contract/3008789002/,,,,,,,
Rockford,corner of East State Street and Alpine Road,Winnebago,IL,US,2019-02-27,several; count pic,8,,8,,,Methodist pastors,Civil Rights; Pro-LGBTQ,1,protest,0,0,0,0,1,1,https://www.rrstar.com/news/20190227/rockford-area-methodist-pastors-rally-to-support-lgbtq-acceptance,,,,,,,
St. Paul,State Capitol,Ramsey,MN,US,2019-02-27,hundreds,200,,200,,,general protestors,Healthcare; Against drugs,1,protest,0,0,0,0,1,1,http://www.southernminn.com/st_peter_herald/news/state/article_a9328453-abfe-5dd8-8224-2d070e9c2054.html,,,,,,,
Westminster,Westminster High School,Carroll,MD,US,2019-02-27,a dozen,12,,12,,,general protestors ,Civil Rights; For greater inclusion,1,protest,0,0,0,0,1,1,https://www.carrollcountytimes.com/news/education/ph-cc-whs-shirt-protest-20170301-story.html,,,,,,,
Westminster,Westminster High School,Carroll,MD,US,2019-02-27,,,,,,,general protestors,Executive; For president; Counter protest,2,protest,0,0,0,0,0,1,https://www.carrollcountytimes.com/news/education/ph-cc-whs-shirt-protest-20170301-story.html,,,,,,,
Cambridge,Massachusetts Institute of Technology,Middlesex,MA,US,2019-02-28,scores,40,,40,,,general protestors,International; Against war; Against invited speaker,1,protest,0,0,0,0,1,1,https://www.bostonherald.com/2019/02/28/kissinger-warns-of-dangers-of-ai-at-mit-as-students-protest-his-presence/,,,,,,,
Frankfort,Capitol,Franklin,KY,US,2019-02-28,about 75,75,,75,,,general protestors,Healthcare; For continuity of coverage,1,prayer rally,0,0,0,0,1,1,https://www.courier-journal.com/story/news/politics/ky-legislature/2019/02/28/louisville-pastor-leads-prayer-passport-health-plan-prayer-kentucky-capitol/3006247002/,,,,,,,
Frankfort,Capitol,Franklin,KY,US,2019-02-28,Hundreds,200,,200,,,general protestors,Collective Bargaining; For pensions,1,protest,0,0,0,0,0,1,https://www.courier-journal.com/story/news/politics/2019/02/28/kentucky-teacher-sickout-matt-bevin-confused-latest-protests/3014425002/,,,,,,,
Iowa City,University of Iowa,Johnson,IA,US,2019-02-28,more than 100,100,,100,,,students and faculty,Civil Rights; For greater inclusion,1,protest,0,0,0,0,1,1,https://dailyiowan.com/2019/02/28/students-share-doesuiowaloveme-stories-at-rally/,,,,,,,
Nashville,Capitol,Davidson,TN,US,2019-02-28,NA,8,,8,,,general protestors,Civil Rights; For racial justice; Against Confederate symbol,1,protest,2,0,0,0,1,1,https://www.timesfreepress.com/news/breakingnews/story/2019/feb/28/2-arrested-after-protesting-confederate-statute/489674/,,,,,,,
New Haven,Elm Street courthouse,New Haven,CT,US,2019-02-28,count pic,5,,5,,,general protestors,Other; Against outsourcing,0,protest,0,0,0,0,1,1,https://www.nhregister.com/news/article/CT-court-recorders-protest-potential-outsourcing-13653613.php,,,,,,,
Orlando,outside Orange County Florida Building,Orange,FL,US,2019-02-28,count video,14,,14,,,general protestors,Other; For affordable housing; For rent control,0,protest,0,0,0,0,1,1,https://www.orlandosentinel.com/news/breaking-news/os-ne-rent-control-rally-eskamani-20190301-story.html,https://www.wftv.com/news/local/residents-rally-behind-new-bill-that-aims-to-combat-raising-rents-in-florida/926293701,,,,,,
Portland,Oregon College of Art and Craft,Multnomah,OR,US,2019-02-28,count video,8,,8,,,general protestors,Education; Against closure/relocation,0,protest,0,0,0,0,1,1,http://katu.com/news/local/students-alumni-protest-oregon-arts-school-closure,,,,,,,
San Diego,Assemblywoman Lorena Gonzalez’s downtown office,San Diego,CA,US,2019-02-28,dozens,24,,24,,,general protestors,For contracting; Other,0,protest,0,0,0,0,1,1,http://www.cbs8.com/story/40049134/san-diego-exotic-dancers-protest-opportunity-to-work-act,,,,,,,
