CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Springdale,,Washington,AR,US,2020-02-06,over 30,30,,30,,,Mighty Earth,against water pollutiton and climate change,1,rally,0,0,0,0,1,1,https://www.tahlequahdailypress.com/news/activists-stage-protest-at-tyson-shareholder-meeting-over-sustainability-concerns/article_81877fc9-c0c2-53f8-ae46-12223671d455.html,,,,
Baltimore,Roland Park,Baltimore,MD,US,2020-02-07,count video,100,,150,,,school and community groups,"against racism in Roland Park, Black Lives Matter, white silence is violence",1,protest,0,0,0,0,1,1,https://www.wbaltv.com/article/roland-park-rally-against-racism/30814458,,,,
Boise,Ridenbaugh Place Apartments,Ada,ID,US,2020-02-07,about 30,30,,30,,,community members,oppose plans to raze property to expand Boise State University,0,protest,0,0,0,0,1,1,https://www.idahostatesman.com/news/local/community/article240104603.html,,,,
New York,,Kings,NY,US,2020-02-07,,,,,,,general protesters,against the deportation of Mexican immigrant from Brooklyn hospital,1,protest,0,0,0,0,1,1,https://www.nydailynews.com/new-york/ny-ice-shot-body-cams-20200207-dms77izpg5ftnlx7i2jtvqbtuq-story.html,,,,
Camden,,Camden,NJ,US,2020-02-07,,,,,,,general protesters,support emergency funds for public schools,0,protest,0,0,0,0,1,1,https://www.nj.com/camden/2020/02/we-were-promised-state-aid-but-still-dont-have-it-say-parents-in-camden-planning-protest.html,,,,
Charles Town,Jefferson County Courthouse,Jefferson,WV,US,2020-02-07,more than 40,40,,40,,,community members,pro Constitution; Trump for President,2,rally,0,0,0,0,1,1,https://www.journal-news.net/life/group-holds-constitution-rally-in-jefferson-county/article_1586c735-63dd-556e-9656-c40fc78bb58e.html,,,,
Charlotte,Central Piedmont Community College,Mecklenburg,NC,US,2020-02-07,,,,,,,general protesters,pro-Trump,2,rally,0,0,0,0,1,1,https://www.charlotteobserver.com/news/politics-government/election/article240037158.html,,,,
Charlotte,Central Piedmont Community College,Mecklenburg,NC,US,2020-02-07,,,,,,,general protesters,anti-Trump,1,counter-protest,0,0,0,0,0,1,https://www.charlotteobserver.com/news/politics-government/election/article240037158.html,,,,
Chicago,Marie Curie Metropolitan High School,Cook,IL,US,2020-02-07,,,,,,,general protesters,in support of school coach,0,rally,0,0,0,0,1,1,http://wgntv.com/2020/02/07/parents-rally-in-support-of-ousted-cps-coach/,,,,
Jacksonville,University of North Florida,Duval,FL,US,2020-02-07,,,,,,,UNF Students for Democratic Society,anti Madeleine Albright; anti war,1,protest,0,0,0,0,1,1,https://www.actionnewsjax.com/news/local/duval-county/university-north-florida-students-disciplined-protest-madeleine-albright-event/QXB7Y77VBVCGBJDUZZXGW4QPJE/,,,,
Las Vegas,Walter Bracken STEAM Academy,Clark,NV,US,2020-02-07,dozens,24,,24,,,general protesters,against cuts to education programs,0,protest,0,0,0,0,1,1,https://www.ktnv.com/news/parents-protest-outside-walter-bracken-academy,,,,
Los Angeles,Walt Disney Concert Hall,Los Angeles,CA,US,2020-02-07,,,,,,,Refuse Fascism,anti fascism,1,demonstration ,0,0,0,0,1,1,https://www.latimes.com/entertainment-arts/story/2020-02-10/refuse-fascism-trump-protesters-banners-disney-hall-oscars,,,,
Los Angeles,City Hall,Los Angeles,CA,US,2020-02-07,estimated 300 plus,300,,300,,,general protesters,against climate change inaction,1,protest,0,0,0,0,0,1,https://www.latimes.com/entertainment-arts/story/2020-02-07/jane-fonda-fire-drill-friday-los-angeles,,,,
New Brunswick,"Rutgers, College Avenue",Middlesex,NJ,US,2020-02-07,,,,,,,Indian Americans; Rutgers students,anti Narendhra Modi; anti Hindu Nationalism in India,0,protest,0,0,0,0,1,1,https://www.dailytargum.com/article/2020/02/rutgers-students-faculty-organize-protest-over-indias-citizenship-amendment-act,,,,
Norfolk,Half Moone Cruise and Celebration Center,Norfolk City,VA,US,2020-02-07,dozens,24,,24,,,general protesters,for Michael Bloomberg for president,1,rally,0,0,0,0,1,1,https://www.pilotonline.com/government/elections/vp-nw-bloomberg-event-20200207-d2wa2bdtdncufdywebdae7qxu4-story.html,,,,
Norfolk,Half Moone Cruise and Celebration Center,Norfolk City,VA,US,2020-02-07,,,,,,,general protesters,"against Michael Bloomberg for president, for President Trump, for Second Amendment rights, against abortion",2,counter-protest,0,0,0,0,0,1,https://www.pilotonline.com/government/elections/vp-nw-bloomberg-event-20200207-d2wa2bdtdncufdywebdae7qxu4-story.html,,,,
Santa Cruz,"Quarry Plaza, University of California, Santa Cruz",Santa Cruz,CA,US,2020-02-07,,,,,,,students; community members,anti UC Santa Cruz College Republicans,1,protest,0,0,0,1,1,1,https://www.ksbw.com/article/uc-santa-cruz-college-republicans-claim-they-were-attacked-harassed-and-threatened-by-protesters/30946721#,,,,
Springfield,,Christian,MO,US,2020-02-07,,,,,,,community protestors,against animal cruelty and exploitation,0,protest,0,0,0,0,1,1,https://www.ozarksfirst.com/local-news/local-news-local-news/circus-lovers-and-protesters-gather-for-the-first-showing/,,,,
Vancouver,,Clark,WA,US,2020-02-07,about 50,50,,50,,,Portland Rising Tide,"against the Trans Mountain Pipeline Expansion Project in Canada, against climate change",1,protest,0,0,0,0,1,1,https://www.columbian.com/news/2020/feb/07/environmental-activists-protest-at-port-of-vancouver-friday/,,,,
Baltimore,4300 Block of York Road,Baltimore,MD,US,2020-02-08,several dozen,36,,36,,,Baltimore Ceasefire,against criminal violence,0,demonstration ,0,0,0,0,1,1,https://www.baltimoresun.com/news/crime/bs-md-ci-cr-ceasefire-weekend-20200208-sbwlvi5vmzdhth2ehr5b7tnujm-story.html,,,,
Buffalo,Alumni Plaza,Erie,NY,US,2020-02-08,nearly 3000,3000,,3000,,,general protesters,"against the treatment of the franchise, fans, and alumni by Buffalo Sabres Management",0,protest,0,0,0,0,1,1,https://www.wivb.com/news/top-stories/sabres-fan-planning-protest-against-organization/,,,,
Detroit,Wayne County Community College District campus,Wayne,MI,US,2020-02-08,about 200,200,,200,,,SEIU Healthcare Michigan,for better pay and benefits for nursing home workers,0,rally,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/wayne-county/2020/02/08/nursing-home-union-workers-rally-detroit-demanding-better-pay-benefits/4682773002/,,,,
East Islip,Heckscher State Park,Suffolk,NY,US,2020-02-08,hundreds,200,,200,,,family and friends of Thomas Valva,in support of children with autism,0,protest,0,0,0,0,1,1,https://www.newsday.com/long-island/suffolk/march-thomas-valva-autism-1.41608425,,,,
Eugene,Elk Horn Brewery,Lane,OR,US,2020-02-08,,,,,,,homeless advocates,protest owner of brewery and his anti-homeless group,0,protest,0,0,0,0,1,1,https://www.kezi.com/content/news/Restaurant-owner-speaks-out-after-Elk-Horn-invasion-protest-567749471.html,,,,
New York City,Astoria,Queens,NY,US,2020-02-08,approximately 20,20,,20,,,"Homeowners, Tenants, and Business Civic Association",against redevelopment project,0,protest,0,0,0,0,1,1,https://www.qchron.com/editions/western/astorians-opposing-rezoning-rally-at-site-and-officials-offices-but/article_416ba4ac-5436-5d9c-92f1-26d4de019f85.html,,,,
Portland,Lownsdale Park,Multnomah,OR,US,2020-02-08,several hundred,300,,300,,,Antifa; anti-KKK activists; community protestors,anti-KKK,1,protest,3,6,0,1,1,1,https://pamplinmedia.com/pt/9-news/451262-367844-portland-police-arrest-3-after-skirmishes-at-anti-kkk-rally,,,,
Raleigh,Fayetteville Street,Wake,NC,US,2020-02-08,hundreds,200,,200,,,NAACP,for voting rights,1,march,0,0,0,0,1,1,https://www.newsobserver.com/latest-news/article240118123.html,,,,
Salt Lake City,State Capitol,Salt Lake,UT,US,2020-02-08,hundreds; several hundred,200,,300,,,gun-rights activists,for Second Amendment rights,2,rally,0,0,0,0,1,1,https://www.sltrib.com/news/2020/02/08/hundreds-rally-salt-lake/,https://www.deseret.com/2020/2/8/21128762/utahns-rally-against-gun-control-legislation,,,
Santa Fe,State Capitol,Santa Fe,NM,US,2020-02-08,,,,,,,gun supporters,for Second Amendment rights,2,protest,0,0,0,0,1,1,https://www.koat.com/article/gun-rights-supporters-rally-at-roundhouse/30828072#,,,,
Washington,Arlington National Cemetery to U.S. Capitol,DC,DC,US,2020-02-08,around 150,150,,150,,,Patriot Front,"for white supremacy, against Jews, against communism",2,march,0,0,0,0,1,1,https://www.wusa9.com/article/features/producers-picks/masked-neo-nazi-protest-dc-was-it-legal/65-4872c9c8-2ab7-423b-b45f-1e9fe9b8c017,https://dcist.com/story/20/02/10/more-than-100-white-nationalists-march-through-d-c-with-police-escort/,https://www.wusa9.com/article/news/local/dc/white-nationalist-march-in-dc-on-saturday/65-b8a3c236-9b15-4433-b92e-dec900281536,https://wkzo.com/news/articles/2020/feb/09/masked-white-nationalists-march-in-washington-with-police-escort/983125/?refer-section=politics,https://www.facebook.com/N2Sreports/videos/796956854131586/?vh=e&d=n
Washington,,DC,DC,US,2020-02-08,,,,,,,general protestors,"against fascism, against white supremacy",1,counter-protest,0,0,0,0,0,1,https://www.wusa9.com/article/features/producers-picks/masked-neo-nazi-protest-dc-was-it-legal/65-4872c9c8-2ab7-423b-b45f-1e9fe9b8c017,,,,
Washington,Lafayette Park,DC,DC,US,2020-02-08,a few hundred,300,,300,,,general protestors,anti Iran; approve of assassination of Qasem Suleimani,0,rally,0,0,0,0,0,1,https://www.washingtonexaminer.com/news/khamenei-and-his-regime-are-going-down-hundreds-rally-near-white-house-in-opposition-to-iranian-government,,,,
Juneau,Auke Bay Recreation Area,Juneau,AK,US,2020-02-09,about 50,50,,50,,,community protestors,"anti Canadian oil pipeline project, for environmental protection",1,protest,0,0,0,0,1,1,https://www.juneauempire.com/news/juneau-activists-stand-with-canadian-protesters/,,,,
New Brunswick,Rutgers University,Middlesex,NJ,US,2020-02-09,,,,,,,Jewish community members,"in support of Israel, against U.S. Representative Rashida Tlaib",0,protest,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/college/rutgers/2020/02/10/rashida-tlaib-met-protesters-rutgers-muslims-peace-event/4712412002/,,,,
Berkeley,Berkeley High School,Alameda,CA,US,2020-02-10,hundreds,200,,200,,,high school students,against sexual violence,0,walkout,0,0,0,0,1,1,https://www.ktvu.com/news/berkeley-high-students-walk-out-of-class-rally-against-sexual-violence,,,,
Las Vegas,City Hall,Clark,NV,US,2020-02-10,,,,,,,immigrant rights activists,for immigrants' rights,1,protest,0,0,0,0,1,1,https://www.nevadacurrent.com/2020/02/11/lv-marshals-break-up-protest-on-steps-of-city-hall/,,,,
Los Angeles,"University of California, Los Angeles",Los Angeles,CA,US,2020-02-10,about 60,60,,60,,,UCLA graduate students,seek higher cost of living adjustment for graduate student workers,0,protest,0,0,0,0,1,1,"https://dailybruin.com/2020/02/11/ucla-graduate-students-stage-protest-over-low-wages-lack-of-affordable-housing/",,,,
Manchester,SNHU Arena,,NH,US,2020-02-10,"thousands; more than 11,000",2000,,11000,,,Trump campaign,for President Trump,2,rally,0,0,0,0,1,1,https://www.nytimes.com/2020/02/10/us/politics/trump-new-hampshire-rally.html,https://apnews.com/article/ap-top-news-elections-manchester-politics-donald-trump-1b7be81455a2dee0dff5c24a603989ae,https://www.reuters.com/news/picture/trump-rallies-in-new-hampshire-before-pr-idUSRTS31LJJ,"feat. President Trump; high estimate for crowd is based on capacity of 11,770 and report that event was ""sold out""",
Missoula,Higgins Avenue bridge,Missoula,MT,US,2020-02-10,about 20,20,,20,,,community protestors,"anti Canadian oil pipeline project, for environmental protection",0,protest,0,0,0,0,1,1,https://missoulian.com/news/local/missoula-activists-protest-canada-gas-pipeline/article_ba7614f9-6dc7-5e37-85fc-f4b31d04f52b.html,,,,
Pierre,State Capitol,Hughes,SD,US,2020-02-10,,,,,,,general protesters,"against state legislation criminalizing medical treatment for transgender children, against HB 1057",1,march,0,0,0,0,1,1,https://www.argusleader.com/story/news/politics/2020/02/07/capitol-protest-planned-senate-takes-up-transgender-medical-treatment-legislation/4690698002/,,,,
Philadelphia,South Philadelphia,Philadelphia,PA,US,2020-02-10,,,,,,,community protestors,against criminal violence,0,demonstration ,0,0,0,0,1,1,https://www.metro.us/news/local-news/philadelphia/south-philly-residents-rally-against-philly-crime,,,,
San Francisco,Embarcadero,San Francisco,CA,US,2020-02-10,dozens,24,,24,,,bike safety advocates,"seek protected bikeway, for safer roads for cyclists",0,protest,0,0,0,0,1,1,https://sfbayca.com/2020/02/11/bike-safety-advocates-rally-in-support-of-embarcadero-quick-build-improvements/,,,,
Anchorage,,Anchorage,AK,US,2020-02-11,,,,,,,community protestors,"against cuts to Alaska Marine Highway System, for investment in transportation",0,protest,0,0,0,0,1,1,https://www.thecordovatimes.com/2020/02/15/ferry-rally-livestreams-to-audience-of-thousands/,,,,
Baltimore,Board of Education,Baltimore,MD,US,2020-02-11,hundreds,200,,200,,,teachers,for higher pay for teachers,0,protest,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-county/cng-co-teachers-protest-pay-20200211-rluozinnhjgedlrwpb35mb2jsm-story.html,,,,
Benton Harbor,Benton Township Police Station,Berrien,MI,US,2020-02-11,,,,,,,family; friends,"for justice for Jessica Gray, for police transparency",0,march,0,0,0,0,1,1,https://www.heraldpalladium.com/communities/benton_harbor/i-m-not-going-to-give-up-jessica-gray-s/article_d06f8d0f-be98-59bc-8622-1bc5ad4ae15a.html,,,,
Berkeley,Berkeley High School to school district offices,Alameda,CA,US,2020-02-11,NA,1000,,1000,,,high school students,against sexual harassment at school,0,march,0,0,0,0,1,1,https://abc7news.com/5921479/,,,,
Cordova,Cordova Ferry Terminal ,Valdez-Cordova,AK,US,2020-02-11,roughly 150,150,,150,,,community protestors,seek improved ferry service,0,protest,0,0,0,0,1,1,https://www.thecordovatimes.com/2020/02/15/ferry-rally-livestreams-to-audience-of-thousands/,https://www.thecordovatimes.com/2020/02/08/chamber-announces-feb-11-ferry-protest/,,,
Daly City,Daly City Hall,Mateo,CA,US,2020-02-11,more than 250,250,,250,,,nurses; community protestors,for transparency in sale of hospital,0,rally,0,0,0,0,1,1,https://www.smdailyjournal.com/lifestyle/health/nurses-set-wednesday-rally-at-seton-medical-center/article_6c012818-4c79-11ea-a278-4b739604897d.html,,,,
Juneau,State Capitol,Juneau,AK,US,2020-02-11,about 200,200,,200,,,community protestors,for improved ferry service,0,protest,0,0,0,0,1,1,https://www.adn.com/alaska-news/2020/02/12/coastal-residents-protest-urging-legislature-and-governor-to-fix-a-growing-ferry-transportation-crisis/,https://www.ktuu.com/content/news/Frustrated-fearful--furious-Hundreds-rally-to-restore-Alaskas-ferry-service-567784501.html,,,
Miami,2nd and Main,Ottawa,OK,US,2020-02-11,,,,,,,Local Environmental Action Demanded,anti Senator Jim Inhofe; pro environmental action,1,protest,0,0,0,0,1,1,https://www.miamiok.com/news/20200210/i-flood-i-vote-rally-set-in-miami,,,,
Montgomery,Roy Moore's office,Montgomery,AL,US,2020-02-11,,,,,,,community protestors,anti Senator Roy Moore,1,protest,0,0,0,0,1,1,https://www.al.com/news/2020/02/no-rapists-in-alabama-politics-protesters-chant-as-moore-puts-monument-in-his-office.html,,,,
New York City,City Hall,New York,NY,US,2020-02-11,,,,,,,Families for Safe Streets,pro driver accountability; pro safer roads,0,rally,0,0,0,0,1,1,https://www.amny.com/transit/this-is-a-big-step-forward-advocates-rally-for-dangerous-vehicle-abatement-law-that-passed-today/,,,,
Oklahoma City,State Capitol,Oklahoma,OK,US,2020-02-11,roughly 500; thousands,500,,2000,,,general protestors,against abortion rights,2,protest,0,0,0,0,1,1,www.oudaily.com/news/anti-abortion-supporters-rally-in-oklahoma-state-capitol-to-abolish/article_6e1e22e4-4d3d-11ea-bc80-d3ba0e8f51cc.html,https://www.tulsaworld.com/news/state-and-regional/supporters-of-abolishing-abortion-rally-at-capitol/article_4eaac365-365b-5712-922a-ccb824b252a1.html,,,
Oklahoma City,State Capitol,Oklahoma,OK,US,2020-02-11,,,,,,,general protestors,for abortion rights,1,counter-protest,0,0,0,0,0,1,https://oklahoman.com/gallery/6041066/pro-life-and-pro-choice-rallies,,,,
Roosevelt,Nassau County Family Court,Nassau,NY,US,2020-02-11,,,,,,,family and friends of two teen suspects,"against police brutality, against racial profiling by police",1,rally,0,0,0,0,1,1,http://longisland.news12.com/story/41687048/protesters-rally-outside-nassau-family-court-claim-police-brutality-in-assault-case,,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",Ramsey,MN,US,2020-02-11,count pic,50,,60,,,Interfaith Coalition on Immigration; Organized Communities Against Deportations,"in solidarity with migrant detainees, against inhumane detention practices",1,vigil,0,0,0,0,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2020/01/27/february-2020-vigil/,,second Tuesday of every month,
Saint Paul,State Capitol,Ramsey,MN,US,2020-02-11,more than 40,40,,40,,,Immigrants' rights groups,for allowing undocummented immigrants to get driver's licenses,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2020/2/19/immigrant-rights-activists-rally-mn-capitol-driver-s-licenses-all,,,,
Saint Paul,State Capitol,Ramsey,MN,US,2020-02-11,about a dozen,12,,12,,,Minnesota Interfaith Power and Light,"oppose company's mining proposal, for environmental protection",1,demonstration ,0,0,0,0,0,1,http://www.startribune.com/polymet-petitions-state-supreme-court-on-blocked-permits-groups-on-both-sides-rally-at-capitol/567774562/,,,,
Salem,State Capitol,Marion,OR,US,2020-02-11,hundreds,200,,200,,,environmental activists,for reducing greenhouse gas emissions,1,demonstration ,0,0,0,0,1,1,https://www.polkio.com/news/climate-activists-swarm-capitol-in-support-of-controversial-environmental-legislation/article_7f76c006-4d32-11ea-8d15-f7b037f4b6ad.html,,,,
Zachary,Northwestern Middle School,East Baton Rouge,LA,US,2020-02-11,,,,,,,community protestors,for removal of school superintendent and teacher over sexual abuse case,0,protest,0,0,0,0,1,1,https://www.wbrz.com/news/day-after-contentious-news-conference-councilman-leads-protest-demanding-zachary-principal-s-removal/,,,,
Berkeley,California Hall,Alameda,CA,US,2020-02-12,about 150,150,,150,,,United Automobile Workers,for affordable housing,0,protest,0,0,0,0,1,1,https://www.dailycal.org/2020/02/13/academic-workers-union-rallies-to-demand-increased-affordable-housing/,,,,
Chattanooga,Bessie Smith Cultural Center,Hamilton,TN,US,2020-02-12,hundreds,200,,200,,,Bloomberg campaign,Bloomberg for President,1,rally,0,0,0,0,1,1,https://www.timesfreepress.com/news/local/story/2020/feb/12/bloomberg-rallies-chattanooga-trump-afraid-me/515563/,,,,
Chicago,Senn High School,Cook,IL,US,2020-02-12,,,,,,,high school students,pro immigration; anti racial profiling,1,sit-in,0,0,0,0,1,1,https://chicago.suntimes.com/education/2020/2/12/21135560/senn-high-school-mary-beck-go-back-country,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2020-02-12,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Morristown,Mayo Performing Arts Center,Morris,NJ,US,2020-02-12,,,,,,,Drew University students,against shooting by ICE officers,1,protest,0,0,0,0,1,1,http://newjersey.news12.com/story/41678092/kearny-rally-condemns-shooting-of-man-during-ice-arrest,,,,
New Orleans,City Hall,Orleans,LA,US,2020-02-12,NA,30,,30,,,Committee for a Public Hearing on the Hard Rock Disaster,seek development of a collapsed building area,0,protest,0,0,0,0,1,1,https://www.nola.com/news/article_e18b2da6-4dfd-11ea-973c-d326430f2e31.html,,,,
Oklahoma City,State Capitol,Oklahoma,OK,US,2020-02-12,count video,100,,150,,,Oklahomans for Health and Parental Rights,"against mandatory vaccinations for school children, for parental choice, against government overreach",2,protest,0,0,0,0,1,1,https://kfor.com/news/local/parents-rally-at-oklahoma-capitol-to-push-for-right-to-choose-regarding-vaccinations/,,,,
Pittsburgh,,Allegheny,PA,US,2020-02-12,,,,,,,parents of local schools,against closure of Catholic schools,0,protest,0,0,0,0,1,1,https://www.wtae.com/article/two-pittsburgh-catholic-schools-to-close/30658294,,,,
Salem,State Capitol,Marion,OR,US,2020-02-12,about 400,400,,400,,,Oregon recovers,seek funding for people in recovery from drug addiction,0,protest,0,0,0,0,1,1,https://www.kptv.com/news/demonstrators-rally-in-salem-for-more-support-for-people-in/article_080c18b2-4e00-11ea-9cbb-0f0dae6cf14e.html,,,,
Santa Cruz,"University of California, Santa Cruz\",Santa Cruz,CA,US,2020-02-12,hundreds,200,,200,,,UCSC graduate students,seek better conditions for teaching assistants,0,demonstration ,17,0,0,0,1,1,https://apnews.com/9b43e9c327b33149ef9f4f6d321cb745,,https://www.ksbw.com/article/17-arrested-during-ucsc-grad-student-protest/30900858,,
Santa Fe,State Capitol,Santa Fe,NM,US,2020-02-12,roughly 200,200,,200,,,Respect New Mexico Women,pro abortion rights,1,rally,0,0,0,0,1,1,https://nmpoliticalreport.com/2020/02/12/groups-and-individuals-rally-for-abortion-rights-at-the-state-capitol-building/,,,,
Santa Monica,Soka Gakkai International Ikeda Auditorium,Los Angeles,CA,US,2020-02-12,about 100,100,,100,,,Teamsters,against cuts to healthcare and other benefits for city workers,0,picket,0,0,0,0,1,1,https://www.smdp.com/city-of-santa-monica-workers-protest-stalled-pension-healthcare-negotiations/186178,,,,
Wilmington,,New Castle,DE,US,2020-02-12,about 200,200,,200,,,general protesters,in support of Spanish immersion charter school; against racism,1,protest,0,0,0,0,1,1,https://www.delawareonline.com/story/news/2020/02/13/scapegoat-not-enough-odyssey-charter-president-told-rally/4747448002/,,,,
Bristol,Lower Bucks Hospital,Bucks,PA,US,2020-02-13,110 to 120,110,,120,,,registered nurses,protest understaffing of nurses,0,protest,0,0,0,0,1,1,https://www.theintell.com/news/20200213/lower-bucks-hospital-nurses-protest-staffing-levels,,,,
Chambersburg,Walker Road,Franklin,PA,US,2020-02-13,about 30,30,,30,,,Transource Franklin County,"against Independence Energy Connection project, for environmental conservation",1,protest,0,0,0,0,1,1,https://www.heraldmailmedia.com/news/tri_state/pennsylvania/transource-event-draws-contractors-protesters/article_15cdd654-8814-58a0-85ff-7381bfa8bf0b.html,,,,
Frankfort,State Capitol rotunda,Franklin,KY,US,2020-02-13,NA,100,,100,,,Moms Demand Action,for gun control,1,rally,0,0,0,0,1,1,https://www.wymt.com/content/news/Moms-Demand-Action-rallies-in-Frankfort-for-common-sense-gun-laws-567841471.html,,,,
Ithaca,Chase Bank,Tompkins,NY,US,2020-02-13,approximately 50,50,,50,,,Extinction Rebellion US,pro climate change action; anti fossil fuels,1,protest,12,0,0,0,1,1,https://theithacan.org/news/ithaca-police-arrest-12-at-protest-against-chase-bank/,https://www.ithacajournal.com/story/news/public-safety/2020/02/14/protesters-refused-leave-chase-bank-ithaca-8-arrested/4759088002/,,,
Las Vegas,,Clark,NV,US,2020-02-13,,,,,,,substitute teachers,seek greater teacher pay,0,protest,0,0,0,0,1,1,https://www.reviewjournal.com/local/education/clark-county-substitute-teachers-protest-over-payroll-issues-1957227/,,,,
Madison,Bascom Hill,Dane,WI,US,2020-02-13,,,,,,,Campus Leaders for Energy Action Now,pro divestment from fossil fuels,1,die-in,0,0,0,0,1,1,https://badgerherald.com/news/2020/02/13/students-hold-die-in-on-bascom-for-national-divestment-day/,,,,
Milwaukee,City Hall,Milwaukee,WI,US,2020-02-13,roughly 100,100,,100,,,Fight for $15,seek $15 minimum wage,0,rally,0,0,0,0,1,1,https://www.jsonline.com/story/news/local/milwaukee/2020/02/13/its-struggle-out-here-milwaukee-workers-march-15-per-hour/4754126002/,,,,
Morristown,Morristown Post Acute Rehab and Nursing Center,Morris,NJ,US,2020-02-13,,,,,,,"rehab, nursing home workers",protest change in healthcare system,0,protest,0,0,0,0,1,1,https://www.dailyrecord.com/story/news/2020/02/14/morristown-nursing-rehab-center-workers-protest-new-health-care-plan/4739410002/,,,,
Northampton,Smith College,Hampshire,MA,US,2020-02-13,,,,,,,Mighty Earth; Divest Smith College; Extinction Rebellion; Western Mass Committee for Democracy in Brazil,anti meat industry; pro environmental sustainability,1,rally,0,0,0,0,1,1,https://www.masslive.com/news/2020/02/environmental-group-calls-on-stop-shop-to-cut-ties-with-their-meat-supplier-cargill-and-hold-protest-in-northampton.html,,,,
Oklahoma City,State Capitol,Oklahoma,OK,US,2020-02-13,about 200,200,,200,,,cannabis advocates,for legalization of medical marijuana,0,rally,0,0,0,0,1,1,https://www.okgazette.com/oklahoma/peaceable-assembly/Content?oid=6993491,,,,
Palo Alto,White Plaza to Main Quad,Santa Clara,CA,US,2020-02-13,,,,,,,Fossil Free Stanford,pro divestment from fossil fuels,1,march,0,0,0,0,1,1,https://www.stanforddaily.com/2020/02/13/fossil-free-rally-calls-for-divestment-highlights-connectedness-of-pushes-for-climate-justice/,,,,
Phoenix,State Capitol,Maricopa,AZ,US,2020-02-13,,,,,,,migrant-rights advocates,pro sanctuary cities for immigrants,1,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/politics/arizona/2020/02/13/arizona-sen-eddie-farnsworth-migrant-rights-advocate-hugo-polanco-lucha/4749487002/,,,,
Pittsburgh,"Bigelow Boulevard, University of Pittsburgh",Allegheny,PA,US,2020-02-13,about 100,100,,100,,,Fossil Free Pitt,pro divestment from fossil fuels,1,protest,0,0,0,0,1,1,https://pittnews.com/article/155219/featured/students-hold-rally-urging-fossil-fuel-divestment/,,,,
Providence,State Capitol,Providence,RI,US,2020-02-13,,,,,,,general protestors,for ban on ghost guns,1,protest,0,0,0,0,1,1,https://www.wpri.com/news/politics/rallies-planned-on-smith-hill-with-house-set-to-vote-on-ghost-gun-ban/,,,,
Providence,State Capitol,Providence,RI,US,2020-02-13,,,,,,,general protestors,against ban on ghost guns,2,counter-protest,0,0,0,0,0,1,https://www.wpri.com/news/politics/rallies-planned-on-smith-hill-with-house-set-to-vote-on-ghost-gun-ban/,,,,
Richmond,Virginia State Capitol,Richmond,VA,US,2020-02-13,"thousands; 5,000",2000,,5000,,,general protestors,"against abortion rights, stop abortion now",2,rally,0,0,0,0,1,1,https://www.nbc12.com/2020/02/13/thousands-gather-capitol-march-life-rally/,https://twitter.com/GoadGatsby/status/1227988056633901056,,,
Topeka,State Capitol,Shawnee,KS,US,2020-02-13,,,,,,,Alliance for a Healthy Kansas,pro Medicaid expansion,1,protest,0,0,0,0,1,1,https://www.wibw.com/content/news/Medicaid-expansion-supporters-flood-Statehouse-for-rally-567856321.html,,,,
Asheville,downtown,Buncombe,NC,US,2020-02-14,,,,,,,Extinction Rebellion WNC,for climate action,1,protest,0,0,0,0,1,1,https://mountainx.com/blogwire/extinction-rebellion-wnc-holds-valentine-for-the-earth-demonstration-feb-14/,,,,
Bemidji,,Beltrami,MN,US,2020-02-14,hundreds,200,,200,,,Missing and Murdered Indigenous Peoples,in remembrance of missing and murdered indigenous women,0,march,0,0,0,0,1,1,https://www.bemidjipioneer.com/news/4953674-Hundreds-march-for-missing-and-murdered-Indigenous-women,,,,
Boulder,University of Colorado Boulder,Boulder,CO,US,2020-02-14,dozens,24,,24,,,UC Boulder students,protest professor's denial of tenure ,0,rally,0,0,0,0,1,1,https://www.dailycamera.com/2020/02/14/cu-boulder-students-protest-latina-former-professors-tenure/,,,,
Brownsville,Gateway International Bridge,Cameron ,TX,US,2020-02-14,more than 100,100,,100,,,Witness at the Border,for immigrants' rights,1,demonstration ,0,0,0,0,1,1,https://www.brownsvilleherald.com/news/local/demonstrators-converge-in-witness-at-the-border-event/article_05744e0e-359a-11ea-aa79-f3e69c4ffc68.html,,,,
