CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Nashville,Broadway,TN,US,2017-10-25,about 2000 to 3000,2000,,3000,,,general protestors,Rallying in support of Kurdistan,0,rally,0,0,0,0,1,1,http://fox17.com/news/local/nashvilles-kurdish-community-rallies-in-front-of-federal-courthouse,,,,,,,
Oklahoma City,Oklahoma State University,OK,US,2017-10-25,,,,,,,general protestors,Rallying in support of DACA,1,rally,0,0,0,0,1,1,http://newsok.com/oklahoma-state-university-oklahoma-city-holds-rally-in-support-of-undocumented-students/article/5569480,,,,,,,
Provo,East Bay Golf Course,UT,US,2017-10-25,dozens,24,,24,,,general protestors,Protesting propsoal to rearrange golf course,0,protest,0,0,0,0,1,1,http://fox13now.com/2017/10/25/dozens-protest-proposal-to-move-3-holes-at-east-bay-golf-course-in-provo/,,,,,,,
Shelton,Outside Sunnyside School,CT,US,2017-10-25,some 35,35,,35,,,UNITE HERE,Protesting lack of contracts,0,protest,0,0,0,0,1,1,http://www.ctpost.com/local/article/Shelton-cafeteria-workers-picket-12306560.php,,,,,,,
York ,York High School ,ME,US,2017-10-25,more than 100,100,,100,,,high school students,Rally in support of gay high school student ,0,rally ,0,0,0,0,1,1,https://www.huffingtonpost.com/entry/maine-high-school-gay-bullying_us_59f0c07ce4b092dad3bb2d1c,,,,,,,
Brea,Royce's downtown office ,CA,US,2017-10-26,with 150 to 200; about 200,150,,200,,,Local 11 members; general protestors; Members of SEIU United Service Workers West union ,Protesting DACA ,1,protest ,1,7,0,0,1,1,http://www.ocregister.com/2017/10/26/man-arrested-after-driving-into-crowd-of-protesters-outside-rep-ed-royces-office-in-brea/,http://abc7.com/driver-moves-car-through-crowd-of-protesters-in-brea-intersection/2572990/,http://www.qconline.com/news/national/man-drives-into-california-immigration-rally/article_58a8d8af-c255-57b7-a759-8303afd8f8fe.html,http://www.ocregister.com/2017/10/26/man-arrested-after-driving-into-crowd-of-protesters-outside-rep-ed-royces-office-in-brea/,,,,
Brook Park,City Hall,OH,US,2017-10-26,Close to 200 children ,200,,200,,,Fourth Graders,Want longer 'Trick-or-Treating' hours,0,protest; petition,0,0,0,0,1,1,https://www.ohio.com/akron/news/ohiocentric/ohio-fourth-graders-protest-for-longer-trick-or-treating,http://www.wfmj.com/story/36698463/fourth-graders-protest-for-longer-trick-or-treating,http://www.chroniclet.com/news/2017/10/27/Brook-Park-fourth-graders-protest-for-longer-trick-or-treating.html,,,,,
Chapel Hill,UNC Campus,NC,US,2017-10-26,,,,,,,"American Society for Defense of Tradition, Family and Property","Protesting abortion, planned parenthood",0,protest,0,0,0,0,1,1,http://www.dailytarheel.com/article/2017/10/protest-against-abortion-takes-place-in-the-quad,,,,,,,
Chicago,Outside Lurie Hosptial,IL,US,2017-10-26,,,,,,,general protestors,Protesting intersex surgery; rally for intersex awareness day,0,rally,0,0,0,0,1,1,http://chicago.cbslocal.com/2017/10/26/protest-lurie-childrens-hospital-intersex-awareness-day/,,,,,,,
Fort Worth,American Airlines HQ,TX,US,2017-10-26,more than 400,400,,400,,,American Airlines workers,Protesting company outsourcing,0,protest,0,0,0,0,1,1,http://www.star-telegram.com/news/local/community/fort-worth/article181042011.html,,,,,,,
Fresno,city sidewalks,CA,US,2017-10-26,,15,,25,,,Central Valley Partnership; general protestors,Protesting budget cuts to healthcare,0,protest,0,0,0,0,1,1,http://www.fresnobee.com/news/nation-world/national/article181132921.html,,,,,,,
Garfield,Board Meeting,NJ,US,2017-10-26,about 200,200,,200,,,general protestors,Protesting eminent domain,0,protest,0,0,0,0,1,1,http://www.northjersey.com/story/news/bergen/garfield/2017/10/26/garfield-residents-rally-tonight-over-eminent-domain-proposal/803106001/,,,,,,,
Harris County,Lone Star College,TX,US,2017-10-26,,,,,,,general protestors,Protesting unfair treatment from officials,0,protest,0,0,0,0,1,1,http://www.yourconroenews.com/neighborhood/woodlands/news/article/Frustrated-residents-gathering-to-protest-at-MUD-12308990.php,,,,,,,
Lebanon,Outside VA medical center,PA,US,2017-10-26,count pic,7,,7,,,American Federation of Government Employees,Protesting staff shortages,0,protest,0,0,0,0,1,1,http://www.ldnews.com/story/news/2017/10/26/va-protest-thursday-calls-light-significant-understaffing-issues/803409001/,,,,,,,
Madison,UW-Madison Campus,WI,US,2017-10-26,,,,,,,general protestors ,Protesting Trump's Federal Reserve Chair Nominee,0,protest,0,0,0,0,1,1,http://www.dailycardinal.com/article/2017/10/potential-trump-nominees-speech-goes-smoothly-despite-small-protest,,,,,,,
Marble Falls,,TX,US,2017-10-26,hundreds,200,,200,,,Texas Commission on Environmental Quality,Protesting proposed rock crushing plant,0,protest,0,0,0,0,1,1,http://kxan.com/2017/10/26/hundreds-gathering-to-protest-proposed-rock-quarry-in-marble-falls/,,,,,,,
Morgantown,Suncrest Towne Center,WV,US,2017-10-26,dozens,24,,24,,,Kroger employees,Protesting lack of contracts,0,protest,0,0,0,0,1,1,http://www.dominionpost.com/Kroger-employees-rally-amid-cont,,,,,,,
Oneida County,Courthouse,WI,US,2017-10-26,picture,6,,6,,,Members of Citizen Action of Wisconsin ,protesting President Trump's recent cancellation of Affordable Care Act tax credits,1,protest,0,0,0,0,1,1,http://www.rivernewsonline.com/main.asp?SectionID=6&SubSectionID=47&ArticleID=79134&TM=72935.22,,,,,,,
Palm Beach County,Palm Beach County District Panel,CA,US,2017-10-26,more than a dozen,12,,12,,,parents,protesting districts decision to move children to different schools,0,protest,0,0,0,0,1,1,http://www.sun-sentinel.com/news/education/fl-school-boundaries-boynton-odyssey-20171026-story.html,,,,,,,
Paterson,March through downtown,NJ,US,2017-10-26,about 30,30,,30,,,general protestors,Protesting insufficient school funding,0,protest; march,0,0,0,0,1,1,http://www.northjersey.com/story/news/paterson-press/2017/10/26/funeral-rally-highlights-paterson-school-funding-problems/805109001/,,,,,,,
Rye Brook,,NY,US,2017-10-26,about 100,100,,100,,,Southern Westchester Teacher's Union,Rallying for new contracts,0,rally,0,0,0,0,1,1,http://westchester.news12.com/story/36695558/teachers-in-rye-brook-rally-for-new-contract,,,,,,,
Santa Maria,Santa Maria City Hall to Santa Maria High School,CA,US,2017-10-26,a large crowd,50,,100,,,community members,Domestic Violence Awareness and Solidarity,0,vigil; walk,0,0,0,0,1,1,http://www.ksby.com/story/36698137/vigil-held-in-santa-maria-to-remember-victims-of-domestic-violence,http://santamariatimes.com/news/local/memorial-walk-candlelight-vigil-in-santa-maria-honors-victims-survivors/article_50d8a716-ba8e-5dbb-b403-dacd5b83388e.html,http://infoweb.newsbank.com.du.idm.oclc.org/resources/doc/nb/news/167D29C3C7B7A5A0?p=WORLDNEWS,count from video,,,,
Sioux Center ,Sioux Center public library ,TN ,US,2017-10-26,half a dozen ,6,,6,,,general protestors ,Protesting Stephen Kirby ,0,silent protest ,0,0,0,0,1,1,http://globegazette.com/news/iowa/group-protests-iowa-man-who-authored-books-on-islam/article_400d3bd1-3858-5ba3-800c-f194717de3d8.html,,,,,,,
St. Louis ,streets; mayor Krewson's home,MO,US,2017-10-26,about 50,50,,50,,,general protestors,Protesting acquittal of Jason Stockley,0,"march; protest; ""noise rally""",0,0,0,0,1,1,http://www.stltoday.com/news/local/metro/protesters-block-traffic-in-central-west-end-march-to-mayor/article_fe6b42b9-026a-5914-962b-ef856499406c.html,,,,,,,
Detroit,U.S. District Courthouse,MI,US,2017-10-27,several hundred,200,,700,,,Yemeni-American protestors; ,Protesting new Trump immigration ban,1,protest,0,0,0,0,1,1,https://www.msn.com/en-us/video/animals/hundreds-gather-in-downtown-detroit-to-protest-travel-ban/vp-AAu9aRn,http://www.detroitnews.com/story/news/local/detroit-city/2017/10/27/trump-travel-ban-protest-detroit/107075580/,http://start.att.net/player/category/news/article/storyful_studio-hundreds_gather_in_downtown_detroit_to_protest_tra-5min,,,,,
Lebanon,5th Avenue,PA,US,2017-10-27,hundreds,200,,200,,,local labor unions and cedar haven employees,Protesting staff shortages,0,protest; strike,0,0,0,0,1,1,http://www.ldnews.com/story/news/local/2017/10/27/no-end-sight-rally-marks-one-week-cedar-haven-strike/807315001/,,,,,,,
Monroe,,NJ,US,2017-10-27,NA,2,,2,,,Referees,Protesting national anthem protest,0,protest,0,0,0,0,1,1,http://www.foxnews.com/us/2017/10/28/2-refs-refuse-to-work-high-school-game-after-anthem-protest.html,http://highschoolsports.nj.com/news/article/6010597697307329985/refs-who-walked-off-in-protest-removed-from-working-any-more-games-this-season/,,,,,,
Monroe,,NJ,US,2017-10-27,one of the teams,,,,,,football player,National anthem protest; protesting racial inequality ,1,protest,0,0,0,0,1,1,http://www.lehighvalleylive.com/philadelphia-eagles/index.ssf/2017/10/eagles_players_react_with_shoc.html,,,,,,,
Murfreesboro ,local university campus,TN,US,2017-10-27,,,,,,,White Nationalists,White Lives Matter march ,0,march,0,0,0,0,1,1,http://www.aljazeera.com/news/2017/10/tennessee-anti-fascists-confront-white-supremacists-171026183444489.html,http://www.mycentraljersey.com/story/sports/high-school/football/2017/10/28/n-j-high-school-football-refs-walk-off-field-protest-after-players-take-knee-during-anthem/809936001/,,,,,,
Oahu,,HI,US,2017-10-27,,,,,,,general protestors,Protesting proposed telescope,0,protest,3,0,0,0,1,1,http://khon2.com/2017/10/27/3-arrested-for-disorderly-conduct-after-protest-at-state-land-board-meeting/,,,,,,,
Rhinelander,Oneida County Courthouse,WI,US,2017-10-27,,,,,,,general protestors,Protesting Trump's attempts to repeal ACA,1,protest,0,0,0,0,1,1,http://www.rivernewsonline.com/main.asp?SectionID=6&SubSectionID=47&ArticleID=79134&TM=79731.42,,,,,,,
Sunland Park,Border wall,NM,US,2017-10-27,about 60,60,,60,,,general protestors,Protesting Border Wall,1,Protest,0,0,0,0,1,1,https://www.washingtonpost.com/news/post-nation/wp/2017/10/27/criticizing-evangelical-leaders-christian-clergy-hold-protest-at-the-mexican-border-wall/?utm_term=.cff53610d193,,,,,,,
Urbana,University of Illinois,IL,US,2017-10-27,several  ,,,,,,Students,Protesting offensive native american mascot in homecoming parade,0,protest,0,0,0,0,1,1,http://foxillinois.com/news/local/ui-students-protest-chief-illiniwek-at-homecoming-parade,,,,,,,
Winston-Salem,Downtown,NC,US,2017-10-27,more than 20,20,,20,,,general protestors,Protesting a variety of politicians,0,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/protesters-gather-for-halloween-themed-rally-in-downtown-winston-salem/article_dc214044-8b23-572c-8be4-08055444fa37.html,,,,,,,
Conway,,SC,US,2017-10-28,,,,,,,Ebony's Hope,Rallying against domestic violence,0,rally,0,0,0,0,1,1,http://www.wmbfnews.com/story/36709026/people-stand-up-against-domestic-violence-awareness-at-conway-rally,,,,,,,
Ferrysburg,Sunnyside Park,MI,US,2017-10-28,More than half a dozen,6,,7,,,Ferrysburg Nature Preserve committee.,Raise awarness about upcoming park ammendment,0,demonstration ,0,0,0,0,1,1,http://www.grandhaventribune.com/Government/2017/10/30/Rallying-for-the-parks.html?ci=stream&lp=15&p=1,,,,,,,
Garden Grove,,CA,US,2017-10-28,NA,5,,5,,,LA County for Trump,Protesting meeting to discuss DACA,2,protest,0,0,0,0,1,1,http://www.ocweekly.com/news/trump-supporters-protest-daca-town-hall-meeting-8537656,,,,,,,
Kansas City,Nichols Plaza,MO,US,2017-10-28,,,,,,,Hearts Infinity Inc.,Rallying for families of murder victims,0,rally,0,0,0,0,1,1,http://www.kansascity.com/news/local/crime/article181530246.html,,,,,,,
Murfreesboro ,Church St. ,TN,US,2017-10-28,around 30; about 30 ,30,,30,,,White Nationalists,White Lives Matter rally,0,rally ,0,0,0,0,1,1,https://www.usatoday.com/story/news/2017/10/28/2-tennessee-towns-brace-white-nationalist-rallies-counter-protests/809645001/,http://www.tennessean.com/story/news/2017/10/28/white-lives-matter-rally-murfreesboro-tn-live-updates-shelbyville-tn-stream-video/804380001/,http://www.dnj.com/story/news/2017/10/20/local-businesses-battening-hatches-ahead-rally-planned-oct-28/783572001/,,,,,
Murfreesboro ,Church St. ,TN,US,2017-10-28,about 600; about 800; about 1000,600,,1000,,,general protestors ,counter-protest ,0,protest ,0,0,0,0,0,1,https://www.usatoday.com/story/news/2017/10/28/2-tennessee-towns-brace-white-nationalist-rallies-counter-protests/809645001/,http://www.tennessean.com/story/news/2017/10/28/white-lives-matter-rally-murfreesboro-tn-live-updates-shelbyville-tn-stream-video/804380001/,http://www.wsmv.com/story/36696629/groups-prepare-to-counter-planned-white-nationalist-rallies,,,,,
New Paltz,"SUNY New Paltz Student Union Building to the state Department of Conservation’s Region 3 headquarters,",NY,US,2017-10-28,,,,,,,students,Protesting inaction around climate change,0,rally; march,0,0,0,0,1,1,http://www.dailyfreeman.com/general-news/20171026/suny-new-paltz-rally-march-oct-28-seeks-action-on-climate-change,,,,,,,
New York,Outside Cohan Gallery,NY,US,2017-10-28,about 70,70,,70,,,general protestors,Protesting perceived racist art display,0,protest,0,0,0,0,0,1,https://hyperallergic.com/408511/protesters-return-to-james-cohan-gallery-to-say-goodbye-to-omer-fasts-racist-show/,,,,,,,
New York City ,129th St.,NY,US,2017-10-28,hundreds,200,,200,,,general protestors,Rallying for more permanent housing,0,rally,0,0,0,0,1,1,http://pix11.com/2017/10/28/queens-residents-rally-for-permanent-solutions-to-protect-their-homes/,,,,,,,
New York City ,Camden Plaza Park to Alfred Smith House,NY,US,2017-10-28,more than 5000,5000,,5000,,,general protestors,Demanding bold climate change policy on the 5-year anniversary of superstorm Sandy,0,protest; march,0,0,0,0,0,1,http://pix11.com/2017/10/28/queens-residents-rally-for-permanent-solutions-to-protect-their-homes/,,,,,,,
New York City ,Castle Clinton National Monument  ,NY ,US,2017-10-28,FB: 67 ,67,,67,,,Indivisible Nation BK; Indivisble Brooklyn; Dying for Care; Indivisible Harlem; Empire State Indivisible ,Protesting GOP tax plan ,1,protest ,,,,,0,1,https://www.facebook.com/events/122260825121312/?active_tab=discussion&__xt__=33.%7B%22logging_data%22%3A%7B%22profile_id%22%3A122260825121312%2C%22event_type%22%3A%22clicked_view_event_posts%22%2C%22impression_info%22%3A%22eyJmIjp7Iml0ZW1fY291bnQiOiIwIn19%22%2C%22surface%22%3A%22www_events_permalink%22%2C%22interacted_story_type%22%3A%22236412393365972%22%2C%22session_id%22%3A%22454393373367f244f17418fd2a2cfe8d%22%7D%7D,https://www.amny.com/news/politics/trump-protests-planned-in-new-york-city-1.13037005,,,,,,
Oxnard,Channel Islands Boulevard and Victoria Avenue,CA,US,2017-10-28,,,,,,,Oxnard residents,opposed to a plan to build about 400 apartments,0,protest,0,0,0,0,0,1,http://www.keyt.com/news/ventura-county/residents-protest-proposed-fishermans-wharf-apartments/648267082,,,,,,,
Pittsfield,Outside Berkshire Museum,MA,US,2017-10-28,more than 50  ,50,,50,,,general protestors,Protesting museum selling art to fund renovation,0,protest,0,0,0,0,1,1,"http://www.berkshireeagle.com/stories/at-protest-some-in-community-stand-behind-berkshire-museums-planned-art-sale,523127",https://www.bostonglobe.com/metro/2017/10/28/foes-art-sale-hold-rally-outside-massachusetts-museum/6ZgmOCEO1Gg9RtCdwTafiL/story.html,,,,,,
Shelbyville,city sidewalks,TN,US,2017-10-28,nearly twice as many ,400,,400,,,general protestors,counter-protest,0,protest ,0,0,0,0,0,1,https://www.usatoday.com/story/news/2017/10/28/2-tennessee-towns-brace-white-nationalist-rallies-counter-protests/809645001/,,,,,,,
Shelbyville,city sidewalks,TN,US,2017-10-28,about 300; some 200 ,200,,300,,,National Front coalition ,White Lives Matter rally,0,rally,1,0,0,0,1,1,http://www.tennessean.com/story/news/2017/10/06/white-lives-matter-rally-tennessee-shelbyville-october-28/738264001/,"http://www.wcyb.com/news/tennessee/tennesseans-discuss-upcoming-white-lives-matter-rally/632671620
",http://www.commercialappeal.com/story/news/2017/10/06/white-lives-matter-rally-tennessee-shelbyville-october-28/738264001/,,https://www.usnews.com/news/top-news/articles/2017-10-28/tennessee-cities-brace-for-protests-over-refugee-resettlement,http://www.newschannel5.com/news/tensions-high-in-shelbyville-due-to-protests,,https://www.usatoday.com/story/news/2017/10/28/2-tennessee-towns-brace-white-nationalist-rallies-counter-protests/809645001/
Tulsa,Tulsa County Courthouse,OK,US,2017-10-28,around 50,50,,50,,,Aware Tulsa,protesting police brutality,0,protest,0,0,0,0,1,1,http://tucollegian.org/aware-tulsa-conviction-of-police-officer-sparks-protest/,,,,,,,
Washington,Washington Convention Center,DC,US,2017-10-28,,,,,,,No Justice No Pride,Protesting Human Rights Campaign dinner,0,protest,0,0,0,0,1,1,https://www.washingtonblade.com/2017/10/28/no-justice-no-pride-bars-doors-hrc-national-dinner/,,,,,,,
Wichita,,KS,US,2017-10-28,dozens,24,,24,,,general protestors,Protesting firing of tennis pro,0,protest,0,0,0,0,1,1,http://ksn.com/2017/10/28/tennis-players-fans-protest-in-support-of-tennis-pro/,,,,,,,
Wrentham,Town Common,MA,US,2017-10-28,,,,,,,general protestors,Protesting opioid addiction stigma,0,protest,0,0,0,0,1,1,http://boston.cbslocal.com/2017/10/28/wrentham-no-shame-rally-opioid-epidemic/,,,,,,,
Berkeley,Revolution Book Store,CA,US,2017-10-29,,,,,,,general protestors,protesting discrimination,2,protest,0,0,0,0,1,1,http://www.dailycal.org/2017/10/30/right-wing-protesters-disrupt-event-revolution-books-sunday-evening/,,,,,,,
East Lansing,downtown,MI,US,2017-10-29,around 10,10,,10,,,animal rights activists,Rallyingfor an end to factory farming: pro-vegan.,0,protest,0,0,0,0,1,1,http://statenews.com/article/2017/10/animal-rights-activists-protest-in-downtown-east-lansing,,,,,,,
Lindenhurst,Venetian Blvd. ,NY,US,2017-10-29,thousands; over 5000,2000,,5000,,,general protestors,"5 year anniversary of superstorm Sandy, rallying for environmental policy",1,rally,0,0,0,1,1,1,https://www.cbsnews.com/news/thousands-rally-to-commemorate-5th-anniversary-of-superstorm-sandy/,,,,,,,
Seattle,CenturyLink Field,WA,US,2017-10-29,NA,40,,40,,,Seahawk and Texan players,National anthem protest; protesting racial inequality ,1,protest,0,0,0,0,1,1,https://www.nytimes.com/2017/10/29/sports/nfl-scores-texans-seahawks.html?mtrref=undefined&gwh=EEFD99C55824BC9CCCC475271FC612D2&gwt=pay,http://www.espn.com/nfl/story/_/id/21215907/majority-houston-texans-players-kneeled-linked-arms-national-anthem,http://deadline.com/2017/10/nfl-anthem-protests-reach-boiling-point-1202197034/,http://www.foxnews.com/sports/2017/10/29/houston-texans-kneel-during-anthem-in-protest-bob-mcnair-comments.html,,,,
Sterling ,,VA,US,2017-10-29,1,1,,1,,,general protestors,Protesting Trump,1,protest ,0,0,0,0,1,1,https://www.washingtonpost.com/news/the-fix/wp/2017/10/29/a-cyclist-flipped-off-trumps-motorcade-and-entered-the-annals-of-presidential-protests/?utm_term=.ac9ddcbe0b07,,,,,,,
Virginia Beach ,Virginia Beach ,VA,US,2017-10-29,,,,,,,Bikers for Trump,Rally to support Ed Gillespie,2,rally ,0,0,0,0,1,1,http://wavy.com/2017/10/29/bikers-for-trump-to-host-virginia-beach-rally-for-ed-gillespie/,https://www.washingtonpost.com/local/virginia-politics/bikers-for-trump-rallies-for-gillespie--without-gillespie/2017/10/29/42c27484-b9c3-11e7-be94-fabb0f1e9ffb_story.html?utm_term=.bed58cdee035,,,,,,
Berkeley,Old Oaks Theatre,CA,US,2017-10-30,,,,,,,Occupy Oakland,Rally to tax the rich,0,rally,,,,,1,1,https://occupyoakland.org/event/tax-rich-rally-2/?instance_id=306384,,,,,,,
Denver,,CO,US,2017-10-30,dozens,24,,24,,,general protestors,Protesting fracking,1,protest,0,0,0,0,1,1,http://denver.cbslocal.com/2017/10/30/fracking-face-masks-oil-gas/,http://denver.cbslocal.com/2017/10/30/fracking-face-masks-oil-gas/,,,,,,
Lutz,Hillsborough County; Steinbrenner High School. ,FL,US,2017-10-30,about two dozen,24,,24,,,teachers,Rallying for pay increase,0,protest,0,0,0,0,1,1,http://www.wtsp.com/news/education/hillsborough-county-teachers-rally-for-wage-increase-1/487221452,,,,,,,
Oakland,Private residence,CA,US,2017-10-30,about 100,100,,100,,,No Coal in Oakland,Protesting use of coal,1,protest,0,0,0,0,1,1,http://www.eastbaytimes.com/2017/10/30/activists-plan-zombie-march-at-prominent-oakland-developers-home/,http://www.eastbaytimes.com/2017/10/30/activists-plan-zombie-march-at-prominent-oakland-developers-home/,,,,,,
Yakima,,WA,US,2017-10-30,,,,,,,general protestors,Protesting landlords,0,protest,0,0,0,0,1,1,http://www.yakimaherald.com/news/local/investigation-continues-into-fire-at-savoy-apartments-as-tenants-protest/article_97e02a96-bda7-11e7-9177-bf25ed83f10a.html,,,,,,,
Allentown,Outside Rep. Dent's office,PA,US,2017-10-31,about 20,20,,20,,,general protestors,Protesting GOP tax plan ,1,protest,0,0,0,0,1,1,http://www.mcall.com/news/local/mc-pictures-protest-tax-congress-no-tricks-or-treats-20171031-photogallery.html,,,,,,,
Burien,Restaurant to Library,WA,US,2017-10-31,,,,,,,general protestors,Protesting racist flyer,0,protest; march,0,0,0,0,1,1,http://www.king5.com/news/local/burien-residents-protest-intolerance-in-response-to-controversial-flyer/488247490,,,,,,,
Eugene,Federal Courthouse,OR,US,2017-10-31,more than 50,50,,50,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,http://kval.com/news/local/fake-boos-indictments-a-treat-for-trump-protesters-on-halloween,,,,,,,
Evanston,Northwestern University,IL,US,2017-10-31,about 50,50,,50,,,Rainbow Alliance,Rallying for non-tenure eligible teachers,0,rally,0,0,0,0,1,1,https://dailynorthwestern.com/2017/11/01/campus/student-groups-rally-rock-support-non-tenure-eligible-faculty-union/,,,,,,,
Framingham,Framingham State University,MA,US,2017-10-31,,,,,,,Students,Protesting incidents of racism on campus,0,protest,0,0,0,0,1,1,http://www.fox25boston.com/news/framingham-state-students-protest-continuous-racist-incidents-at-school/634911727,,,,,,,
Fullerton,"CA State University, Fullerton",CA,US,2017-10-31,about 100,100,,100,,,general protestors,Protesting appearance by Milo Yiannopoulos,1,protest,7,0,0,0,1,1,http://www.foxnews.com/us/2017/10/31/latest-heavy-security-small-protest-at-college-speech.html,http://nypost.com/2017/11/01/7-arrested-after-fights-break-out-at-milo-yiannopoulos-protest/,,,,,,
Hagerstown,Potomac Center,MD,US,2017-10-31,about 10,10,,10,,,Union workers,Rallying against unsafe work conditions at Potomoc Center,0,protest,0,0,0,0,1,1,https://www.heraldmailmedia.com/news/local/union-workers-protest-safety-conditions-at-potomac-center/article_e577862a-4fc7-530e-bd68-912fe7654133.html,,,,,,,
Holland,Hope College to City Hall,MI,US,2017-10-31,hundreds,200,,200,,,general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1,march; rally,0,0,0,0,1,1,http://woodtv.com/2017/10/31/hope-college-students-march-to-support-daca/,http://www.hollandsentinel.com/news/20171101/hundreds-join-daca-march-in-downtown-holland,,,,,,
Indianapolis,,IN,US,2017-10-31,,,,,,,general protestors,Protesting decision not to indict officer who killed black man,0,protest,0,0,0,0,1,1,http://wishtv.com/2017/10/31/family-rally-raise-cry-for-justice-for-aaron-bailey/,,,,,,,
Lawrence,Outside City Hall,MA,US,2017-10-31,NA,50,,50,,,general protestors,"Protesting homophobic flyers, demanding accountability",0,protest,0,0,0,0,1,1,http://www.eagletribune.com/news/merrimack_valley/rally-against-campaign-flyer-attacking-rivera-s-gay-agenda/article_0c616c4c-138e-51bb-9d83-cc1a5076ae1b.html,,,,,,,
Los Angeles,Board of Supervisors Meeting,CA,US,2017-10-31,about two dozen,24,,24,,,Youth Justice Coalition,Protesting expansion of jails,0,protest,0,0,0,0,1,1,http://www.latimes.com/local/lanow/la-me-ln-jail-expansion-protest-20171031-story.html,,,,,,,
Miami Beach,City Hall,FL,US,2017-10-31,hundreds,200,,200,,,general protestors,Protesting proposed ban on alcohol sales after 2 a.m.,0,protest,0,0,0,0,1,1,http://www.nbcmiami.com/news/local/Hundreds-to-Protest-Miami-Beach-Plan-to-Ban-Alcohol-on-Ocean-Drive-454199213.html,,,,,,,
New York City ,Trump Tower,NY ,US,2017-10-31,FB: 8 ,8,,8,,,general protestors,Protesting Trump,1,protest ,,,,,1,1,https://www.amny.com/news/politics/trump-protests-planned-in-new-york-city-1.13037005,https://www.facebook.com/events/501293206897847/,,,,,,
Reading,City Hall,PA,US,2017-10-31,,,,,,,Make the Road Pennsylvania,Protesting GOP tax plan ,1,protest,0,0,0,0,1,1,http://www.readingeagle.com/news/article/make-the-road-pennsylvania-rallies-against-trump-tax-reform#.Wfp52BNSyT8,,,,,,,
Seattle,Jackson Federal Building,WA,US,2017-10-31,,,,,,,Seattle Indivisible,Rally to resist Trump,1,rally,0,0,0,0,1,1,https://www.seattleindivisible.com/events-calendar/2017/10/31/resist-trump-tuesday-rally,,,,,,,
St. Augustine,Outside The Bunnery cafe,FL,US,2017-10-31,about two dozen,24,,24,,,general protestors,Protesting blackface halloween costume,0,protest,0,0,0,0,1,1,http://www.firstcoastnews.com/news/local/st-augustine/woman-dressed-in-blackface-at-st-augustine-bunnery-causes-protest/487533516,,,,,,,
St. Louis ,Outside Mayor's home,MO,US,2017-10-31,about 25,25,,25,,,general protestors,Protesting acquittal of Jason Stockley,0,protest,0,0,0,0,1,1,http://www.stltoday.com/news/local/metro/protesters-again-gather-outside-home-of-st-louis-mayor/article_ade6fe2d-3208-5c56-9a90-0a29761d6639.html,,,,,,,
Vista,1800 Thibodo Rd,CA,US,2017-10-31,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,0,0,0,0,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,http://www.kpbs.org/news/2017/oct/31/tom-steyer-brings-impeach-president-campaign-anti-/,,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-10-31,a handful,5,,5,,,general protesters,"for President Trump, against state gas tax",2,counter-protest,0,0,0,0,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,http://www.kpbs.org/news/2017/oct/31/tom-steyer-brings-impeach-president-campaign-anti-/,,,,,,
