id,date,url,headline,abstract,lead_paragraph,type_of_material,section_name,blm,black lives matter,police brutality,defund police,blue lives matter,George Floyd,Breonna Taylor,Tyre Nichols,Eric Garner,Ahmaud Arbery,Tamir Rice
8658b64a-22d4-5fb1-9982-050d0b63bf71,2020-06-23,https://www.nytimes.com/2020/06/23/us/teens-protest-black-lives-matter.html,‘I Need People to Hear My Voice’: Teens Protest Racism,"High school students have organized protests in California, Maryland and Michigan. In one Texas suburb, three teenagers led hundreds of people in a march, and they say they aren’t done organizing.","In early June, as outrage over racism and police brutality erupted nationwide, three teenagers from Katy, Texas, grew frustrated by a void of activism in their affluent Houston suburb.",News,U.S.,False,False,True,False,False,False,False,False,False,False,False
87e3374f-503f-58d5-bf0a-6073b75de27b,2020-06-10,https://www.nytimes.com/2020/06/09/nyregion/james-demarco-franklinville-george-floyd-protest.html,Man Who Mocked George Floyd’s Killing Is Fired by FedEx,One white counterprotester yelled while kneeling on the neck of another who was facedown on the ground. The display drew fierce condemnation.,The protest in the southern New Jersey township was similar to those that have unfolded across the United States since George Floyd was killed in police custody: About 70 people gathered to rally against police brutality and systemic racism.,News,New York,False,False,True,False,False,True,False,False,False,False,False
8a8531b2-ffcb-5aed-bbed-b7348989e1ed,2020-06-09,https://www.nytimes.com/2020/06/09/upshot/polling-trump-erosion-support.html,Wave of New Polling Suggests an Erosion of Trump’s Support,Joe Biden appears in a stronger position to oust an incumbent president than any challenger since Bill Clinton in the summer of 1992.,"The coronavirus pandemic, a severe economic downturn and the widespread demonstrations in the aftermath of the death of George Floyd in police custody would pose a serious political challenge to any president seeking re-election. They are certainly posing one to President Trump.",News,The Upshot,False,False,False,False,False,True,False,False,False,False,False
8b62c6fb-df09-5435-8f2e-62569123cd31,2020-06-09,https://www.nytimes.com/2020/06/09/arts/dance/dancing-protests-george-floyd.html,Dancing Bodies That Proclaim: Black Lives Matter,"Some came to the streets to dance. Others were moved to dance more spontaneously, and surprised to find themselves seen by millions online.","As protesters streamed through the streets of New York on Sunday afternoon, one group’s chants of “Black lives matter!” and “No justice, no peace!” gave way to a sound more often heard at weddings and block parties. On 125th Street in Harlem, hundreds of people, many of them professional dancers, had congregated for a peaceful march across town and a collective performance of the Electric Slide.",News,Arts,False,True,False,False,False,False,False,False,False,False,False
8bded809-35c1-517d-a796-fdb12228b7ba,2020-06-21,https://www.nytimes.com/2020/06/21/us/derek-chauvin-detention-police-officers.html,Jail Only Allowed White Staff to Guard Ex-Officer Charged With Killing George Floyd,"Eight correctional officers said people of color who work in the jail were initially moved away from Derek Chauvin, the officer accused of killing George Floyd.","ST. PAUL, Minn. — Staff members working at the jail that held Derek Chauvin, the white officer charged with murder in the killing of George Floyd, say that only white employees were allowed to guard him when he was first brought to the facility last month.",News,U.S.,False,False,False,False,False,True,False,False,False,False,False
0146e2-089c-5fcd-9e3a-a8768888d114,2020-06-03,https://www.nytimes.com/video/us/100000007172793/minnesota-officials-charge-derek-chauvin-with-2nd-degree-murder.html,Minnesota Officials Charge Derek Chauvin With 2nd-Degree Murder,"Minnesota’s attorney general, Keith Ellison, announced new charges for Derek Chauvin, and charged three more former officers with aiding and abetting murder in the death of George Floyd.","Minnesota’s attorney general, Keith Ellison, announced new charges for Derek Chauvin, and charged three more former officers with aiding and abetting murder in the death of George Floyd.",Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
9e0e74-db18-5f90-9ac0-88318fb4fd0b,2020-06-09,https://www.nytimes.com/video/us/100000007182976/george-floyd-funeral.html,‘We All Loved Him’: Family and Friends Honor George Floyd,Hundreds of mourners filled a Houston church more than two weeks after George Floyd’s death powered sprawling protests across America against racism.,Hundreds of mourners filled a Houston church more than two weeks after George Floyd’s death powered sprawling protests across America against racism.,Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
e6eeb6-4dc0-5735-ad78-d34e01b7b551,2020-06-12,https://www.nytimes.com/video/us/politics/100000007187443/blood-on-streets-new-york-paint-protest.html,Demonstrators Splatter Symbolic Blood on New York Streets,Protesters left a trail of red paint behind them to symbolize blood on the streets as they marched through Manhattan to oppose police brutality and racism in the criminal justice system.,Protesters left a trail of red paint behind them to symbolize blood on the streets as they marched through Manhattan to oppose police brutality and racism in the criminal justice system.,Video,U.S.,False,False,True,False,False,False,False,False,False,False,False
47acf5-0ef6-547a-8778-a6aaf305ff0b,2020-06-12,https://www.nytimes.com/video/us/politics/100000007187607/biden-george-floyd-martin-luther-king-jr.html,"Floyd’s Killing Is Having a Greater Impact than King’s, Biden Says",Former Vice President Joseph R. Biden Jr. said the killing of George Floyd in police custody is having a larger global impact than the Rev. Dr. Martin Luther King Jr.’s assassination in 1968.,Former Vice President Joseph R. Biden Jr. said the killing of George Floyd in police custody is having a larger global impact than the Rev. Dr. Martin Luther King Jr.’s assassination in 1968.,Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
c36bf4-0596-5222-bbe7-a17992e7bb48,2020-06-05,https://www.nytimes.com/video/us/100000007168058/john-thompson-george-floyd-protests.html,He Was Philando Castile’s Friend. Now He’s Running for Office.,"“If we’re not at the table, we’re on the menu.” We followed a Minnesota organizer whose run for office has taken on new urgency since George Floyd’s death.","“If we’re not at the table, we’re on the menu.” We followed a Minnesota organizer whose run for office has taken on new urgency since George Floyd’s death.",Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
7c17b8-e9ab-53ef-9038-d31d51149ca5,2020-06-28,https://www.nytimes.com/video/nyregion/100000007213906/queer-liberation-march-new-york.html,Pride March in New York Protests Police Brutality,"More than 1,000 people walked in the Queer Liberation March, a Pride celebration and anti-racism protest. A brief confrontation erupted with police as protesters gathered in Washington Square Park.","More than 1,000 people walked in the Queer Liberation March, a Pride celebration and anti-racism protest. A brief confrontation erupted with police as protesters gathered in Washington Square Park.",Video,New York,False,False,True,False,False,False,False,False,False,False,False
44eae6-4e09-583c-9669-0f24aaf2e7f0,2020-06-25,https://www.nytimes.com/video/us/100000007210395/philadelphia-police-ban-tear-gas.html,Philadelphia Police Temporarily Ban Tear Gas for Crowd Control,The announcement came hours after The New York Times published its visual investigation into a protest against police brutality in Philadelphia on June 1.,The announcement came hours after The New York Times published its visual investigation into a protest against police brutality in Philadelphia on June 1.,Video,U.S.,False,False,True,False,False,False,False,False,False,False,False
66b362-d3cd-54a2-82a1-dbf94291b0cf,2020-06-26,https://www.nytimes.com/video/us/politics/100000007211025/house-passes-police-reform-bill.html,House Passes George Floyd Justice in Policing Act,"The House passed the sweeping police overhaul bill, aimed at combating racial bias and excessive use of force, by a vote of 236 to 181. The bill is not expected to pass the Republican-controlled Senate.","The House passed the sweeping police overhaul bill, aimed at combating racial bias and excessive use of force, by a vote of 236 to 181. The bill is not expected to pass the Republican-controlled Senate.",Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
08fefc-0d88-5fc3-b139-824468269d16,2020-06-09,https://www.nytimes.com/video/us/100000007182668/al-green-george-floyd-department-of-reconciliation.html,Rep. Al Green Calls for a Department of Reconciliation to Combat Racism,"Representative Al Green, Democrat of Texas, called for the creation of a national Department of Reconciliation during his remarks at George Floyd’s funeral.","Representative Al Green, Democrat of Texas, called for the creation of a national Department of Reconciliation during his remarks at George Floyd’s funeral.",Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
784222-ee81-54fa-b43b-e5c3ec47cdc6,2020-06-05,https://www.nytimes.com/video/us/politics/100000007176257/trump-news-conference-jobs-report.html,Trump Invokes George Floyd While Hailing Jobs Report,President Trump briefly addressed the need for law enforcement officials to treat Americans fairly during remarks about a drop in unemployment. His comments were immediately criticized by Democrats.,President Trump briefly addressed the need for law enforcement officials to treat Americans fairly during remarks about a drop in unemployment. His comments were immediately criticized by Democrats.,Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
0584549a-76d2-5cf2-91cc-b5bae22f6cfa,2020-06-03,https://www.nytimes.com/2020/06/03/opinion/george-floyd-minneapolis-segregation.html,George Floyd and Derek Chauvin Might as Well Have Lived on Different Planets,Minneapolis abandoned its vision of an egalitarian society. The region is now paying an enormous price for that choice.,"Like many segregated cities before it, Minneapolis is burning. George Floyd’s killing by a police officer is tearing the city and the country apart. But this tragedy is also the result of two Americas, increasingly separate from each other, coming into wrenching conflict.",Op-Ed,Opinion,False,False,False,False,False,True,False,False,False,False,False
05c51ff1-78ea-5e83-8867-c33c91112f21,2020-06-08,https://www.nytimes.com/2020/06/08/style/chanel-cruise-digital.html,Chanel’s First Digital Show Was a Disappointment on Many Levels,The French brand unveiled its virtual cruise collection. I miss the rocket ships.,"The first big digital fashion show of the pandemic era — which is to say, the first big show since real shows were canceled — was unveiled on June 8. It followed a weekend in which protests against police brutality and racism sparked by the killing of George Floyd proliferated not just in the United States, but around the world. And it came as more cities and countries gingerly tiptoed their way toward reopening.",News,Style,False,False,True,False,False,True,False,False,False,False,False
061e7659-c31c-5c47-a272-a710ea5f3c73,2020-06-01,https://www.nytimes.com/2020/06/01/sports/basketball/george-floyd-nba-protests.html,"As Protests Spur Posts From Athletes, N.B.A. Players Take to the Streets",The season has been suspended. And the issue of police brutality toward African-Americans has long been a visceral one in a predominantly black league.,A broad range of athletes and sports figures have issued statements on social media condemning the killing of George Floyd and other police violence against African-Americans.,News,Sports,False,False,False,False,False,True,False,False,False,False,False
070dba41-c097-54d7-a17e-2d3e16f2d7e9,2020-06-23,https://www.nytimes.com/2020/06/23/us/breonna-taylor-brett-hankison-fired.html,"Louisville Police Fire Brett Hankison, Officer in Breonna Taylor Shooting",The police chief said Mr. Hankison “wantonly and blindly” fired 10 rounds into Ms. Taylor’s apartment on the night she was killed.,"The Louisville Metro Police Department on Tuesday fired one of the three officers involved in the fatal shooting of Breonna Taylor, the most significant action yet in a case that has drawn public outrage for the killing and the fact that no criminal charges have been filed.",News,U.S.,False,False,False,False,False,False,True,False,False,False,False
079d4446-d165-53bb-941d-6747c32bfc9b,2020-06-19,https://www.nytimes.com/2020/06/19/us/politics/george-floyd-protests-surveillance.html,U.S. Watched George Floyd Protests in 15 Cities Using Aerial Surveillance,"From Minneapolis to Buffalo, Homeland Security officials dispatched drones, helicopters and airplanes to monitor Black Lives Matter protests.","GRAND FORKS, N.D. — The Department of Homeland Security deployed helicopters, airplanes and drones over 15 cities where demonstrators gathered to protest the death of George Floyd, logging at least 270 hours of surveillance, far more than previously revealed, according to Customs and Border Protection data.",News,U.S.,False,False,False,False,False,True,False,False,False,False,False
082ec15c-95bf-549b-b1b7-d063dc55c33a,2020-06-08,https://www.nytimes.com/2020/06/07/us/politics/mitt-romney-george-floyd-protests.html,Romney Marches With Protesters in Washington,"The senator from Utah appeared to be the first Senate Republican to join the demonstrations over the killing of George Floyd, putting himself at odds with the president again.","WASHINGTON — Senator Mitt Romney of Utah marched with demonstrators toward the White House on Sunday, appearing to be the first Republican senator to join the thousands across the country protesting the death of George Floyd in police custody.",News,U.S.,False,False,False,False,False,True,False,False,False,False,False
089e1278-142d-5395-a3e5-863747c74012,2020-06-13,https://www.nytimes.com/2020/06/13/arts/5-pride-BLM-podcasts.html,5 Podcasts at the Intersection of Pride Month and the Black Lives Matter Movement,This June has restored the spirit of protest to Pride celebrations. Here are shows to help you understand the moment.,"This year, Pride has been forced back to its roots. Instead of celebrities waving from floats sponsored by TD Bank and Absolut Vodka, pandemic-masked protesters are marching in the streets demanding justice for black lives. Rainbow flags have been replaced with signs with the names of those killed by the police, like Tony McDade, a black trans man in Tallahassee, Fla. These protests may be perhaps the most genuine honoring of Pride, an annual commemoration of the 1969 Stonewall uprising, in which black and brown L.G.B.T.Q. people were a driving force. There is much to learn this Pride, and a legion of queer voices in podcasting can help you gain insight, find representation and feel comfort during this time. Here are a few of our recommendations.",News,Arts,False,True,False,False,False,False,False,False,False,False,False
0909c272-a130-5313-b519-2ce8e1d3077b,2020-06-15,https://www.nytimes.com/2020/06/15/briefing/donald-trump-rayshard-brooks-coronavirus-your-monday-briefing.html,How Trump Is Fueling Progressivism,And what else you need to know today.,"If you’re trying to understand why the Black Lives Matter movement has ascended to another level, it’s helpful to think about an idea developed by the political scientist Christopher Wlezien: the thermostat theory of politics.",briefing,Briefing,False,True,False,False,False,False,False,False,False,False,False
0a4a14e3-dbbd-5644-9de8-038ba4bdc74e,2020-06-19,https://www.nytimes.com/2020/06/19/us/brett-hankison-breonna-taylor-louisville.html,Louisville Police Move to Fire Officer Involved in Death of Breonna Taylor,"Brett Hankison blindly fired 10 rounds into a covered door and window, according to a termination letter.","The police in Louisville, Ky., are moving to terminate one of the officers involved in the death of Breonna Taylor, Mayor Greg Fischer announced on Friday, the first significant action taken against an officer in a case that has drawn widespread criticism and national protests.",News,U.S.,False,False,False,False,False,False,True,False,False,False,False
0a9e3926-472f-5685-adaa-62aa27e2d5ea,2020-06-06,https://www.nytimes.com/2020/06/06/upshot/coronavirus-economic-crisis.html,Don’t Lose the Thread. The Economy Is Experiencing an Epic Collapse of Demand.,"A rip in the fabric of the economy won’t be healed easily, and denial of the severity of the crisis won’t solve it.","Despite it all — a nation on edge, with an untamed pandemic and convulsive protests over police brutality — for the first time in three months there is a scent of economic optimism in the air.",News,The Upshot,False,False,True,False,False,False,False,False,False,False,False
24c45be4-eda7-5f45-adcd-b5a8e76f7cc7,2020-06-05,https://www.nytimes.com/2020/06/05/us/police-violence-george-floyd.html,A Crisis That Began With an Image of Police Violence Keeps Providing More,Chaos in the streets and the ubiquity of cellphones have created a disturbing array of videos reflecting violent police behavior.,"SACRAMENTO — A protest movement that was ignited by a horrific video of police violence — a white police officer pressing his knee against the neck of George Floyd, a black man, for nearly nine minutes — has now prompted hundreds of other incidents and videos documenting violent tactics by police.",News,U.S.,False,False,False,False,False,True,False,False,False,False,False
250d3525-6ce7-54f9-a2b6-4c01a7bc9904,2020-06-29,https://www.nytimes.com/2020/06/29/briefing/abortion-virus-george-floyd.html,"Abortion, Virus, George Floyd: Your Monday Evening Briefing",Here’s what you need to know at the end of the day.,(Want to get this briefing by email? Here’s the sign-up.),briefing,Briefing,False,False,False,False,False,True,False,False,False,False,False
25642b46-e875-56a1-b7fd-1be7c34a4179,2020-06-01,https://www.nytimes.com/2020/05/31/us/police-tactics-floyd-protests.html,"Facing Protests Over Use of Force, Police Respond With More Force","Videos showed officers using batons, tear gas, pepper spray and rubber bullets on protesters and bystanders.",[Follow our live updates on the George Floyd protests across the country.],News,U.S.,False,False,False,False,False,True,False,False,False,False,False
262c42b9-2f2c-5dcd-85d9-d608f0025835,2020-06-03,https://www.nytimes.com/2020/06/03/learning/lesson-plans/teaching-ideas-and-resources-to-help-students-make-sense-of-the-george-floyd-protests.html,Teaching Ideas and Resources to Help Students Make Sense of the George Floyd Protests,"Putting the demonstrations into a larger context, with help from The Times and other news and educational organizations.","Updated, June 8",News,The Learning Network,False,False,False,False,False,True,False,False,False,False,False
267c6ce7-92dc-5987-84ff-25f114be5d44,2020-06-08,https://www.nytimes.com/2020/06/08/us/george-floyd-viewing-funeral-houston-unrest.html,"In Houston, Thousands Wait in the Heat to Pay Respects to George Floyd",People lined up for hours to view the body of a man who died in police custody in Minneapolis — a man who was one of them in so many ways.,"HOUSTON — Most did not know him. But they knew the city that shaped him, and that was enough.",News,U.S.,False,False,False,False,False,True,False,False,False,False,False
275ad3e2-92ba-56d6-a834-e51b13175751,2020-06-10,https://www.nytimes.com/2020/06/09/opinion/trump-united-states.html,"Let’s Change Our Motto to ‘Out of Many, We’","It is heading toward “Out of Many, None,” and I fear it becoming “Out of Many, Me.”","There are so many prisms through which to view the tectonic events taking place on America’s streets since the police killing of George Floyd in Minneapolis, but to my mind the most important is that our country is in the process of renegotiating its founding motto, carried on the seal of the United States: “E pluribus unum,” or “Out of many, one.”",Op-Ed,Opinion,False,False,False,False,False,True,False,False,False,False,False
281cfe57-4191-5741-b6db-c71390ea4678,2020-06-02,https://www.nytimes.com/2020/06/02/sports/basketball/knicks-james-dolan-george-floyd.html,"Knicks Won’t Weigh In on George Floyd, Dolan Tells Employees",The decision makes the Knicks an exception in a league where players and coaches have called for change on social media and joined protests.,"Leadership from every N.B.A. team — in some way, shape or form — has weighed in on the death of George Floyd, the 46-year-old black man who died in police custody in Minneapolis on May 25. Every team, that is, except the Knicks.",News,Sports,False,False,False,False,False,True,False,False,False,False,False
2955ffeb-3852-5763-8e90-cdcef4824042,2020-06-10,https://www.nytimes.com/2020/06/10/us/politics/george-floyd-brother-congress-philonise.html,George Floyd’s Brother Pleads With Congress: ‘Make It Stop’,"Philonise Floyd, the star witness at a House hearing on Democrats’ policing bill, called for Congress to “stop the pain” caused by the killings of black men at the hands of the police.","WASHINGTON — Philonise Floyd, whose brother’s death in police custody has inspired two weeks of sprawling protests across the country, made an impassioned plea to Congress on Wednesday to enact sweeping changes to law enforcement in America to address police brutality and systemic racism.",News,U.S.,False,False,True,False,False,True,False,False,False,False,False
2966a594-6bd9-5891-8136-4490e6752c4e,2020-06-25,https://www.nytimes.com/2020/06/25/opinion/george-floyd-toxicology-report-drugs.html,We Know How George Floyd Died. It Wasn’t From Drugs.,The idea that drugs played a role is just a new version of an old racist myth.,"My heart sank when I read the prosecutors’ criminal complaint against Derek Chauvin, the former Minneapolis police officer who is charged with killing George Floyd. It suggests that drugs were one factor contributing to his death.",Op-Ed,Opinion,False,False,False,False,False,True,False,False,False,False,False
29baf8ac-634a-5865-9aba-3c006da41924,2020-06-03,https://www.nytimes.com/2020/06/02/us/politics/trump-law-enforcement-protests.html,Trump Deploys the Full Might of Federal Law Enforcement to Crush Protests,Nearly a dozen federal agencies — even the Transportation Security Administration — were sent to Washington and other cities after the president vowed to “dominate” protesters.,"WASHINGTON — President Trump’s vow to “dominate” demonstrators protesting police brutality has mobilized the full might of federal law enforcement, from border agencies and the Drug Enforcement Administration to F.B.I. hostage rescue teams, working alongside local law enforcement, the military police and the National Guard.",News,U.S.,False,False,True,False,False,False,False,False,False,False,False
ab3a6f-51a3-546a-90e1-ddb4b61b8a77,2020-06-01,https://www.nytimes.com/video/us/elections/100000007168118/hate-just-hides-it-doesnt-go-away-biden-says.html,"‘Hate Just Hides. It Doesn’t Go Away,’ Biden Says","Former Vice President Joseph R. Biden Jr. visited Bethel African Methodist Episcopal Church in Wilmington, Del., where parishioners shared their anguish over racism and police brutality.","Former Vice President Joseph R. Biden Jr. visited Bethel African Methodist Episcopal Church in Wilmington, Del., where parishioners shared their anguish over racism and police brutality.",Video,U.S.,False,False,True,False,False,False,False,False,False,False,False
45b0bf-7ebe-56d2-b8bc-86d463b24713,2020-06-09,https://www.nytimes.com/video/opinion/100000007179746/hate-crime-bill-ahmaud-arbery.html,How Was My Son Ahmaud Arbery’s Murder Not a Hate Crime?,Georgia is one of only four states without a bias crime law. This must change.,Georgia is one of only four states without a bias crime law. This must change.,Video,Opinion,False,False,False,False,False,False,False,False,False,True,False
955d41-3e6a-5a83-ae0e-4e8e8f68cf81,2020-06-13,https://www.nytimes.com/video/world/europe/100000007189867/uk-london-blm-protests.html,Far-Right Groups Stage Counterprotest in London,"The counterprotests on Saturday turned violent at times, with far-right groups clashing with the police and with people demonstrating against police brutality and racism.","The counterprotests on Saturday turned violent at times, with far-right groups clashing with the police and with people demonstrating against police brutality and racism.",Video,World,False,False,True,False,False,False,False,False,False,False,False
1907c7-8a0f-59f0-9306-503308765410,2020-06-05,https://www.nytimes.com/video/us/100000007177491/prime-minister-justin-trudeau-takes-a-knee.html,Prime Minister Justin Trudeau Takes a Knee,"During a demonstration in Ottawa on Friday, the Canadian prime minister knelt to show his solidarity with protesters who rallied following the death of George Floyd.","During a demonstration in Ottawa on Friday, the Canadian prime minister knelt to show his solidarity with protesters who rallied following the death of George Floyd.",Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
babcb8-3d9c-5c2f-bb02-4d92190ea432,2020-06-10,https://www.nytimes.com/video/us/politics/100000007184392/philonise-floyd-congress.html,"‘I’m Tired of Pain,’ Philonise Floyd Tells House Committee","Philonise Floyd, a brother of George Floyd, testified before the House Judiciary Committee during a hearing on police brutality.","Philonise Floyd, a brother of George Floyd, testified before the House Judiciary Committee during a hearing on police brutality.",Video,U.S.,False,False,True,False,False,True,False,False,False,False,False
fb9961-3bbb-5c64-a389-21334341dad0,2020-06-25,https://www.nytimes.com/video/us/100000007208850/ahmaud-arbery-killing-indictment.html,Suspects in Ahmaud Arbery’s Killing Are Indicted on Murder Charges,"The three white men arrested in the killing of Ahmaud Arbery, a black man who was chased and shot while jogging, were indicted on murder charges by a Georgia grand jury.","The three white men arrested in the killing of Ahmaud Arbery, a black man who was chased and shot while jogging, were indicted on murder charges by a Georgia grand jury.",Video,U.S.,False,False,False,False,False,False,False,False,False,True,False
a533c3-b7f6-58b3-b36a-b87815bed6b4,2020-06-03,https://www.nytimes.com/video/us/politics/100000007171835/obama-speech-town-hall-live.html,Obama Addresses Young People of Color: ‘You Matter’,"Former President Barack Obama praised the efforts of demonstrators across the nation, calling their protests following the death of George Floyd “powerful” and “transformative.”","Former President Barack Obama praised the efforts of demonstrators across the nation, calling their protests following the death of George Floyd “powerful” and “transformative.”",Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
a071cb-bdea-57b8-900b-b9d3c22e9821,2020-06-03,https://www.nytimes.com/video/us/100000007170825/george-floyd-family.html,"‘I Want Justice for Him,’ the Mother of George Floyd’s Daughter Says","Roxie Washington, the mother of George Floyd’s daughter, spoke of the magnitude of their 6-year-old Gianna’s loss when he died.","Roxie Washington, the mother of George Floyd’s daughter, spoke of the magnitude of their 6-year-old Gianna’s loss when he died.",Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
5ede90-162c-5ccd-858f-03fb2e770494,2020-06-07,https://www.nytimes.com/video/us/100000007177799/washington-dc-protests-white-house.html,‘It’s Unbelievable That We Have to Keep Doing This’: Protesters March to the White House,"Thousands gathered in Washington, D.C., on Saturday to protest George Floyd’s death, racism and police brutality. From speeches to line dances, here’s what we saw and whom we met.","Thousands gathered in Washington, D.C., on Saturday to protest George Floyd’s death, racism and police brutality. From speeches to line dances, here’s what we saw and whom we met.",Video,U.S.,False,False,True,False,False,True,False,False,False,False,False
81c74e-b656-5e2e-a481-4a775b4ea623,2020-06-06,https://www.nytimes.com/video/us/politics/100000007178004/george-floyd-memorial-north-carolina.html,Mourners Remember George Floyd in North Carolina,"Mourners came together in Raeford, N.C., for a memorial service and public viewing of Mr. Floyd’s body in the state where he was born.","Mourners came together in Raeford, N.C., for a memorial service and public viewing of Mr. Floyd’s body in the state where he was born.",Video,U.S.,False,False,False,False,False,True,False,False,False,False,False
008676d5-264e-52d3-b87d-d94cb9ffb0da,2020-06-22,https://www.nytimes.com/2020/06/22/sports/bubba-wallace-noose-talladega.html,Noose Found in Bubba Wallace’s Garage,NASCAR said it was investigating after the noose was found at the Talladega Superspeedway in Alabama. The Justice Department and the F.B.I. were also reviewing the matter.,"Days after the only black driver in NASCAR’s top racing series sported a “Black Lives Matter” message and celebrated the organization’s banning of the Confederate battle flag, a noose was found on Sunday in his garage stall at Talladega Superspeedway in Alabama, officials said.",News,Sports,False,True,False,False,False,False,False,False,False,False,False
0090c87e-6cbb-5abb-99e7-38fa42db14d8,2020-06-03,https://www.nytimes.com/2020/06/03/opinion/letters/police-brutality-george-floyd.html,How to Reduce Police Brutality,Readers’ suggestions include making society “less fundamentally racist” and the immediate firing of offenders.,To the Editor:,Letter,Opinion,False,False,True,False,False,False,False,False,False,False,False
00b95e0e-3955-5f1c-aa26-1b54535f75fa,2020-06-17,https://www.nytimes.com/2020/06/17/business/economy/neel-kashkari-federal-reserve-racism.html,Minneapolis Fed President Says Systemic Racism Hurts the Economy,"Neel Kashkari, who leads the regional bank based in the city where George Floyd died, took to Twitter to discuss the killing and why the United States needs to address underlying racism.","Two days after George Floyd died in police custody and as videos of his killing circulated on social media, the president of the Federal Reserve Bank of Minneapolis did something unusual for an official in his position: He sharply and publicly denounced law enforcement actions.",News,Business Day,False,False,False,False,False,True,False,False,False,False,False
017a3eda-87b1-5d5b-bb17-847ae601faf9,2020-06-23,https://www.nytimes.com/2020/06/23/opinion/bernie-sanders-protesters-democrats.html,The Second Defeat of Bernie Sanders,"In a revolutionary summer, he may be losing the battle for the future of the left.","Three months ago, Bernie Sanders lost his chance at the Democratic nomination, after a brief moment in which his socialist revolution seemed poised to raze the bastions of neoliberal power. But the developments of the last month, the George Floyd protests and their cultural repercussions, may prove the more significant defeat for the Sanders cause. In the winter he merely lost a presidential nomination; in the summer he may be losing the battle for the future of the left.",Op-Ed,Opinion,False,False,False,False,False,True,False,False,False,False,False
0186c67c-2d9a-5a46-b4d7-fd5895305942,2020-06-11,https://www.nytimes.com/2020/06/11/fashion/weddings/just-plain-love-among-the-protesters.html,‘Just Plain Love’ Among the Protesters,Their wedding was supposed to be hush-hush. And then it was enveloped in a Philadelphia Black Lives Matter protest march and went viral.,"On June 6, in Philadelphia’s Logan Square, outside a hotel that wasn’t even open and in the middle of a Black Lives Matter march, Michael Gordon was waiting for his wedding to begin.",News,Fashion & Style,False,True,False,False,False,False,False,False,False,False,False
019f0909-a0db-5142-8980-267af7cb0b78,2020-06-09,https://www.nytimes.com/2020/06/09/arts/design/moca-cleveland-shaun-leonardo.html,A Museum Canceled a Show About Police Brutality. Here’s the Art.,"MoCA Cleveland has apologized to the artist Shaun Leonardo, whose charcoal drawings represent victims of police violence.",The artist Shaun Leonardo has accused the Museum of Contemporary Art Cleveland of censorship after it canceled an exhibition of his charcoal drawings of police killings of black and Latino boys and men.,News,Arts,False,False,True,False,False,False,False,False,False,False,False
020a9d3d-b280-51b7-aff9-1047d387dd97,2020-06-12,https://www.nytimes.com/2020/06/12/theater/racism-streamable-plays.html,12 Streamable Plays That Depict Black Lives Pierced by Racism,"From the documentary works of Anna Deavere Smith to brief monologues written in this moment of unrest, dramatists are sounding an alarm.","Violence against black people is nothing new — not in real life and not in the theater. Especially in the last few years, playwrights have been telling the stories, sounding the alarm and predicting our current upheaval. Newer works, too, created under the stress of grief, have been trying to put George Floyd and Ahmaud Arbery and Breonna Taylor and too many others in a larger context.",News,Theater,False,False,False,False,False,True,True,False,False,True,False
02e6efea-6896-5352-b018-d311a041677b,2020-06-12,https://www.nytimes.com/2020/06/12/world/europe/george-floyd-protests-europe-police.html,"George Floyd Protests Inspire Fresh Scrutiny of Policing in Europe, Too","A history of discrimination has been brought to the surface. But so far, charges of systemic racism have been met mostly with official denial.","PARIS — The killing of George Floyd has resonated in Europe, drawing thousands of demonstrators into the streets of cities like Paris, London and Berlin. Statues of colonizers and slave traders have been pulled down or defaced.",News,World,False,False,False,False,False,True,False,False,False,False,False
036c4094-d5fa-5e29-a772-1fe87fc23df4,2020-06-05,https://www.nytimes.com/2020/06/04/learning/what-students-are-saying-about-the-george-floyd-protests.html,What Students Are Saying About the George Floyd Protests,"In a special Student Opinion question, we asked teenagers what they are seeing, feeling and thinking. Here is what they had to say.","Please note: This post is part of The Learning Network’s ongoing Current Events Conversation feature. We invite students to react to the news via our daily writing prompts and, each week, we publish a selection of their comments.",News,The Learning Network,False,False,False,False,False,True,False,False,False,False,False
04f4b62b-0ec3-5691-8a3a-a2029fe82ac7,2020-06-09,https://www.nytimes.com/2020/06/09/nyregion/who-is-martin-gugino-buffalo-police.html,"Trump Falsely Targets Buffalo Protester, 75, as ‘Antifa Provocateur’",The president attacked Martin Gugino even as the activist was in the hospital recovering from a head wound sustained when the police shoved him to the ground.,"It is true, his friends admitted: Martin Gugino is an activist, a seasoned peacenik who in a lifetime of protest has taken part in demonstrations against military drones, climate change, nuclear weapons and police brutality.",News,New York,False,False,True,False,False,False,False,False,False,False,False
