id,type,section,date,headline,url,category,lead_paragraph,Black Lives Matter,BLM,Police Brutality,George Floyd,Breonna Taylor,Tyrel Nichols,Ahmaud Abery,Blue Lives Matter
painter-amy-sherald-michelle-obama-breonna-taylor-interview,article,artanddesign,2022-10-10,‘everything i do is saying black lives matter’: how artist amy sherald defined an era,https://www.theguardian.com/artanddesign/2022/oct/10/painter-amy-sherald-michelle-obama-breonna-taylor-interview,Arts,"amy sherald just needs 10 minutes. for the artist, a small period of alone time each morning is the goal, but it’s easier said than done. “i try to wake up before everybody and have 10 minutes of quiet,” says sherald, who lives with her partner, kevin pemberton, and her mother. “once [my mom] hears me up, she’s like: ‘hello! it’s amy and mom time,’” sherald says with a laugh.",False,False,False,False,False,False,False,False
leicestershire-commissioner-settled-tribunal-claim-after-closing-own-ethics-committee,article,uk-news,2023-01-20,leicestershire crime commissioner settled tribunal claim after closing own ethics committee,https://www.theguardian.com/uk-news/2023/jan/20/leicestershire-commissioner-settled-tribunal-claim-after-closing-own-ethics-committee,News,"leicestershire’s police and crime commissioner was taken to an employment tribunal by his ethics committee after they alleged he closed down the group because they had raised concerns about comments he made condemning black lives matter, it has been revealed.",False,False,False,False,False,False,False,False
the-killing-of-kenneth-chamberlain-review-tense-reconstruction-of-fatal-police-encounter,article,film,2022-05-04,the killing of kenneth chamberlain review – tense reconstruction of fatal police encounter,https://www.theguardian.com/film/2022/may/04/the-killing-of-kenneth-chamberlain-review-tense-reconstruction-of-fatal-police-encounter,Arts,"the first word that would pop into your brain to describe this drama, based on actual events, is “timely”. but, tragically, that means little given the regularity with which people die at the hands of us police, either by accident or design. the killing at the centre of director david midell’s almost unbearably tense film  happened in white plains, ny, in 2011. however, as there are only audio recordings, forensic reports and witness statements to document what happened, chamberlain’s death didn’t capture the public imagination in the same way that george floyd’s or breonna taylor’s did in 2020, for example.",False,False,False,False,False,False,False,False
swansea-black-lives-matter-british-blm-group-closes-down-after-police-infiltration-attempt,article,uk-news,2022-02-15,british blm group closes down after police infiltration attempt,https://www.theguardian.com/uk-news/2022/feb/15/swansea-black-lives-matter-british-blm-group-closes-down-after-police-infiltration-attempt,News,a black lives matter group in south wales has closed down after revelations that a covert police unit attempted to recruit one of its members to be an informant.,False,True,False,False,False,False,False,False
black-lives-matter-co-founder-cousin-killed-los-angeles-police,article,us-news,2023-01-12,teacher and cousin of black lives matter founder ‘tased to death’ by lapd,https://www.theguardian.com/us-news/2023/jan/11/black-lives-matter-co-founder-cousin-killed-los-angeles-police,News,"a cousin of black lives matter co-founder patrisse cullors was killed by los angeles police after he got in a traffic accident and officers who showed up repeatedly tased and restrained him in the middle of the street, according to body-camera footage and his family’s account.",True,False,False,False,False,False,False,False
black-men-tyre-nichols-death-not-normal-tayo-bero,article,commentisfree,2023-01-31,i’m tired of watching black men like tyre nichols die. this shouldn’t be normal | tayo bero,https://www.theguardian.com/commentisfree/2023/jan/31/black-men-tyre-nichols-death-not-normal-tayo-bero,Opinion,i’m probably one of the few people who hasn’t seen the video footage of 29-year-old tyre nichols being beaten to death by five memphis police officers.,False,False,False,False,False,False,False,False
black-lives-matter-grassroots-lawsuit-global-foundation,article,world,2022-09-02,black lives matter grassroots chapters sue global foundation over funds,https://www.theguardian.com/world/2022/sep/02/black-lives-matter-grassroots-lawsuit-global-foundation,News,"a coalition of black lives matter chapters has filed a lawsuit against the blm global network foundation, a non-profit organization that grew out of the protest movement, accusing the foundation of defrauding the local activist groups.",True,False,False,False,False,False,False,False
the-stars-of-top-boy-are-drug-dealers-going-to-black-lives-matter-marches-i-doubt-it,article,tv-and-radio,2022-02-25,the stars of top boy: ‘are drug dealers going to black lives matter marches? i doubt it’,https://www.theguardian.com/tv-and-radio/2022/feb/25/the-stars-of-top-boy-are-drug-dealers-going-to-black-lives-matter-marches-i-doubt-it,Arts,"you know a show has made it when it’s prepared to say no to its main backer, especially when that backer is a megastar rapper who is singlehandedly responsible for the show even being on tv. “when we first met drake to talk to him about helping us to revive the series, he said, ‘look, i’d love to be in it!’” says top boy creator ronan bennett, but this offer gave him a problem. “if drake were to appear, it would have been a distraction. it would be hard to maintain top boy’s level of authenticity – so it didn’t happen.”",True,False,False,False,False,False,False,False
africa-centre-turning-point-black-british-cultural-institutions-funding,article,commentisfree,2022-07-01,the africa centre is back. now will britain finally embrace all of its cultural heritage? | jason okundaye,https://www.theguardian.com/commentisfree/2022/jul/01/africa-centre-turning-point-black-british-cultural-institutions-funding,Opinion,"when the decision to sell the africa centre’s premises on king street in covent garden, london, was announced in 2011, there was significant pushback, both from british people of african heritage and the international african diaspora.  href=""https://nam12.safelinks.protection.outlook.com/?url=https%3a%2f%2fwww.theguardian.com%2fcommentisfree%2f2011%2fjun%2f03%2fdesmond-tutu-africa-centre-sale&amp;data=05%7c01%7c%7c7c9ad32855de4771d48908da5a997eec%7c84df9e7fe9f640afb435aaaaaaaaaaaa%7c1%7c0%7c637921912549422361%7cunknown%7ctwfpbgzsb3d8eyjwijoimc4wljawmdailcjqijoiv2lumziilcjbtii6ik1hawwilcjxvci6mn0%3d%7c3000%7c%7c%7c&amp;sdata=twzdggtxht5eacrfvt5evbxtepmiczoeocyh8f6wp80%3d&amp;reserved=0"" title=""protected by outlook: https://www.theguardian.com/commentisfree/2011/jun/03/desmond-tutu-africa-centre-sale. click or tap to follow the link."">archbishop desmond tutu wrote in the guardian that he was “distressed to hear that the trustees of the centre had decided to sell the lease of the centre without consulting members of the charity or the wider african diaspora”.",False,False,False,False,False,False,False,False
kelly-goodlett-breonna-taylor-guilty-plea-civil-rights-police,article,us-news,2022-08-23,former detective pleads guilty to civil rights violations in breonna taylor case,https://www.theguardian.com/us-news/2022/aug/23/kelly-goodlett-breonna-taylor-guilty-plea-civil-rights-police,News,"former louisville detective  kelly goodlett pleaded guilty to a federal charge of conspiracy on tuesday for her role in the infamous police shooting of breonna taylor, a black woman killed in her home, offering the first criminal conviction in a case that ignited nationwide protests over racial justice and police brutality.",False,False,False,False,True,False,False,False
bank-of-england-owned-599-slaves-in-1770s-new-exhibition-reveals,article,world,2022-04-15,"bank of england owned 599 slaves in 1770s, new exhibition reveals",https://www.theguardian.com/world/2022/apr/15/bank-of-england-owned-599-slaves-in-1770s-new-exhibition-reveals,News,"in the late 18th century britain’s caribbean island colony of grenada was a place of  boom and bust. a hurricane, a plague of ants, and britain’s wars against france and american revolutionaries made for volatile trade in its main commodities – sugar, coffee, and slaves.",False,False,False,False,False,False,False,False
queens-platinum-jubilee-the-royals-must-span-the-social-divides,article,uk-news,2022-05-14,queen’s platinum jubilee: the royals must span the social divides,https://www.theguardian.com/uk-news/2022/may/14/queens-platinum-jubilee-the-royals-must-span-the-social-divides,News,"in fragmented times, there is a public appetite for things that can bring us together. the jubilee is seen as the most important event of the year, ahead of the football world cup, though that vote of confidence in the monarchy comes with future challenges. support is rock-solid among older people in england’s home counties but only a minority of those in scotland, of ethnic minority britain and of the youngest adults are in favour.",False,False,False,False,False,False,False,False
george-floyd-minneapolis-police-officer-j-alexander-kueng-pleads-guilty,article,us-news,2022-10-24,ex-minneapolis officer pleads guilty to abetting murder of george floyd,https://www.theguardian.com/us-news/2022/oct/24/george-floyd-minneapolis-police-officer-j-alexander-kueng-pleads-guilty,News,"one of two former minneapolis police officers charged with aiding and abetting the killing of george floyd, the black man whose violent death prompted street protests around the world, has pleaded guilty as part of an agreement with prosecutors hours before jury selection in his trial was to start.",False,False,False,True,False,False,False,False
iran-protests-schoolgirls-videos-khamenei,article,global-development,2022-10-09,‘we want the clerics to get lost’: iran’s schoolgirls emerge as powerful voices of dissent,https://www.theguardian.com/global-development/2022/oct/09/iran-protests-schoolgirls-videos-khamenei,News,"on monday night, 16-year-old elnaz sat at home in the iranian city of karaj and wept with shock and rage as she scrolled through social media posts about the death of  nika shakarami. the 17-year-old schoolgirl was allegedly tortured and killed by iran’s security forces as they try to suppress the protests that erupted after the  death of mahsa amini, a 22-year-old kurdish woman, allegedly beaten by police for infringing the hijab regulations.",False,False,False,False,False,False,False,False
family-of-george-floyd-considers-legal-action-over-kanye-west-comments,article,music,2022-10-17,family of george floyd considers legal action over kanye west comments,https://www.theguardian.com/music/2022/oct/17/family-of-george-floyd-considers-legal-action-over-kanye-west-comments,Arts,the family of  george floyd has said it is considering taking legal action against  kanye west after the rapper alleged that the 46-year-old man died from drug abuse.,False,False,False,True,False,False,False,False
ashley-banjo-on-black-lives-matter-backlash-and-reality-tv-im-a-sceptic-of-cancel-culture,article,tv-and-radio,2021-10-19,"ashley banjo on black lives matter, backlash and reality tv: ‘i’m a sceptic of cancel culture’",https://www.theguardian.com/tv-and-radio/2021/oct/19/ashley-banjo-on-black-lives-matter-backlash-and-reality-tv-im-a-sceptic-of-cancel-culture,Arts,"by the time he was 30, ashley banjo had spent nearly a decade in the public eye. having pipped susan boyle to the britain’s got talent (bgt) title with his dance group diversity in 2009, he completed seven uk arena tours before transitioning back to television, with a slew of judging gigs on television dance shows, including dancing on ice, got to dance and dance dance dance.",True,False,False,False,False,False,False,False
leicestershire-pcc-bans-staff-from-contact-with-black-lives-matter,article,uk-news,2021-07-08,leicestershire pcc bans staff from contact with black lives matter,https://www.theguardian.com/uk-news/2021/jul/08/leicestershire-pcc-bans-staff-from-contact-with-black-lives-matter,News,the police and crime commissioner for leicestershire has said he has banned his staff from communicating with black lives matter groups.,True,False,False,False,False,False,False,False
black-lives-matter-fence-mural-minnesota-row,article,us-news,2021-04-19,black lives matter fence at center of row in minnesota city on edge,https://www.theguardian.com/us-news/2021/apr/19/black-lives-matter-fence-mural-minnesota-row,News,a simple suburban fence in minnesota that has become a local attraction and a symbol of the battle for equality – but has also drawn critics – is now at the center of a row with the authorities.,True,False,False,False,False,False,False,False
police-prosecutor-claimed-case-over-black-lives-matter-rally-was-fatally-flawed-melbourne-court-told,article,australia-news,2022-07-15,"police prosecutor claimed case over black lives matter rally was ‘fatally flawed’, melbourne court told",https://www.theguardian.com/australia-news/2022/jul/15/police-prosecutor-claimed-case-over-black-lives-matter-rally-was-fatally-flawed-melbourne-court-told,News,"a victoria police prosecutor had told lawyers for two women charged over a 2020  black lives matter rally held in melbourne that the case against them was “fatally flawed” and said charges would be withdrawn immediately, the organisers’ lawyer has told a court.",True,False,False,False,False,False,False,False
candyman-review-nia-dacosta-jordan-peele-horror,article,film,2021-08-25,candyman review – blm horror reboot is superb confection of satire and scorn,https://www.theguardian.com/film/2021/aug/25/candyman-review-nia-dacosta-jordan-peele-horror,Arts,"the first candyman stepped daintily out of the mirror in 1992, in writer-director bernard rose’s  us-set version of the clive barker novella the forbidden, a parable of english class shame set in a liverpool housing estate. rose shifted the locale to chicago’s deprived cabrini-green projects, switched the racial identity of the demon from white to black and gave filmgoers that inspired premise of exactly how he is summoned by rash unbelievers and giggling teens. since then, candyman has spawned sequels, references, memes and gags: such as handyman – say his name five times in the mirror and he shows up three hours later and does a horrific job on your boiler.",False,True,False,False,False,False,False,False
black-british-theatre-talawa-nouveau-riche-tiata-fahodzi,article,stage,2022-07-04,black british theatre’s great leap forward,https://www.theguardian.com/stage/2022/jul/04/black-british-theatre-talawa-nouveau-riche-tiata-fahodzi,Arts,"we are in a new golden age for black british theatre. over the last two years, a raft of productions from black theatre-makers have been making waves, garnering critical acclaim and exciting audiences. black writers and directors are relishing telling the stories that they want to tell and are undeterred in getting them on stage. alongside plays and musicals, productions that interweave drama, movement, music and even verbatim theatre are coming to the fore, creating a diverse ecology of storytelling that aims to inspire more black writers and directors into the industry.",False,False,False,False,False,False,False,False
police-massacre-deaths-11-protesters-2020-report,article,world,2021-12-13,"‘a police massacre’: colombian officers killed 11 during protests against police violence, report finds",https://www.theguardian.com/global-development/2021/dec/13/police-massacre-deaths-11-protesters-2020-report,News,"colombian police were responsible for the deaths of 11 protesters during  anti-police protests that swept the capital in september 2020, according to a report published on monday after an independent investigation backed by the mayor of bogotá’s office and the united nations.",False,False,False,False,False,False,False,False
edinburgh-to-apologise-over-historical-links-to-slavery,article,uk-news,2022-08-30,edinburgh to apologise over historical links to slavery,https://www.theguardian.com/uk-news/2022/aug/30/edinburgh-to-apologise-over-historical-links-to-slavery,News,"edinburgh will apologise for suffering caused through the city’s involvement in slavery, while statues, street names and buildings associated with the trade will be “re-presented” to explain the consequences to the public.",False,False,False,False,False,False,False,False
buffalo-shooting-white-solidarity,article,us-news,2022-05-25,white solidarity doesn’t last much longer than the flowers left as memorials to black lives | michael harriot,https://www.theguardian.com/us-news/2022/may/25/buffalo-shooting-white-solidarity,News,"by the time the white people showed up on sunday, the rain had stopped. the food line for the needy that once snaked around chilly waters barber shop had significantly shortened. buffalo police no longer needed to direct traffic to protect the steady flow of mourners bringing flowers, cards and trinkets memorializing the  10 lives lost at tops market, the community’s only supermarket, a week earlier. the local chapter of black lives matter was long gone, as were the sorority passing out feminine hygiene products and the teen volunteers.",False,False,False,False,False,False,False,False
athletes-permitted-to-protest-on-the-podium-at-commonwealth-games,article,sport,2022-02-22,athletes permitted to raise fist on the podium at commonwealth games,https://www.theguardian.com/sport/2022/feb/22/athletes-permitted-to-protest-on-the-podium-at-commonwealth-games,Sport,"athletes at the commonwealth games this year will be allowed to raise a fist on the podium to protest in favour of racial equality, and wave pride flags in support of lgbt+ rights during victory laps, the guardian has learned.",False,False,False,False,False,False,False,False
black-panthers-art-exhibition-this-tender-fragile-thing,article,artanddesign,2022-02-16,‘brave people stepped up to the plate’: remembering the black panthers through art,https://www.theguardian.com/artanddesign/2022/feb/16/black-panthers-art-exhibition-this-tender-fragile-thing,Arts,"sadie barnette’s work  honours her father’s time in the black panther party, a political organisation founded in the tumultuous 1960s that tried to combine socialism, black nationalism and armed defence against police brutality.",False,False,False,False,False,False,False,False
george-floyd-hunter-biden-lachlan-murdoch-fox-news-successor-book-paddy-manning,article,books,2022-11-05,"from george floyd to hunter biden: lachlan murdoch, fox news and the year that tested america",https://www.theguardian.com/books/2022/nov/05/george-floyd-hunter-biden-lachlan-murdoch-fox-news-successor-book-paddy-manning,Arts,"the murder of  george floyd by minneapolis police officer derek chauvin on 25 may 2020, captured on video, turned  black lives matter into the biggest protest movement in the history of the united states, with more than 15 million people turning out to demonstrations, some of them violent, in 550 towns and cities across the country.",False,False,False,True,False,False,False,False
tell-us-how-has-your-life-been-affected-by-the-black-lives-matter-movement,article,world,2021-05-07,tell us: how has your life been affected by the black lives matter movement?,https://www.theguardian.com/world/2021/may/07/tell-us-how-has-your-life-been-affected-by-the-black-lives-matter-movement,News,"as part of our commemorations for the upcoming one-year anniversary of george floyd’s death and the black lives matter protests of last summer, we would like to speak to families about how their lives have been affected by the blm movement.",True,False,False,False,False,False,False,False
proud-boys-early-release-jail-conditions,article,us-news,2021-11-16,proud boys leader asks for early release over jail conditions,https://www.theguardian.com/us-news/2021/nov/16/proud-boys-early-release-jail-conditions,News,"the leader of the  proud boys far-right group has asked a judge to free him from jail in washington dc, complaining about poor conditions.",False,False,False,False,False,False,False,False
golden-globes-former-president-sends-anti-blm-black-lives-matter-email,article,film,2021-04-20,golden globes crisis continues as former president sends anti-blm email,https://www.theguardian.com/film/2021/apr/20/golden-globes-former-president-sends-anti-blm-black-lives-matter-email,Arts,"already under fire for its failings over membership diversity, the hollywood foreign press association (hfpa), the organisation behind the golden globes, has been forced to apologise after its former long-term president emailed a copy of an article to members that called black lives matter a “racist hate group”.",False,True,False,False,False,False,False,False
earliest-european-portraits-of-african-men-on-show-together-for-first-time-durer-mostaert-rijksmuseum-amsterdam,article,artanddesign,2021-09-28,earliest european portraits of african men on show together for first time,https://www.theguardian.com/artanddesign/2021/sep/28/earliest-european-portraits-of-african-men-on-show-together-for-first-time-durer-mostaert-rijksmuseum-amsterdam,Arts,"the two earliest portraits of men of african descent in the history of european art are being exhibited together for the first time in their 500-year history, reflecting a change of focus championed by the black lives matter movement, curators at the rijksmuseum have said.",False,False,False,False,False,False,False,False
leave-no-traces-jan-p-matuszynski-review-tense-drama-of-police-brutality-in-communist-poland,article,film,2022-06-12,leave no traces review – tense drama of state brutality in communist poland,https://www.theguardian.com/film/2022/jun/12/leave-no-traces-jan-p-matuszynski-review-tense-drama-of-police-brutality-in-communist-poland,Arts,"an unscrupulous political regime barricades itself behind lies, threats and flexed authoritarian muscle to cover up an incident of police brutality. the backdrop to this meticulously detailed thriller from jan p matuszyński is poland 1983, at the ragged, spiteful tail end of communism. but this story, triggered by cops taking the law into their own hands – hands that are clenched into fists – is not as far removed from the present day as it might be.",False,False,False,False,False,False,False,False
black-lives-matter-nobel-peace-prize-petter-eide-norweigan-mp,article,world,2021-01-29,black lives matter movement nominated for nobel peace prize,https://www.theguardian.com/world/2021/jan/29/black-lives-matter-nobel-peace-prize-petter-eide-norweigan-mp,News,the black lives matter movement has been nominated for the 2021 nobel peace prize for the way its call for systemic change has spread around the world.,True,False,False,False,False,False,False,False
black-uk-artists-are-creating-most-exciting-work-says-michael-mcmillan,article,culture,2021-09-23,"black uk artists are creating most ‘exciting’ work, says michael mcmillan",https://www.theguardian.com/culture/2021/sep/23/black-uk-artists-are-creating-most-exciting-work-says-michael-mcmillan,Arts,"black artists in the uk are producing the most “exciting” and “socially engaged” work at the moment, a leading british playwright and curator said.",False,False,False,False,False,False,False,False
suren-jayemanne-the-10-funniest-things-i-have-ever-seen-on-the-internet,article,culture,2022-11-16,suren jayemanne: the 10 funniest things i have ever seen (on the internet),https://www.theguardian.com/culture/2022/nov/17/suren-jayemanne-the-10-funniest-things-i-have-ever-seen-on-the-internet,Arts,"it’s hard for me to remember a time before the internet. i … used to read books? today, the internet is all-consuming, but i’m grateful as it has taught me how to cook, it has taught me about philosophy and it has taught me not to believe a man when he tells you brushing your teeth with charcoal will fix your halitosis. what follows is a selection of some things from the internet that made me laugh and that you’ll hopefully enjoy too!",False,False,False,False,False,False,False,False
fashion-rooted-in-values-met-gala-to-open-show-honouring-designers-of-colour,article,fashion,2021-09-10,‘fashion rooted in values’: met gala to open show honouring designers of colour,https://www.theguardian.com/fashion/2021/sep/10/fashion-rooted-in-values-met-gala-to-open-show-honouring-designers-of-colour,Lifestyle,"the most-watched fashion show of new york fashion week will not take place on a catwalk. on monday evening, on the steps of the city’s metropolitan museum of art, the singer  billie eilish, the poet  amanda gorman, the actor  timothée chalamet and the tennis player  naomi osaka will dress up to the nines to host the met gala, known as fashion’s oscar night. at the last met gala, in 2019, lady gaga  made four costume changes on the red carpet. rihanna, whose past met gala looks have included a giant  “omelette” dress and a  pope costume, has sent out invites to an after-party.",False,False,False,False,False,False,False,False
police-dalian-atkinson,article,commentisfree,2022-09-29,"we can stop the police brutality that killed dalian atkinson, but must first admit there is a problem | leroy logan",https://www.theguardian.com/commentisfree/2022/sep/29/police-dalian-atkinson,Opinion,"benjamin monk, a police officer who used and abused his power to kill the former footballer dalian atkinson, is now over a year into an eight-year prison sentence for manslaughter. yet, for legal reasons, only now – after his fellow arresting officer mary ellen bettley-smith was  cleared of assaulting the former footballer – are we free to comment on the case.",False,False,False,False,False,False,False,False
london-horniman-crowned-art-fund-museum-of-the-year,article,culture,2022-07-14,london’s horniman crowned art fund museum of the year,https://www.theguardian.com/culture/2022/jul/14/london-horniman-crowned-art-fund-museum-of-the-year,Arts,the horniman museum in london has been crowned the art fund museum of the year 2022 for its work to inspire the next generation.,False,False,False,False,False,False,False,False
revealed-los-angeles-police-social-media-surveillance-technology,article,us-news,2021-12-15,revealed: lapd used ‘strategic communications’ firm to track ‘defund the police’ online,https://www.theguardian.com/us-news/2021/dec/15/revealed-los-angeles-police-social-media-surveillance-technology,News,"the los angeles police department worked with a polish firm that specializes in “strategic communications” to monitor social media and collect millions of tweets last year, including thousands related to black lives matter and “defund the police”, according to records reviewed by the guardian.",False,False,False,False,False,False,False,False
reporter-faces-trial-black-lives-matter-coverage-andrea-sahouri,article,media,2021-03-08,case of reporter facing trial over blm coverage seen as attack on press rights,https://www.theguardian.com/media/2021/mar/08/reporter-faces-trial-black-lives-matter-coverage-andrea-sahouri,News,"a journalist will face trial in iowa on monday on charges arising from her arrest while covering a black lives matter protest last year, in a case condemned by amnesty international and news organizations across the us as an assault on press freedom.",False,True,False,False,False,False,False,False
lewis-hamilton-unhappy-at-stewarding-role-for-critic-of-black-lives-matter,article,sport,2020-10-22,hamilton unhappy at black lives matter critic petrov's portuguese f1 gp role,https://www.theguardian.com/sport/2020/oct/22/lewis-hamilton-unhappy-at-stewarding-role-for-critic-of-black-lives-matter,Sport,"lewis hamilton has questioned the fia’s appointment of vitaly petrov as a race steward for this weekend’s portuguese grand prix. petrov, who was the first russian driver to compete in formula one, has been critical of hamilton’s strident anti-racism stance and his commitment to the black lives matter movement.",True,False,False,False,False,False,False,False
stephen-colbert-on-george-floyd-death,article,culture,2020-06-02,"colbert on george floyd's death: 'in civilized countries, that’s called murder'",https://www.theguardian.com/culture/2020/jun/02/stephen-colbert-on-george-floyd-death,Arts,"stephen colbert returned to the late show from a 10-day vacation to an america on fire, and addressed “the story that has pushed 100,000 covid deaths below the fold … america’s pre-existing condition: racism”. the  protests in dozens of cities have stemmed from what colbert called the “extrajudicial execution” of george floyd by derek chauvin, a white on-duty minneapolis police officer who knelt on floyd’s neck for nine minutes. “now, in civilized countries, that’s called murder,” said colbert.",False,False,False,True,False,False,False,False
seen-and-unseen-book-review-george-floyd-black-twitter-racial-justice,article,books,2022-05-28,"seen and unseen review: george floyd, black twitter and the fight for racial justice",https://www.theguardian.com/books/2022/may/28/seen-and-unseen-book-review-george-floyd-black-twitter-racial-justice,Arts,"nearly all the books i have read about the internet have deepened my fears about the net effect of social media on the health of our body politic. for example, i thought three facts from the congressman ro khanna’s recent book,  dignity in a digital age, were enough to scare anyone concerned about the future of democracy.",False,False,False,True,False,False,False,False
police-on-trial-george-floyd-frontline-documentary,article,tv-and-radio,2022-05-31,"police on trial: two years after the killing of george floyd, what has changed?",https://www.theguardian.com/tv-and-radio/2022/may/31/police-on-trial-george-floyd-frontline-documentary,Arts,journalist  libor jany was working a holiday shift when he received a cryptic text message from a police spokesperson about a press conference outside city hall.,False,False,False,True,False,False,False,False
i-couldnt-even-find-enough-women-to-form-a-band-della-mae-are-on-a-mission,article,music,2022-08-24,‘i couldn’t even find enough women to form a band’: della mae’s battle for a bluegrass breakthrough,https://www.theguardian.com/music/2022/aug/24/i-couldnt-even-find-enough-women-to-form-a-band-della-mae-are-on-a-mission,Arts,"when fiddle player kimber ludiker visited colorado last month, she had just spent 10 days in bed with covid. “the altitude was really hard on my poor recovering lungs,” says ludiker, one of the founding members of bluegrass band della mae. but the trip was too special to miss: she and avril smith, her bandmate and partner, were taking smith’s 11-year-old daughter to see  the chicks. “and honestly,” says ludiker, “there would be no della mae without the chicks.”",False,False,False,False,False,False,False,False
justice-george-floyd-streets-courtroom-blm-protests,article,commentisfree,2021-04-25,the george floyd verdict would not have happened without months of protest | nesrine malik,https://www.theguardian.com/commentisfree/2021/apr/25/justice-george-floyd-streets-courtroom-blm-protests,Opinion,"martin luther king jr famously said, “the arc of the moral universe is long, but it bends towards justice.” president obama was fond of the saying and used it often – but it could do with a second part. the arc of the moral universe does not bend on its own. it is bent in the right direction by protesters, campaigners and dissenters. it was their hands that forced it towards justice last week, when the former police officer derek chauvin was  found guilty of the second-degree murder of george floyd. we cannot celebrate and take comfort in the verdict that was meted out without acknowledging the action outside the courtroom that secured it.",False,False,False,True,False,False,False,False
us-police-killing-people-high-rates,article,us-news,2022-03-30,‘no progress’ since george floyd: us police killing three people a day,https://www.theguardian.com/us-news/2022/mar/30/us-police-killing-people-high-rates,News,"police officers in america continue to kill people at an alarming rate, according to a data analysis that has raised concerns about the biden administration’s push to expand police investments amid growing concerns about crime.",False,False,False,True,False,False,False,False
take-back-power-talawa-run-it-back-politics-black-joy-fairfield-halls-croydon-london,article,stage,2021-09-06,‘take back power’: talawa’s run it back and the politics of black joy,https://www.theguardian.com/stage/2021/sep/06/take-back-power-talawa-run-it-back-politics-black-joy-fairfield-halls-croydon-london,Arts,"we have been encouraged to bring our “rags and flags” to talawa’s first live show since the lifting of lockdown restrictions, staged by emerging performers and described as a one-hour theatrical rave. those of us who forget to bring these are handed coloured handkerchiefs and paper plates at the door of fairfield halls in croydon, south london, to shake to the beat from our seats.",False,False,False,False,False,False,False,False
eric-adams-new-york-mayor-progressive-politics,article,us-news,2022-01-03,progressives concerned as eric adams takes helm as new york mayor,https://www.theguardian.com/us-news/2022/jan/03/eric-adams-new-york-mayor-progressive-politics,News,"for many new yorkers, the  inauguration of eric adams as the 110th mayor of new york city – and only the second black person to serve in the position – has evoked a range of feelings, from excitement at the possibility of change to confusion and concern.",False,False,False,False,False,False,False,False
writing-political-poetry-in-difficult-times-theres-a-reason-fascist-regimes-come-for-the-artists,article,books,2021-11-08,writing political poetry in difficult times: there’s a reason fascist regimes come for the artists | maxine beneba clarke,https://www.theguardian.com/books/2021/nov/09/writing-political-poetry-in-difficult-times-theres-a-reason-fascist-regimes-come-for-the-artists,Arts,"some authors write for escape. i wrote poetry during the pandemic to process, to meditate on the world that was, to try and make some sense of things as a writer, and hopefully to offer some peace to at least one reader, somewhere, somehow.",False,False,False,False,False,False,False,False
black-lives-matter-has-increased-racial-tension-55-say-in-uk-poll,article,world,2020-11-27,"black lives matter has increased racial tension, 55% say in uk poll",https://www.theguardian.com/world/2020/nov/27/black-lives-matter-has-increased-racial-tension-55-say-in-uk-poll,News,"a majority of people believe black lives matter, the anti-racism movement that spread across the uk this summer, has increased racial tension, according to a poll.",True,False,False,False,False,False,False,False
black-lives-matter-tops-art-power-list-after-year-of-driving-change,article,world,2020-12-03,black lives matter tops art power list after year of driving change,https://www.theguardian.com/world/2020/dec/03/black-lives-matter-tops-art-power-list-after-year-of-driving-change,News,black lives matter has taken the number one spot in an annual power list which attempts to rank movers and shakers of the contemporary art world.,True,False,False,False,False,False,False,False
richmond-confederate-statues-public-art-virginia,article,us-news,2021-09-26,richmond’s confederate statues are gone. what should replace them?,https://www.theguardian.com/us-news/2021/sep/26/richmond-confederate-statues-public-art-virginia,News,"all but one plinth is now bare on monument avenue in richmond, virginia.",False,False,False,False,False,False,False,False
usain-bolt-i-would-have-run-under-95-seconds-with-super-spikes,article,sport,2021-07-06,usain bolt: ‘i would have run under 9.5 seconds with super spikes’,https://www.theguardian.com/sport/2021/jul/06/usain-bolt-i-would-have-run-under-95-seconds-with-super-spikes,Sport,"the fastest man in history is pondering just how much more destructive he could have been in the super spikes that have swung a wrecking ball at so many world records. briefly, there is a battle between usain bolt the diplomat and usain bolt the competitor. the competitor wins. “me and a friend were talking about this the other day,” he says. “and i was like, ‘should i be upset?’ because i know over the years everyone has tried to make spikes different and better but …”",False,False,False,False,False,False,False,False
teenager-in-court-charged-with-conspiracy-to-sasha-johnson,article,uk-news,2021-05-29,teenager in court charged with conspiracy to murder over sasha johnson shooting,https://www.theguardian.com/uk-news/2021/may/29/teenager-in-court-charged-with-conspiracy-to-sasha-johnson,News,an 18-year-old man has appeared in court charged with conspiracy to murder in relation to the shooting of the black lives matter activist sasha johnson.,False,False,False,False,False,False,False,False
stephen-breyer-supreme-court-retirement-legal-scholars-letter,article,law,2021-06-16,legal scholars publish letter calling for stephen breyer to retire from supreme court,https://www.theguardian.com/law/2021/jun/16/stephen-breyer-supreme-court-retirement-legal-scholars-letter,News,a group of 18 legal academics has issued an extraordinary joint letter urging the us supreme court justice stephen breyer to retire so that joe biden can name his successor.,False,False,False,False,False,False,False,False
