id,type,section,date,headline,url,category,lead_paragraph,Black Lives Matter,BLM,Police Brutality,George Floyd,Breonna Taylor,Tyrel Nichols,Ahmaud Abery,Blue Lives Matter
hank-willis-thomas-afro-pick-sculpture-activism,article,artanddesign,2020-07-30,hank willis thomas: 'the work will not be complete in our lifetime',https://www.theguardian.com/artanddesign/2020/jul/30/hank-willis-thomas-afro-pick-sculpture-activism,Arts,"in atlanta, the beltline eastside trail recently saw a new addition to its landscape: a new public artwork by the historic fourth ward park, close to the birthplace of dr martin luther king jr.",False,False,False,False,False,False,False,False
northampton-manager-keith-curle-not-in-favour-of-rooney-rule,article,football,2020-06-16,northampton manager keith curle not in favour of rooney rule,https://www.theguardian.com/football/2020/jun/16/northampton-manager-keith-curle-not-in-favour-of-rooney-rule,Sport,"keith curle, the northampton manager, has said high-profile black, asian and minority ethnic players interested in coaching should not expect to walk into a job and warned they must prove their credentials by gaining experience.",False,False,False,False,False,False,False,False
uk-black-lives-matter-protests-statues,article,commentisfree,2020-06-15,the uk government responded to black lives matter – by protecting statues | the secret barrister,https://www.theguardian.com/commentisfree/2020/jun/15/uk-black-lives-matter-protests-statues,Opinion,"the government’s response to the protests of the past week followed a predictable pattern. step 1: a flurry of headlines  promising: “violent protesters face jail within 24 hours”, optimism unencumbered by any understanding of the law, procedural fairness or how covid-19-struck criminal courts are operating in practice. step 2: announce longer prison sentences for something.",True,False,False,False,False,False,False,False
sydneys-black-lives-matter-protest-to-go-ahead-despite-organisers-losing-court-appeal,article,australia-news,2020-07-27,sydney's black lives matter protest to go ahead despite organisers losing court appeal,https://www.theguardian.com/australia-news/2020/jul/27/sydneys-black-lives-matter-protest-to-go-ahead-despite-organisers-losing-court-appeal,News,organisers have vowed tuesday’s black lives matter rally will go ahead in sydney despite the new south wales court of appeal effectively upholding an earlier decision that the protest was a prohibited public assembly under the current public health regulations.,True,False,False,False,False,False,False,False
supreme-court-rules-in-favour-of-police-banning-sydneys-black-lives-matter-protest,article,australia-news,2020-07-26,"supreme court rules in favour of police, banning sydney's black lives matter protest",https://www.theguardian.com/australia-news/2020/jul/26/supreme-court-rules-in-favour-of-police-banning-sydneys-black-lives-matter-protest,News,"the new south wales supreme court has ruled in favour of police, effectively banning a black lives matter protest planned for tuesday in sydney – but activists say the rally will go ahead.",True,False,False,False,False,False,False,False
england-cricket-team-to-wear-black-lives-matter-badge-against-west-indies,article,sport,2020-07-02,england cricket team to wear black lives matter badge against west indies,https://www.theguardian.com/sport/2020/jul/02/england-cricket-team-to-wear-black-lives-matter-badge-against-west-indies,Sport,"england’s cricketers are to wear black lives matter badges on the collar of their shirts during the upcoming test series against west indies, calling it an “act of solidarity” with their caribbean opponents.",True,False,False,False,False,False,False,False
100-playwrights-and-actors-join-forces-in-new-theatre-project-challenging-australian-identity,article,stage,2020-06-22,100 playwrights and actors join forces in new theatre project challenging australian identity,https://www.theguardian.com/stage/2020/jun/22/100-playwrights-and-actors-join-forces-in-new-theatre-project-challenging-australian-identity,Arts,"richard frankland, nakkiah lui and suzie miller are among 50 australian playwrights joining forces with 50 actors including miranda tapsell, jack thompson and tasma walton to challenge australia’s sense of identity post-coronavirus in a new series of plays.",False,False,False,False,False,False,False,False
vivica-a-fox-black-lives-matter-is-going-to-be-trumps-demise,article,film,2020-07-03,vivica a fox: 'black lives matter is going to be trump's demise',https://www.theguardian.com/film/2020/jul/03/vivica-a-fox-black-lives-matter-is-going-to-be-trumps-demise,Arts,"it is 8am and vivica a fox, the star of two independence day films, two seasons of curb your enthusiasm, both parts of kill bill and, latterly, two sharknado movies, has been awake for hours. she sprang out of bed at 4am, pottered around and “did a little social media post” about her podcast,  hustling with vivica a fox. it’s a spin-off from  every day i’m hustling, her memoir-cum-self-help manual which contains health tips (“hydrate, girl!”), social media advice (“use hashtags to join big conversations”) and underwear secrets (“i’m a g-string type of gal”). once the podcast was online this morning, she explains, “i said to myself: ‘let’s get some coffee on. it’s m>showtimem>!’”",True,False,False,False,False,False,False,False
lewis-hamilton-george-floyd-f1-record-championships-greatest-driver-racism,article,sport,2020-11-17,lewis hamilton: 'watching george floyd brought up so much suppressed emotion',https://www.theguardian.com/sport/2020/nov/17/lewis-hamilton-george-floyd-f1-record-championships-greatest-driver-racism,Sport,"at the end of 2019, lewis hamilton had a realisation about formula one. “i was looking at pictures of all the teams – they do these team photos in front of the garage or on the track – and they’ve posted all these pictures and i’m like, there are no people of colour in any of these teams.”",False,False,False,True,False,False,False,False
joe-biden-campaign-north-carolina-donald-trump-covid-coronavirus-supreme-court-us-politics-live,liveblog,us-news,2020-09-24,breonna taylor decision: two officers shot in louisville as protests erupt across us – as it happened,https://www.theguardian.com/us-news/live/2020/sep/23/joe-biden-campaign-north-carolina-donald-trump-covid-coronavirus-supreme-court-us-politics-live,News,"class=""block-time published-time""> ime datetime=""2020-09-24t12:45:44.708z"">1.45pm pan class=""timezone"">bstpan>ime>",False,False,False,False,True,False,False,False
derek-chauderek-chauvin-trial-latest-news-george-floyd-death-live-updates,liveblog,us-news,2021-04-05,derek chauvin trial: minneapolis police chief says use of force violated policy – as it happened,https://www.theguardian.com/us-news/live/2021/apr/05/derek-chauderek-chauvin-trial-latest-news-george-floyd-death-live-updates,News,"class=""block-time published-time""> ime datetime=""2021-04-05t21:55:57.788z"">10.55pm pan class=""timezone"">bstpan>ime>",False,False,False,False,False,False,False,False
philadelphia-inquirer-editor-resigns-buildings-matter-too,article,media,2020-06-07,'buildings matter': philadelphia newspaper editor resigns after headline sparks uproar,https://www.theguardian.com/media/2020/jun/06/philadelphia-inquirer-editor-resigns-buildings-matter-too,News,the top editor of the philadelphia inquirer has resigned following an uproar over a headline bemoaning property damage incurred during the protests against police brutality and racial injustice.,False,False,False,False,False,False,False,False
20-must-see-documentaries-to-explain-the-world-in-2020,article,film,2020-07-26,20 must-see documentaries to explain the world in 2020,https://www.theguardian.com/film/2020/jul/26/20-must-see-documentaries-to-explain-the-world-in-2020,Arts,director: lisa bryant m> netflixm>,False,False,False,False,False,False,False,False
donations-to-black-lives-matter-uk-and-other-groups-top-1m,article,uk-news,2020-06-09,donations to black lives matter uk and other groups top £1m,https://www.theguardian.com/uk-news/2020/jun/09/donations-to-black-lives-matter-uk-and-other-groups-top-1m,News,black lives matter uk has said it is touched by people’s generosity after donations towards combating the causes and consequences of racism reached more than £1m.,True,False,False,False,False,False,False,False
how-the-electric-slide-became-the-black-lives-matter-protest-dance,article,stage,2020-06-11,how the electric slide became the black lives matter protest dance,https://www.theguardian.com/stage/2020/jun/11/how-the-electric-slide-became-the-black-lives-matter-protest-dance,Arts,"the protests sparked by the killing of george floyd have spread across the world and as many have said: this is not a moment, it’s a movement. but it is also a moment m>of m>movement, as the protests have been accompanied by outbreaks of dancing. a common sight on social media and light news spots are the  electric slide and the  cupid shuffle, but you can also see the  cha-cha slide,  macarena,  krumping and the  haka dance.",True,False,False,False,False,False,False,False
barack-obama-george-floyd-protests-advice-turning-point,article,us-news,2020-06-01,obama shares advice on how to make george floyd protests 'a turning point',https://www.theguardian.com/us-news/2020/jun/01/barack-obama-george-floyd-protests-advice-turning-point,News,"barack obamatrong> trong>has once again weighed in on the  george floydtrong> trong>protests gripping much of america and attracting global attention, suggesting the demonstrations could translate to “peaceful, sustained and effective action” to address structural racism.",False,False,False,True,False,False,False,False
the-guardian-view-on-black-lives-matter-worldwide-a-common-cause,article,commentisfree,2020-06-07,the guardian view on black lives matter worldwide: a common cause | editorial,https://www.theguardian.com/commentisfree/2020/jun/07/the-guardian-view-on-black-lives-matter-worldwide-a-common-cause,Opinion,"george floyd’s name is now known around the globe; his death has sparked protests from berlin to mexico city. the extraordinary cruelty of  href=""https://www.theguardian.com/us-news/george-floyd"" title="""">his killing has shocked the world. but his death has resonated so widely not because it was exceptional, but because it was not. not exceptional in the us, where the toll of african americans who have died at police hands is long and shameful. and not, unfortunately, exceptional elsewhere.",True,False,False,False,False,False,False,False
defunding-the-police-and-abolishing-prisons-in-australia-are-not-a-radical-ideas,article,commentisfree,2020-09-17,defunding the police and abolishing prisons in australia are not radical ideas |  robyn oxley for indigenousx,https://www.theguardian.com/commentisfree/2020/sep/17/defunding-the-police-and-abolishing-prisons-in-australia-are-not-a-radical-ideas,Opinion,"the past few months have sparked conversations about defunding the police, specifically through the black lives matter protests held around the world. i want to explain, from a criminological point of view, why this is imperative.",False,False,False,False,False,False,False,False
george-floyd-protests-reporters-press-teargas-arrested,article,us-news,2020-06-06,"teargassed, beaten up, arrested: what freedom of the press looks like in the us right now",https://www.theguardian.com/us-news/2020/jun/06/george-floyd-protests-reporters-press-teargas-arrested,News,"caught in the middle of a scrum covering protests in minneapolis on saturday, photojournalist ed ou could feel his hands and face were wet. for a long time, he didn’t know if it was teargas, pepper spray, or blood – in the end, it turned out to be a combination of all three.",False,False,False,False,False,False,False,False
klan-leader-charged-harry-rogers-virginia,article,us-news,2020-06-08,klan leader charged over driving car into black lives matter protesters,https://www.theguardian.com/us-news/2020/jun/08/klan-leader-charged-harry-rogers-virginia,News,a self-described ku klux klan leader has been charged with assault after driving his car into a group of black lives matter protesters in virginia.,True,False,False,False,False,False,False,False
aunt-jemima-products-change-name-image-racial-stereotype,article,us-news,2020-06-17,aunt jemima brand to change name and logo due to racial stereotyping,https://www.theguardian.com/us-news/2020/jun/17/aunt-jemima-products-change-name-image-racial-stereotype,News,"one of america’s most recognizable but unreconstructed household brands, aunt jemima pancake products, will change its name and image in an effort by the brand to distance itself from racial stereotypes.",False,False,False,False,False,False,False,False
morning-mail-chauvin-found-guilty-of-george-floyd-rudd-and-turnbull-on-climate-chelsea-out-of-super-league,article,australia-news,2021-04-20,"morning mail: chauvin found guilty of george floyd murder, rudd and turnbull on climate, chelsea out of super league",https://www.theguardian.com/australia-news/2021/apr/21/morning-mail-chauvin-found-guilty-of-george-floyd-rudd-and-turnbull-on-climate-chelsea-out-of-super-league,News,"good morning. a verdict has just been announced in the trial over the police killing of trong>george floydtrong>. trong>murdoch mediatrong> is under fire from the former us director of national intelligence, and trong>australia’s flawed vaccinationtrong> program is having devastating ramifications for those stuck abroad.",False,False,False,True,False,False,False,False
john-boyega-anti-racism-speech-wins-praise-star-wars-costars-black-lives-matter,article,film,2020-06-04,john boyega's rousing black lives matter speech wins praise and support,https://www.theguardian.com/film/2020/jun/04/john-boyega-anti-racism-speech-wins-praise-star-wars-costars-black-lives-matter,Arts,"john boyega, the actor who followed up last week’s blistering attack on social media racism with a powerful speech at a black lives matter rally in london, has won widespread praise for his actions.",True,False,False,False,False,False,False,False
kimberle-crenshaw-the-woman-who-revolutionised-feminism-and-landed-at-the-heart-of-the-culture-wars,article,society,2020-11-12,kimberlé crenshaw: the woman who revolutionised feminism – and landed at the heart of the culture wars,https://www.theguardian.com/society/2020/nov/12/kimberle-crenshaw-the-woman-who-revolutionised-feminism-and-landed-at-the-heart-of-the-culture-wars,News,"it was october 1991 and  anita hill was testifying against clarence thomas. at the judge’s us supreme court confirmation hearing, hill, his former aide, claimed he had sexually harassed her. kimberlé crenshaw was assisting hill’s legal team and felt dejected and exhausted. as she left the capitol building in washington dc that day, she saw a group of african americans, mostly women, gathered at the bottom of the steps in a prayer circle. she let out a sigh of relief and walked towards them.",False,False,False,False,False,False,False,False
trump-george-floyd-protests-military-deploy,article,us-news,2020-06-02,donald trump threatens to deploy army as teargas fired so he can pose at church,https://www.theguardian.com/us-news/2020/jun/01/trump-george-floyd-protests-military-deploy,News,donald trump has threatened to deploy the us military to quell civil unrest – even as teargas was fired against nearby peaceful protesters to grant him a photo opportunity.,False,False,False,False,False,False,False,False
race-inequality-review-boris-johnson-black-lives-matter-david-lammy,article,commentisfree,2020-06-16,britain needs leadership on race inequality. not just another review | david lammy,https://www.theguardian.com/commentisfree/2020/jun/16/race-inequality-review-boris-johnson-black-lives-matter-david-lammy,Opinion,"it feels like groundhog day each time i am asked whether racial discrimination still exists in britain. we already know that  9% of black people are unemployed, compared with  4% across all ethnic groups. there is still a  13% attainment gap between black and white students at university. you are  nine times more likely to be stopped and searched if you are black than if you are white. out of every 100 professors,  only two are ethnic minority women. it is still the case that  51% of children locked up in prison are from ethnic minorities, even though black, asian and minority-ethnic people make up 14% of the uk’s total population.",False,False,False,False,False,False,False,False
george-floyd-protests-cornel-west-american-democracy,article,commentisfree,2020-06-01,a boot is crushing the neck of american democracy | cornel west,https://www.theguardian.com/commentisfree/2020/jun/01/george-floyd-protests-cornel-west-american-democracy,Opinion,"here we go again. another black person killed by the us police. another wave of multiracial resistance. another cycle of race talk on the corporate media. another display of diversity with neoliberal leaders, and another white backlash soon to come. yet this time might be a turning point.",False,False,False,False,False,False,False,False
i-was-kidnapped-by-police-for-nine-hours-for-being-a-black-lives-matter-protester,article,world,2020-08-28,i was kidnapped by police for nine hours for being a black lives matter protester,https://www.theguardian.com/world/2020/aug/27/i-was-kidnapped-by-police-for-nine-hours-for-being-a-black-lives-matter-protester,News,there’s no fitting comparison for the sensation of teargas.,True,False,False,False,False,False,False,False
it-took-a-death-overseas-to-take-the-blinkers-off-here-australia-the-time-has-come,article,commentisfree,2020-06-07,"it took a death overseas to take the blinkers off here. australia, the time has come | joe williams",https://www.theguardian.com/commentisfree/2020/jun/07/it-took-a-death-overseas-to-take-the-blinkers-off-here-australia-the-time-has-come,Opinion,"“all lives matter – when black lives matter.” that was the chant as it echoed down baylis street, the main street of the community i grew up in the heart of wiradjuri country, wagga wagga.",False,False,False,False,False,False,False,False
nsw-police-chief-vows-to-block-black-lives-matter-protest-planned-for-sydney,article,australia-news,2020-07-20,nsw police chief vows to block black lives matter protest planned for sydney,https://www.theguardian.com/australia-news/2020/jul/20/nsw-police-chief-vows-to-block-black-lives-matter-protest-planned-for-sydney,News,"nsw police commissioner mick fuller has vowed he will go to court to block a black lives matter protest planned for sydney next week, citing the event’s potential to spread coronavirus.",True,False,False,False,False,False,False,False
removing-the-statue-of-black-lives-matter-activist-jen-reid-was-a-mistake,article,world,2020-07-17,removing the statue of black lives matter activist jen reid was a mistake | letters,https://www.theguardian.com/world/2020/jul/17/removing-the-statue-of-black-lives-matter-activist-jen-reid-was-a-mistake,News,"your report ( href=""https://www.theguardian.com/world/2020/jul/15/the-day-bristol-woke-up-to-a-new-statue"" title="""">the day bristol woke up to a new statue, 15 july) and feature ( href=""https://www.theguardian.com/artanddesign/2020/jul/15/marc-quinn-statue-colston-jen-reid-black-lives-matter-bristol"" title="""">g2, 15 july) on the bristol statue of jen reid created by the artist marc quinn were marred by the comments of thomas j price in a different article ( href=""https://www.theguardian.com/world/2020/jul/15/allyship-or-stunt-marc-quinns-blm-statue-divides-art-world"" title="""">allyship or stunt? marc quinn’s blm statue divides art world, 15 july). he claims that quinn has “created the votive statue to appropriation” and it should have been “a black artist’s output, not that of a white cis man”. this is reactionary politics disguised in obscure, trendy jargon.",True,False,False,False,False,False,False,False
sydney-black-lives-matter-rally-nsw-police-go-to-court-to-have-protest-declared-illegal,article,australia-news,2020-06-05,sydney black lives matter rally: nsw court rules protest is illegal,https://www.theguardian.com/australia-news/2020/jun/05/sydney-black-lives-matter-rally-nsw-police-go-to-court-to-have-protest-declared-illegal,News,scores of protesters and police are set to converge on central sydney on saturday despite the new south wales supreme court ruling a rally drawing attention to police treatment of indigenous australians is illegal and should not go ahead.,True,False,False,False,False,False,False,False
buffalo-officers-filmed-shoving-75-year-old-protester-charged-with-assault,article,us-news,2020-06-07,buffalo officers filmed shoving 75-year-old protester charged with assault,https://www.theguardian.com/us-news/2020/jun/06/buffalo-officers-filmed-shoving-75-year-old-protester-charged-with-assault,News,"two buffalo police officers were charged with assault on saturday, prosecutors said, after a video showed them  shoving a 75-year-old protester in recent demonstrations over the death of george floyd.",False,False,False,False,False,False,False,False
philadelphia-armed-white-men-george-floyd-protests,article,us-news,2020-06-04,the armed white men who terrorized philadelphia’s black lives matter supporters,https://www.theguardian.com/us-news/2020/jun/04/philadelphia-armed-white-men-george-floyd-protests,News,"as thousands in philadelphia marched to end police brutality against black americans on monday, a group of white men carrying bats, golf clubs, and other improvised weapons gathered in the city’s fishtown neighborhood.",True,False,False,False,False,False,False,False
grindr-dating-app-removes-ethnicity-filter-to-support-black-lives-matter,article,technology,2020-06-02,grindr dating app removes ethnicity filter to support black lives matter,https://www.theguardian.com/technology/2020/jun/02/grindr-dating-app-removes-ethnicity-filter-to-support-black-lives-matter,News,"grindr is removing an “ethnicity filter” from its dating app as part of its support for the black lives matter movement, the company announced on monday.",True,False,False,False,False,False,False,False
leave-means-leave-nigel-now-farage-is-out-will-lbc-stopping-hiring-toxic-blowhards,article,tv-and-radio,2020-06-12,"leave means leave, nigel! now farage is out, will lbc stop hiring toxic blowhards?",https://www.theguardian.com/tv-and-radio/2020/jun/12/leave-means-leave-nigel-now-farage-is-out-will-lbc-stopping-hiring-toxic-blowhards,Arts,"it’s tina i feel sorry for. this week she rang  lbc’s breakfast show to tell host  nick ferrari what toppling statues of racist britons means to her as a british woman of african-caribbean ancestry. could she get her point across? not a chance. every time she tried to air her views, ferrari’s voice cut through hers. “tina, tina, tina,” ferrari said in his trademark oleaginously patronising simper as if speaking to a dim child. tina complained about him interrupting her, but ferrari wouldn’t be silenced. taking down statues is illegal. end of. “i can’t breathe” is a black lives matter slogan. “i can’t get airtime” might be tina’s.",False,False,False,False,False,False,False,False
stephen-colbert-john-bolton-trump-book,article,culture,2020-06-24,stephen colbert interviews john bolton: 'how could you be naive?',https://www.theguardian.com/culture/2020/jun/24/stephen-colbert-john-bolton-trump-book,Arts,"after  criticizing john bolton last week for holding his criticism of the trump administration for a lucrative book deal, stephen colbert hammered trump’s former national security adviser in an interview on tuesday’s late show.",False,False,False,False,False,False,False,False
george-floyd-killing-black-community-injustice-analysis,article,us-news,2020-06-04,us urged to address racial injustice or risk further instability in new report,https://www.theguardian.com/us-news/2020/jun/04/george-floyd-killing-black-community-injustice-analysis,News,"a failure to confront the “deep pain and injustice borne by the african american community” in response to the police killing of george floyd will result in further “division and instability” in the united states,  according to a new analysis by the international crisis group.",False,False,False,False,False,False,False,False
labour-dawn-butler-people-threatened-to-kill-me-ive-been-attacked-on-the-tube,article,politics,2020-08-04,labour's dawn butler: 'people threatened to kill me. i’ve been attacked on the tube',https://www.theguardian.com/politics/2020/aug/04/labour-dawn-butler-people-threatened-to-kill-me-ive-been-attacked-on-the-tube,News,"at the start of april, dawn butler was a well-liked figure in parliament and looked like  a strong candidate for deputy leader of the labour party. an experienced parliamentarian, 50 years old and a party member for more than 30 of them, she had been a minister in gordon brown’s government and served in jeremy corbyn’s shadow cabinet. in december 2009, she had been the first black woman to speak from the dispatch box. she also had strong union links, having worked for the gmb and, before that, the public and commercial services union. she had a life before – and halfway through – westminster, working as a computer programmer and then an employment-service trainer.",False,False,False,False,False,False,False,False
black-lives-matter-institutions-joining-fight-silenced,article,commentisfree,2020-06-04,the brands rushing to defend black lives used to silence us. does it get more shameless? | candice frederick,https://www.theguardian.com/commentisfree/2020/jun/04/black-lives-matter-institutions-joining-fight-silenced,Opinion,"when i first noticed that there were non-black faces in the myriad protests demanding justice for the police murder of george floyd across the world over the last few days, i thought: it’s nice to see that oppressed black people aren’t the only ones speaking out about the oppression of black people. because generally that’s been the case. but that feeling of relief dissolved after big organizations such as  the nfl and  the cw, as well as stars like  lea michele, jumped on that bandwagon to align themselves with the fight for black humanity. because these are some of the same platforms that have silenced us.",False,False,False,False,False,False,False,False
george-floyd-protests-los-angeles-arrests,article,us-news,2020-06-03,"george floyd protests: more than 3,000 arrested in los angeles county",https://www.theguardian.com/us-news/2020/jun/03/george-floyd-protests-los-angeles-arrests,News,"more than 3,000 protesters have been arrested in los angeles county during the demonstrations against the police killing of george floyd in minneapolis, police said, the overwhelming majority of them for non-violent offenses.",False,False,False,True,False,False,False,False
edward-colston-statue-replaced-by-sculpture-of-black-lives-matter-protester,article,world,2020-07-15,edward colston statue replaced by sculpture of black lives matter protester jen reid,https://www.theguardian.com/world/2020/jul/15/edward-colston-statue-replaced-by-sculpture-of-black-lives-matter-protester,News,the statue of slave trader edward colston was replaced in bristol on wednesday morning – with a sculpture of one of the protesters whose anger brought him down.,True,False,False,False,False,False,False,False
republicans-push-anti-protest-laws-blm-demonstrations,article,world,2021-04-12,republicans push ‘tsunami’ of harsh anti-protest laws after blm rallies,https://www.theguardian.com/world/2021/apr/12/republicans-push-anti-protest-laws-blm-demonstrations,News,"after a year where  black lives matter demonstrations saw americans begin to re-address and rethink racial inequality in the nation, a pushback from predominantly republican lawmakers is on the horizon, with 29 states in the us moving to introduce draconian anti-protest laws.",False,True,False,False,False,False,False,False
george-floyd-protests-california-cities,article,us-news,2020-06-01,george floyd protests in california stretch from biggest cities to smaller towns,https://www.theguardian.com/us-news/2020/jun/01/george-floyd-protests-california-cities,News,"california erupted in protest alongside the rest of the country over the weekend, with hundreds of thousands taking to the streets over the police killing of george floyd in minneapolis.",False,False,False,True,False,False,False,False
police-criticized-heavy-handed-response-peaceful-protests-across-us,article,us-news,2020-06-02,police criticized over heavy-handed response to peaceful protests across us,https://www.theguardian.com/us-news/2020/jun/02/police-criticized-heavy-handed-response-peaceful-protests-across-us,News,"after a night of vandalism and police aggression against protesters across the united states, the response of law enforcement officers to widespread public demonstrations came under heavy criticism as demands grew to ensure the right of protesters to peaceably assemble.",False,False,False,False,False,False,False,False
george-floyd-protests-monday-curfews-autopsy,article,us-news,2020-06-02,george floyd killing: widespread curfews fail to stop fresh wave of protests across us,https://www.theguardian.com/us-news/2020/jun/01/george-floyd-protests-monday-curfews-autopsy,News,"cities witnessed another night of protests despite widespread curfews as sporadic unrest continued across the us one week after george floyd’s death, which autopsies on monday  ruled was a homicide.trong>r/>trong>r/>from new york to washington dc and from philadelphia to los angeles, many communities enacted curfews on monday, in some cases giving residents just hours’ or minutes’ notice.",False,False,False,True,False,False,False,False
george-floyd-violent-rioters-america-police-officers,article,commentisfree,2020-06-01,"across america, police are responding to peaceful protests with violence | nathan robinson",https://www.theguardian.com/commentisfree/2020/jun/01/george-floyd-violent-rioters-america-police-officers,Opinion,"the footage and photographs are disturbing. these lawless rioters are out of control. they have  driven an suv into a crowd,  tossed journalists to the ground and pepper-sprayed them,  beaten people with batons and even  blinded a woman in one eye. they have been launching  unprovoked attacks on peaceful, law-abiding citizens exercising their constitutional rights. the violent behavior of these mobs should be condemned by all. we need to restore order: someone must stop the police.",False,False,False,False,False,False,False,False
george-floyd-brother-philonise-floyd-congress,article,us-news,2020-06-10,'make it stop': george floyd's brother calls on congress to act over police violence,https://www.theguardian.com/us-news/2020/jun/10/george-floyd-brother-philonise-floyd-congress,News,"hours after george floyd was laid to rest in houston, his younger brother made an impassioned plea to congress to prevent his death from becoming just “another name” on an ever-growing list of black americans killed by police.",False,False,False,True,False,False,False,False
husband-los-angeles-district-attorney-charged-with-pointing-a-gun-at-black-lives-matter-protesters,article,us-news,2020-08-04,husband of la district attorney charged after pointing gun at black lives matter protesters,https://www.theguardian.com/us-news/2020/aug/04/husband-los-angeles-district-attorney-charged-with-pointing-a-gun-at-black-lives-matter-protesters,News,"the husband of the los angeles district attorney has been charged with multiple firearm assaults after he pointed a gun at black lives matter activists and said, “i will shoot you.”",True,False,False,False,False,False,False,False
stormzy-black-lives-matter,article,music,2020-07-09,"stormzy on black lives matter: 'if we weren't oppressed, we wouldn't be shouting'",https://www.theguardian.com/music/2020/jul/09/stormzy-black-lives-matter,Arts,"the  black lives matter movement represents “hundreds, thousands of years” of “real pain”,  stormzy has told the bbc.",True,False,False,False,False,False,False,False
john-boyega-challenged-racism-movie-star-hyde-park-speech,article,film,2020-06-04,'i ain’t waiting': john boyega shows movie stars what political engagement looks like,https://www.theguardian.com/film/2020/jun/04/john-boyega-challenged-racism-movie-star-hyde-park-speech,Arts,"already, the  sneery backlash has begun – as so much trumpism is founded on that keynote of faux-underdog self-pity in the face of supposedly all-powerful  liberalism. when actor john boyega, from star wars and attack the block, addressed protesters at a  black lives matter rally in london’s hyde park, he said: “i’m speaking to you from my heart. look, i don’t know if i’m going to have a career after this, but fuck that.” social media exploded with knowing jeers and giggling gotchas about how, actually, boyega m>hadm> to protest, or else his career would suffer! people on twitter who had shown no very obvious knowledge of or interest in the issue of civil rights or hollywood politics before this, were suddenly intoxicated by their delicious paradox, and made boyega’s comments the pretext of once again righteously smashing the 5g mast of liberal power.",False,False,False,False,False,False,False,False
hundreds-armed-counter-protesters-confront-black-lives-matter-event-bethel-ohio,article,us-news,2020-06-18,hundreds of armed counter-protesters confront black lives matter rally in ohio,https://www.theguardian.com/us-news/2020/jun/18/hundreds-armed-counter-protesters-confront-black-lives-matter-event-bethel-ohio,News,a small and peaceful demonstration in an ohio town to support the black lives matter movement at the weekend was overwhelmed when hundreds of counter-protesters – some armed with rifles or baseball bats – harassed the group.,True,False,False,False,False,False,False,False
man-rescued-by-uk-black-lives-matter-protester-is-ex-police-officer,article,uk-news,2020-06-18,man rescued by uk black lives matter protester is ex-police officer,https://www.theguardian.com/world/2020/jun/18/man-rescued-by-uk-black-lives-matter-protester-is-ex-police-officer,News,"the counter-protester carried to safety by a black lives matter protester last weekend is a former officer at british transport police, the force has confirmed.",True,False,False,False,False,False,False,False
blm-activists-demonstrating-against-anti-protest-bill-targeted-by-police,article,world,2021-03-16,blm activists demonstrating against anti-protest bill 'targeted by police',https://www.theguardian.com/world/2021/mar/16/blm-activists-demonstrating-against-anti-protest-bill-targeted-by-police,News,activists behind many of last summer’s black lives matter protests have accused the police of targeting and harassing them in an effort to stop them from taking part in  demonstrations against a police bill.,False,True,False,False,False,False,False,False
us-journalists-media-protests-donald-trump,article,media,2020-06-08,'denigrated and discredited': how american journalists became targets during protests,https://www.theguardian.com/media/2020/jun/08/us-journalists-media-protests-donald-trump,News,a photographer who says she was blinded in one eye. a tv reporter surrounded and arrested by police live on air. a cameraman slammed in the chest with a riot shield while filming a peaceful protest outside the president’s home.,False,False,False,False,False,False,False,False
mothers-black-children-killed-by-police-speak-out,article,us-news,2020-06-11,mothers of black americans killed by police speak out: ‘nothing's changed’,https://www.theguardian.com/us-news/2020/jun/11/mothers-black-children-killed-by-police-speak-out,News,"in his final moments of life, george floyd called for his mother as a white minneapolis police officer knelt on his neck in the street.",False,False,False,False,False,False,False,False
protests-george-floyd-black-lives-matter-saturday,article,us-news,2020-06-07,george floyd killing: peaceful protests sweep america as calls for racial justice reach new heights,https://www.theguardian.com/us-news/2020/jun/06/protests-george-floyd-black-lives-matter-saturday,News,"hundreds of thousands of americans took to the streets, in big cities and small towns, from coast to coast, marking one of the the most expansive mobilizations yet in the nationwide protests against police violence and systemic racism sparked by the police killing of george floyd in minneapolis.",False,False,False,True,False,False,False,False
this-weekend-has-to-be-day-one-of-rugby-unions-fight-against-racism,article,sport,2020-08-13,this weekend has to be day one of rugby's fight against racism | ugo monye,https://www.theguardian.com/sport/blog/2020/aug/13/this-weekend-has-to-be-day-one-of-rugby-unions-fight-against-racism,Sport,"black lives matter. those three words – a statement distilled to its purest form – are the best explanation i can give as to why i will take a knee when rugby restarts on friday night. i am totally aware that the statement has been politicised and i strongly disagree with some of the things the organisation stands for, but there is one reason why pretty much every household has developed a greater understanding and awareness of anti-racism recently: the black lives matter movement.",False,False,False,False,False,False,False,False
long-baileys-sacking-sparks-renewed-focus-on-us-and-israeli-police-links,article,politics,2020-06-25,long-bailey's sacking sparks focus on reporting of us-israeli police links,https://www.theguardian.com/politics/2020/jun/25/long-baileys-sacking-sparks-renewed-focus-on-us-and-israeli-police-links,News,keir starmer’s decision  to sack rebecca long-bailey as shadow education secretary after she shared on twitter an interview with the actor maxine peake has focused attention on links between us police forces and their israeli counterparts – and how those connections have been reported by some media outlets in recent weeks.,False,False,False,False,False,False,False,False
